stat, rank, value, (percentage) 
minecraft.dropped.diamond_chestplate: #10, 1(1%)
minecraft.picked_up.light_blue_stained_glass_pane: #10, 36(1%)
minecraft.picked_up.yellow_wool: #10, 116(1%)
minecraft.used.cake: #10, 2(1%)
minecraft.dropped.weeping_vines: #10, 15(1%)
minecraft.picked_up.light_blue_carpet: #10, 17(1%)
minecraft.crafted.chiseled_stone_bricks: #10, 122(1%)
minecraft.mined.barrel: #11, 190(5%)
minecraft.dropped.iron_door: #10, 1(1%)
minecraft.mined.target: #10, 8(1%)
minecraft.custom.sleep_in_bed: #11, 1623(4%)
minecraft.dropped.polished_andesite: #10, 55(1%)
minecraft.used.blackstone_wall: #10, 58(1%)
minecraft.used.chest: #11, 2078(5%)
minecraft.used.magenta_carpet: #10, 27(1%)
minecraft.picked_up.target: #10, 8(1%)
minecraft.used.brick_wall: #10, 27(1%)
minecraft.used.warped_fungus: #10, 51(1%)
minecraft.dropped.birch_slab: #10, 6(1%)
minecraft.picked_up.nether_star: #10, 5(1%)
minecraft.killed.wither: #10, 2(1%)
minecraft.picked_up.brick_wall: #10, 14(1%)
minecraft.used.crimson_sign: #10, 3(1%)
minecraft.crafted.lodestone: #10, 1(1%)
minecraft.dropped.soul_lantern: #10, 5(1%)
minecraft.picked_up.brick_slab: #10, 5(1%)
minecraft.used.purpur_pillar: #10, 21(0%)
minecraft.killed.wither_skeleton: #10, 156(0%)
minecraft.dropped.heart_of_the_sea: #10, 1(1%)
minecraft.dropped.poppy: #10, 366(0%)
minecraft.dropped.feather: #10, 25(0%)
minecraft.used.polished_granite_slab: #10, 4(0%)
minecraft.mined.fire_coral_fan: #10, 2(0%)
minecraft.crafted.chiseled_polished_blackstone: #10, 9(0%)
minecraft.dropped.dispenser: #10, 3(0%)
minecraft.picked_up.purple_shulker_box: #10, 2(0%)
minecraft.dropped.dark_oak_fence: #10, 6(0%)
minecraft.mined.purple_shulker_box: #10, 2(0%)
minecraft.dropped.orange_wool: #10, 2(0%)
minecraft.dropped.black_dye: #10, 3(0%)
minecraft.dropped.gray_concrete_powder: #10, 9(0%)
minecraft.crafted.quartz_pillar: #10, 92(0%)
minecraft.dropped.polished_andesite_stairs: #10, 8(0%)
minecraft.mined.acacia_sapling: #10, 1(0%)
minecraft.dropped.white_banner: #10, 4(0%)
minecraft.mined.light_blue_concrete_powder: #10, 1(0%)
minecraft.mined.yellow_stained_glass: #10, 4(0%)
minecraft.dropped.spruce_stairs: #10, 4(0%)
minecraft.picked_up.stone: #11, 140237(4%)
minecraft.picked_up.dark_prismarine_slab: #10, 10(0%)
minecraft.dropped.yellow_dye: #10, 1(0%)
minecraft.crafted.magenta_terracotta: #10, 12(0%)
minecraft.picked_up.lime_concrete_powder: #10, 22(0%)
minecraft.mined.emerald_block: #10, 9(0%)
minecraft.dropped.lime_wool: #10, 3(0%)
minecraft.picked_up.brain_coral_block: #10, 3(0%)
minecraft.mined.brain_coral_block: #10, 3(0%)
minecraft.crafted.dark_prismarine_slab: #10, 12(0%)
minecraft.crafted.crimson_fence: #10, 3(0%)
minecraft.picked_up.stripped_warped_hyphae: #10, 5(0%)
minecraft.mined.chest: #11, 850(4%)
minecraft.crafted.yellow_terracotta: #10, 13(0%)
minecraft.crafted.bell: #10, 1(0%)
minecraft.used.purpur_stairs: #10, 2(0%)
minecraft.picked_up.honeycomb: #10, 20(0%)
minecraft.crafted.chiseled_nether_bricks: #10, 1(0%)
minecraft.crafted.blue_terracotta: #10, 12(0%)
minecraft.crafted.warped_hyphae: #10, 6(0%)
minecraft.dropped.light_gray_concrete_powder: #10, 1(0%)
minecraft.picked_up.pink_concrete_powder: #10, 1(0%)
minecraft.crafted.air: #10, 0(0%)
minecraft.picked_up.netherrack: #11, 44475(4%)
minecraft.picked_up.diorite: #11, 12810(4%)
minecraft.mined.chipped_anvil: #11, 16(4%)
minecraft.mined.piston_head: #11, 11(4%)
minecraft.picked_up.cactus: #11, 861(3%)
minecraft.mined.grass_block: #11, 35842(3%)
minecraft.picked_up.painting: #11, 132(4%)
minecraft.killed.zombie: #11, 1190(3%)
minecraft.picked_up.diamond_sword: #11, 34(3%)
minecraft.used.stone_axe: #11, 216(4%)
minecraft.picked_up.polished_basalt: #11, 326(4%)
minecraft.used.netherite_pickaxe: #11, 225026(3%)
minecraft.crafted.stone_bricks: #11, 8528(3%)
minecraft.mined.red_terracotta: #11, 2334(3%)
minecraft.mined.gold_ore: #11, 897(3%)
minecraft.used.painting: #11, 132(3%)
minecraft.picked_up.anvil: #11, 68(3%)
minecraft.picked_up.gold_ore: #11, 906(3%)
minecraft.picked_up.red_terracotta: #11, 2368(3%)
minecraft.used.oak_trapdoor: #11, 255(3%)
minecraft.mined.piston: #11, 140(3%)
minecraft.dropped.golden_helmet: #11, 11(3%)
minecraft.mined.polished_basalt: #11, 215(3%)
minecraft.mined.white_stained_glass_pane: #11, 64(3%)
minecraft.used.glass: #11, 2177(3%)
minecraft.used.lectern: #11, 194(3%)
minecraft.mined.oxeye_daisy: #11, 38(3%)
minecraft.picked_up.twisting_vines: #11, 93(3%)
minecraft.mined.black_concrete: #11, 1165(3%)
minecraft.used.enchanting_table: #11, 3(3%)
minecraft.picked_up.acacia_trapdoor: #11, 72(3%)
minecraft.used.white_concrete_powder: #11, 6928(2%)
minecraft.mined.cauldron: #11, 7(3%)
minecraft.mined.oak_leaves: #11, 19814(2%)
minecraft.picked_up.oak_pressure_plate: #11, 3(3%)
minecraft.mined.stone_stairs: #11, 74(2%)
minecraft.picked_up.dark_oak_trapdoor: #11, 136(2%)
minecraft.mined.white_wool: #11, 92(2%)
minecraft.mined.spruce_slab: #11, 276(2%)
minecraft.dropped.jungle_log: #11, 51(3%)
minecraft.dropped.bone: #11, 808(2%)
minecraft.dropped.item_frame: #11, 20(2%)
minecraft.picked_up.sunflower: #11, 132(2%)
minecraft.dropped.filled_map: #11, 21(2%)
minecraft.used.soul_sand: #11, 408(2%)
minecraft.crafted.stone_brick_slab: #11, 846(2%)
minecraft.dropped.redstone_torch: #11, 22(2%)
minecraft.mined.smithing_table: #11, 13(2%)
minecraft.mined.stone_brick_stairs: #11, 85(2%)
minecraft.dropped.purpur_pillar: #11, 7(2%)
minecraft.used.sunflower: #11, 3(2%)
minecraft.crafted.iron_shovel: #11, 12(2%)
minecraft.picked_up.polished_blackstone_bricks: #11, 723(2%)
minecraft.mined.red_wool: #11, 47(2%)
minecraft.crafted.birch_boat: #11, 3(2%)
minecraft.mined.cocoa: #11, 118(2%)
minecraft.mined.lime_stained_glass: #11, 59(2%)
minecraft.picked_up.white_dye: #11, 144(2%)
minecraft.crafted.lime_carpet: #11, 195(2%)
minecraft.mined.warped_roots: #11, 129(1%)
minecraft.mined.cyan_concrete: #11, 505(1%)
minecraft.picked_up.lime_carpet: #11, 54(2%)
minecraft.killed.iron_golem: #11, 10(2%)
minecraft.picked_up.gunpowder: #11, 1974(1%)
minecraft.used.glass_bottle: #11, 170(1%)
minecraft.crafted.acacia_boat: #11, 1(2%)
minecraft.crafted.black_concrete_powder: #11, 1944(1%)
minecraft.picked_up.stone_stairs: #11, 93(1%)
minecraft.crafted.firework_rocket: #11, 11854(1%)
minecraft.used.polished_basalt: #11, 351(1%)
minecraft.used.blue_shulker_box: #11, 27(1%)
minecraft.picked_up.purple_concrete: #11, 56(1%)
minecraft.picked_up.light_gray_stained_glass: #11, 137(2%)
minecraft.killed.magma_cube: #11, 372(1%)
minecraft.picked_up.chiseled_polished_blackstone: #11, 15(2%)
minecraft.dropped.lever: #11, 13(1%)
minecraft.mined.mossy_stone_bricks: #11, 17(1%)
minecraft.dropped.netherite_boots: #11, 1(2%)
minecraft.used.terracotta: #11, 457(1%)
minecraft.used.snow_block: #11, 768(1%)
minecraft.dropped.dark_oak_planks: #11, 31(1%)
minecraft.dropped.polished_blackstone_slab: #11, 7(1%)
minecraft.used.polished_blackstone_brick_slab: #11, 255(1%)
minecraft.used.seagrass: #11, 8(2%)
minecraft.picked_up.snowball: #11, 2463(1%)
minecraft.used.map: #11, 6(1%)
minecraft.used.dark_oak_pressure_plate: #11, 1(2%)
minecraft.dropped.dandelion: #11, 47(1%)
minecraft.picked_up.warped_door: #11, 1(2%)
minecraft.dropped.paper: #11, 245(1%)
minecraft.mined.nether_sprouts: #11, 47(1%)
minecraft.dropped.ice: #11, 49(1%)
minecraft.used.red_carpet: #11, 157(1%)
minecraft.crafted.brown_concrete_powder: #11, 312(1%)
minecraft.mined.white_banner: #11, 1(1%)
minecraft.used.fire_coral_fan: #11, 2(1%)
minecraft.mined.purple_bed: #11, 3(1%)
minecraft.picked_up.chicken: #11, 39(1%)
minecraft.mined.black_concrete_powder: #11, 46(1%)
minecraft.custom.play_record: #11, 3(1%)
minecraft.mined.tnt: #11, 51(1%)
minecraft.custom.walk_under_water_one_cm: #12, 8101267(2%)
minecraft.crafted.yellow_concrete_powder: #11, 256(1%)
minecraft.picked_up.fire_coral_fan: #11, 7(1%)
minecraft.crafted.smooth_sandstone_slab: #11, 156(1%)
minecraft.picked_up.bubble_coral_fan: #11, 7(1%)
minecraft.mined.purple_carpet: #11, 5(1%)
minecraft.picked_up.diamond_boots: #12, 42(4%)
minecraft.used.purple_bed: #11, 4(1%)
minecraft.mined.spawner: #11, 1(1%)
minecraft.dropped.ink_sac: #11, 20(1%)
minecraft.crafted.lime_concrete_powder: #11, 272(1%)
minecraft.picked_up.ice: #11, 711(0%)
minecraft.used.orange_concrete_powder: #11, 139(1%)
minecraft.crafted.crimson_sign: #11, 3(1%)
minecraft.crafted.quartz_bricks: #11, 84(1%)
minecraft.killed.cat: #11, 1(1%)
minecraft.used.target: #11, 13(1%)
minecraft.crafted.yellow_carpet: #11, 117(1%)
minecraft.mined.horn_coral_fan: #11, 3(1%)
minecraft.crafted.jungle_wood: #11, 69(1%)
minecraft.used.dark_oak_button: #11, 10(1%)
minecraft.picked_up.purple_carpet: #11, 7(0%)
minecraft.used.pumpkin_pie: #11, 16(0%)
minecraft.picked_up.end_crystal: #11, 1(1%)
minecraft.dropped.spruce_pressure_plate: #11, 1(1%)
minecraft.used.yellow_carpet: #11, 73(0%)
minecraft.crafted.quartz_stairs: #11, 48(0%)
minecraft.mined.black_carpet: #11, 97(0%)
minecraft.mined.tube_coral: #11, 2(0%)
minecraft.dropped.bread: #11, 81(0%)
minecraft.dropped.stripped_birch_log: #11, 1(0%)
minecraft.mined.horn_coral_block: #11, 6(0%)
minecraft.dropped.iron_bars: #11, 17(0%)
minecraft.picked_up.jungle_wood: #11, 5(0%)
minecraft.dropped.acacia_sapling: #11, 2(0%)
minecraft.crafted.beacon: #11, 1(0%)
minecraft.picked_up.rabbit: #11, 5(0%)
minecraft.picked_up.bubble_coral_block: #11, 4(0%)
minecraft.mined.bubble_coral_block: #11, 4(0%)
minecraft.picked_up.acacia_leaves: #11, 12(0%)
minecraft.dropped.green_carpet: #11, 2(0%)
minecraft.crafted.green_wool: #11, 3(0%)
minecraft.dropped.dark_oak_button: #11, 1(0%)
minecraft.picked_up.fire_coral_block: #11, 3(0%)
minecraft.mined.fire_coral_block: #11, 3(0%)
minecraft.custom.interact_with_crafting_table: #12, 3930(4%)
minecraft.used.dark_prismarine_slab: #11, 9(0%)
minecraft.used.red_nether_bricks: #11, 4(0%)
minecraft.picked_up.orange_concrete_powder: #11, 2(0%)
minecraft.picked_up.player_head: #12, 601(3%)
minecraft.picked_up.item_frame: #12, 282(4%)
minecraft.picked_up.shulker_box: #12, 2925(4%)
minecraft.picked_up.cobblestone: #12, 68578(3%)
minecraft.crafted.redstone_block: #12, 1777(3%)
minecraft.dropped.netherite_pickaxe: #12, 7(4%)
minecraft.crafted.diamond_sword: #12, 6(3%)
minecraft.custom.interact_with_brewingstand: #12, 302(3%)
minecraft.mined.granite: #12, 12595(3%)
minecraft.used.shulker_box: #12, 2408(3%)
minecraft.picked_up.filled_map: #12, 164(3%)
minecraft.used.barrel: #12, 297(3%)
minecraft.killed.piglin: #12, 62(3%)
minecraft.picked_up.iron_shovel: #12, 10(3%)
minecraft.mined.shulker_box: #12, 2319(3%)
minecraft.picked_up.leather_chestplate: #12, 14(3%)
minecraft.picked_up.stone_button: #12, 144(3%)
minecraft.picked_up.lectern: #12, 192(3%)
minecraft.used.piston: #12, 380(3%)
minecraft.crafted.bucket: #12, 144(2%)
minecraft.mined.hay_block: #12, 43(3%)
minecraft.picked_up.lead: #12, 92(2%)
minecraft.picked_up.lapis_ore: #12, 189(2%)
minecraft.crafted.white_concrete_powder: #12, 7136(2%)
minecraft.picked_up.chainmail_helmet: #12, 3(3%)
minecraft.used.cobblestone_slab: #12, 572(2%)
minecraft.picked_up.nether_brick_fence: #12, 38(3%)
minecraft.used.cyan_shulker_box: #12, 60(3%)
minecraft.picked_up.piston: #12, 149(2%)
minecraft.dropped.leather_chestplate: #12, 9(2%)
minecraft.picked_up.iron_boots: #12, 16(2%)
minecraft.crafted.spruce_planks: #12, 11704(2%)
minecraft.used.spruce_planks: #12, 1258(2%)
minecraft.mined.dandelion: #12, 98(2%)
minecraft.used.dark_oak_slab: #12, 750(2%)
minecraft.mined.vine: #12, 537(2%)
minecraft.picked_up.cyan_shulker_box: #12, 51(2%)
minecraft.mined.cyan_shulker_box: #12, 50(2%)
minecraft.mined.soul_soil: #12, 759(2%)
minecraft.picked_up.spruce_slab: #12, 371(2%)
minecraft.crafted.ender_chest: #12, 15(2%)
minecraft.picked_up.sea_lantern: #12, 352(2%)
minecraft.picked_up.stone_brick_slab: #12, 416(2%)
minecraft.broken.fishing_rod: #12, 1(2%)
minecraft.dropped.grass_block: #12, 466(2%)
minecraft.mined.dark_oak_sign: #12, 1(2%)
minecraft.picked_up.birch_boat: #12, 7(2%)
minecraft.mined.iron_trapdoor: #12, 85(2%)
minecraft.mined.spruce_sign: #12, 4(2%)
minecraft.crafted.blackstone_wall: #12, 48(2%)
minecraft.used.campfire: #12, 49(1%)
minecraft.broken.shears: #12, 39(1%)
minecraft.picked_up.clay_ball: #12, 556(1%)
minecraft.used.heavy_weighted_pressure_plate: #12, 9(2%)
minecraft.mined.polished_blackstone_bricks: #12, 591(1%)
minecraft.picked_up.polished_andesite_stairs: #12, 101(1%)
minecraft.mined.snow: #12, 4231(1%)
minecraft.picked_up.smooth_sandstone: #12, 486(1%)
minecraft.picked_up.lava_bucket: #12, 3(1%)
minecraft.crafted.black_shulker_box: #12, 3(1%)
minecraft.mined.quartz_slab: #12, 43(1%)
minecraft.dropped.stone_button: #12, 30(1%)
minecraft.picked_up.jukebox: #12, 2(2%)
minecraft.mined.dark_oak_fence: #12, 19(1%)
minecraft.mined.lime_concrete: #12, 174(1%)
minecraft.mined.quartz_pillar: #12, 47(1%)
minecraft.picked_up.white_stained_glass_pane: #12, 63(1%)
minecraft.mined.grass_path: #12, 181(1%)
minecraft.dropped.obsidian: #12, 30(1%)
minecraft.crafted.purple_dye: #12, 256(1%)
minecraft.picked_up.cooked_chicken: #12, 29(1%)
minecraft.custom.open_chest: #13, 30685(4%)
minecraft.picked_up.dark_oak_sign: #12, 18(1%)
minecraft.picked_up.light_blue_concrete: #12, 195(1%)
minecraft.used.gray_concrete_powder: #12, 2669(1%)
minecraft.picked_up.jungle_slab: #12, 88(1%)
minecraft.crafted.birch_slab: #12, 282(1%)
minecraft.dropped.acacia_planks: #12, 8(1%)
minecraft.used.packed_ice: #12, 288(1%)
minecraft.killed.wolf: #12, 1(1%)
minecraft.picked_up.horn_coral_fan: #12, 10(1%)
minecraft.picked_up.gray_concrete_powder: #12, 1039(1%)
minecraft.mined.stripped_dark_oak_log: #12, 63(1%)
minecraft.used.stone_sword: #12, 27(1%)
minecraft.picked_up.stripped_dark_oak_log: #12, 62(1%)
minecraft.picked_up.tnt: #12, 156(1%)
minecraft.used.twisting_vines: #12, 16(1%)
minecraft.crafted.bread: #12, 204(1%)
minecraft.dropped.spruce_sapling: #12, 8(1%)
minecraft.picked_up.smooth_sandstone_slab: #12, 54(1%)
minecraft.mined.smooth_sandstone_slab: #12, 41(1%)
minecraft.picked_up.feather: #12, 69(1%)
minecraft.mined.horn_coral_wall_fan: #12, 8(1%)
minecraft.picked_up.purple_bed: #12, 3(1%)
minecraft.dropped.stone_pressure_plate: #12, 6(1%)
minecraft.killed.tropical_fish: #12, 7(1%)
minecraft.picked_up.pink_wool: #12, 66(1%)
minecraft.used.yellow_concrete_powder: #12, 188(1%)
minecraft.crafted.polished_blackstone_slab: #12, 138(1%)
minecraft.picked_up.light_blue_stained_glass: #12, 51(1%)
minecraft.mined.bubble_coral_wall_fan: #12, 6(1%)
minecraft.crafted.spruce_pressure_plate: #12, 4(1%)
minecraft.crafted.daylight_detector: #12, 12(1%)
minecraft.mined.crimson_stairs: #12, 2(1%)
minecraft.mined.warped_fence: #12, 2(1%)
minecraft.used.bubble_coral_fan: #12, 1(1%)
minecraft.crafted.dried_kelp: #12, 137(1%)
minecraft.used.end_stone: #12, 65(1%)
minecraft.killed.bee: #12, 2(1%)
minecraft.mined.fire_coral_wall_fan: #12, 5(1%)
minecraft.crafted.cyan_stained_glass: #12, 320(0%)
minecraft.mined.yellow_terracotta: #12, 317(0%)
minecraft.crafted.jungle_trapdoor: #12, 30(1%)
minecraft.used.jungle_trapdoor: #12, 22(0%)
minecraft.used.warped_roots: #12, 5(0%)
minecraft.picked_up.brain_coral: #12, 1(1%)
minecraft.picked_up.tube_coral: #12, 1(1%)
minecraft.mined.acacia_wall_sign: #12, 3(0%)
minecraft.crafted.light_blue_terracotta: #12, 56(0%)
minecraft.used.beehive: #12, 8(0%)
minecraft.mined.dark_oak_door: #12, 1(1%)
minecraft.used.cut_sandstone_slab: #12, 19(0%)
minecraft.picked_up.horn_coral_block: #12, 6(0%)
minecraft.mined.stripped_birch_wood: #12, 4(0%)
minecraft.used.red_mushroom_block: #12, 23(0%)
minecraft.mined.ice: #12, 1186(0%)
minecraft.dropped.porkchop: #12, 10(0%)
minecraft.picked_up.soul_torch: #12, 2(0%)
minecraft.dropped.iron_trapdoor: #12, 3(0%)
minecraft.used.jungle_stairs: #12, 8(0%)
minecraft.picked_up.polished_granite_slab: #12, 2(0%)
minecraft.picked_up.stripped_birch_wood: #12, 3(0%)
minecraft.used.soul_campfire: #12, 1(0%)
minecraft.dropped.cooked_mutton: #12, 2(0%)
minecraft.used.stripped_birch_wood: #12, 4(0%)
minecraft.mined.jungle_wood: #12, 4(0%)
minecraft.crafted.magenta_carpet: #12, 6(0%)
minecraft.used.jungle_sapling: #12, 6(0%)
minecraft.mined.brain_coral_fan: #12, 1(0%)
minecraft.picked_up.crimson_stairs: #12, 2(0%)
minecraft.used.chiseled_nether_bricks: #12, 4(0%)
minecraft.mined.brain_coral: #12, 1(0%)
minecraft.dropped.ancient_debris: #12, 1(0%)
minecraft.mined.green_concrete_powder: #12, 10(0%)
minecraft.used.brown_concrete: #12, 12(0%)
minecraft.dropped.red_wool: #12, 2(0%)
minecraft.used.purple_shulker_box: #12, 1(0%)
minecraft.crafted.blaze_powder: #12, 66(0%)
minecraft.dropped.snow_block: #12, 3(0%)
minecraft.mined.orange_wool: #12, 3(0%)
minecraft.used.birch_wood: #12, 3(0%)
minecraft.picked_up.yellow_stained_glass: #12, 4(0%)
minecraft.used.azure_bluet: #12, 1(0%)
minecraft.used.emerald_block: #12, 13(0%)
minecraft.custom.tune_noteblock: #12, 559(0%)
minecraft.dropped.spruce_fence: #12, 4(0%)
minecraft.custom.interact_with_beacon: #13, 70(4%)
minecraft.used.crimson_fence: #12, 2(0%)
minecraft.dropped.quartz_block: #12, 6(0%)
minecraft.used.warped_hyphae: #12, 6(0%)
minecraft.crafted.ladder: #13, 501(4%)
minecraft.crafted.packed_ice: #12, 6(0%)
minecraft.dropped.gray_carpet: #12, 1(0%)
minecraft.crafted.red_nether_bricks: #12, 5(0%)
minecraft.used.ladder: #13, 395(4%)
minecraft.custom.climb_one_cm: #13, 3582784(3%)
minecraft.crafted.iron_leggings: #13, 6(4%)
minecraft.picked_up.oak_fence: #13, 222(3%)
minecraft.custom.mob_kills: #13, 64036(3%)
minecraft.killed.ghast: #13, 99(3%)
minecraft.killed.trader_llama: #13, 15(3%)
minecraft.picked_up.iron_block: #13, 2709(3%)
minecraft.crafted.iron_ingot: #13, 14964(3%)
minecraft.used.spruce_sign: #13, 59(3%)
minecraft.used.composter: #13, 63(3%)
minecraft.picked_up.brewing_stand: #13, 21(3%)
minecraft.custom.damage_dealt: #13, 1494392(2%)
minecraft.picked_up.end_rod: #13, 397(2%)
minecraft.picked_up.water_bucket: #13, 17(2%)
minecraft.mined.netherrack: #13, 47857(2%)
minecraft.used.netherrack: #13, 5560(2%)
minecraft.picked_up.soul_soil: #13, 713(2%)
minecraft.picked_up.bookshelf: #13, 65(2%)
minecraft.custom.player_kills: #13, 23(2%)
minecraft.mined.red_concrete: #13, 447(2%)
minecraft.picked_up.flint: #13, 493(2%)
minecraft.mined.glass_pane: #13, 33(2%)
minecraft.custom.walk_one_cm: #14, 131288540(3%)
minecraft.crafted.blue_dye: #13, 1067(2%)
minecraft.used.smooth_stone_slab: #13, 3503(2%)
minecraft.mined.dead_bush: #13, 113(2%)
minecraft.crafted.green_carpet: #13, 243(2%)
minecraft.picked_up.andesite_wall: #13, 80(2%)
minecraft.mined.polished_andesite_slab: #13, 100(2%)
minecraft.picked_up.terracotta: #13, 6776(2%)
minecraft.used.spruce_log: #13, 464(2%)
minecraft.used.firework_rocket: #13, 400(2%)
minecraft.picked_up.shield: #13, 6(2%)
minecraft.mined.terracotta: #13, 6323(2%)
minecraft.dropped.birch_sapling: #13, 26(2%)
minecraft.picked_up.sugar_cane: #13, 4841(1%)
minecraft.used.obsidian: #13, 513(1%)
minecraft.used.red_terracotta: #13, 449(2%)
minecraft.used.shears: #13, 10182(1%)
minecraft.crafted.white_carpet: #13, 525(1%)
minecraft.picked_up.jungle_log: #13, 1995(1%)
minecraft.mined.white_terracotta: #13, 861(2%)
minecraft.picked_up.smithing_table: #13, 15(1%)
minecraft.crafted.scaffolding: #13, 564(1%)
minecraft.picked_up.polished_blackstone_slab: #13, 95(1%)
minecraft.picked_up.spruce_boat: #13, 8(2%)
minecraft.used.jungle_leaves: #13, 356(1%)
minecraft.crafted.cobblestone_stairs: #13, 56(1%)
minecraft.crafted.yellow_dye: #13, 290(1%)
minecraft.crafted.shield: #13, 4(2%)
minecraft.used.smithing_table: #13, 19(1%)
minecraft.picked_up.white_terracotta: #13, 820(1%)
minecraft.picked_up.rose_bush: #13, 320(1%)
minecraft.picked_up.spruce_fence: #13, 123(1%)
minecraft.used.potion: #13, 27(1%)
minecraft.mined.mushroom_stem: #13, 131(1%)
minecraft.mined.jungle_log: #13, 1480(1%)
minecraft.used.stone_stairs: #13, 138(1%)
minecraft.mined.jungle_fence: #13, 7(1%)
minecraft.crafted.composter: #13, 31(1%)
minecraft.dropped.trident: #13, 1(2%)
minecraft.crafted.blue_concrete_powder: #13, 264(1%)
minecraft.mined.mycelium: #13, 2346(1%)
minecraft.dropped.lead: #13, 6(1%)
minecraft.crafted.orange_dye: #13, 146(1%)
minecraft.mined.sandstone: #13, 4298(1%)
minecraft.crafted.jungle_slab: #13, 282(1%)
minecraft.picked_up.acacia_planks: #13, 22(1%)
minecraft.dropped.sandstone: #13, 129(1%)
minecraft.used.string: #13, 147(1%)
minecraft.mined.nether_brick_slab: #13, 35(1%)
minecraft.picked_up.cooked_mutton: #13, 38(1%)
minecraft.dropped.mutton: #13, 8(1%)
minecraft.mined.spruce_fence_gate: #13, 4(1%)
minecraft.crafted.dark_oak_pressure_plate: #13, 1(1%)
minecraft.picked_up.birch_fence_gate: #13, 4(1%)
minecraft.used.cooked_porkchop: #13, 117(1%)
minecraft.picked_up.cocoa_beans: #13, 438(1%)
minecraft.picked_up.acacia_log: #13, 293(1%)
minecraft.used.yellow_concrete: #13, 236(1%)
minecraft.crafted.red_carpet: #13, 156(1%)
minecraft.used.stripped_dark_oak_log: #13, 52(1%)
minecraft.crafted.acacia_trapdoor: #13, 86(1%)
minecraft.used.daylight_detector: #13, 9(1%)
minecraft.dropped.potion: #13, 32(1%)
minecraft.dropped.bucket: #13, 8(1%)
minecraft.mined.jukebox: #13, 1(1%)
minecraft.mined.polished_diorite: #13, 35(1%)
minecraft.crafted.mossy_stone_bricks: #13, 37(1%)
minecraft.picked_up.flower_pot: #13, 18(1%)
minecraft.dropped.totem_of_undying: #13, 1(1%)
minecraft.used.dark_oak_door: #13, 5(1%)
minecraft.broken.golden_shovel: #13, 1(1%)
minecraft.crafted.golden_boots: #13, 1(1%)
minecraft.mined.crimson_trapdoor: #13, 7(1%)
minecraft.crafted.birch_trapdoor: #13, 52(1%)
minecraft.crafted.sandstone: #13, 125(1%)
minecraft.mined.acacia_trapdoor: #13, 13(1%)
minecraft.used.smooth_sandstone_slab: #13, 181(1%)
minecraft.picked_up.acacia_sign: #13, 7(1%)
minecraft.dropped.orange_terracotta: #13, 24(1%)
minecraft.mined.light_blue_concrete: #13, 132(1%)
minecraft.used.cocoa_beans: #13, 117(1%)
minecraft.picked_up.dandelion: #13, 166(0%)
minecraft.killed.villager: #13, 4(1%)
minecraft.mined.cracked_polished_blackstone_bricks: #13, 85(0%)
minecraft.dropped.tripwire_hook: #13, 3(1%)
minecraft.crafted.target: #13, 18(1%)
minecraft.mined.spruce_sapling: #13, 4(0%)
minecraft.crafted.smithing_table: #13, 8(0%)
minecraft.used.spruce_pressure_plate: #13, 3(1%)
minecraft.picked_up.seagrass: #13, 48(0%)
minecraft.picked_up.dark_oak_fence: #13, 18(0%)
minecraft.used.nether_wart_block: #13, 63(0%)
minecraft.picked_up.yellow_terracotta: #13, 309(0%)
minecraft.used.crimson_roots: #13, 1(0%)
minecraft.crafted.brewing_stand: #13, 5(0%)
minecraft.dropped.end_rod: #13, 11(0%)
minecraft.picked_up.end_stone: #13, 239(0%)
minecraft.picked_up.spruce_fence_gate: #13, 4(0%)
minecraft.used.purple_carpet: #13, 17(0%)
minecraft.dropped.light_gray_concrete: #13, 5(0%)
minecraft.mined.end_stone: #13, 197(0%)
minecraft.dropped.red_concrete: #13, 3(0%)
minecraft.used.light_blue_stained_glass_pane: #13, 24(0%)
minecraft.mined.lily_pad: #13, 6(0%)
minecraft.picked_up.lime_stained_glass_pane: #13, 6(0%)
minecraft.dropped.rabbit_hide: #13, 1(0%)
minecraft.custom.crouch_one_cm: #14, 11287784(3%)
minecraft.used.crimson_trapdoor: #13, 9(0%)
minecraft.picked_up.stripped_jungle_log: #13, 2(0%)
minecraft.used.chorus_fruit: #13, 5(0%)
minecraft.crafted.soul_lantern: #13, 17(0%)
minecraft.crafted.dark_oak_button: #13, 6(0%)
minecraft.used.rose_bush: #13, 6(0%)
minecraft.picked_up.spruce_pressure_plate: #13, 1(0%)
minecraft.mined.crimson_planks: #13, 5(0%)
minecraft.crafted.acacia_slab: #13, 12(0%)
minecraft.crafted.jungle_stairs: #13, 8(0%)
minecraft.picked_up.turtle_egg: #13, 9(0%)
minecraft.dropped.yellow_terracotta: #13, 2(0%)
minecraft.mined.dark_oak_wood: #13, 1(0%)
minecraft.used.yellow_stained_glass_pane: #13, 5(0%)
minecraft.mined.light_blue_stained_glass_pane: #13, 3(0%)
minecraft.used.gray_bed: #13, 1(0%)
minecraft.dropped.prismarine_crystals: #13, 17(0%)
minecraft.mined.gray_bed: #13, 1(0%)
minecraft.used.cyan_stained_glass: #13, 63(0%)
minecraft.crafted.cooked_cod: #13, 3(0%)
minecraft.picked_up.dark_oak_wood: #13, 1(0%)
minecraft.picked_up.orange_wool: #13, 9(0%)
minecraft.used.orange_carpet: #13, 9(0%)
minecraft.dropped.glass_pane: #13, 2(0%)
