stat, rank, value, (percentage) 
minecraft.mined.blackstone_stairs: #6, 59(4%)
minecraft.used.green_concrete_powder: #6, 1683(3%)
minecraft.dropped.stone_axe: #6, 10(3%)
minecraft.picked_up.campfire: #6, 79(3%)
minecraft.mined.jungle_slab: #6, 226(3%)
minecraft.dropped.stripped_jungle_log: #6, 4(5%)
minecraft.crafted.quartz_slab: #6, 780(3%)
minecraft.crafted.magenta_concrete_powder: #6, 896(5%)
minecraft.mined.cartography_table: #7, 13(8%)
minecraft.mined.potted_dead_bush: #6, 2(7%)
minecraft.broken.iron_helmet: #6, 1(7%)
minecraft.crafted.jukebox: #6, 3(4%)
minecraft.crafted.yellow_bed: #6, 2(6%)
minecraft.mined.barrel: #7, 257(6%)
minecraft.picked_up.repeater: #7, 646(7%)
minecraft.used.crimson_roots: #6, 7(3%)
minecraft.picked_up.light_gray_banner: #6, 5(5%)
minecraft.crafted.blue_bed: #6, 3(7%)
minecraft.crafted.cyan_stained_glass: #6, 2064(3%)
minecraft.custom.interact_with_crafting_table: #7, 5939(6%)
minecraft.dropped.jungle_leaves: #6, 107(3%)
minecraft.used.horn_coral_block: #6, 9(5%)
minecraft.dropped.yellow_glazed_terracotta: #6, 3(7%)
minecraft.crafted.polished_blackstone_brick_stairs: #6, 80(3%)
minecraft.picked_up.green_carpet: #6, 112(2%)
minecraft.used.stripped_birch_wood: #6, 55(4%)
minecraft.picked_up.nether_brick: #6, 244(3%)
minecraft.mined.jungle_pressure_plate: #6, 1(7%)
minecraft.mined.stone: #7, 394982(6%)
minecraft.used.crimson_fence_gate: #6, 8(4%)
minecraft.mined.stripped_crimson_stem: #6, 25(4%)
minecraft.dropped.white_shulker_box: #6, 2(5%)
minecraft.crafted.observer: #7, 1246(6%)
minecraft.mined.diorite: #7, 22278(6%)
minecraft.mined.brick_wall: #6, 35(3%)
minecraft.picked_up.acacia_slab: #6, 27(3%)
minecraft.crafted.crimson_sign: #6, 12(3%)
minecraft.used.light_blue_wool: #6, 196(3%)
minecraft.killed.snow_golem: #6, 26(3%)
minecraft.mined.acacia_slab: #6, 22(3%)
minecraft.picked_up.stick: #7, 6904(6%)
minecraft.dropped.slime_block: #6, 79(2%)
minecraft.used.cyan_stained_glass: #6, 1580(2%)
minecraft.picked_up.spruce_slab: #7, 1229(6%)
minecraft.crafted.apple: #6, 212(3%)
minecraft.used.purple_stained_glass: #6, 302(2%)
minecraft.dropped.pumpkin_seeds: #6, 227(2%)
minecraft.dropped.dead_bush: #6, 2(3%)
minecraft.dropped.dark_oak_sapling: #6, 17(3%)
minecraft.dropped.birch_button: #6, 3(4%)
minecraft.used.snow: #6, 828(2%)
minecraft.mined.andesite: #7, 22760(5%)
minecraft.mined.brewing_stand: #7, 33(6%)
minecraft.used.jungle_pressure_plate: #6, 4(3%)
minecraft.dropped.polished_blackstone_brick_slab: #6, 14(3%)
minecraft.dropped.horn_coral_fan: #6, 1(5%)
minecraft.used.comparator: #7, 506(5%)
minecraft.crafted.magenta_bed: #6, 1(4%)
minecraft.crafted.lime_bed: #6, 2(2%)
minecraft.killed.vex: #6, 4(3%)
minecraft.used.piston: #7, 795(5%)
minecraft.picked_up.spruce_fence_gate: #7, 69(7%)
minecraft.crafted.book: #7, 632(6%)
minecraft.used.bucket: #7, 4974(5%)
minecraft.picked_up.jungle_wood: #6, 29(2%)
minecraft.dropped.light_gray_stained_glass: #6, 33(2%)
minecraft.used.red_sand: #6, 654(1%)
minecraft.mined.red_nether_bricks: #6, 28(2%)
minecraft.picked_up.dark_oak_button: #6, 12(1%)
minecraft.used.music_disc_cat: #6, 3(2%)
minecraft.dropped.bubble_coral_fan: #6, 1(3%)
minecraft.killed.zombified_piglin: #6, 6492(1%)
minecraft.custom.boat_one_cm: #7, 12919998(5%)
minecraft.crafted.warped_button: #6, 6(2%)
minecraft.picked_up.oak_stairs: #7, 132(5%)
minecraft.mined.black_banner: #6, 2(3%)
minecraft.mined.prismarine_slab: #6, 10(2%)
minecraft.custom.walk_one_cm: #8, 200626220(5%)
minecraft.killed.zombie_villager: #7, 24(5%)
minecraft.mined.oxeye_daisy: #7, 76(6%)
minecraft.dropped.green_carpet: #6, 22(2%)
minecraft.used.allium: #6, 7(3%)
minecraft.picked_up.redstone_block: #7, 556(5%)
minecraft.picked_up.spruce_planks: #7, 1388(5%)
minecraft.crafted.oak_stairs: #7, 164(5%)
minecraft.mined.crimson_wall_sign: #6, 2(2%)
minecraft.picked_up.end_stone_bricks: #6, 303(1%)
minecraft.killed.zombie: #7, 1650(4%)
minecraft.crafted.crimson_fence_gate: #6, 4(1%)
minecraft.used.turtle_egg: #6, 21(1%)
minecraft.picked_up.warped_trapdoor: #7, 55(6%)
minecraft.picked_up.prismarine_bricks: #6, 228(1%)
minecraft.picked_up.rabbit_hide: #6, 29(1%)
minecraft.killed.rabbit: #6, 17(1%)
minecraft.picked_up.crimson_button: #6, 1(2%)
minecraft.dropped.quartz_bricks: #6, 5(2%)
minecraft.dropped.painting: #6, 3(1%)
minecraft.dropped.sunflower: #6, 3(1%)
minecraft.dropped.grindstone: #6, 3(1%)
minecraft.dropped.lime_carpet: #6, 12(1%)
minecraft.custom.player_kills: #7, 54(5%)
minecraft.picked_up.brewing_stand: #7, 41(5%)
minecraft.dropped.sandstone_stairs: #6, 4(1%)
minecraft.dropped.acacia_leaves: #6, 20(1%)
minecraft.crafted.warped_fence_gate: #6, 4(1%)
minecraft.picked_up.rotten_flesh: #7, 11214(4%)
minecraft.crafted.polished_diorite_stairs: #6, 24(1%)
minecraft.dropped.cooked_salmon: #6, 3(1%)
minecraft.crafted.dried_kelp_block: #6, 581(1%)
minecraft.picked_up.turtle_egg: #6, 29(0%)
minecraft.used.wooden_shovel: #6, 23(1%)
minecraft.dropped.quartz_pillar: #6, 3(1%)
minecraft.dropped.lectern: #6, 2(1%)
minecraft.picked_up.dark_oak_slab: #7, 625(5%)
minecraft.used.red_tulip: #6, 4(1%)
minecraft.dropped.blue_wool: #6, 6(1%)
minecraft.crafted.crimson_button: #6, 11(1%)
minecraft.used.crimson_button: #6, 12(1%)
minecraft.picked_up.prismarine_wall: #6, 2(1%)
minecraft.dropped.magenta_concrete: #6, 1(1%)
minecraft.used.spruce_sign: #7, 98(4%)
minecraft.dropped.smooth_stone_slab: #7, 309(5%)
minecraft.crafted.chain: #7, 720(4%)
minecraft.mined.orange_concrete: #7, 820(5%)
minecraft.mined.magenta_terracotta: #6, 1(0%)
minecraft.killed.trader_llama: #7, 23(5%)
minecraft.dropped.blue_concrete: #6, 4(0%)
minecraft.dropped.sandstone_wall: #6, 2(0%)
minecraft.picked_up.cracked_nether_bricks: #6, 2(0%)
minecraft.crafted.smooth_red_sandstone_stairs: #6, 1(0%)
minecraft.dropped.granite_wall: #6, 1(0%)
minecraft.crafted.prismarine_stairs: #6, 2(0%)
minecraft.dropped.ender_eye: #6, 1(0%)
minecraft.picked_up.magenta_concrete_powder: #6, 5(0%)
minecraft.dropped.dark_prismarine_slab: #6, 1(0%)
minecraft.picked_up.lapis_ore: #7, 355(4%)
minecraft.picked_up.brick: #7, 132(6%)
minecraft.dropped.netherite_boots: #7, 4(6%)
minecraft.mined.mycelium: #7, 9977(4%)
minecraft.crafted.nether_bricks: #7, 2429(5%)
minecraft.crafted.polished_andesite_slab: #7, 686(5%)
minecraft.mined.piston: #7, 182(4%)
minecraft.dropped.minecart: #7, 39(5%)
minecraft.used.white_banner: #7, 42(4%)
minecraft.crafted.blue_concrete_powder: #7, 1024(4%)
minecraft.broken.flint_and_steel: #7, 4(6%)
minecraft.mined.potatoes: #7, 195(5%)
minecraft.picked_up.cookie: #7, 79(4%)
minecraft.mined.cyan_wool: #7, 32(5%)
minecraft.mined.jungle_trapdoor: #7, 46(5%)
minecraft.crafted.red_carpet: #7, 771(4%)
minecraft.mined.purple_concrete_powder: #7, 7(7%)
minecraft.mined.cyan_carpet: #7, 47(4%)
minecraft.mined.polished_blackstone_stairs: #7, 83(4%)
minecraft.used.nether_gold_ore: #7, 24(6%)
minecraft.mined.dragon_wall_head: #7, 12(4%)
minecraft.picked_up.yellow_shulker_box: #7, 175(3%)
minecraft.mined.nether_gold_ore: #7, 328(3%)
minecraft.mined.basalt: #7, 6618(3%)
minecraft.mined.spruce_sapling: #7, 35(4%)
minecraft.crafted.spruce_fence: #7, 813(3%)
minecraft.mined.orange_shulker_box: #7, 195(4%)
minecraft.mined.yellow_shulker_box: #7, 174(3%)
minecraft.used.stripped_warped_stem: #7, 72(6%)
minecraft.picked_up.orange_shulker_box: #7, 198(3%)
minecraft.custom.open_chest: #8, 44610(5%)
minecraft.used.yellow_shulker_box: #7, 175(3%)
minecraft.used.warped_nylium: #7, 142(4%)
minecraft.custom.play_record: #7, 17(4%)
minecraft.picked_up.purpur_stairs: #7, 73(4%)
minecraft.broken.shears: #7, 86(3%)
minecraft.picked_up.blackstone_wall: #7, 92(4%)
minecraft.dropped.gray_concrete: #7, 217(4%)
minecraft.used.cornflower: #7, 14(4%)
minecraft.used.chiseled_polished_blackstone: #7, 170(4%)
minecraft.picked_up.brick_wall: #7, 95(6%)
minecraft.used.coarse_dirt: #7, 2472(3%)
minecraft.used.snow_block: #7, 2313(4%)
minecraft.crafted.stone_axe: #7, 10(3%)
minecraft.picked_up.melon: #7, 549(4%)
minecraft.crafted.jungle_boat: #7, 8(4%)
minecraft.mined.dropper: #8, 183(7%)
minecraft.used.dropper: #8, 541(7%)
minecraft.used.dandelion: #7, 12(3%)
minecraft.dropped.diamond_hoe: #7, 2(4%)
minecraft.used.tropical_fish_bucket: #7, 13(5%)
minecraft.used.blast_furnace: #7, 37(3%)
minecraft.mined.honey_block: #7, 135(3%)
minecraft.crafted.acacia_planks: #8, 4818(7%)
minecraft.crafted.gray_carpet: #7, 1080(3%)
minecraft.picked_up.blackstone_stairs: #7, 62(3%)
minecraft.picked_up.smooth_sandstone: #7, 1017(3%)
minecraft.mined.large_fern: #7, 98(3%)
minecraft.used.black_terracotta: #7, 896(4%)
minecraft.picked_up.gold_ingot: #8, 935(7%)
minecraft.picked_up.gray_terracotta: #7, 276(5%)
minecraft.crafted.black_banner: #7, 36(4%)
minecraft.picked_up.gunpowder: #7, 3425(2%)
minecraft.crafted.red_stained_glass: #7, 1024(3%)
minecraft.mined.pumpkin: #7, 257(2%)
minecraft.picked_up.jungle_trapdoor: #7, 65(3%)
minecraft.crafted.conduit: #7, 1(6%)
minecraft.picked_up.jungle_pressure_plate: #7, 1(6%)
minecraft.used.armor_stand: #7, 104(2%)
minecraft.crafted.melon_seeds: #7, 77(3%)
minecraft.crafted.slime_ball: #7, 1566(3%)
minecraft.picked_up.crimson_door: #7, 2(4%)
minecraft.picked_up.oak_wood: #7, 108(3%)
minecraft.mined.light_blue_terracotta: #7, 44(4%)
minecraft.crafted.crimson_fence: #7, 78(4%)
minecraft.dropped.polished_blackstone_slab: #7, 16(3%)
minecraft.used.polished_basalt: #8, 1951(7%)
minecraft.mined.birch_planks: #7, 219(2%)
minecraft.crafted.nether_brick: #7, 1989(3%)
minecraft.used.orange_stained_glass_pane: #7, 112(3%)
minecraft.used.magenta_carpet: #7, 90(3%)
minecraft.mined.ancient_debris: #7, 133(2%)
minecraft.dropped.birch_fence: #7, 11(4%)
minecraft.mined.dark_oak_slab: #8, 449(7%)
minecraft.used.cyan_wool: #7, 92(2%)
minecraft.picked_up.diamond_pickaxe: #8, 75(6%)
minecraft.used.netherite_sword: #7, 12483(2%)
minecraft.crafted.light_gray_carpet: #7, 795(2%)
minecraft.dropped.smooth_sandstone: #7, 55(3%)
minecraft.crafted.orange_stained_glass_pane: #7, 112(3%)
minecraft.dropped.warped_fungus: #7, 14(2%)
minecraft.dropped.cyan_stained_glass: #7, 10(3%)
minecraft.dropped.cyan_stained_glass_pane: #7, 14(4%)
minecraft.mined.lime_terracotta: #7, 18(2%)
minecraft.used.birch_door: #7, 13(3%)
minecraft.mined.polished_blackstone_pressure_plate: #7, 6(3%)
minecraft.used.dark_prismarine: #7, 599(2%)
minecraft.used.yellow_terracotta: #7, 205(2%)
minecraft.picked_up.beef: #8, 1555(6%)
minecraft.mined.granite: #8, 20556(5%)
minecraft.crafted.brick_wall: #7, 46(3%)
minecraft.mined.lime_banner: #7, 2(4%)
minecraft.picked_up.chiseled_stone_bricks: #8, 158(6%)
minecraft.killed.cat: #7, 3(2%)
minecraft.crafted.acacia_button: #7, 6(2%)
minecraft.mined.acacia_fence: #7, 6(2%)
minecraft.crafted.yellow_terracotta: #7, 196(2%)
minecraft.mined.black_terracotta: #7, 121(2%)
minecraft.mined.stripped_spruce_wood: #7, 23(2%)
minecraft.mined.comparator: #8, 122(5%)
minecraft.picked_up.diamond_shovel: #8, 50(5%)
minecraft.mined.hopper: #8, 633(5%)
minecraft.dropped.anvil: #7, 9(2%)
minecraft.picked_up.music_disc_blocks: #7, 1(2%)
minecraft.crafted.suspicious_stew: #7, 4(2%)
minecraft.dropped.light_gray_wool: #7, 132(1%)
minecraft.picked_up.bread: #7, 119(1%)
minecraft.picked_up.gold_nugget: #7, 5142(1%)
minecraft.crafted.gray_wool: #7, 48(2%)
minecraft.dropped.piston: #7, 10(2%)
minecraft.mined.beetroots: #7, 19(1%)
minecraft.mined.orange_concrete_powder: #7, 3(2%)
minecraft.mined.polished_granite_stairs: #7, 4(2%)
minecraft.dropped.cauldron: #7, 4(2%)
minecraft.used.crimson_fungus: #7, 27(1%)
minecraft.crafted.orange_terracotta: #7, 56(2%)
minecraft.dropped.sticky_piston: #7, 7(1%)
minecraft.picked_up.polished_granite_stairs: #7, 4(2%)
minecraft.dropped.chain: #7, 40(1%)
minecraft.mined.grass: #8, 3912(5%)
minecraft.killed.hoglin: #7, 64(1%)
minecraft.used.jungle_wood: #7, 110(1%)
minecraft.used.warped_fence_gate: #7, 4(1%)
minecraft.dropped.spruce_fence: #7, 36(1%)
minecraft.picked_up.sticky_piston: #8, 270(5%)
minecraft.picked_up.gray_glazed_terracotta: #7, 3(2%)
minecraft.dropped.gray_carpet: #7, 38(1%)
minecraft.dropped.polished_granite_stairs: #7, 2(2%)
minecraft.dropped.acacia_sapling: #7, 7(1%)
minecraft.mined.beacon: #8, 50(5%)
minecraft.picked_up.red_nether_bricks: #7, 32(1%)
minecraft.dropped.light_blue_stained_glass: #7, 8(1%)
minecraft.mined.stripped_oak_wood: #7, 39(1%)
minecraft.used.magenta_concrete_powder: #7, 129(1%)
minecraft.picked_up.soul_lantern: #8, 133(5%)
minecraft.dropped.yellow_dye: #7, 5(1%)
minecraft.dropped.purple_carpet: #7, 3(1%)
minecraft.used.lime_banner: #7, 4(1%)
minecraft.used.stripped_spruce_wood: #7, 10(1%)
minecraft.used.pink_concrete_powder: #7, 128(1%)
minecraft.used.orange_tulip: #7, 5(1%)
minecraft.used.painting: #8, 194(5%)
minecraft.used.oak_wood: #7, 327(1%)
minecraft.dropped.black_banner: #7, 6(1%)
minecraft.dropped.cyan_wool: #7, 6(1%)
minecraft.mined.red_nether_brick_slab: #7, 11(1%)
minecraft.picked_up.dried_kelp_block: #7, 25(1%)
minecraft.dropped.shulker_shell: #7, 6(1%)
minecraft.crafted.wooden_pickaxe: #8, 2(5%)
minecraft.used.stripped_oak_wood: #7, 26(1%)
minecraft.crafted.firework_star: #7, 176(1%)
minecraft.crafted.lime_banner: #7, 4(1%)
minecraft.used.light_blue_glazed_terracotta: #7, 4(1%)
minecraft.used.polished_diorite_stairs: #7, 24(1%)
minecraft.picked_up.prismarine_slab: #7, 11(1%)
minecraft.used.spruce_planks: #8, 2941(5%)
minecraft.used.poppy: #8, 24(6%)
minecraft.dropped.light_blue_carpet: #7, 5(1%)
minecraft.dropped.red_stained_glass: #7, 6(1%)
minecraft.used.oak_slab: #8, 759(5%)
minecraft.picked_up.blue_dye: #7, 44(0%)
minecraft.crafted.pink_wool: #7, 3(1%)
minecraft.crafted.jungle_door: #7, 6(1%)
minecraft.crafted.packed_ice: #7, 76(0%)
minecraft.dropped.wither_rose: #7, 4(0%)
minecraft.mined.prismarine_stairs: #7, 3(1%)
minecraft.dropped.brown_dye: #7, 4(0%)
minecraft.dropped.sandstone_slab: #7, 7(0%)
minecraft.crafted.end_stone_bricks: #7, 148(0%)
minecraft.mined.white_glazed_terracotta: #7, 1(0%)
minecraft.dropped.pink_wool: #7, 3(0%)
minecraft.crafted.brown_bed: #7, 1(0%)
minecraft.picked_up.prismarine_stairs: #7, 2(0%)
minecraft.dropped.lime_terracotta: #7, 3(0%)
minecraft.dropped.brown_wool: #7, 6(0%)
minecraft.crafted.oak_pressure_plate: #8, 8(5%)
minecraft.used.chorus_flower: #7, 7(0%)
minecraft.picked_up.magenta_terracotta: #7, 4(0%)
minecraft.killed.witch: #7, 20(0%)
minecraft.dropped.red_nether_brick_slab: #7, 1(0%)
minecraft.mined.redstone_wall_torch: #8, 75(4%)
minecraft.crafted.iron_nugget: #8, 7779(4%)
minecraft.picked_up.netherite_sword: #8, 22(4%)
minecraft.picked_up.magma_cream: #8, 206(4%)
minecraft.custom.interact_with_blast_furnace: #8, 85(4%)
minecraft.picked_up.netherite_pickaxe: #8, 41(4%)
minecraft.dropped.stick: #8, 1915(4%)
minecraft.picked_up.netherite_shovel: #8, 21(4%)
minecraft.picked_up.light_blue_dye: #8, 62(6%)
minecraft.used.dark_oak_trapdoor: #8, 494(4%)
minecraft.crafted.netherite_scrap: #8, 127(5%)
minecraft.dropped.golden_leggings: #8, 18(4%)
minecraft.dropped.golden_boots: #8, 19(4%)
minecraft.dropped.golden_chestplate: #8, 16(4%)
minecraft.crafted.bucket: #8, 220(4%)
minecraft.used.polished_blackstone_brick_slab: #8, 1077(4%)
minecraft.picked_up.netherite_helmet: #8, 18(4%)
minecraft.used.iron_ore: #8, 27(4%)
minecraft.crafted.glass_pane: #8, 608(4%)
minecraft.mined.netherrack: #8, 75832(3%)
minecraft.used.diorite: #8, 771(3%)
minecraft.used.dark_oak_slab: #8, 1304(4%)
minecraft.used.bread: #8, 157(4%)
minecraft.mined.warped_planks: #8, 41(5%)
minecraft.picked_up.black_stained_glass: #8, 314(4%)
minecraft.picked_up.netherite_leggings: #8, 15(3%)
minecraft.used.jungle_sign: #8, 51(4%)
minecraft.dropped.redstone_torch: #8, 43(4%)
minecraft.picked_up.chorus_fruit: #8, 967(4%)
minecraft.mined.white_wall_banner: #8, 8(4%)
minecraft.mined.oak_stairs: #8, 63(3%)
minecraft.picked_up.kelp: #8, 6764(3%)
minecraft.used.orange_shulker_box: #8, 196(3%)
minecraft.picked_up.dragon_head: #8, 14(4%)
minecraft.crafted.warped_stairs: #8, 96(4%)
minecraft.used.spruce_boat: #8, 15(4%)
minecraft.picked_up.dark_oak_stairs: #8, 274(3%)
minecraft.dropped.melon_seeds: #8, 16(4%)
minecraft.used.end_rod: #8, 422(3%)
minecraft.dropped.slime_ball: #8, 196(3%)
minecraft.used.warped_stairs: #8, 89(3%)
minecraft.crafted.birch_fence: #8, 132(4%)
minecraft.picked_up.cyan_carpet: #8, 75(3%)
minecraft.mined.warped_stairs: #8, 17(3%)
minecraft.picked_up.sandstone: #8, 13220(3%)
minecraft.used.snowball: #8, 375(3%)
minecraft.picked_up.lime_carpet: #8, 108(4%)
minecraft.picked_up.armor_stand: #8, 109(3%)
minecraft.picked_up.stripped_warped_stem: #8, 87(4%)
minecraft.mined.green_carpet: #8, 78(3%)
minecraft.crafted.slime_block: #8, 1562(3%)
minecraft.picked_up.spruce_boat: #8, 16(3%)
minecraft.mined.stripped_warped_stem: #8, 87(4%)
minecraft.picked_up.birch_planks: #8, 398(2%)
minecraft.crafted.green_shulker_box: #8, 4(4%)
minecraft.used.glass_bottle: #8, 336(2%)
minecraft.used.red_concrete_powder: #8, 1202(3%)
minecraft.crafted.nether_brick_wall: #8, 210(4%)
minecraft.dropped.oak_sapling: #8, 168(2%)
minecraft.used.bamboo: #8, 309(2%)
minecraft.crafted.yellow_concrete_powder: #8, 1040(3%)
minecraft.used.polished_blackstone_stairs: #8, 266(2%)
minecraft.used.sea_lantern: #8, 1312(2%)
minecraft.crafted.lime_carpet: #8, 294(3%)
minecraft.dropped.iron_block: #8, 260(2%)
minecraft.killed_by.iron_golem: #8, 2(4%)
minecraft.crafted.shears: #8, 319(2%)
minecraft.mined.warped_fence: #8, 9(3%)
minecraft.picked_up.warped_fence: #8, 9(3%)
minecraft.crafted.warped_hyphae: #8, 381(4%)
minecraft.picked_up.crimson_fence_gate: #8, 4(4%)
minecraft.used.light_blue_concrete_powder: #8, 974(3%)
minecraft.dropped.jungle_sign: #8, 7(3%)
minecraft.picked_up.oak_sign: #9, 273(6%)
minecraft.picked_up.lapis_block: #8, 76(2%)
minecraft.crafted.cut_sandstone: #8, 672(3%)
minecraft.picked_up.spruce_wood: #8, 13(2%)
minecraft.crafted.gold_block: #8, 854(2%)
minecraft.mined.black_wall_banner: #8, 9(3%)
minecraft.picked_up.oak_boat: #9, 80(5%)
minecraft.mined.orange_tulip: #8, 18(3%)
minecraft.mined.brown_carpet: #8, 25(2%)
minecraft.dropped.black_concrete: #8, 78(3%)
minecraft.used.light_blue_terracotta: #8, 215(3%)
minecraft.crafted.gray_stained_glass_pane: #8, 160(2%)
minecraft.used.gray_terracotta: #8, 443(3%)
minecraft.mined.podzol: #8, 1101(2%)
minecraft.picked_up.diamond_helmet: #9, 27(5%)
minecraft.used.glowstone: #8, 268(1%)
minecraft.picked_up.gray_dye: #8, 64(2%)
minecraft.crafted.polished_blackstone_pressure_plate: #8, 23(2%)
minecraft.picked_up.birch_door: #8, 7(2%)
minecraft.crafted.gray_stained_glass: #8, 896(2%)
minecraft.picked_up.light_blue_terracotta: #8, 37(2%)
minecraft.dropped.nether_wart: #8, 49(2%)
minecraft.used.black_banner: #8, 17(2%)
minecraft.dropped.tripwire_hook: #8, 8(2%)
minecraft.used.birch_fence_gate: #8, 33(2%)
minecraft.mined.red_terracotta: #9, 3904(6%)
minecraft.dropped.dandelion: #8, 65(1%)
minecraft.used.fishing_rod: #8, 233(1%)
minecraft.used.twisting_vines: #8, 22(1%)
minecraft.used.birch_planks: #8, 330(1%)
minecraft.mined.smooth_sandstone_stairs: #8, 95(1%)
minecraft.dropped.iron_axe: #8, 3(1%)
minecraft.picked_up.stripped_spruce_wood: #8, 20(2%)
minecraft.dropped.sweet_berries: #8, 24(1%)
minecraft.picked_up.golden_helmet: #9, 31(5%)
minecraft.dropped.comparator: #8, 9(2%)
minecraft.crafted.cooked_mutton: #8, 34(1%)
minecraft.used.brown_concrete: #8, 95(1%)
minecraft.dropped.nether_brick: #8, 69(1%)
minecraft.crafted.nether_brick_fence: #8, 36(1%)
minecraft.mined.soul_sand: #9, 2711(5%)
minecraft.used.chiseled_quartz_block: #8, 108(1%)
minecraft.picked_up.experience_bottle: #8, 17(1%)
minecraft.used.gray_wool: #8, 237(1%)
minecraft.picked_up.orange_stained_glass_pane: #8, 24(1%)
minecraft.crafted.clay: #8, 43(1%)
minecraft.picked_up.dark_oak_pressure_plate: #8, 1(2%)
minecraft.dropped.prismarine_crystals: #8, 161(1%)
minecraft.dropped.allium: #8, 3(2%)
minecraft.crafted.jungle_pressure_plate: #8, 3(1%)
minecraft.picked_up.red_terracotta: #9, 3731(5%)
minecraft.mined.chest: #9, 946(5%)
minecraft.crafted.sugar: #8, 130(1%)
minecraft.dropped.cracked_polished_blackstone_bricks: #8, 6(1%)
minecraft.dropped.mossy_stone_bricks: #8, 3(1%)
minecraft.dropped.clay: #8, 5(1%)
minecraft.used.end_crystal: #8, 6(1%)
minecraft.picked_up.lime_banner: #8, 4(1%)
minecraft.crafted.nether_wart_block: #8, 1(1%)
minecraft.picked_up.ghast_tear: #9, 102(5%)
minecraft.used.prismarine_stairs: #8, 13(1%)
minecraft.picked_up.stripped_oak_wood: #8, 34(1%)
minecraft.mined.green_stained_glass: #8, 14(1%)
minecraft.picked_up.red_nether_brick_wall: #8, 1(1%)
minecraft.picked_up.polished_basalt: #9, 446(5%)
minecraft.picked_up.chiseled_sandstone: #8, 14(1%)
minecraft.dropped.birch_trapdoor: #8, 3(1%)
minecraft.mined.jungle_wood: #8, 10(1%)
minecraft.picked_up.sand: #9, 102888(5%)
minecraft.mined.purple_stained_glass: #8, 14(1%)
minecraft.mined.chiseled_sandstone: #8, 11(1%)
minecraft.dropped.orange_wool: #8, 4(1%)
minecraft.picked_up.red_sandstone: #8, 3(1%)
minecraft.dropped.fire_charge: #8, 5(1%)
minecraft.used.cod: #8, 11(1%)
minecraft.used.warped_hyphae: #8, 45(0%)
minecraft.used.magenta_stained_glass: #8, 7(0%)
minecraft.custom.interact_with_smithing_table: #9, 38(4%)
minecraft.dropped.gray_stained_glass: #8, 6(1%)
minecraft.dropped.brown_mushroom_block: #8, 20(0%)
minecraft.dropped.yellow_wool: #8, 6(0%)
minecraft.used.pink_wool: #8, 12(0%)
minecraft.dropped.oak_fence_gate: #8, 1(0%)
minecraft.dropped.red_concrete_powder: #8, 3(0%)
minecraft.picked_up.iron_block: #9, 4350(5%)
minecraft.picked_up.diamond_leggings: #9, 22(4%)
minecraft.dropped.green_wool: #8, 8(0%)
minecraft.picked_up.brown_dye: #8, 4(0%)
minecraft.dropped.brown_terracotta: #8, 9(0%)
minecraft.dropped.campfire: #8, 2(0%)
minecraft.dropped.sponge: #8, 1(0%)
minecraft.custom.raid_trigger: #8, 2(0%)
minecraft.used.jungle_door: #8, 2(0%)
minecraft.crafted.polished_diorite_slab: #8, 6(0%)
minecraft.dropped.light_gray_concrete_powder: #8, 5(0%)
minecraft.crafted.purple_stained_glass_pane: #8, 16(0%)
minecraft.picked_up.smooth_red_sandstone: #8, 2(0%)
minecraft.dropped.andesite_stairs: #8, 2(0%)
minecraft.mined.chorus_flower: #8, 5(0%)
minecraft.dropped.orange_dye: #8, 1(0%)
minecraft.picked_up.pink_concrete_powder: #8, 3(0%)
minecraft.crafted.sea_lantern: #8, 3(0%)
minecraft.mined.spruce_planks: #9, 782(4%)
minecraft.dropped.netherite_axe: #9, 4(5%)
minecraft.custom.damage_absorbed: #9, 428(5%)
minecraft.picked_up.cooked_beef: #9, 906(4%)
minecraft.mined.redstone_torch: #9, 88(4%)
minecraft.picked_up.dropper: #9, 153(4%)
minecraft.mined.purpur_slab: #9, 47(5%)
minecraft.crafted.diamond_shovel: #9, 13(4%)
minecraft.picked_up.diamond_hoe: #9, 4(5%)
minecraft.picked_up.diamond: #9, 2289(3%)
minecraft.used.redstone_lamp: #9, 186(3%)
minecraft.mined.polished_andesite: #9, 663(3%)
minecraft.used.detector_rail: #9, 19(4%)
minecraft.picked_up.diamond_chestplate: #9, 9(4%)
minecraft.picked_up.oak_log: #9, 6120(3%)
minecraft.used.polished_andesite: #9, 2826(3%)
minecraft.dropped.leather_boots: #9, 15(4%)
minecraft.used.lantern: #9, 407(3%)
minecraft.picked_up.polished_blackstone_stairs: #9, 86(4%)
minecraft.mined.jungle_wall_sign: #9, 11(5%)
minecraft.mined.dark_oak_trapdoor: #9, 106(3%)
minecraft.picked_up.purpur_slab: #9, 41(4%)
minecraft.mined.loom: #9, 12(4%)
minecraft.dropped.red_terracotta: #9, 69(4%)
minecraft.mined.redstone_lamp: #9, 59(3%)
minecraft.crafted.jungle_sign: #9, 51(4%)
minecraft.crafted.dark_oak_stairs: #9, 464(3%)
minecraft.picked_up.jungle_sign: #9, 26(3%)
minecraft.picked_up.white_shulker_box: #9, 163(3%)
minecraft.crafted.dark_oak_slab: #9, 1104(3%)
minecraft.mined.lilac: #9, 7(4%)
minecraft.mined.diamond_ore: #9, 1266(3%)
minecraft.picked_up.totem_of_undying: #9, 16(3%)
minecraft.crafted.pink_shulker_box: #9, 3(4%)
