stat, rank, value, (percentage) 
minecraft.used.magenta_concrete: #11, 58(1%)
minecraft.picked_up.sandstone_stairs: #11, 33(1%)
minecraft.mined.light_blue_terracotta: #11, 10(1%)
minecraft.dropped.orange_shulker_box: #11, 1(1%)
minecraft.mined.dark_oak_leaves: #11, 218(0%)
minecraft.picked_up.orange_stained_glass: #11, 24(0%)
minecraft.dropped.splash_potion: #11, 5(1%)
minecraft.crafted.pumpkin_seeds: #11, 12(0%)
minecraft.mined.red_stained_glass: #11, 10(0%)
minecraft.used.purple_stained_glass: #11, 52(0%)
minecraft.mined.sandstone_stairs: #11, 17(0%)
minecraft.picked_up.dark_oak_leaves: #11, 30(0%)
minecraft.dropped.poppy: #11, 326(0%)
minecraft.picked_up.stripped_dark_oak_wood: #11, 4(0%)
minecraft.used.purple_shulker_box: #11, 2(0%)
minecraft.crafted.sandstone_slab: #11, 108(0%)
minecraft.picked_up.black_carpet: #11, 223(0%)
minecraft.mined.purple_shulker_box: #11, 2(0%)
minecraft.used.stripped_warped_stem: #11, 3(0%)
minecraft.picked_up.crimson_hyphae: #11, 2(0%)
minecraft.used.sandstone_slab: #11, 71(0%)
minecraft.crafted.cyan_wool: #11, 1(0%)
minecraft.dropped.stone_shovel: #11, 1(0%)
minecraft.used.dark_oak_leaves: #11, 9(0%)
minecraft.picked_up.yellow_stained_glass_pane: #11, 4(0%)
minecraft.dropped.yellow_wool: #11, 2(0%)
minecraft.used.yellow_stained_glass: #11, 10(0%)
minecraft.mined.pink_wool: #11, 2(0%)
minecraft.picked_up.blue_concrete_powder: #11, 10(0%)
minecraft.mined.quartz_bricks: #11, 4(0%)
minecraft.used.light_weighted_pressure_plate: #11, 9(0%)
minecraft.crafted.warped_hyphae: #11, 6(0%)
minecraft.dropped.dried_kelp: #11, 1(0%)
minecraft.mined.chest: #12, 826(4%)
minecraft.used.oak_boat: #12, 55(4%)
minecraft.custom.inspect_dispenser: #12, 603(4%)
minecraft.used.crafting_table: #12, 278(3%)
minecraft.picked_up.chainmail_boots: #12, 5(4%)
minecraft.crafted.lever: #12, 178(3%)
minecraft.mined.torch: #12, 1761(3%)
minecraft.mined.oak_trapdoor: #12, 72(4%)
minecraft.picked_up.chainmail_leggings: #12, 4(3%)
minecraft.picked_up.coal_ore: #12, 2879(3%)
minecraft.used.wheat_seeds: #12, 2588(3%)
minecraft.crafted.comparator: #12, 254(3%)
minecraft.crafted.redstone_torch: #12, 2012(3%)
minecraft.crafted.wooden_axe: #12, 1(5%)
minecraft.mined.rail: #12, 803(3%)
minecraft.broken.diamond_pickaxe: #12, 2(3%)
minecraft.mined.oak_slab: #12, 130(3%)
minecraft.custom.bell_ring: #12, 45(3%)
minecraft.crafted.bow: #12, 145(2%)
minecraft.mined.poppy: #12, 161(2%)
minecraft.broken.stone_axe: #12, 1(5%)
minecraft.mined.clay: #12, 524(2%)
minecraft.dropped.gold_ingot: #12, 113(2%)
minecraft.used.crimson_nylium: #12, 83(2%)
minecraft.picked_up.orange_concrete: #12, 235(2%)
minecraft.used.oak_fence: #12, 328(2%)
minecraft.killed.sheep: #12, 48(2%)
minecraft.used.carrot: #12, 522(2%)
minecraft.picked_up.warped_stairs: #12, 16(2%)
minecraft.crafted.redstone_lamp: #12, 92(2%)
minecraft.crafted.polished_andesite: #12, 1554(2%)
minecraft.dropped.netherite_leggings: #12, 1(3%)
minecraft.used.cauldron: #12, 16(2%)
minecraft.picked_up.poppy: #12, 687(1%)
minecraft.crafted.clock: #12, 3(2%)
minecraft.picked_up.rotten_flesh: #12, 3283(1%)
minecraft.dropped.chainmail_leggings: #12, 2(2%)
minecraft.crafted.cobblestone_stairs: #12, 61(2%)
minecraft.mined.sea_pickle: #12, 18(2%)
minecraft.picked_up.sunflower: #12, 94(2%)
minecraft.dropped.red_shulker_box: #12, 1(2%)
minecraft.killed.squid: #12, 85(1%)
minecraft.mined.warped_slab: #12, 13(1%)
minecraft.used.lime_wool: #12, 65(1%)
minecraft.crafted.stone_hoe: #12, 4(1%)
minecraft.mined.light_blue_concrete: #12, 247(1%)
minecraft.used.lily_pad: #12, 2(2%)
minecraft.dropped.melon_seeds: #12, 5(1%)
minecraft.used.lime_concrete: #12, 235(1%)
minecraft.crafted.dark_oak_fence_gate: #12, 46(1%)
minecraft.picked_up.cyan_carpet: #12, 23(1%)
minecraft.crafted.light_gray_carpet: #12, 396(1%)
minecraft.crafted.purple_carpet: #12, 60(1%)
minecraft.picked_up.music_disc_ward: #12, 1(2%)
minecraft.picked_up.polished_blackstone_brick_slab: #12, 57(1%)
minecraft.used.stone_pickaxe: #12, 266(1%)
minecraft.mined.spruce_leaves: #12, 1198(1%)
minecraft.mined.birch_slab: #12, 37(1%)
minecraft.mined.crimson_fence: #12, 3(1%)
minecraft.crafted.lime_shulker_box: #12, 2(1%)
minecraft.picked_up.brown_concrete: #12, 36(1%)
minecraft.dropped.warped_roots: #12, 24(1%)
minecraft.mined.blue_wool: #12, 8(1%)
minecraft.crafted.soul_torch: #12, 80(1%)
minecraft.mined.gray_wool: #12, 28(1%)
minecraft.used.dark_oak_fence_gate: #12, 34(1%)
minecraft.crafted.quartz_slab: #12, 170(1%)
minecraft.used.white_stained_glass: #12, 458(1%)
minecraft.picked_up.light_gray_concrete_powder: #12, 206(1%)
minecraft.used.spruce_pressure_plate: #12, 4(1%)
minecraft.picked_up.light_blue_carpet: #12, 12(1%)
minecraft.picked_up.stripped_warped_stem: #12, 15(1%)
minecraft.picked_up.crimson_fence: #12, 3(1%)
minecraft.mined.stripped_warped_stem: #12, 14(1%)
minecraft.used.tnt: #12, 263(0%)
minecraft.custom.minecart_one_cm: #12, 582484(0%)
minecraft.used.brick_stairs: #12, 19(1%)
minecraft.crafted.slime_block: #12, 225(0%)
minecraft.crafted.purple_concrete_powder: #12, 72(0%)
minecraft.crafted.smoker: #12, 5(0%)
minecraft.crafted.brown_wool: #12, 7(0%)
minecraft.mined.yellow_wool: #12, 7(0%)
minecraft.dropped.iron_boots: #12, 8(0%)
minecraft.used.green_terracotta: #12, 26(0%)
minecraft.used.cooked_salmon: #12, 4(0%)
minecraft.crafted.blue_wool: #12, 4(0%)
minecraft.used.dark_oak_sapling: #12, 22(0%)
minecraft.used.light_blue_stained_glass: #12, 76(0%)
minecraft.used.stripped_dark_oak_wood: #12, 2(0%)
minecraft.mined.gray_bed: #12, 2(0%)
minecraft.used.sandstone_stairs: #12, 31(0%)
minecraft.crafted.nether_brick_fence: #12, 6(0%)
minecraft.picked_up.rabbit: #12, 4(0%)
minecraft.used.crying_obsidian: #12, 20(0%)
minecraft.picked_up.purple_shulker_box: #12, 1(0%)
minecraft.crafted.yellow_stained_glass: #12, 16(0%)
minecraft.used.crimson_hyphae: #12, 4(0%)
minecraft.picked_up.chiseled_sandstone: #12, 2(0%)
minecraft.crafted.purple_terracotta: #12, 8(0%)
minecraft.picked_up.light_blue_concrete_powder: #12, 5(0%)
minecraft.used.cod: #12, 1(0%)
minecraft.used.quartz_bricks: #12, 4(0%)
minecraft.crafted.light_weighted_pressure_plate: #12, 3(0%)
minecraft.used.chiseled_sandstone: #12, 2(0%)
minecraft.used.end_stone_bricks: #12, 9(0%)
minecraft.crafted.dried_kelp_block: #12, 7(0%)
minecraft.picked_up.oak_boat: #13, 56(4%)
minecraft.used.item_frame: #13, 392(4%)
minecraft.used.chest: #13, 1735(4%)
minecraft.picked_up.golden_boots: #13, 15(3%)
minecraft.used.redstone_torch: #13, 354(2%)
minecraft.picked_up.netherite_pickaxe: #13, 28(3%)
minecraft.used.writable_book: #13, 114(3%)
minecraft.picked_up.white_bed: #13, 96(3%)
minecraft.used.diamond_pickaxe: #13, 217697(2%)
minecraft.used.cobblestone_stairs: #13, 104(3%)
minecraft.crafted.piston: #13, 469(2%)
minecraft.dropped.golden_leggings: #13, 12(3%)
minecraft.custom.eat_cake_slice: #13, 7(3%)
minecraft.picked_up.netherite_shovel: #13, 13(3%)
minecraft.used.spruce_boat: #13, 12(3%)
minecraft.crafted.redstone: #13, 6553(2%)
minecraft.dropped.leather_leggings: #13, 9(2%)
minecraft.picked_up.nether_bricks: #13, 942(2%)
minecraft.dropped.firework_rocket: #13, 660(2%)
minecraft.mined.stone_bricks: #13, 1607(2%)
minecraft.picked_up.stone_axe: #13, 2(3%)
minecraft.picked_up.detector_rail: #13, 11(3%)
minecraft.mined.spruce_log: #13, 2819(2%)
minecraft.used.sand: #13, 6990(2%)
minecraft.dropped.iron_helmet: #13, 6(3%)
minecraft.used.polished_andesite: #13, 1601(2%)
minecraft.picked_up.spruce_log: #13, 3730(2%)
minecraft.mined.nether_gold_ore: #13, 176(2%)
minecraft.used.anvil: #13, 67(2%)
minecraft.mined.crimson_roots: #13, 66(2%)
minecraft.crafted.polished_andesite_slab: #13, 288(2%)
minecraft.picked_up.carrot: #13, 1890(2%)
minecraft.picked_up.jungle_sign: #13, 14(2%)
minecraft.mined.detector_rail: #13, 5(2%)
minecraft.crafted.item_frame: #13, 151(1%)
minecraft.mined.scaffolding: #13, 1357(2%)
minecraft.crafted.ender_chest: #13, 13(2%)
minecraft.crafted.white_shulker_box: #13, 4(2%)
minecraft.picked_up.stonecutter: #13, 40(1%)
minecraft.dropped.chainmail_boots: #13, 3(2%)
minecraft.mined.stonecutter: #13, 37(1%)
minecraft.picked_up.jungle_sapling: #13, 86(2%)
minecraft.picked_up.peony: #13, 55(1%)
minecraft.picked_up.gray_concrete: #13, 1781(1%)
minecraft.used.redstone_lamp: #13, 65(1%)
minecraft.picked_up.polished_blackstone_bricks: #13, 535(1%)
minecraft.picked_up.golden_apple: #13, 8(1%)
minecraft.mined.stone_stairs: #13, 38(1%)
minecraft.picked_up.quartz_pillar: #13, 67(1%)
minecraft.used.activator_rail: #13, 2(2%)
minecraft.picked_up.orange_terracotta: #13, 1681(1%)
minecraft.mined.fern: #13, 68(1%)
minecraft.mined.cocoa: #13, 90(1%)
minecraft.used.glass_pane: #13, 86(1%)
minecraft.mined.oak_button: #13, 2(2%)
minecraft.killed_by.iron_golem: #13, 1(2%)
minecraft.mined.polished_andesite_stairs: #13, 48(1%)
minecraft.mined.lime_concrete: #13, 166(1%)
minecraft.mined.redstone_lamp: #13, 19(1%)
minecraft.dropped.flint: #13, 114(1%)
minecraft.crafted.light_blue_dye: #13, 202(1%)
minecraft.picked_up.polished_blackstone_brick_stairs: #13, 26(1%)
minecraft.mined.orange_concrete: #13, 165(1%)
minecraft.mined.twisting_vines: #13, 9(1%)
minecraft.mined.bee_nest: #13, 5(1%)
minecraft.custom.walk_on_water_one_cm: #14, 4510590(2%)
minecraft.picked_up.splash_potion: #13, 8(1%)
minecraft.used.gold_ore: #13, 4(1%)
minecraft.used.lilac: #13, 6(1%)
minecraft.mined.light_blue_carpet: #13, 9(1%)
minecraft.used.stone_sword: #13, 25(1%)
minecraft.used.orange_concrete: #13, 134(1%)
minecraft.picked_up.bee_nest: #13, 4(1%)
minecraft.killed.skeleton: #13, 951(1%)
minecraft.used.quartz_slab: #13, 163(1%)
minecraft.mined.birch_stairs: #13, 11(1%)
minecraft.crafted.golden_leggings: #13, 1(1%)
minecraft.mined.jungle_slab: #13, 47(1%)
minecraft.used.gilded_blackstone: #13, 4(1%)
minecraft.dropped.soul_torch: #13, 1(1%)
minecraft.picked_up.lime_stained_glass: #13, 33(1%)
minecraft.used.yellow_concrete_powder: #13, 164(1%)
minecraft.mined.gray_stained_glass: #13, 23(1%)
minecraft.used.birch_stairs: #13, 29(1%)
minecraft.used.crimson_stem: #13, 36(0%)
minecraft.picked_up.white_concrete_powder: #13, 800(0%)
minecraft.mined.light_blue_wool: #13, 6(1%)
minecraft.killed.bee: #13, 2(1%)
minecraft.crafted.light_blue_concrete_powder: #13, 208(1%)
minecraft.crafted.orange_stained_glass_pane: #13, 24(1%)
minecraft.dropped.white_carpet: #13, 6(0%)
minecraft.used.quartz_pillar: #13, 94(0%)
minecraft.used.cracked_polished_blackstone_bricks: #13, 22(0%)
minecraft.crafted.bookshelf: #13, 70(0%)
minecraft.mined.blue_concrete: #13, 57(0%)
minecraft.picked_up.lily_of_the_valley: #13, 21(0%)
minecraft.crafted.yellow_wool: #13, 6(0%)
minecraft.mined.green_terracotta: #13, 10(0%)
minecraft.dropped.pumpkin_pie: #13, 5(0%)
minecraft.crafted.bone_block: #13, 497(0%)
minecraft.crafted.lime_stained_glass_pane: #13, 24(0%)
minecraft.used.lime_stained_glass: #13, 109(0%)
minecraft.crafted.red_banner: #13, 2(0%)
minecraft.crafted.red_stained_glass_pane: #13, 16(0%)
minecraft.used.nether_brick_fence: #13, 7(0%)
minecraft.picked_up.sugar: #13, 13(0%)
minecraft.used.light_blue_carpet: #13, 20(0%)
minecraft.used.orange_stained_glass_pane: #13, 12(0%)
minecraft.mined.acacia_fence: #13, 1(0%)
minecraft.crafted.purple_stained_glass: #13, 48(0%)
minecraft.used.purpur_pillar: #13, 11(0%)
minecraft.dropped.dark_oak_log: #13, 6(0%)
minecraft.picked_up.orange_stained_glass_pane: #13, 6(0%)
minecraft.crafted.golden_carrot: #13, 307(0%)
minecraft.picked_up.red_stained_glass: #13, 9(0%)
minecraft.crafted.light_blue_stained_glass: #13, 72(0%)
minecraft.mined.acacia_leaves: #13, 47(0%)
minecraft.picked_up.end_stone_bricks: #13, 49(0%)
minecraft.used.jungle_sapling: #13, 5(0%)
minecraft.crafted.light_gray_terracotta: #13, 32(0%)
minecraft.crafted.light_blue_carpet: #13, 9(0%)
minecraft.dropped.cyan_carpet: #13, 1(0%)
minecraft.used.pink_wool: #13, 4(0%)
minecraft.mined.blackstone_slab: #13, 3(0%)
minecraft.killed.snow_golem: #13, 1(0%)
minecraft.crafted.nether_brick: #13, 64(0%)
minecraft.mined.emerald_block: #13, 5(0%)
minecraft.used.light_blue_wool: #13, 6(0%)
minecraft.crafted.gray_wool: #13, 2(0%)
minecraft.picked_up.acacia_leaves: #13, 5(0%)
minecraft.used.warped_hyphae: #13, 6(0%)
minecraft.used.turtle_egg: #13, 1(0%)
minecraft.crafted.red_terracotta: #13, 8(0%)
minecraft.used.red_stained_glass: #13, 10(0%)
minecraft.used.dark_oak_wood: #13, 2(0%)
minecraft.crafted.quartz_bricks: #13, 4(0%)
minecraft.dropped.tropical_fish: #13, 4(0%)
minecraft.used.red_nether_bricks: #13, 1(0%)
minecraft.custom.deaths: #14, 114(3%)
minecraft.custom.inspect_hopper: #14, 1908(3%)
minecraft.custom.climb_one_cm: #14, 3553100(3%)
minecraft.crafted.iron_leggings: #14, 6(4%)
minecraft.picked_up.writable_book: #14, 13(3%)
minecraft.crafted.netherite_boots: #14, 1(5%)
minecraft.custom.swim_one_cm: #14, 2950407(3%)
minecraft.picked_up.redstone_ore: #14, 1231(3%)
minecraft.mined.cobblestone: #14, 1762(3%)
minecraft.mined.crimson_fungus: #14, 30(3%)
minecraft.mined.brewing_stand: #14, 16(3%)
minecraft.picked_up.golden_leggings: #14, 13(3%)
minecraft.mined.dispenser: #14, 44(3%)
minecraft.mined.lapis_ore: #14, 451(3%)
minecraft.picked_up.spruce_planks: #14, 694(2%)
minecraft.mined.oak_log: #14, 3821(2%)
minecraft.crafted.iron_chestplate: #14, 4(3%)
minecraft.picked_up.oak_log: #14, 4545(2%)
minecraft.picked_up.iron_block: #14, 2422(3%)
minecraft.crafted.chest: #14, 1640(2%)
minecraft.picked_up.firework_rocket: #14, 2786(2%)
minecraft.picked_up.painting: #14, 87(2%)
minecraft.picked_up.netherite_axe: #14, 13(2%)
minecraft.used.hopper: #14, 907(2%)
minecraft.picked_up.netherite_sword: #14, 12(2%)
minecraft.killed.enderman: #14, 16172(2%)
minecraft.dropped.netherite_shovel: #14, 2(3%)
minecraft.used.polished_andesite_slab: #14, 449(2%)
minecraft.picked_up.shroomlight: #14, 231(2%)
minecraft.crafted.hopper: #14, 617(2%)
minecraft.mined.note_block: #14, 27(2%)
minecraft.used.cobblestone_slab: #14, 482(2%)
minecraft.mined.smooth_stone_slab: #14, 513(2%)
minecraft.mined.spruce_slab: #14, 238(2%)
minecraft.picked_up.brown_mushroom: #14, 207(2%)
minecraft.mined.crimson_nylium: #14, 162(2%)
minecraft.custom.interact_with_stonecutter: #14, 125(2%)
minecraft.crafted.observer: #14, 306(2%)
minecraft.used.splash_potion: #14, 23(1%)
minecraft.mined.flower_pot: #14, 5(2%)
minecraft.mined.player_wall_head: #14, 11(1%)
minecraft.mined.warped_trapdoor: #14, 14(2%)
minecraft.picked_up.salmon: #14, 20(1%)
minecraft.mined.stone_slab: #14, 175(1%)
minecraft.dropped.diamond_hoe: #14, 1(2%)
minecraft.used.stonecutter: #14, 39(1%)
minecraft.mined.red_mushroom: #14, 12(1%)
minecraft.crafted.netherite_scrap: #14, 40(1%)
minecraft.mined.dragon_wall_head: #14, 4(1%)
minecraft.used.campfire: #14, 39(1%)
minecraft.used.stone_slab: #14, 730(1%)
minecraft.used.stone_stairs: #14, 131(1%)
minecraft.crafted.leather_boots: #14, 8(1%)
minecraft.dropped.birch_boat: #14, 1(1%)
minecraft.picked_up.crimson_fungus: #14, 44(1%)
minecraft.mined.spruce_wood: #14, 7(1%)
minecraft.mined.quartz_slab: #14, 32(1%)
minecraft.mined.quartz_pillar: #14, 38(1%)
minecraft.used.diamond_ore: #14, 162(1%)
minecraft.used.lava_bucket: #14, 178(1%)
minecraft.used.polished_andesite_stairs: #14, 154(1%)
minecraft.picked_up.purpur_slab: #14, 10(1%)
minecraft.mined.white_banner: #14, 1(1%)
minecraft.used.dark_oak_planks: #14, 285(1%)
minecraft.picked_up.purpur_block: #14, 60(1%)
minecraft.mined.purpur_slab: #14, 9(1%)
minecraft.picked_up.white_terracotta: #14, 514(1%)
minecraft.picked_up.wither_skeleton_skull: #14, 7(1%)
minecraft.crafted.jungle_slab: #14, 222(1%)
minecraft.used.birch_slab: #14, 83(1%)
minecraft.crafted.white_stained_glass: #14, 624(1%)
minecraft.dropped.spruce_log: #14, 99(1%)
minecraft.mined.dark_oak_fence: #14, 11(1%)
minecraft.mined.crimson_stem: #14, 103(1%)
minecraft.mined.gray_concrete_powder: #14, 50(1%)
minecraft.mined.seagrass: #14, 168(1%)
minecraft.picked_up.crimson_roots: #14, 133(1%)
minecraft.picked_up.heavy_weighted_pressure_plate: #14, 5(1%)
minecraft.picked_up.red_sand: #14, 880(1%)
minecraft.used.light_blue_concrete: #14, 223(1%)
minecraft.mined.polished_blackstone_stairs: #14, 12(1%)
minecraft.picked_up.cooked_mutton: #14, 23(1%)
minecraft.used.cocoa_beans: #14, 114(1%)
minecraft.picked_up.dandelion: #14, 159(0%)
minecraft.mined.purpur_pillar: #14, 16(1%)
minecraft.picked_up.purpur_pillar: #14, 16(1%)
minecraft.used.jungle_fence: #14, 10(1%)
minecraft.mined.lime_stained_glass: #14, 19(1%)
minecraft.used.carved_pumpkin: #14, 3(1%)
minecraft.used.wither_skeleton_skull: #14, 7(1%)
minecraft.crafted.quartz_block: #14, 921(0%)
minecraft.used.blue_wool: #14, 11(1%)
minecraft.mined.spruce_sapling: #14, 4(0%)
minecraft.used.quartz_stairs: #14, 124(0%)
minecraft.crafted.yellow_concrete_powder: #14, 168(1%)
minecraft.dropped.salmon: #14, 3(0%)
minecraft.used.purpur_block: #14, 9(0%)
minecraft.crafted.andesite_wall: #14, 36(0%)
minecraft.used.birch_button: #14, 3(0%)
minecraft.mined.gilded_blackstone: #14, 4(0%)
minecraft.crafted.sugar: #14, 66(0%)
minecraft.crafted.green_concrete_powder: #14, 184(0%)
minecraft.used.yellow_wool: #14, 18(0%)
minecraft.crafted.tnt: #14, 249(0%)
minecraft.used.lime_stained_glass_pane: #14, 16(0%)
minecraft.picked_up.acacia_fence: #14, 1(0%)
minecraft.used.mossy_cobblestone: #14, 6(0%)
minecraft.used.spruce_wood: #14, 15(0%)
minecraft.used.podzol: #14, 91(0%)
minecraft.crafted.name_tag: #14, 6(0%)
minecraft.used.purple_wool: #14, 4(0%)
minecraft.crafted.fermented_spider_eye: #14, 17(0%)
minecraft.picked_up.stripped_acacia_log: #14, 1(0%)
minecraft.mined.light_gray_stained_glass: #14, 10(0%)
minecraft.dropped.carrot: #14, 75(0%)
minecraft.mined.dark_oak_wood: #14, 1(0%)
minecraft.crafted.cyan_stained_glass: #14, 72(0%)
minecraft.used.weeping_vines: #14, 1(0%)
minecraft.mined.chorus_plant: #14, 4(0%)
minecraft.crafted.quartz_pillar: #14, 41(0%)
minecraft.used.cyan_stained_glass: #14, 63(0%)
minecraft.picked_up.dark_oak_wood: #14, 1(0%)
minecraft.picked_up.yellow_dye: #14, 1(0%)
minecraft.used.jungle_stairs: #14, 2(0%)
minecraft.used.crimson_fence: #14, 1(0%)
minecraft.picked_up.yellow_concrete_powder: #14, 4(0%)
minecraft.crafted.brown_terracotta: #14, 8(0%)
minecraft.custom.damage_taken: #15, 223363(3%)
minecraft.custom.interact_with_smithing_table: #15, 28(3%)
minecraft.custom.fall_one_cm: #15, 6225232(3%)
minecraft.used.stone: #15, 24699(3%)
minecraft.used.dispenser: #15, 112(3%)
minecraft.custom.interact_with_brewingstand: #15, 238(3%)
minecraft.used.diamond_sword: #15, 10396(3%)
minecraft.mined.oak_sign: #15, 17(2%)
minecraft.used.stone_axe: #15, 154(3%)
minecraft.killed_by.creeper: #15, 4(3%)
minecraft.picked_up.gold_ore: #15, 611(2%)
minecraft.crafted.iron_axe: #15, 6(2%)
minecraft.picked_up.red_mushroom: #15, 114(2%)
minecraft.used.brewing_stand: #15, 15(2%)
minecraft.mined.glowstone: #15, 209(2%)
minecraft.used.rail: #15, 969(2%)
minecraft.custom.boat_one_cm: #15, 4472079(2%)
minecraft.picked_up.bone: #15, 1950(2%)
minecraft.crafted.spruce_planks: #15, 9464(2%)
minecraft.used.gravel: #15, 823(2%)
minecraft.picked_up.glowstone: #15, 216(2%)
minecraft.used.detector_rail: #15, 9(2%)
minecraft.mined.white_stained_glass_pane: #15, 36(2%)
minecraft.crafted.iron_nugget: #15, 2826(2%)
minecraft.mined.dark_oak_sign: #15, 1(2%)
minecraft.picked_up.shulker_shell: #15, 332(2%)
minecraft.used.iron_ore: #15, 10(1%)
minecraft.used.scaffolding: #15, 2917(1%)
minecraft.picked_up.birch_sapling: #15, 198(1%)
minecraft.used.polished_blackstone: #15, 531(1%)
minecraft.used.flint_and_steel: #15, 78(1%)
minecraft.used.dark_oak_sign: #15, 13(1%)
minecraft.used.spruce_slab: #15, 594(1%)
minecraft.picked_up.emerald: #15, 193(1%)
minecraft.dropped.leather_boots: #15, 5(1%)
minecraft.picked_up.jungle_planks: #15, 76(1%)
minecraft.dropped.diamond: #15, 138(1%)
minecraft.used.oak_planks: #15, 169(1%)
minecraft.mined.weeping_vines_plant: #15, 15(1%)
minecraft.used.andesite: #15, 820(1%)
minecraft.used.soul_sand: #15, 229(1%)
minecraft.used.smooth_stone_slab: #15, 1852(1%)
minecraft.crafted.glass_pane: #15, 160(1%)
minecraft.crafted.glass: #15, 3220(1%)
minecraft.picked_up.mycelium: #15, 1699(1%)
minecraft.used.flower_pot: #15, 18(1%)
minecraft.picked_up.spruce_wood: #15, 6(1%)
minecraft.picked_up.lily_pad: #15, 27(1%)
minecraft.crafted.blast_furnace: #15, 15(1%)
minecraft.picked_up.spider_eye: #15, 205(1%)
minecraft.picked_up.diamond_ore: #15, 165(1%)
minecraft.crafted.smooth_stone_slab: #15, 804(1%)
minecraft.used.andesite_wall: #15, 98(1%)
minecraft.used.bread: #15, 29(1%)
minecraft.mined.jungle_fence: #15, 4(1%)
minecraft.dropped.purpur_block: #15, 9(1%)
minecraft.used.cyan_carpet: #15, 63(1%)
minecraft.mined.black_stained_glass: #15, 36(1%)
minecraft.crafted.spruce_fence: #15, 135(1%)
minecraft.used.map: #15, 4(1%)
minecraft.used.glowstone: #15, 106(1%)
minecraft.used.polished_blackstone_stairs: #15, 59(1%)
minecraft.mined.red_concrete_powder: #15, 4(1%)
minecraft.used.jungle_sign: #15, 7(1%)
minecraft.crafted.crimson_sign: #15, 3(1%)
minecraft.crafted.birch_stairs: #15, 32(1%)
minecraft.dropped.shield: #15, 1(1%)
minecraft.used.snow_block: #15, 297(0%)
minecraft.crafted.blackstone_wall: #15, 12(1%)
minecraft.mined.polished_blackstone_bricks: #15, 168(0%)
minecraft.crafted.pink_dye: #15, 42(0%)
minecraft.used.red_carpet: #15, 74(0%)
minecraft.used.spruce_fence_gate: #15, 9(0%)
minecraft.crafted.polished_blackstone_slab: #15, 90(0%)
minecraft.mined.jungle_trapdoor: #15, 4(0%)
minecraft.mined.cracked_polished_blackstone_bricks: #15, 58(0%)
minecraft.picked_up.cracked_polished_blackstone_bricks: #15, 55(0%)
minecraft.mined.stripped_dark_oak_log: #15, 25(0%)
minecraft.used.nether_wart_block: #15, 51(0%)
minecraft.picked_up.stripped_dark_oak_log: #15, 25(0%)
minecraft.crafted.light_blue_shulker_box: #15, 1(0%)
minecraft.used.oak_button: #15, 4(0%)
minecraft.used.blackstone: #15, 335(0%)
minecraft.crafted.orange_shulker_box: #15, 1(0%)
minecraft.crafted.lime_stained_glass: #15, 104(0%)
minecraft.used.grass: #15, 43(0%)
minecraft.used.black_stained_glass: #15, 216(0%)
minecraft.used.orange_concrete_powder: #15, 64(0%)
minecraft.used.birch_fence: #15, 9(0%)
minecraft.picked_up.chiseled_nether_bricks: #15, 2(0%)
minecraft.used.warped_planks: #15, 21(0%)
minecraft.crafted.orange_concrete_powder: #15, 64(0%)
minecraft.mined.chiseled_nether_bricks: #15, 2(0%)
minecraft.used.blackstone_stairs: #15, 17(0%)
minecraft.crafted.blackstone_stairs: #15, 8(0%)
minecraft.picked_up.stripped_birch_log: #15, 8(0%)
minecraft.mined.stripped_birch_log: #15, 8(0%)
minecraft.used.dark_oak_door: #15, 1(0%)
minecraft.dropped.red_carpet: #15, 1(0%)
minecraft.picked_up.jungle_stairs: #15, 3(0%)
minecraft.used.light_gray_stained_glass: #15, 36(0%)
minecraft.used.crimson_fungus: #15, 3(0%)
minecraft.crafted.spruce_wood: #15, 9(0%)
minecraft.used.black_wool: #15, 26(0%)
minecraft.used.gray_bed: #15, 1(0%)
minecraft.used.light_blue_stained_glass_pane: #15, 6(0%)
minecraft.mined.crimson_planks: #15, 2(0%)
minecraft.picked_up.emerald_block: #15, 6(0%)
minecraft.used.chiseled_nether_bricks: #15, 2(0%)
minecraft.mined.light_gray_wool: #15, 2(0%)
minecraft.crafted.bricks: #15, 48(0%)
minecraft.crafted.crossbow: #15, 1(0%)
minecraft.used.gray_stained_glass: #15, 23(0%)
minecraft.mined.green_concrete_powder: #15, 3(0%)
minecraft.mined.bricks: #15, 3(0%)
minecraft.mined.turtle_egg: #15, 1(0%)
minecraft.used.cut_sandstone: #15, 7(0%)
minecraft.crafted.cut_sandstone: #15, 4(0%)
minecraft.used.bricks: #15, 5(0%)
minecraft.mined.stone: #16, 169441(2%)
minecraft.dropped.netherite_sword: #16, 2(3%)
minecraft.picked_up.netherite_leggings: #16, 9(2%)
minecraft.mined.composter: #16, 16(2%)
minecraft.mined.vine: #16, 418(2%)
minecraft.crafted.chain: #16, 240(1%)
minecraft.custom.sneak_time: #17, 2716556(3%)
minecraft.mined.sugar_cane: #16, 1100(1%)
minecraft.used.minecart: #16, 42(1%)
minecraft.mined.redstone_torch: #16, 28(1%)
minecraft.picked_up.gold_ingot: #16, 158(1%)
minecraft.mined.fire: #16, 166(1%)
minecraft.mined.spruce_fence: #16, 53(1%)
minecraft.used.oak_trapdoor: #16, 83(1%)
minecraft.used.white_stained_glass_pane: #16, 129(1%)
minecraft.crafted.lantern: #16, 161(1%)
minecraft.picked_up.crossbow: #16, 10(1%)
minecraft.crafted.white_stained_glass_pane: #16, 160(1%)
