stat, rank, value, (percentage) 
minecraft.used.red_concrete: #15, 307(1%)
minecraft.dropped.bow: #15, 68(1%)
minecraft.killed.husk: #15, 7(1%)
minecraft.mined.lily_of_the_valley: #15, 8(1%)
minecraft.used.cyan_terracotta: #15, 1922(1%)
minecraft.mined.dark_oak_stairs: #15, 39(1%)
minecraft.dropped.birch_planks: #15, 20(1%)
minecraft.mined.bookshelf: #15, 79(1%)
minecraft.mined.iron_trapdoor: #15, 42(1%)
minecraft.dropped.stone_button: #15, 19(1%)
minecraft.crafted.coarse_dirt: #15, 516(1%)
minecraft.crafted.compass: #15, 35(1%)
minecraft.used.stone_pickaxe: #15, 221(1%)
minecraft.picked_up.bucket: #15, 16(1%)
minecraft.dropped.iron_pickaxe: #15, 1(1%)
minecraft.used.smooth_quartz_stairs: #15, 139(1%)
minecraft.picked_up.wither_skeleton_skull: #15, 6(1%)
minecraft.dropped.crimson_roots: #15, 15(1%)
minecraft.crafted.cauldron: #15, 12(1%)
minecraft.used.crossbow: #15, 24(1%)
minecraft.dropped.iron_chestplate: #15, 1(1%)
minecraft.killed.chicken: #15, 22(1%)
minecraft.mined.black_wool: #15, 12(1%)
minecraft.used.red_concrete_powder: #15, 247(1%)
minecraft.used.oak_log: #15, 261(0%)
minecraft.mined.lime_carpet: #15, 11(1%)
minecraft.used.polished_blackstone_brick_stairs: #15, 37(0%)
minecraft.mined.white_stained_glass: #15, 44(0%)
minecraft.mined.light_blue_carpet: #15, 4(0%)
minecraft.mined.blue_orchid: #15, 3(0%)
minecraft.broken.stone_pickaxe: #15, 1(0%)
minecraft.mined.tube_coral_wall_fan: #15, 3(0%)
minecraft.picked_up.lime_carpet: #15, 12(0%)
minecraft.picked_up.polished_blackstone_brick_slab: #15, 19(0%)
minecraft.crafted.enchanted_book: #15, 25(0%)
minecraft.crafted.gold_nugget: #15, 558(0%)
minecraft.picked_up.light_blue_carpet: #15, 6(0%)
minecraft.crafted.orange_stained_glass_pane: #15, 16(0%)
minecraft.picked_up.jungle_trapdoor: #15, 7(0%)
minecraft.picked_up.lime_stained_glass_pane: #15, 5(0%)
minecraft.dropped.acacia_planks: #15, 2(0%)
minecraft.picked_up.red_wool: #15, 50(0%)
minecraft.crafted.light_gray_stained_glass: #15, 128(0%)
minecraft.dropped.obsidian: #15, 6(0%)
minecraft.dropped.pumpkin_pie: #15, 3(0%)
minecraft.crafted.light_blue_stained_glass_pane: #15, 16(0%)
minecraft.picked_up.dark_oak_door: #15, 1(0%)
minecraft.picked_up.green_concrete: #15, 16(0%)
minecraft.crafted.cake: #15, 1(0%)
minecraft.dropped.chain: #15, 6(0%)
minecraft.mined.green_concrete: #15, 16(0%)
minecraft.killed.wither_skeleton: #15, 47(0%)
minecraft.used.podzol: #15, 50(0%)
minecraft.crafted.cooked_mutton: #15, 4(0%)
minecraft.killed.blaze: #15, 41(0%)
minecraft.mined.green_terracotta: #15, 3(0%)
minecraft.used.purpur_pillar: #15, 5(0%)
minecraft.mined.red_stained_glass: #15, 3(0%)
minecraft.dropped.red_sand: #15, 3(0%)
minecraft.crafted.blaze_powder: #15, 52(0%)
minecraft.crafted.orange_stained_glass: #15, 16(0%)
minecraft.mined.sweet_berry_bush: #15, 6(0%)
minecraft.mined.stripped_dark_oak_wood: #15, 1(0%)
minecraft.dropped.chorus_fruit: #15, 2(0%)
minecraft.dropped.gold_block: #15, 1(0%)
minecraft.crafted.polished_andesite_stairs: #15, 4(0%)
minecraft.dropped.cooked_porkchop: #15, 12(0%)
minecraft.crafted.nether_brick: #15, 31(0%)
minecraft.mined.black_terracotta: #15, 2(0%)
minecraft.dropped.gray_concrete_powder: #15, 1(0%)
minecraft.picked_up.acacia_leaves: #15, 1(0%)
minecraft.picked_up.elytra: #16, 51(3%)
minecraft.used.crafting_table: #16, 250(3%)
minecraft.custom.drop: #16, 6387(2%)
minecraft.mined.crafting_table: #16, 188(3%)
minecraft.picked_up.writable_book: #16, 12(3%)
minecraft.picked_up.crafting_table: #16, 204(3%)
minecraft.used.oak_boat: #16, 35(2%)
minecraft.picked_up.coal_ore: #16, 2201(2%)
minecraft.killed.piglin: #16, 46(2%)
minecraft.mined.anvil: #16, 20(2%)
minecraft.picked_up.lead: #16, 69(2%)
minecraft.picked_up.compass: #16, 17(2%)
minecraft.used.netherrack: #16, 3967(2%)
minecraft.picked_up.spruce_stairs: #16, 101(1%)
minecraft.used.oak_pressure_plate: #16, 3(2%)
minecraft.picked_up.spruce_door: #16, 8(1%)
minecraft.crafted.diamond_helmet: #16, 2(1%)
minecraft.dropped.golden_helmet: #16, 5(1%)
minecraft.picked_up.diamond_shovel: #16, 12(1%)
minecraft.mined.iron_bars: #16, 68(1%)
minecraft.mined.rail: #16, 379(1%)
minecraft.dropped.netherrack: #16, 4469(1%)
minecraft.picked_up.totem_of_undying: #16, 7(1%)
minecraft.used.anvil: #16, 46(1%)
minecraft.picked_up.pufferfish: #16, 9(1%)
minecraft.picked_up.milk_bucket: #16, 3(1%)
minecraft.used.polished_blackstone_bricks: #16, 453(1%)
minecraft.picked_up.terracotta: #16, 4310(1%)
minecraft.mined.campfire: #16, 17(1%)
minecraft.picked_up.black_concrete: #16, 442(1%)
minecraft.dropped.brown_mushroom: #16, 30(1%)
minecraft.mined.birch_wall_sign: #16, 16(1%)
minecraft.mined.basalt: #16, 1773(1%)
minecraft.dropped.bone: #16, 369(1%)
minecraft.crafted.campfire: #16, 33(1%)
minecraft.picked_up.salmon: #16, 13(1%)
minecraft.custom.interact_with_blast_furnace: #16, 18(1%)
minecraft.mined.dragon_wall_head: #16, 3(1%)
minecraft.picked_up.iron_trapdoor: #16, 60(1%)
minecraft.picked_up.glass_pane: #16, 60(1%)
minecraft.mined.soul_lantern: #16, 5(1%)
minecraft.mined.cobblestone_wall: #16, 17(1%)
minecraft.mined.black_concrete: #16, 353(1%)
minecraft.used.stone_slab: #16, 484(1%)
minecraft.picked_up.slime_ball: #16, 351(1%)
minecraft.used.mycelium: #16, 242(1%)
minecraft.picked_up.grindstone: #16, 16(1%)
minecraft.used.diamond_ore: #16, 123(1%)
minecraft.picked_up.spruce_button: #16, 8(1%)
minecraft.crafted.crimson_planks: #16, 300(1%)
minecraft.mined.spruce_leaves: #16, 757(1%)
minecraft.killed.pig: #16, 5(0%)
minecraft.crafted.clock: #16, 1(1%)
minecraft.mined.crimson_stem: #16, 83(0%)
minecraft.killed.phantom: #16, 14(0%)
minecraft.mined.crying_obsidian: #16, 5(0%)
minecraft.crafted.red_concrete_powder: #16, 208(0%)
minecraft.mined.gray_concrete_powder: #16, 32(0%)
minecraft.used.egg: #16, 37(0%)
minecraft.used.white_wool: #16, 134(0%)
minecraft.crafted.iron_trapdoor: #16, 106(0%)
minecraft.picked_up.polished_blackstone_stairs: #16, 9(0%)
minecraft.mined.polished_blackstone_wall: #16, 6(0%)
minecraft.custom.minecart_one_cm: #16, 452741(0%)
minecraft.mined.end_rod: #16, 40(0%)
minecraft.used.lilac: #16, 2(0%)
minecraft.crafted.green_terracotta: #16, 56(0%)
minecraft.crafted.black_stained_glass_pane: #16, 64(0%)
minecraft.mined.polished_granite: #16, 9(0%)
minecraft.mined.iron_door: #16, 1(0%)
minecraft.picked_up.cracked_polished_blackstone_bricks: #16, 44(0%)
minecraft.mined.polished_andesite: #16, 45(0%)
minecraft.mined.cracked_polished_blackstone_bricks: #16, 44(0%)
minecraft.dropped.crossbow: #16, 5(0%)
minecraft.picked_up.sunflower: #16, 16(0%)
minecraft.picked_up.gray_wool: #16, 64(0%)
minecraft.picked_up.light_gray_concrete_powder: #16, 74(0%)
minecraft.dropped.spider_eye: #16, 33(0%)
minecraft.used.quartz_block: #16, 59(0%)
minecraft.mined.chiseled_polished_blackstone: #16, 2(0%)
minecraft.dropped.glowstone_dust: #16, 3(0%)
minecraft.mined.cyan_carpet: #16, 2(0%)
minecraft.picked_up.chiseled_polished_blackstone: #16, 2(0%)
minecraft.dropped.leather: #16, 17(0%)
minecraft.used.end_stone: #16, 24(0%)
minecraft.picked_up.polished_blackstone_wall: #16, 4(0%)
minecraft.used.lime_stained_glass_pane: #16, 9(0%)
minecraft.mined.andesite_slab: #16, 8(0%)
minecraft.crafted.polished_granite: #16, 32(0%)
minecraft.dropped.birch_slab: #16, 1(0%)
minecraft.dropped.spruce_slab: #16, 6(0%)
minecraft.dropped.mossy_cobblestone: #16, 1(0%)
minecraft.crafted.acacia_slab: #16, 6(0%)
minecraft.picked_up.red_stained_glass: #16, 4(0%)
minecraft.crafted.birch_fence_gate: #16, 2(0%)
minecraft.picked_up.stripped_dark_oak_wood: #16, 1(0%)
minecraft.crafted.red_stained_glass: #16, 24(0%)
minecraft.mined.chiseled_quartz_block: #16, 1(0%)
minecraft.picked_up.chiseled_quartz_block: #16, 1(0%)
minecraft.crafted.blackstone_slab: #16, 6(0%)
minecraft.picked_up.red_dye: #16, 2(0%)
minecraft.picked_up.cyan_stained_glass: #16, 13(0%)
minecraft.mined.sandstone_slab: #16, 4(0%)
minecraft.picked_up.pink_wool: #16, 4(0%)
minecraft.crafted.purple_stained_glass: #16, 8(0%)
minecraft.picked_up.lime_dye: #16, 1(0%)
minecraft.dropped.slime_block: #16, 1(0%)
minecraft.used.black_terracotta: #16, 6(0%)
minecraft.used.yellow_wool: #16, 1(0%)
minecraft.used.lime_terracotta: #16, 1(0%)
minecraft.mined.light_gray_stained_glass: #16, 1(0%)
minecraft.mined.bricks: #16, 1(0%)
minecraft.dropped.light_gray_wool: #16, 1(0%)
minecraft.dropped.sugar: #16, 1(0%)
minecraft.dropped.tropical_fish: #16, 1(0%)
minecraft.custom.sprint_one_cm: #17, 76666797(3%)
minecraft.custom.climb_one_cm: #17, 3170350(3%)
minecraft.custom.open_shulker_box: #17, 24178(3%)
minecraft.custom.time_since_death: #17, 5134876(1%)
minecraft.used.bucket: #17, 2421(2%)
minecraft.custom.deaths: #17, 67(2%)
minecraft.picked_up.leather: #17, 784(2%)
minecraft.picked_up.diamond_sword: #17, 18(2%)
minecraft.used.lantern: #17, 236(2%)
minecraft.crafted.ladder: #17, 207(2%)
minecraft.mined.oak_slab: #17, 84(2%)
minecraft.picked_up.bow: #17, 102(1%)
minecraft.crafted.diamond_leggings: #17, 2(2%)
minecraft.picked_up.diamond_boots: #17, 14(1%)
minecraft.used.wheat_seeds: #17, 1344(2%)
minecraft.picked_up.powered_rail: #17, 237(1%)
minecraft.used.diorite: #17, 308(1%)
minecraft.dropped.writable_book: #17, 3(1%)
minecraft.picked_up.chipped_anvil: #17, 7(1%)
minecraft.mined.oak_planks: #17, 140(1%)
minecraft.picked_up.oak_slab: #17, 93(1%)
minecraft.used.minecart: #17, 39(1%)
minecraft.picked_up.cooked_beef: #17, 267(1%)
minecraft.used.redstone_ore: #17, 311(1%)
minecraft.picked_up.music_disc_13: #17, 1(1%)
minecraft.mined.netherrack: #17, 21172(1%)
minecraft.picked_up.detector_rail: #17, 5(1%)
minecraft.mined.birch_log: #17, 707(1%)
minecraft.picked_up.diamond_hoe: #17, 1(1%)
minecraft.picked_up.iron_bars: #17, 98(1%)
minecraft.picked_up.birch_log: #17, 724(1%)
minecraft.crafted.diamond_boots: #17, 2(1%)
minecraft.picked_up.ancient_debris: #17, 65(1%)
minecraft.picked_up.gold_ingot: #17, 116(1%)
minecraft.mined.kelp: #17, 88(1%)
minecraft.crafted.acacia_planks: #17, 568(1%)
minecraft.picked_up.emerald: #17, 126(1%)
minecraft.dropped.diamond_shovel: #17, 2(1%)
minecraft.crafted.red_shulker_box: #17, 2(1%)
minecraft.custom.interact_with_cartography_table: #17, 4(1%)
minecraft.picked_up.enchanted_book: #17, 15(1%)
minecraft.picked_up.shears: #17, 7(1%)
minecraft.picked_up.vine: #17, 108(1%)
minecraft.crafted.red_dye: #17, 325(1%)
minecraft.mined.soul_soil: #17, 249(1%)
minecraft.crafted.bone_meal: #17, 15874(1%)
minecraft.crafted.lectern: #17, 7(1%)
minecraft.used.spruce_fence: #17, 129(1%)
minecraft.dropped.filled_map: #17, 6(1%)
minecraft.picked_up.clay_ball: #17, 212(0%)
minecraft.mined.stone_slab: #17, 65(0%)
minecraft.mined.white_carpet: #17, 22(0%)
minecraft.used.peony: #17, 2(1%)
minecraft.mined.white_wool: #17, 20(0%)
minecraft.mined.polished_blackstone_brick_stairs: #17, 13(0%)
minecraft.picked_up.chorus_fruit: #17, 131(0%)
minecraft.used.dark_oak_stairs: #17, 73(0%)
minecraft.picked_up.cobblestone_wall: #17, 21(0%)
minecraft.mined.white_wall_banner: #17, 1(1%)
minecraft.picked_up.stone_brick_wall: #17, 15(1%)
minecraft.used.cobblestone_wall: #17, 40(0%)
minecraft.mined.gray_carpet: #17, 19(0%)
minecraft.crafted.dark_oak_stairs: #17, 60(0%)
minecraft.crafted.cyan_dye: #17, 202(0%)
minecraft.used.iron_trapdoor: #17, 94(0%)
minecraft.mined.white_stained_glass_pane: #17, 7(0%)
minecraft.used.black_concrete_powder: #17, 443(0%)
minecraft.dropped.basalt: #17, 29(0%)
minecraft.mined.quartz_pillar: #17, 12(0%)
minecraft.crafted.mossy_stone_bricks: #17, 14(0%)
minecraft.picked_up.white_stained_glass: #17, 35(0%)
minecraft.mined.tnt: #17, 21(0%)
minecraft.dropped.mutton: #17, 2(0%)
minecraft.crafted.stone_stairs: #17, 16(0%)
minecraft.picked_up.quartz_pillar: #17, 12(0%)
minecraft.crafted.lime_stained_glass_pane: #17, 16(0%)
minecraft.mined.smooth_quartz: #17, 15(0%)
minecraft.used.sea_pickle: #17, 8(0%)
minecraft.crafted.sugar: #17, 39(0%)
minecraft.dropped.soul_soil: #17, 7(0%)
minecraft.used.cooked_cod: #17, 3(0%)
minecraft.mined.dark_prismarine: #17, 8(0%)
minecraft.used.polished_blackstone_wall: #17, 22(0%)
minecraft.mined.pink_tulip: #17, 1(0%)
minecraft.used.white_stained_glass: #17, 92(0%)
minecraft.picked_up.andesite_slab: #17, 16(0%)
minecraft.picked_up.nether_star: #17, 1(0%)
minecraft.picked_up.end_stone: #17, 59(0%)
minecraft.custom.walk_on_water_one_cm: #18, 3836283(2%)
minecraft.picked_up.cyan_carpet: #17, 2(0%)
minecraft.mined.end_stone: #17, 44(0%)
minecraft.crafted.birch_fence: #17, 3(0%)
minecraft.dropped.light_gray_carpet: #17, 1(0%)
minecraft.picked_up.green_terracotta: #17, 2(0%)
minecraft.picked_up.blue_orchid: #17, 3(0%)
minecraft.mined.chiseled_stone_bricks: #17, 1(0%)
minecraft.used.blue_wool: #17, 1(0%)
minecraft.picked_up.beetroot_seeds: #17, 3(0%)
minecraft.picked_up.dark_prismarine: #17, 3(0%)
minecraft.picked_up.lily_of_the_valley: #17, 2(0%)
minecraft.crafted.green_concrete_powder: #17, 16(0%)
minecraft.used.cyan_wool: #17, 1(0%)
minecraft.mined.chorus_plant: #17, 1(0%)
minecraft.crafted.sandstone_slab: #17, 6(0%)
minecraft.picked_up.light_gray_stained_glass: #17, 1(0%)
minecraft.used.crimson_planks: #17, 1(0%)
minecraft.picked_up.sandstone_slab: #17, 1(0%)
minecraft.used.chiseled_quartz_block: #17, 1(0%)
minecraft.picked_up.blue_concrete_powder: #17, 1(0%)
minecraft.picked_up.leather_chestplate: #18, 10(2%)
minecraft.picked_up.oak_boat: #18, 28(2%)
minecraft.used.diamond_axe: #18, 13893(2%)
minecraft.picked_up.arrow: #18, 1632(2%)
minecraft.picked_up.netherrack: #18, 16426(1%)
minecraft.killed_by.player: #18, 18(1%)
minecraft.custom.boat_one_cm: #18, 3669606(1%)
minecraft.crafted.birch_planks: #18, 2942(1%)
minecraft.used.ladder: #18, 142(1%)
minecraft.mined.spruce_planks: #18, 232(1%)
minecraft.mined.composter: #18, 12(1%)
minecraft.killed.wandering_trader: #18, 3(1%)
minecraft.picked_up.rail: #18, 507(1%)
minecraft.used.scaffolding: #18, 2405(1%)
minecraft.dropped.leather_leggings: #18, 4(1%)
minecraft.picked_up.anvil: #18, 20(1%)
minecraft.picked_up.birch_sign: #18, 46(1%)
minecraft.picked_up.rotten_flesh: #18, 2150(1%)
minecraft.picked_up.composter: #18, 11(1%)
minecraft.picked_up.scaffolding: #18, 1993(1%)
minecraft.picked_up.redstone_ore: #18, 355(1%)
minecraft.used.bell: #18, 3(1%)
minecraft.killed.cow: #18, 82(1%)
minecraft.dropped.bone_meal: #18, 194(1%)
minecraft.picked_up.diamond_chestplate: #18, 2(1%)
minecraft.used.oak_planks: #18, 110(1%)
minecraft.picked_up.dragon_head: #18, 3(1%)
minecraft.crafted.warped_planks: #18, 276(1%)
minecraft.picked_up.stone_slab: #18, 201(1%)
minecraft.mined.nether_bricks: #18, 205(1%)
minecraft.crafted.oak_door: #18, 3(1%)
minecraft.picked_up.brewing_stand: #18, 5(1%)
minecraft.killed.endermite: #18, 2(1%)
minecraft.dropped.shears: #18, 5(1%)
minecraft.mined.terracotta: #18, 2175(1%)
minecraft.picked_up.cauldron: #18, 4(1%)
minecraft.picked_up.polished_blackstone_brick_stairs: #18, 13(0%)
minecraft.mined.crimson_nylium: #18, 45(0%)
minecraft.used.end_rod: #18, 62(0%)
minecraft.dropped.golden_leggings: #18, 2(0%)
minecraft.picked_up.bookshelf: #18, 13(0%)
minecraft.used.basalt: #18, 172(0%)
minecraft.mined.light_gray_carpet: #18, 18(0%)
minecraft.mined.dark_oak_slab: #18, 25(0%)
minecraft.picked_up.dark_oak_stairs: #18, 32(0%)
minecraft.used.lectern: #18, 25(0%)
minecraft.crafted.gray_shulker_box: #18, 1(0%)
minecraft.crafted.wooden_sword: #18, 1(0%)
minecraft.crafted.black_concrete_powder: #18, 512(0%)
minecraft.picked_up.chicken: #18, 19(0%)
minecraft.dropped.ender_chest: #18, 1(0%)
minecraft.mined.lectern: #18, 21(0%)
minecraft.picked_up.lectern: #18, 21(0%)
minecraft.picked_up.melon_seeds: #18, 3(0%)
minecraft.used.totem_of_undying: #18, 1(0%)
minecraft.used.lapis_ore: #18, 17(0%)
minecraft.picked_up.coal_block: #18, 24(0%)
minecraft.picked_up.end_rod: #18, 50(0%)
minecraft.picked_up.ghast_tear: #18, 6(0%)
minecraft.picked_up.cocoa_beans: #18, 150(0%)
minecraft.crafted.leather_chestplate: #18, 4(0%)
minecraft.used.daylight_detector: #18, 3(0%)
minecraft.crafted.tripwire_hook: #18, 8(0%)
minecraft.dropped.flint: #18, 28(0%)
minecraft.picked_up.gray_concrete: #18, 309(0%)
minecraft.used.dark_oak_slab: #18, 81(0%)
minecraft.mined.spruce_fence_gate: #18, 1(0%)
minecraft.crafted.spruce_door: #18, 3(0%)
minecraft.crafted.green_dye: #18, 36(0%)
minecraft.picked_up.gray_carpet: #18, 22(0%)
minecraft.mined.gray_concrete: #18, 325(0%)
minecraft.mined.polished_blackstone_bricks: #18, 61(0%)
minecraft.picked_up.birch_leaves: #18, 111(0%)
minecraft.dropped.mycelium: #18, 39(0%)
minecraft.picked_up.spruce_leaves: #18, 162(0%)
minecraft.mined.birch_planks: #18, 10(0%)
minecraft.picked_up.spruce_fence_gate: #18, 1(0%)
minecraft.mined.black_stained_glass: #18, 5(0%)
minecraft.crafted.sandstone: #18, 16(0%)
minecraft.picked_up.polished_granite: #18, 5(0%)
minecraft.mined.stripped_dark_oak_log: #18, 5(0%)
minecraft.used.cooked_mutton: #18, 3(0%)
minecraft.dropped.gray_concrete: #18, 4(0%)
minecraft.dropped.powered_rail: #18, 1(0%)
minecraft.used.stripped_dark_oak_log: #18, 4(0%)
minecraft.used.soul_soil: #18, 11(0%)
minecraft.picked_up.stripped_dark_oak_log: #18, 4(0%)
minecraft.used.polished_granite: #18, 5(0%)
minecraft.crafted.warped_trapdoor: #18, 2(0%)
minecraft.picked_up.lime_terracotta: #18, 1(0%)
minecraft.used.green_concrete_powder: #18, 16(0%)
minecraft.crafted.andesite_slab: #18, 6(0%)
minecraft.picked_up.pink_tulip: #18, 1(0%)
minecraft.picked_up.black_terracotta: #18, 2(0%)
minecraft.used.black_stained_glass: #18, 13(0%)
minecraft.mined.black_carpet: #18, 4(0%)
minecraft.picked_up.light_gray_dye: #18, 1(0%)
minecraft.dropped.carrot: #18, 6(0%)
minecraft.dropped.bread: #18, 2(0%)
minecraft.killed.witch: #18, 4(0%)
minecraft.used.cut_sandstone: #18, 1(0%)
minecraft.crafted.air: #18, 0(0%)
minecraft.custom.fly_one_cm: #19, 58848457(2%)
minecraft.used.torch: #19, 10067(3%)
minecraft.picked_up.golden_boots: #19, 10(2%)
minecraft.picked_up.torch: #19, 3414(2%)
minecraft.mined.torch: #19, 784(1%)
minecraft.picked_up.stick: #19, 1699(1%)
minecraft.picked_up.string: #19, 741(1%)
minecraft.used.stone_axe: #19, 84(1%)
minecraft.mined.white_bed: #19, 45(1%)
minecraft.picked_up.white_bed: #19, 44(1%)
minecraft.picked_up.golden_chestplate: #19, 5(1%)
minecraft.crafted.iron_axe: #19, 3(1%)
minecraft.dropped.netherite_sword: #19, 1(1%)
minecraft.picked_up.spruce_planks: #19, 286(1%)
minecraft.crafted.diamond_axe: #19, 2(1%)
minecraft.used.firework_rocket: #19, 243(1%)
minecraft.picked_up.red_mushroom: #19, 46(1%)
minecraft.mined.chain: #19, 22(1%)
minecraft.mined.spruce_sign: #19, 2(1%)
minecraft.dropped.iron_sword: #19, 2(1%)
minecraft.killed_by.ravager: #19, 1(1%)
minecraft.mined.brewing_stand: #19, 4(1%)
minecraft.used.bone_meal: #19, 2155(1%)
minecraft.dropped.chainmail_leggings: #19, 1(1%)
minecraft.crafted.golden_helmet: #19, 1(1%)
minecraft.crafted.book: #19, 74(1%)
minecraft.dropped.diamond_axe: #19, 1(1%)
minecraft.crafted.oak_stairs: #19, 20(1%)
minecraft.used.barrel: #19, 57(1%)
minecraft.mined.soul_fire: #19, 9(1%)
minecraft.used.sand: #19, 2188(1%)
minecraft.mined.clay: #19, 136(1%)
minecraft.picked_up.nether_bricks: #19, 204(1%)
minecraft.picked_up.porkchop: #19, 11(0%)
minecraft.picked_up.crimson_nylium: #19, 45(0%)
minecraft.picked_up.lapis_ore: #19, 38(0%)
minecraft.used.cookie: #19, 1(0%)
minecraft.crafted.black_shulker_box: #19, 1(0%)
minecraft.picked_up.bell: #19, 3(0%)
minecraft.used.cauldron: #19, 4(0%)
minecraft.picked_up.chain: #19, 31(0%)
minecraft.mined.polished_andesite_slab: #19, 20(0%)
minecraft.dropped.armor_stand: #19, 1(0%)
minecraft.killed.skeleton: #19, 501(0%)
minecraft.mined.brown_mushroom_block: #19, 180(0%)
minecraft.used.bookshelf: #19, 56(0%)
minecraft.crafted.white_carpet: #19, 114(0%)
minecraft.used.nether_bricks: #19, 109(0%)
minecraft.crafted.fishing_rod: #19, 1(0%)
minecraft.picked_up.crimson_stem: #19, 75(0%)
minecraft.picked_up.nether_brick_fence: #19, 5(0%)
minecraft.picked_up.quartz_slab: #19, 21(0%)
minecraft.picked_up.dark_oak_slab: #19, 38(0%)
minecraft.mined.dark_oak_planks: #19, 28(0%)
minecraft.picked_up.diamond_ore: #19, 64(0%)
minecraft.dropped.magma_cream: #19, 4(0%)
minecraft.broken.iron_shovel: #19, 1(0%)
minecraft.crafted.orange_dye: #19, 36(0%)
minecraft.used.coarse_dirt: #19, 186(0%)
minecraft.picked_up.acacia_log: #19, 87(0%)
minecraft.custom.horse_one_cm: #19, 25284(0%)
minecraft.picked_up.light_gray_carpet: #19, 31(0%)
minecraft.crafted.black_dye: #19, 232(0%)
minecraft.crafted.bookshelf: #19, 43(0%)
minecraft.crafted.white_stained_glass: #19, 168(0%)
minecraft.killed.drowned: #19, 22(0%)
minecraft.mined.nether_brick_fence: #19, 2(0%)
minecraft.mined.coarse_dirt: #19, 43(0%)
minecraft.mined.brown_concrete_powder: #19, 1(0%)
minecraft.dropped.scaffolding: #19, 16(0%)
minecraft.mined.warped_wart_block: #19, 89(0%)
minecraft.crafted.spruce_fence_gate: #19, 4(0%)
minecraft.mined.tall_seagrass: #19, 15(0%)
minecraft.picked_up.warped_planks: #19, 2(0%)
minecraft.picked_up.smooth_quartz: #19, 15(0%)
minecraft.used.dark_oak_log: #19, 30(0%)
minecraft.used.stone_stairs: #19, 13(0%)
minecraft.mined.cocoa: #19, 6(0%)
minecraft.picked_up.green_dye: #19, 17(0%)
minecraft.mined.birch_fence: #19, 1(0%)
minecraft.crafted.gray_concrete_powder: #19, 192(0%)
minecraft.picked_up.black_concrete_powder: #19, 44(0%)
minecraft.picked_up.black_stained_glass: #19, 5(0%)
minecraft.picked_up.white_stained_glass_pane: #19, 3(0%)
minecraft.used.nether_wart_block: #19, 8(0%)
minecraft.picked_up.birch_fence: #19, 1(0%)
minecraft.crafted.nether_brick_slab: #19, 6(0%)
minecraft.dropped.red_terracotta: #19, 1(0%)
minecraft.used.gray_carpet: #19, 18(0%)
minecraft.mined.polished_andesite_stairs: #19, 2(0%)
minecraft.crafted.black_stained_glass: #19, 40(0%)
minecraft.used.quartz_pillar: #19, 9(0%)
minecraft.used.sandstone: #19, 43(0%)
minecraft.crafted.black_carpet: #19, 21(0%)
minecraft.used.polished_andesite_stairs: #19, 5(0%)
minecraft.picked_up.sweet_berries: #19, 16(0%)
minecraft.killed.pillager: #19, 9(0%)
minecraft.picked_up.polished_andesite_stairs: #19, 2(0%)
minecraft.used.stripped_oak_log: #19, 1(0%)
minecraft.used.birch_fence: #19, 1(0%)
minecraft.crafted.lime_stained_glass: #19, 8(0%)
minecraft.used.black_carpet: #19, 22(0%)
minecraft.used.terracotta: #19, 5(0%)
minecraft.used.green_terracotta: #19, 1(0%)
minecraft.picked_up.melon: #19, 1(0%)
minecraft.used.light_gray_wool: #19, 1(0%)
minecraft.used.spruce_leaves: #19, 1(0%)
minecraft.picked_up.item_frame: #20, 144(2%)
minecraft.picked_up.shulker_box: #20, 996(1%)
minecraft.used.shulker_box: #20, 939(1%)
minecraft.mined.shulker_box: #20, 939(1%)
minecraft.picked_up.written_book: #20, 19(1%)
minecraft.killed_by.zombie: #20, 1(1%)
minecraft.picked_up.golden_helmet: #20, 6(1%)
minecraft.mined.chipped_anvil: #20, 4(1%)
minecraft.custom.interact_with_lectern: #20, 91(1%)
minecraft.picked_up.iron_chestplate: #20, 2(1%)
minecraft.broken.iron_pickaxe: #20, 3(1%)
minecraft.picked_up.iron_sword: #20, 3(1%)
minecraft.picked_up.sea_lantern: #20, 157(1%)
minecraft.mined.bell: #20, 2(1%)
minecraft.crafted.barrel: #20, 49(1%)
minecraft.mined.player_wall_head: #20, 5(1%)
minecraft.used.gravel: #20, 316(1%)
minecraft.crafted.cooked_beef: #20, 93(1%)
minecraft.picked_up.bone: #20, 676(1%)
minecraft.mined.sugar_cane: #20, 493(1%)
minecraft.killed.trader_llama: #20, 3(1%)
minecraft.crafted.netherite_ingot: #20, 7(1%)
minecraft.used.shroomlight: #20, 48(1%)
minecraft.used.iron_pickaxe: #20, 778(0%)
minecraft.mined.ancient_debris: #20, 35(0%)
minecraft.killed.magma_cube: #20, 146(0%)
minecraft.picked_up.lava_bucket: #20, 1(0%)
minecraft.picked_up.cooked_porkchop: #20, 48(0%)
minecraft.mined.daylight_detector: #20, 1(0%)
minecraft.mined.mossy_stone_bricks: #20, 6(0%)
minecraft.dropped.written_book: #20, 3(0%)
minecraft.used.iron_shovel: #20, 465(0%)
minecraft.mined.mossy_cobblestone: #20, 8(0%)
minecraft.mined.spruce_fence: #20, 16(0%)
minecraft.used.crimson_nylium: #20, 12(0%)
minecraft.picked_up.mossy_stone_bricks: #20, 5(0%)
minecraft.picked_up.peony: #20, 12(0%)
minecraft.picked_up.polished_andesite_slab: #20, 32(0%)
minecraft.mined.oak_sapling: #20, 2(0%)
minecraft.picked_up.shield: #20, 1(0%)
