stat, rank, value, (percentage) 
minecraft.used.gray_shulker_box: #13, 51(1%)
minecraft.mined.gray_shulker_box: #13, 49(1%)
minecraft.broken.flint_and_steel: #13, 1(2%)
minecraft.picked_up.white_stained_glass_pane: #13, 60(1%)
minecraft.dropped.basalt: #13, 94(1%)
minecraft.picked_up.white_dye: #13, 97(1%)
minecraft.used.spruce_fence: #13, 210(1%)
minecraft.picked_up.tropical_fish: #13, 21(1%)
minecraft.picked_up.polished_blackstone_button: #13, 4(1%)
minecraft.picked_up.heart_of_the_sea: #13, 2(1%)
minecraft.crafted.black_stained_glass_pane: #13, 192(1%)
minecraft.picked_up.black_stained_glass_pane: #13, 30(1%)
minecraft.used.white_terracotta: #13, 167(1%)
minecraft.dropped.apple: #13, 12(1%)
minecraft.mined.brown_carpet: #13, 11(1%)
minecraft.crafted.gray_shulker_box: #13, 2(1%)
minecraft.picked_up.green_terracotta: #13, 26(1%)
minecraft.mined.cyan_concrete: #13, 248(1%)
minecraft.crafted.cyan_terracotta: #13, 1636(1%)
minecraft.used.light_gray_carpet: #13, 337(1%)
minecraft.dropped.light_gray_stained_glass_pane: #13, 83(1%)
minecraft.used.clay: #13, 54(1%)
minecraft.dropped.melon_seeds: #13, 3(1%)
minecraft.picked_up.brown_concrete: #13, 28(1%)
minecraft.dropped.spruce_slab: #13, 39(1%)
minecraft.dropped.magma_block: #13, 14(1%)
minecraft.used.birch_log: #13, 94(0%)
minecraft.picked_up.bowl: #13, 1(1%)
minecraft.crafted.birch_door: #13, 3(1%)
minecraft.dropped.salmon: #13, 3(0%)
minecraft.crafted.warped_sign: #13, 3(1%)
minecraft.used.black_banner: #13, 5(1%)
minecraft.mined.large_fern: #13, 13(0%)
minecraft.picked_up.pink_tulip: #13, 22(0%)
minecraft.crafted.yellow_stained_glass_pane: #13, 16(0%)
minecraft.picked_up.golden_sword: #13, 13(0%)
minecraft.dropped.beef: #13, 4(0%)
minecraft.picked_up.cooked_salmon: #13, 2(0%)
minecraft.mined.yellow_terracotta: #13, 250(0%)
minecraft.picked_up.black_terracotta: #13, 42(0%)
minecraft.mined.bricks: #13, 30(0%)
minecraft.used.smoker: #13, 2(0%)
minecraft.mined.birch_sapling: #13, 2(0%)
minecraft.used.birch_door: #13, 2(0%)
minecraft.crafted.acacia_fence: #13, 3(0%)
minecraft.picked_up.gray_stained_glass_pane: #13, 6(0%)
minecraft.crafted.gray_stained_glass: #13, 144(0%)
minecraft.picked_up.bread: #13, 24(0%)
minecraft.crafted.leather_helmet: #13, 2(0%)
minecraft.picked_up.smoker: #13, 1(0%)
minecraft.picked_up.prismarine_bricks: #13, 47(0%)
minecraft.crafted.wooden_shovel: #13, 1(0%)
minecraft.used.gray_stained_glass_pane: #13, 6(0%)
minecraft.used.acacia_fence: #13, 1(0%)
minecraft.dropped.black_wool: #13, 5(0%)
minecraft.used.green_bed: #13, 1(0%)
minecraft.used.bricks: #13, 53(0%)
minecraft.used.green_terracotta: #13, 11(0%)
minecraft.picked_up.beetroot: #13, 1(0%)
minecraft.dropped.white_concrete_powder: #13, 1(0%)
minecraft.used.netherite_hoe: #13, 32(0%)
minecraft.crafted.melon: #13, 1(0%)
minecraft.crafted.torch: #14, 10059(4%)
minecraft.picked_up.dirt: #14, 47665(3%)
minecraft.mined.grass_block: #14, 26696(2%)
minecraft.picked_up.netherrack: #14, 26693(2%)
minecraft.picked_up.netherite_boots: #14, 14(2%)
minecraft.crafted.diamond_leggings: #14, 3(2%)
minecraft.dropped.netherite_pickaxe: #14, 4(2%)
minecraft.mined.netherrack: #14, 40820(2%)
minecraft.picked_up.spruce_door: #14, 11(2%)
minecraft.mined.kelp: #14, 186(2%)
minecraft.mined.basalt: #14, 3378(2%)
minecraft.used.coal_ore: #14, 881(2%)
minecraft.picked_up.birch_log: #14, 1343(2%)
minecraft.picked_up.lapis_ore: #14, 116(1%)
minecraft.mined.fire: #14, 200(1%)
minecraft.crafted.diamond_helmet: #14, 2(1%)
minecraft.used.dark_oak_stairs: #14, 226(1%)
minecraft.picked_up.nether_brick_fence: #14, 22(1%)
minecraft.crafted.emerald_block: #14, 241(1%)
minecraft.mined.dark_oak_stairs: #14, 63(1%)
minecraft.used.granite: #14, 450(1%)
minecraft.picked_up.music_disc_13: #14, 1(1%)
minecraft.custom.interact_with_blast_furnace: #14, 23(1%)
minecraft.mined.oak_leaves: #14, 9484(1%)
minecraft.crafted.lectern: #14, 14(1%)
minecraft.picked_up.charcoal: #14, 11(1%)
minecraft.dropped.acacia_log: #14, 16(1%)
minecraft.dropped.netherite_axe: #14, 1(1%)
minecraft.used.peony: #14, 4(1%)
minecraft.crafted.polished_basalt: #14, 212(1%)
minecraft.picked_up.jungle_leaves: #14, 483(1%)
minecraft.picked_up.dark_oak_stairs: #14, 72(1%)
minecraft.mined.daylight_detector: #14, 2(1%)
minecraft.crafted.light_gray_carpet: #14, 351(1%)
minecraft.used.coarse_dirt: #14, 601(1%)
minecraft.used.diamond_block: #14, 72(1%)
minecraft.picked_up.light_gray_stained_glass: #14, 83(1%)
minecraft.used.light_gray_shulker_box: #14, 20(1%)
minecraft.crafted.polished_diorite: #14, 140(1%)
minecraft.crafted.filled_map: #14, 21(1%)
minecraft.picked_up.daylight_detector: #14, 2(1%)
minecraft.picked_up.gray_stained_glass: #14, 46(1%)
minecraft.used.pumpkin_seeds: #14, 10(1%)
minecraft.used.birch_sapling: #14, 59(1%)
minecraft.used.stone_sword: #14, 15(1%)
minecraft.killed.drowned: #14, 51(0%)
minecraft.picked_up.birch_fence_gate: #14, 2(1%)
minecraft.picked_up.black_banner: #14, 7(1%)
minecraft.used.magma_block: #14, 240(0%)
minecraft.used.smooth_sandstone_slab: #14, 121(0%)
minecraft.dropped.smooth_stone: #14, 12(0%)
minecraft.used.soul_soil: #14, 74(0%)
minecraft.custom.minecart_one_cm: #14, 500223(0%)
minecraft.crafted.birch_fence_gate: #14, 10(0%)
minecraft.mined.smooth_sandstone_slab: #14, 22(0%)
minecraft.dropped.cookie: #14, 12(0%)
minecraft.crafted.light_gray_stained_glass: #14, 184(0%)
minecraft.picked_up.yellow_terracotta: #14, 252(0%)
minecraft.mined.dark_prismarine: #14, 17(0%)
minecraft.picked_up.white_tulip: #14, 8(0%)
minecraft.used.polished_blackstone_button: #14, 5(0%)
minecraft.mined.dark_oak_leaves: #14, 148(0%)
minecraft.dropped.cyan_terracotta: #14, 21(0%)
minecraft.dropped.crimson_nylium: #14, 3(0%)
minecraft.used.light_gray_terracotta: #14, 92(0%)
minecraft.mined.brick_stairs: #14, 2(0%)
minecraft.picked_up.lime_terracotta: #14, 8(0%)
minecraft.used.terracotta: #14, 94(0%)
minecraft.used.birch_fence_gate: #14, 6(0%)
minecraft.mined.warped_fence: #14, 1(0%)
minecraft.used.cyan_concrete: #14, 64(0%)
minecraft.picked_up.cyan_carpet: #14, 4(0%)
minecraft.dropped.stone_pickaxe: #14, 1(0%)
minecraft.used.melon_slice: #14, 2(0%)
minecraft.used.jungle_planks: #14, 18(0%)
minecraft.crafted.polished_blackstone_button: #14, 3(0%)
minecraft.used.crimson_fungus: #14, 4(0%)
minecraft.crafted.crimson_stairs: #14, 4(0%)
minecraft.used.stripped_birch_log: #14, 4(0%)
minecraft.dropped.lapis_lazuli: #14, 5(0%)
minecraft.crafted.red_stained_glass: #14, 40(0%)
minecraft.used.gray_stained_glass: #14, 52(0%)
minecraft.used.melon: #14, 2(0%)
minecraft.dropped.rose_bush: #14, 5(0%)
minecraft.picked_up.red_tulip: #14, 6(0%)
minecraft.mined.beetroots: #14, 1(0%)
minecraft.picked_up.jungle_wood: #14, 1(0%)
minecraft.crafted.smooth_sandstone_stairs: #14, 4(0%)
minecraft.crafted.light_weighted_pressure_plate: #14, 2(0%)
minecraft.picked_up.arrow: #15, 2912(3%)
minecraft.crafted.diamond_shovel: #15, 10(3%)
minecraft.picked_up.golden_boots: #15, 13(3%)
minecraft.picked_up.leather_chestplate: #15, 11(2%)
minecraft.picked_up.bow: #15, 137(2%)
minecraft.used.wheat_seeds: #15, 1821(2%)
minecraft.picked_up.stick: #15, 2401(2%)
minecraft.mined.light_gray_concrete: #15, 966(2%)
minecraft.mined.birch_log: #15, 1139(1%)
minecraft.picked_up.chainmail_chestplate: #15, 2(1%)
minecraft.used.polished_andesite: #15, 1043(1%)
minecraft.picked_up.pumpkin_pie: #15, 46(1%)
minecraft.mined.warped_wart_block: #15, 794(1%)
minecraft.crafted.spruce_slab: #15, 988(1%)
minecraft.picked_up.spruce_log: #15, 2152(1%)
minecraft.used.nether_quartz_ore: #15, 241(1%)
minecraft.dropped.oak_sapling: #15, 67(1%)
minecraft.crafted.warped_trapdoor: #15, 40(1%)
minecraft.killed_by.skeleton: #15, 1(1%)
minecraft.used.netherite_sword: #15, 5275(1%)
minecraft.crafted.stone_brick_wall: #15, 48(1%)
minecraft.picked_up.oak_leaves: #15, 5716(1%)
minecraft.used.jungle_boat: #15, 4(1%)
minecraft.picked_up.wet_sponge: #15, 102(1%)
minecraft.mined.birch_trapdoor: #15, 8(1%)
minecraft.picked_up.smooth_sandstone: #15, 253(1%)
minecraft.mined.light_gray_shulker_box: #15, 18(1%)
minecraft.used.polished_granite: #15, 75(1%)
minecraft.dropped.magma_cream: #15, 9(1%)
minecraft.mined.azure_bluet: #15, 11(1%)
minecraft.picked_up.nautilus_shell: #15, 3(1%)
minecraft.picked_up.brown_bed: #15, 2(1%)
minecraft.used.warped_trapdoor: #15, 26(1%)
minecraft.mined.brown_bed: #15, 2(1%)
minecraft.mined.wet_sponge: #15, 92(1%)
minecraft.picked_up.light_gray_shulker_box: #15, 18(1%)
minecraft.used.potato: #15, 36(1%)
minecraft.mined.warped_roots: #15, 40(0%)
minecraft.crafted.spruce_door: #15, 6(0%)
minecraft.picked_up.acacia_sign: #15, 5(0%)
minecraft.picked_up.smooth_sandstone_slab: #15, 27(0%)
minecraft.used.orange_terracotta: #15, 57(0%)
minecraft.picked_up.brown_carpet: #15, 11(0%)
minecraft.mined.light_gray_stained_glass_pane: #15, 6(0%)
minecraft.killed.tropical_fish: #15, 4(0%)
minecraft.used.white_stained_glass: #15, 248(0%)
minecraft.mined.smooth_stone: #15, 86(0%)
minecraft.crafted.flower_pot: #15, 16(0%)
minecraft.dropped.spruce_sapling: #15, 3(0%)
minecraft.mined.cyan_carpet: #15, 3(0%)
minecraft.mined.smooth_sandstone: #15, 54(0%)
minecraft.picked_up.warped_fence: #15, 1(0%)
minecraft.crafted.red_wool: #15, 7(0%)
minecraft.custom.traded_with_villager: #15, 2278(0%)
minecraft.mined.red_sand: #15, 328(0%)
minecraft.dropped.birch_slab: #15, 2(0%)
minecraft.dropped.nether_brick_fence: #15, 1(0%)
minecraft.mined.tall_seagrass: #15, 18(0%)
minecraft.picked_up.brick_stairs: #15, 2(0%)
minecraft.picked_up.bricks: #15, 29(0%)
minecraft.picked_up.allium: #15, 5(0%)
minecraft.crafted.smoker: #15, 2(0%)
minecraft.used.fern: #15, 6(0%)
minecraft.used.apple: #15, 1(0%)
minecraft.picked_up.light_blue_stained_glass_pane: #15, 4(0%)
minecraft.used.sandstone: #15, 89(0%)
minecraft.used.sweet_berries: #15, 12(0%)
minecraft.mined.sandstone_slab: #15, 4(0%)
minecraft.used.yellow_stained_glass_pane: #15, 2(0%)
minecraft.used.sandstone_stairs: #15, 7(0%)
minecraft.picked_up.sandstone_slab: #15, 4(0%)
minecraft.used.prismarine: #15, 7(0%)
minecraft.used.prismarine_bricks: #15, 7(0%)
minecraft.crafted.diamond: #16, 1377(2%)
minecraft.picked_up.leather: #16, 871(2%)
minecraft.picked_up.bone_block: #16, 286(2%)
minecraft.custom.enchant_item: #16, 60(2%)
minecraft.custom.animals_bred: #16, 465(2%)
minecraft.used.composter: #16, 36(1%)
minecraft.mined.spruce_log: #16, 1765(1%)
minecraft.used.lime_shulker_box: #16, 35(1%)
minecraft.picked_up.nether_quartz_ore: #16, 410(1%)
minecraft.crafted.composter: #16, 29(1%)
minecraft.used.potion: #16, 23(1%)
minecraft.picked_up.melon_seeds: #16, 8(1%)
minecraft.mined.mycelium: #16, 1828(1%)
minecraft.mined.diamond_block: #16, 59(1%)
minecraft.picked_up.chainmail_boots: #16, 1(1%)
minecraft.used.jungle_leaves: #16, 204(1%)
minecraft.mined.dark_oak_trapdoor: #16, 23(1%)
minecraft.picked_up.diamond_ore: #16, 147(1%)
minecraft.picked_up.magenta_shulker_box: #16, 10(1%)
minecraft.crafted.oak_fence: #16, 102(1%)
minecraft.used.magenta_shulker_box: #16, 10(1%)
minecraft.mined.flower_pot: #16, 2(1%)
minecraft.mined.magenta_shulker_box: #16, 9(1%)
minecraft.picked_up.warped_wart_block: #16, 539(1%)
minecraft.mined.glass_pane: #16, 9(1%)
minecraft.crafted.black_stained_glass: #16, 568(1%)
minecraft.crafted.spruce_fence: #16, 126(1%)
minecraft.mined.brown_concrete_powder: #16, 4(1%)
minecraft.picked_up.dark_oak_trapdoor: #16, 31(1%)
minecraft.mined.warped_stem: #16, 183(0%)
minecraft.picked_up.warped_stem: #16, 201(0%)
minecraft.picked_up.polished_diorite: #16, 24(0%)
minecraft.picked_up.magma_block: #16, 372(0%)
minecraft.used.glass_pane: #16, 35(0%)
minecraft.crafted.detector_rail: #16, 6(1%)
minecraft.mined.fern: #16, 24(0%)
minecraft.mined.magma_block: #16, 324(0%)
minecraft.used.grindstone: #16, 16(0%)
minecraft.picked_up.birch_leaves: #16, 293(0%)
minecraft.picked_up.music_disc_cat: #16, 1(0%)
minecraft.crafted.white_stained_glass: #16, 312(0%)
minecraft.mined.potatoes: #16, 17(0%)
minecraft.mined.peony: #16, 1(0%)
minecraft.mined.jungle_planks: #16, 12(0%)
minecraft.picked_up.red_sand: #16, 457(0%)
minecraft.picked_up.gray_concrete_powder: #16, 345(0%)
minecraft.picked_up.fern: #16, 19(0%)
minecraft.dropped.book: #16, 2(0%)
minecraft.crafted.emerald: #16, 1439(0%)
minecraft.used.warped_fungus: #16, 18(0%)
minecraft.picked_up.podzol: #16, 133(0%)
minecraft.dropped.grass: #16, 3(0%)
minecraft.picked_up.mushroom_stem: #16, 39(0%)
minecraft.mined.podzol: #16, 115(0%)
minecraft.crafted.light_gray_stained_glass_pane: #16, 48(0%)
minecraft.picked_up.stripped_birch_log: #16, 7(0%)
minecraft.mined.stripped_birch_log: #16, 7(0%)
minecraft.used.mushroom_stem: #16, 10(0%)
minecraft.crafted.sandstone: #16, 24(0%)
minecraft.used.rose_bush: #16, 4(0%)
minecraft.used.smooth_sandstone: #16, 93(0%)
minecraft.picked_up.dark_prismarine: #16, 8(0%)
minecraft.picked_up.lily_of_the_valley: #16, 6(0%)
minecraft.dropped.potato: #16, 9(0%)
minecraft.crafted.black_terracotta: #16, 20(0%)
minecraft.crafted.bricks: #16, 38(0%)
minecraft.mined.cyan_stained_glass: #16, 7(0%)
minecraft.mined.smooth_sandstone_stairs: #16, 2(0%)
minecraft.used.dark_oak_sapling: #16, 2(0%)
minecraft.dropped.cocoa_beans: #16, 2(0%)
minecraft.dropped.bread: #16, 3(0%)
minecraft.used.sandstone_slab: #16, 4(0%)
minecraft.picked_up.blue_concrete_powder: #16, 1(0%)
minecraft.picked_up.oak_fence: #17, 157(2%)
minecraft.mined.grass: #17, 1351(2%)
minecraft.used.stone_axe: #17, 96(2%)
minecraft.picked_up.netherite_helmet: #17, 7(2%)
minecraft.picked_up.golden_carrot: #17, 545(1%)
minecraft.picked_up.beef: #17, 336(1%)
minecraft.picked_up.apple: #17, 82(1%)
minecraft.picked_up.white_concrete: #17, 1156(1%)
minecraft.picked_up.lime_shulker_box: #17, 26(1%)
minecraft.used.oak_fence: #17, 150(1%)
minecraft.mined.lime_shulker_box: #17, 24(1%)
minecraft.picked_up.birch_planks: #17, 119(1%)
minecraft.broken.iron_axe: #17, 1(1%)
minecraft.mined.grindstone: #17, 8(1%)
minecraft.picked_up.diamond_block: #17, 60(1%)
minecraft.used.light_gray_stained_glass_pane: #17, 50(1%)
minecraft.custom.talked_to_villager: #17, 497(0%)
minecraft.picked_up.sandstone: #17, 2010(0%)
minecraft.mined.lily_of_the_valley: #17, 4(1%)
minecraft.used.lapis_ore: #17, 22(0%)
minecraft.used.cyan_terracotta: #17, 868(0%)
minecraft.mined.grass_path: #17, 42(0%)
minecraft.mined.polished_diorite: #17, 12(0%)
minecraft.used.sponge: #17, 32(0%)
minecraft.picked_up.potato: #17, 75(0%)
minecraft.dropped.golden_carrot: #17, 22(0%)
minecraft.used.acacia_sign: #17, 2(0%)
minecraft.picked_up.brown_mushroom_block: #17, 72(0%)
minecraft.mined.blue_orchid: #17, 1(0%)
minecraft.used.red_mushroom: #17, 1(0%)
minecraft.used.birch_planks: #17, 35(0%)
minecraft.picked_up.sunflower: #17, 7(0%)
minecraft.mined.acacia_wall_sign: #17, 1(0%)
minecraft.crafted.golden_carrot: #17, 152(0%)
minecraft.dropped.birch_leaves: #17, 4(0%)
minecraft.picked_up.brown_concrete_powder: #17, 5(0%)
minecraft.used.birch_leaves: #17, 20(0%)
minecraft.picked_up.smooth_sandstone_stairs: #17, 2(0%)
minecraft.used.smooth_sandstone_stairs: #17, 3(0%)
minecraft.crafted.redstone_block: #18, 975(2%)
minecraft.picked_up.gold_ore: #18, 507(2%)
minecraft.picked_up.golden_helmet: #18, 10(2%)
minecraft.picked_up.mossy_cobblestone: #18, 43(1%)
minecraft.picked_up.oak_sapling: #18, 719(1%)
minecraft.picked_up.grass_block: #18, 6721(1%)
minecraft.used.grass_block: #18, 3347(1%)
minecraft.picked_up.netherite_shovel: #18, 5(1%)
minecraft.broken.iron_pickaxe: #18, 3(1%)
minecraft.picked_up.birch_sapling: #18, 132(1%)
minecraft.used.white_concrete: #18, 2135(1%)
minecraft.crafted.white_stained_glass_pane: #18, 128(1%)
minecraft.used.white_stained_glass_pane: #18, 87(1%)
minecraft.picked_up.soul_soil: #18, 205(1%)
minecraft.used.dark_oak_trapdoor: #18, 77(1%)
minecraft.mined.soul_soil: #18, 211(1%)
minecraft.crafted.dark_oak_trapdoor: #18, 62(1%)
minecraft.mined.birch_leaves: #18, 596(0%)
minecraft.killed.squid: #18, 33(0%)
minecraft.picked_up.grindstone: #18, 11(0%)
minecraft.mined.oak_sapling: #18, 3(0%)
minecraft.picked_up.glass_pane: #18, 28(0%)
minecraft.picked_up.peony: #18, 17(0%)
minecraft.picked_up.spider_eye: #18, 107(0%)
minecraft.picked_up.lily_pad: #18, 12(0%)
minecraft.picked_up.light_gray_stained_glass_pane: #18, 41(0%)
minecraft.used.stone_pickaxe: #18, 81(0%)
minecraft.crafted.stone_pickaxe: #18, 2(0%)
minecraft.picked_up.acacia_log: #18, 90(0%)
minecraft.picked_up.birch_boat: #18, 1(0%)
minecraft.picked_up.seagrass: #18, 22(0%)
minecraft.used.polished_diorite: #18, 26(0%)
minecraft.crafted.green_terracotta: #18, 36(0%)
minecraft.used.smooth_stone: #18, 161(0%)
minecraft.crafted.player_head: #18, 16(0%)
minecraft.picked_up.dark_oak_sapling: #18, 13(0%)
minecraft.used.chorus_fruit: #18, 2(0%)
minecraft.mined.lily_pad: #18, 1(0%)
minecraft.picked_up.dead_bush: #18, 2(0%)
minecraft.mined.melon: #18, 5(0%)
minecraft.picked_up.blue_orchid: #18, 2(0%)
minecraft.used.brown_mushroom_block: #18, 1(0%)
minecraft.picked_up.coal: #19, 7648(2%)
minecraft.custom.swim_one_cm: #19, 1938278(2%)
minecraft.picked_up.redstone_ore: #19, 315(1%)
minecraft.killed.cow: #19, 75(1%)
minecraft.picked_up.composter: #19, 9(1%)
minecraft.used.netherite_pickaxe: #19, 42074(1%)
minecraft.used.iron_pickaxe: #19, 779(0%)
minecraft.picked_up.spruce_sapling: #19, 93(1%)
minecraft.crafted.lapis_lazuli: #19, 306(0%)
minecraft.used.diamond_ore: #19, 80(0%)
minecraft.mined.cyan_terracotta: #19, 181(0%)
minecraft.used.lectern: #19, 24(0%)
minecraft.picked_up.lilac: #19, 13(0%)
minecraft.mined.bee_nest: #19, 1(0%)
minecraft.used.cyan_shulker_box: #19, 4(0%)
minecraft.mined.sandstone: #19, 620(0%)
minecraft.picked_up.birch_slab: #19, 7(0%)
minecraft.mined.spruce_sapling: #19, 1(0%)
minecraft.mined.cyan_shulker_box: #19, 2(0%)
minecraft.picked_up.cyan_shulker_box: #19, 2(0%)
minecraft.picked_up.white_concrete_powder: #19, 135(0%)
minecraft.mined.cut_sandstone: #19, 4(0%)
minecraft.picked_up.acacia_sapling: #19, 2(0%)
minecraft.picked_up.cyan_stained_glass: #19, 5(0%)
minecraft.picked_up.leather_leggings: #20, 6(1%)
minecraft.picked_up.netherite_pickaxe: #20, 10(1%)
minecraft.crafted.diamond_hoe: #20, 1(1%)
minecraft.mined.dandelion: #20, 44(1%)
minecraft.mined.composter: #20, 8(1%)
minecraft.picked_up.netherite_axe: #20, 4(1%)
minecraft.used.sand: #20, 1772(0%)
minecraft.used.golden_carrot: #20, 332(0%)
minecraft.mined.white_concrete: #20, 858(0%)
minecraft.custom.interact_with_grindstone: #20, 11(0%)
minecraft.picked_up.cyan_terracotta: #20, 216(0%)
minecraft.crafted.glass_pane: #20, 48(0%)
minecraft.mined.lectern: #20, 11(0%)
minecraft.used.daylight_detector: #20, 2(0%)
minecraft.picked_up.lectern: #20, 10(0%)
minecraft.mined.oxeye_daisy: #20, 1(0%)
minecraft.picked_up.light_gray_concrete_powder: #20, 26(0%)
minecraft.used.spruce_sapling: #20, 6(0%)
minecraft.mined.birch_slab: #20, 1(0%)
minecraft.picked_up.clay: #20, 3(0%)
minecraft.mined.acacia_leaves: #20, 6(0%)
minecraft.used.dark_prismarine: #20, 1(0%)
minecraft.mined.redstone_ore: #21, 1978(2%)
minecraft.mined.lapis_ore: #21, 265(1%)
minecraft.picked_up.leather_boots: #21, 5(1%)
minecraft.mined.poppy: #21, 51(1%)
minecraft.picked_up.rose_bush: #21, 65(0%)
minecraft.mined.seagrass: #21, 24(0%)
minecraft.mined.rose_bush: #21, 1(0%)
minecraft.mined.birch_planks: #21, 7(0%)
minecraft.crafted.grindstone: #21, 1(0%)
minecraft.mined.diamond_ore: #22, 233(1%)
minecraft.crafted.stone_axe: #22, 1(0%)
minecraft.mined.acacia_log: #22, 10(0%)
minecraft.picked_up.grass: #22, 6(0%)
minecraft.picked_up.melon_slice: #22, 11(0%)
minecraft.used.oak_sapling: #22, 2(0%)
minecraft.picked_up.diamond: #23, 613(1%)
minecraft.picked_up.lapis_lazuli: #23, 835(1%)
minecraft.custom.horse_one_cm: #23, 3185(0%)
minecraft.custom.time_since_rest: #32, 22508(0%)
