stat, rank, value, (percentage) 
minecraft.used.black_bed: #6, 16(2%)
minecraft.picked_up.polished_blackstone_slab: #7, 377(5%)
minecraft.picked_up.dark_prismarine_slab: #6, 80(2%)
minecraft.mined.orange_stained_glass: #6, 56(2%)
minecraft.used.chain: #7, 661(5%)
minecraft.crafted.gray_banner: #6, 3(2%)
minecraft.used.slime_block: #7, 905(5%)
minecraft.picked_up.pink_concrete: #6, 159(1%)
minecraft.mined.packed_ice: #6, 1170(1%)
minecraft.picked_up.wet_sponge: #7, 773(6%)
minecraft.used.soul_sand: #7, 1164(5%)
minecraft.used.diamond_shovel: #7, 184433(5%)
minecraft.killed.ghast: #7, 171(5%)
minecraft.dropped.diamond_ore: #6, 14(1%)
minecraft.dropped.brewing_stand: #6, 3(2%)
minecraft.used.purpur_pillar: #6, 38(1%)
minecraft.used.smooth_quartz_stairs: #7, 1058(5%)
minecraft.picked_up.smooth_red_sandstone: #6, 17(1%)
minecraft.mined.smooth_red_sandstone: #6, 18(1%)
minecraft.dropped.iron_leggings: #7, 11(7%)
minecraft.crafted.yellow_banner: #6, 2(1%)
minecraft.used.diamond_axe: #7, 32913(5%)
minecraft.mined.loom: #7, 19(6%)
minecraft.mined.acacia_fence_gate: #6, 1(2%)
minecraft.mined.wet_sponge: #7, 784(6%)
minecraft.mined.netherite_block: #6, 2(2%)
minecraft.picked_up.polished_basalt: #7, 454(5%)
minecraft.picked_up.blue_carpet: #6, 20(1%)
minecraft.crafted.diamond_sword: #7, 8(5%)
minecraft.picked_up.light_gray_dye: #6, 47(1%)
minecraft.mined.blue_carpet: #6, 16(1%)
minecraft.dropped.white_tulip: #6, 1(1%)
minecraft.dropped.red_carpet: #6, 4(1%)
minecraft.mined.light_gray_bed: #6, 5(1%)
minecraft.crafted.warped_planks: #7, 2112(5%)
minecraft.picked_up.red_glazed_terracotta: #6, 16(1%)
minecraft.mined.light_blue_bed: #6, 17(1%)
minecraft.crafted.dark_prismarine_stairs: #6, 10(1%)
minecraft.picked_up.iron_shovel: #7, 15(5%)
minecraft.crafted.light_gray_banner: #6, 2(1%)
minecraft.used.stripped_crimson_stem: #6, 4(1%)
minecraft.picked_up.black_bed: #6, 4(0%)
minecraft.mined.lantern: #7, 116(5%)
minecraft.mined.black_bed: #6, 4(0%)
minecraft.custom.walk_on_water_one_cm: #8, 7760383(4%)
minecraft.picked_up.dead_brain_coral_fan: #6, 1(1%)
minecraft.picked_up.slime_block: #7, 668(5%)
minecraft.killed.ocelot: #6, 2(0%)
minecraft.picked_up.netherite_block: #6, 1(1%)
minecraft.mined.pink_stained_glass_pane: #6, 1(1%)
minecraft.mined.dark_oak_fence: #7, 80(5%)
minecraft.crafted.pink_stained_glass_pane: #6, 16(1%)
minecraft.picked_up.pink_stained_glass_pane: #6, 1(1%)
minecraft.used.netherite_block: #6, 1(1%)
minecraft.dropped.dropper: #6, 1(0%)
minecraft.dropped.cyan_concrete: #6, 2(0%)
minecraft.picked_up.pink_stained_glass: #6, 2(0%)
minecraft.picked_up.nether_bricks: #7, 1812(4%)
minecraft.picked_up.magenta_terracotta: #6, 11(0%)
minecraft.picked_up.anvil: #7, 93(4%)
minecraft.crafted.purple_stained_glass_pane: #6, 16(0%)
minecraft.crafted.diorite_slab: #6, 6(0%)
minecraft.used.crying_obsidian: #7, 979(6%)
minecraft.crafted.end_stone_brick_slab: #6, 6(0%)
minecraft.mined.purple_terracotta: #6, 3(0%)
minecraft.picked_up.purpur_slab: #7, 58(5%)
minecraft.crafted.chiseled_sandstone: #6, 3(0%)
minecraft.dropped.blue_terracotta: #6, 1(0%)
minecraft.crafted.blue_ice: #6, 7(0%)
minecraft.used.spruce_stairs: #7, 611(4%)
minecraft.mined.polished_andesite: #7, 808(4%)
minecraft.picked_up.purpur_pillar: #7, 149(5%)
minecraft.used.stone_stairs: #7, 545(5%)
minecraft.picked_up.redstone_torch: #7, 402(4%)
minecraft.picked_up.stone_brick_stairs: #7, 360(4%)
minecraft.crafted.white_stained_glass_pane: #7, 704(5%)
minecraft.dropped.birch_slab: #7, 47(6%)
minecraft.used.warped_trapdoor: #7, 182(5%)
minecraft.used.spruce_door: #7, 29(5%)
minecraft.picked_up.smooth_quartz_slab: #7, 578(5%)
minecraft.picked_up.green_concrete: #7, 504(5%)
minecraft.mined.soul_fire: #7, 57(4%)
minecraft.crafted.netherite_scrap: #7, 130(5%)
minecraft.used.crimson_stem: #7, 356(4%)
minecraft.crafted.lime_shulker_box: #7, 11(5%)
minecraft.used.blackstone_slab: #7, 698(4%)
minecraft.crafted.pink_shulker_box: #7, 4(6%)
minecraft.dropped.jungle_button: #7, 5(7%)
minecraft.mined.warped_trapdoor: #7, 37(5%)
minecraft.used.shears: #7, 26336(4%)
minecraft.crafted.lantern: #7, 593(4%)
minecraft.mined.white_banner: #7, 5(6%)
minecraft.mined.polished_blackstone_wall: #7, 70(4%)
minecraft.dropped.stone_pressure_plate: #7, 38(4%)
minecraft.used.warped_sign: #7, 19(5%)
minecraft.used.map: #7, 25(5%)
minecraft.used.birch_log: #7, 667(3%)
minecraft.custom.sprint_one_cm: #8, 146645011(5%)
minecraft.used.acacia_log: #7, 430(4%)
minecraft.picked_up.black_stained_glass_pane: #7, 137(4%)
minecraft.mined.oak_fence_gate: #7, 33(4%)
minecraft.mined.andesite_stairs: #7, 23(4%)
minecraft.crafted.gray_stained_glass: #7, 2368(5%)
minecraft.dropped.stone_button: #7, 87(4%)
minecraft.picked_up.granite_stairs: #7, 9(6%)
minecraft.used.andesite_slab: #7, 816(3%)
minecraft.used.birch_slab: #7, 387(3%)
minecraft.dropped.purpur_slab: #7, 15(4%)
minecraft.crafted.black_shulker_box: #7, 8(4%)
minecraft.custom.damage_blocked_by_shield: #7, 7550(5%)
minecraft.picked_up.grass: #7, 731(3%)
minecraft.mined.purple_bed: #7, 14(5%)
minecraft.mined.melon_stem: #7, 9(4%)
minecraft.picked_up.peony: #7, 130(3%)
minecraft.mined.jungle_fence: #7, 20(4%)
minecraft.dropped.slime_ball: #7, 209(3%)
minecraft.mined.coarse_dirt: #7, 861(3%)
minecraft.mined.flower_pot: #7, 10(4%)
minecraft.crafted.cyan_stained_glass_pane: #7, 160(4%)
minecraft.picked_up.activator_rail: #7, 9(4%)
minecraft.used.white_wool: #7, 1064(3%)
minecraft.dropped.iron_chestplate: #7, 5(4%)
minecraft.used.gold_block: #7, 472(3%)
minecraft.crafted.birch_wood: #7, 159(5%)
minecraft.used.green_carpet: #7, 322(3%)
minecraft.crafted.light_gray_shulker_box: #7, 9(4%)
minecraft.used.pink_terracotta: #7, 73(6%)
minecraft.dropped.spruce_door: #7, 9(4%)
minecraft.picked_up.purple_bed: #7, 14(4%)
minecraft.picked_up.light_gray_stained_glass_pane: #7, 420(3%)
minecraft.picked_up.oak_sapling: #7, 1560(2%)
minecraft.used.black_stained_glass: #7, 2650(3%)
minecraft.used.yellow_concrete: #7, 798(3%)
minecraft.mined.furnace: #8, 219(6%)
minecraft.dropped.charcoal: #7, 3(4%)
minecraft.dropped.egg: #7, 481(3%)
minecraft.picked_up.stone_hoe: #7, 4(3%)
minecraft.picked_up.quartz_slab: #7, 174(2%)
minecraft.picked_up.blue_concrete: #7, 312(3%)
minecraft.mined.smooth_sandstone_stairs: #7, 248(3%)
minecraft.custom.fall_one_cm: #8, 12506041(5%)
minecraft.crafted.brown_stained_glass_pane: #7, 48(5%)
minecraft.used.cut_red_sandstone: #7, 20(6%)
minecraft.picked_up.stone_stairs: #7, 183(2%)
minecraft.picked_up.smooth_sandstone_stairs: #7, 272(3%)
minecraft.picked_up.observer: #8, 553(7%)
minecraft.picked_up.sponge: #7, 201(3%)
minecraft.dropped.shulker_box: #7, 38(2%)
minecraft.used.light_gray_terracotta: #7, 895(3%)
minecraft.crafted.green_stained_glass: #7, 416(3%)
minecraft.used.wither_rose: #7, 206(3%)
minecraft.crafted.firework_rocket: #7, 22179(2%)
minecraft.used.gravel: #8, 3194(6%)
minecraft.dropped.phantom_membrane: #7, 10(4%)
minecraft.mined.lily_pad: #7, 46(3%)
minecraft.used.fern: #7, 121(3%)
minecraft.picked_up.snow_block: #7, 982(3%)
minecraft.mined.repeater: #8, 338(6%)
minecraft.dropped.white_dye: #7, 141(3%)
minecraft.killed_by.player: #8, 74(6%)
minecraft.dropped.cactus: #7, 195(2%)
minecraft.used.bricks: #7, 1188(3%)
minecraft.used.crimson_door: #7, 3(4%)
minecraft.crafted.quartz_slab: #7, 564(2%)
minecraft.used.nether_brick_fence: #7, 55(3%)
minecraft.mined.twisting_vines: #7, 18(2%)
minecraft.used.soul_torch: #7, 30(4%)
minecraft.picked_up.arrow: #8, 5123(5%)
minecraft.crafted.light_blue_terracotta: #7, 360(3%)
minecraft.crafted.target: #7, 72(2%)
minecraft.picked_up.cyan_stained_glass_pane: #7, 55(3%)
minecraft.used.light_blue_terracotta: #7, 236(3%)
minecraft.picked_up.flint: #8, 1491(6%)
minecraft.mined.brick_wall: #7, 32(3%)
minecraft.crafted.magenta_shulker_box: #7, 2(3%)
minecraft.crafted.red_sandstone: #7, 312(2%)
minecraft.picked_up.stripped_crimson_stem: #7, 20(3%)
minecraft.mined.quartz_slab: #7, 59(2%)
minecraft.picked_up.ice: #7, 2488(2%)
minecraft.dropped.shield: #7, 4(2%)
minecraft.used.brown_stained_glass: #7, 67(3%)
minecraft.mined.stripped_crimson_stem: #7, 20(3%)
minecraft.mined.crimson_door: #7, 1(4%)
minecraft.used.warped_fungus: #7, 143(2%)
minecraft.picked_up.sandstone_stairs: #7, 100(2%)
minecraft.picked_up.minecart: #8, 246(5%)
minecraft.picked_up.netherite_hoe: #7, 4(2%)
minecraft.mined.birch_slab: #7, 77(2%)
minecraft.used.cooked_chicken: #7, 80(2%)
minecraft.picked_up.light_gray_banner: #7, 3(3%)
minecraft.broken.golden_helmet: #7, 1(3%)
minecraft.crafted.blue_terracotta: #7, 520(3%)
minecraft.crafted.snow_block: #7, 1131(2%)
minecraft.used.lime_stained_glass_pane: #7, 108(2%)
minecraft.picked_up.purple_stained_glass: #7, 68(2%)
minecraft.mined.andesite: #8, 22601(5%)
minecraft.dropped.stripped_jungle_log: #7, 2(2%)
minecraft.dropped.cracked_stone_bricks: #7, 10(2%)
minecraft.crafted.brick_stairs: #7, 36(3%)
minecraft.mined.dark_oak_sapling: #7, 9(3%)
minecraft.picked_up.blue_stained_glass: #7, 42(2%)
minecraft.used.stripped_jungle_log: #7, 8(2%)
minecraft.mined.green_concrete_powder: #7, 114(2%)
minecraft.used.emerald_ore: #7, 3(3%)
minecraft.picked_up.diamond_block: #8, 607(5%)
minecraft.used.dark_oak_fence_gate: #7, 63(1%)
minecraft.picked_up.red_nether_brick_stairs: #7, 15(2%)
minecraft.mined.chiseled_stone_bricks: #7, 27(1%)
minecraft.mined.magenta_concrete_powder: #7, 2(2%)
minecraft.crafted.cyan_stained_glass: #7, 928(1%)
minecraft.mined.magma_block: #8, 4680(5%)
minecraft.mined.chest: #8, 1039(5%)
minecraft.mined.warped_wart_block: #8, 3827(5%)
minecraft.picked_up.light_blue_stained_glass_pane: #7, 47(1%)
minecraft.mined.cornflower: #8, 74(6%)
minecraft.picked_up.jungle_wood: #7, 25(2%)
minecraft.mined.anvil: #8, 54(5%)
minecraft.mined.red_nether_bricks: #7, 24(2%)
minecraft.used.cyan_stained_glass: #7, 882(1%)
minecraft.crafted.purple_terracotta: #7, 152(2%)
minecraft.custom.aviate_one_cm: #8, 885100995(5%)
minecraft.used.andesite: #8, 4217(5%)
minecraft.picked_up.music_disc_ward: #7, 1(2%)
minecraft.dropped.netherite_pickaxe: #8, 10(6%)
minecraft.crafted.smooth_quartz: #8, 808(7%)
minecraft.mined.white_terracotta: #8, 3153(6%)
minecraft.crafted.magenta_stained_glass: #7, 40(1%)
minecraft.mined.chorus_plant: #7, 41(1%)
minecraft.mined.nether_bricks: #8, 1739(5%)
minecraft.used.red_stained_glass: #7, 272(1%)
minecraft.mined.light_blue_concrete_powder: #7, 5(2%)
minecraft.picked_up.magma_block: #8, 4242(5%)
minecraft.dropped.azure_bluet: #7, 16(1%)
minecraft.picked_up.end_stone_bricks: #7, 274(1%)
minecraft.used.jungle_pressure_plate: #7, 2(1%)
minecraft.dropped.chipped_anvil: #7, 1(2%)
minecraft.custom.interact_with_brewingstand: #8, 422(5%)
minecraft.mined.purple_wool: #7, 9(1%)
minecraft.mined.diorite: #8, 17875(5%)
minecraft.used.prismarine: #7, 271(1%)
minecraft.picked_up.chiseled_sandstone: #7, 21(1%)
minecraft.dropped.prismarine: #7, 9(1%)
minecraft.used.dark_oak_sapling: #7, 72(1%)
minecraft.mined.chiseled_sandstone: #7, 17(1%)
minecraft.crafted.granite_slab: #7, 6(1%)
minecraft.used.light_gray_banner: #7, 2(1%)
minecraft.dropped.jungle_stairs: #7, 1(1%)
minecraft.dropped.stripped_birch_log: #7, 2(1%)
minecraft.mined.pink_terracotta: #7, 6(1%)
minecraft.mined.composter: #8, 48(5%)
minecraft.used.furnace: #8, 307(4%)
minecraft.mined.magenta_wool: #7, 6(1%)
minecraft.killed_by.zombie: #8, 4(5%)
minecraft.dropped.heart_of_the_sea: #7, 1(1%)
minecraft.picked_up.rotten_flesh: #8, 10986(4%)
minecraft.crafted.cooked_porkchop: #7, 37(0%)
minecraft.crafted.sandstone_stairs: #7, 40(1%)
minecraft.crafted.wheat: #8, 1233(5%)
minecraft.crafted.written_book: #7, 13(1%)
minecraft.used.purple_terracotta: #7, 39(1%)
minecraft.dropped.bell: #7, 1(1%)
minecraft.used.beetroot_seeds: #7, 18(0%)
minecraft.picked_up.nether_wart_block: #8, 2969(5%)
minecraft.used.pink_stained_glass: #7, 4(1%)
minecraft.dropped.jungle_trapdoor: #7, 5(0%)
minecraft.picked_up.light_blue_shulker_box: #8, 286(5%)
minecraft.dropped.polished_blackstone_pressure_plate: #7, 1(0%)
minecraft.mined.yellow_terracotta: #8, 3880(5%)
minecraft.mined.purple_stained_glass_pane: #7, 3(0%)
minecraft.mined.yellow_stained_glass_pane: #7, 4(0%)
minecraft.picked_up.purple_stained_glass_pane: #7, 3(0%)
minecraft.used.light_blue_shulker_box: #8, 280(5%)
minecraft.used.end_stone_brick_slab: #7, 1(0%)
minecraft.picked_up.redstone_lamp: #8, 109(5%)
minecraft.crafted.white_shulker_box: #8, 12(5%)
minecraft.custom.walk_under_water_one_cm: #9, 14386779(4%)
minecraft.dropped.oak_leaves: #8, 542(5%)
minecraft.mined.light_blue_shulker_box: #8, 282(5%)
minecraft.picked_up.furnace: #8, 212(4%)
minecraft.picked_up.hay_block: #8, 187(4%)
minecraft.dropped.netherite_sword: #8, 4(5%)
minecraft.used.crossbow: #8, 178(4%)
minecraft.dropped.player_head: #8, 81(4%)
minecraft.mined.oak_planks: #8, 438(4%)
minecraft.picked_up.iron_ore: #8, 4157(4%)
minecraft.mined.oak_log: #8, 5970(4%)
minecraft.crafted.green_dye: #8, 722(4%)
minecraft.picked_up.warped_wart_block: #8, 3938(4%)
minecraft.picked_up.purple_concrete: #8, 191(5%)
minecraft.crafted.shulker_box: #8, 257(4%)
minecraft.picked_up.spruce_stairs: #8, 249(4%)
minecraft.mined.note_block: #8, 53(5%)
minecraft.crafted.chain: #8, 581(4%)
minecraft.mined.mushroom_stem: #8, 427(4%)
minecraft.picked_up.loom: #8, 19(5%)
minecraft.mined.mycelium: #8, 8528(4%)
minecraft.picked_up.trident: #8, 19(4%)
minecraft.used.light_gray_stained_glass_pane: #8, 367(4%)
minecraft.picked_up.nether_brick_fence: #8, 60(4%)
minecraft.mined.cobweb: #8, 273(3%)
minecraft.mined.weeping_vines_plant: #8, 52(4%)
minecraft.picked_up.water_bucket: #8, 26(3%)
minecraft.picked_up.oak_log: #8, 6137(3%)
minecraft.mined.smithing_table: #8, 27(4%)
minecraft.mined.spruce_fence: #8, 159(3%)
minecraft.dropped.diamond_sword: #8, 9(3%)
minecraft.mined.polished_andesite_slab: #8, 194(3%)
minecraft.mined.emerald_ore: #8, 27(5%)
minecraft.crafted.iron_boots: #8, 7(3%)
minecraft.dropped.iron_sword: #8, 9(4%)
minecraft.dropped.powered_rail: #8, 57(4%)
minecraft.picked_up.sugar_cane: #8, 10035(3%)
minecraft.mined.warped_nylium: #8, 279(3%)
minecraft.crafted.cracked_stone_bricks: #8, 236(5%)
minecraft.mined.smooth_stone_slab: #8, 881(3%)
minecraft.mined.kelp_plant: #8, 642(3%)
minecraft.used.anvil: #8, 109(3%)
minecraft.used.acacia_trapdoor: #8, 337(4%)
minecraft.used.nether_gold_ore: #8, 20(5%)
minecraft.picked_up.detector_rail: #8, 15(3%)
minecraft.used.smooth_stone_slab: #8, 5725(3%)
minecraft.dropped.jungle_sapling: #8, 17(5%)
minecraft.picked_up.totem_of_undying: #8, 16(3%)
minecraft.crafted.black_stained_glass: #8, 2920(3%)
minecraft.mined.nether_brick_stairs: #8, 78(3%)
minecraft.used.smooth_quartz: #8, 1041(3%)
minecraft.mined.gold_block: #8, 209(3%)
minecraft.picked_up.purple_carpet: #8, 58(3%)
minecraft.crafted.lectern: #8, 34(3%)
minecraft.picked_up.fishing_rod: #8, 8(3%)
minecraft.used.snow_block: #8, 2045(3%)
minecraft.crafted.netherite_ingot: #8, 33(3%)
minecraft.mined.purpur_stairs: #8, 59(3%)
minecraft.used.chiseled_polished_blackstone: #8, 146(3%)
minecraft.mined.stripped_jungle_log: #8, 24(3%)
minecraft.dropped.furnace: #8, 13(4%)
minecraft.dropped.oak_stairs: #8, 5(4%)
minecraft.mined.polished_andesite_stairs: #8, 117(3%)
minecraft.used.coarse_dirt: #8, 1974(2%)
minecraft.used.end_stone: #8, 398(3%)
minecraft.picked_up.polished_blackstone_wall: #8, 68(3%)
minecraft.picked_up.nether_brick_stairs: #8, 76(3%)
minecraft.used.cut_sandstone_slab: #8, 173(4%)
minecraft.mined.quartz_pillar: #8, 103(3%)
minecraft.picked_up.crimson_roots: #8, 527(2%)
minecraft.used.melon_seeds: #8, 53(3%)
minecraft.mined.red_mushroom_block: #8, 841(2%)
minecraft.mined.crimson_planks: #8, 72(3%)
minecraft.picked_up.black_dye: #8, 41(3%)
minecraft.mined.blackstone_slab: #8, 100(3%)
minecraft.used.crimson_slab: #8, 171(3%)
minecraft.picked_up.jungle_button: #8, 5(3%)
minecraft.crafted.paper: #8, 17274(2%)
minecraft.dropped.scaffolding: #8, 246(2%)
minecraft.crafted.blue_carpet: #8, 180(4%)
minecraft.mined.stripped_acacia_log: #8, 12(3%)
minecraft.crafted.crimson_door: #8, 3(4%)
minecraft.picked_up.ancient_debris: #8, 147(2%)
minecraft.custom.interact_with_furnace: #9, 3357(6%)
minecraft.picked_up.iron_horse_armor: #8, 1(3%)
minecraft.picked_up.jungle_fence: #8, 20(2%)
minecraft.picked_up.coarse_dirt: #8, 928(2%)
minecraft.picked_up.orange_stained_glass: #8, 121(2%)
minecraft.crafted.map: #8, 70(2%)
minecraft.used.cookie: #8, 4(2%)
minecraft.picked_up.brick_stairs: #8, 24(3%)
minecraft.dropped.enchanted_book: #8, 51(2%)
minecraft.picked_up.pink_wool: #8, 223(2%)
minecraft.mined.brown_terracotta: #8, 546(2%)
minecraft.used.wooden_axe: #8, 14(3%)
minecraft.custom.drop: #9, 13030(5%)
minecraft.picked_up.polished_granite: #8, 116(2%)
minecraft.used.blue_concrete: #8, 275(2%)
minecraft.picked_up.stripped_acacia_log: #8, 12(3%)
minecraft.used.bookshelf: #8, 291(2%)
minecraft.crafted.bread: #8, 499(2%)
minecraft.picked_up.end_stone: #8, 1199(2%)
minecraft.used.lime_carpet: #8, 228(2%)
minecraft.crafted.spruce_door: #8, 24(2%)
minecraft.dropped.vine: #8, 17(3%)
minecraft.mined.polished_blackstone_button: #8, 4(2%)
minecraft.crafted.orange_shulker_box: #8, 6(2%)
minecraft.dropped.carrot: #8, 1168(2%)
minecraft.mined.polished_blackstone_brick_wall: #8, 10(2%)
minecraft.picked_up.acacia_button: #8, 1(3%)
minecraft.mined.infested_stone_bricks: #8, 2(3%)
minecraft.crafted.brown_wool: #8, 35(2%)
minecraft.picked_up.dark_oak_sapling: #8, 178(2%)
minecraft.picked_up.polished_andesite_stairs: #8, 117(2%)
minecraft.picked_up.polished_blackstone_brick_wall: #8, 10(2%)
minecraft.mined.jack_o_lantern: #8, 10(2%)
minecraft.picked_up.repeater: #9, 540(6%)
minecraft.dropped.red_shulker_box: #8, 1(2%)
minecraft.mined.end_stone: #8, 873(1%)
minecraft.picked_up.lead: #9, 224(5%)
minecraft.picked_up.netherite_chestplate: #8, 1(2%)
minecraft.dropped.stripped_spruce_log: #8, 3(2%)
minecraft.crafted.andesite_slab: #8, 304(2%)
minecraft.mined.birch_log: #9, 4169(5%)
minecraft.mined.cut_sandstone_slab: #8, 18(2%)
minecraft.picked_up.red_mushroom_block: #8, 477(1%)
minecraft.crafted.red_terracotta: #8, 304(2%)
minecraft.crafted.red_stained_glass: #8, 496(1%)
minecraft.picked_up.pink_dye: #8, 14(2%)
minecraft.picked_up.light_gray_wool: #8, 415(1%)
minecraft.picked_up.light_blue_wool: #8, 158(1%)
minecraft.mined.white_concrete_powder: #8, 70(1%)
minecraft.dropped.jungle_slab: #8, 33(2%)
minecraft.crafted.white_terracotta: #8, 192(2%)
minecraft.dropped.light_gray_stained_glass_pane: #8, 131(1%)
minecraft.crafted.spruce_fence_gate: #8, 30(1%)
minecraft.dropped.red_mushroom: #9, 62(6%)
minecraft.picked_up.gold_nugget: #8, 4859(1%)
minecraft.used.prismarine_brick_slab: #8, 84(2%)
minecraft.mined.black_concrete: #9, 2473(5%)
minecraft.mined.redstone_wire: #9, 890(5%)
minecraft.used.sticky_piston: #9, 547(5%)
minecraft.used.fletching_table: #8, 8(1%)
minecraft.picked_up.soul_torch: #8, 9(1%)
minecraft.mined.crimson_hyphae: #8, 8(2%)
minecraft.mined.blue_terracotta: #8, 55(2%)
minecraft.mined.stone: #9, 321326(5%)
minecraft.picked_up.pink_tulip: #8, 56(1%)
minecraft.dropped.diamond_chestplate: #8, 1(1%)
minecraft.picked_up.lily_of_the_valley: #8, 57(1%)
minecraft.dropped.cobblestone_wall: #8, 31(1%)
minecraft.picked_up.string: #9, 2626(5%)
minecraft.crafted.leather_helmet: #8, 8(1%)
minecraft.mined.end_stone_bricks: #8, 270(1%)
minecraft.used.red_sand: #8, 404(1%)
minecraft.dropped.snow_block: #8, 22(1%)
minecraft.killed_by.ravager: #9, 7(6%)
minecraft.used.purple_stained_glass: #8, 123(1%)
minecraft.picked_up.andesite_stairs: #8, 23(1%)
minecraft.crafted.polished_andesite: #9, 4760(5%)
minecraft.mined.orange_wool: #8, 19(1%)
minecraft.dropped.stripped_oak_log: #8, 2(1%)
minecraft.custom.play_noteblock: #8, 61(1%)
minecraft.dropped.stone_hoe: #8, 3(1%)
minecraft.mined.grass: #9, 3766(5%)
minecraft.picked_up.green_wool: #8, 104(1%)
minecraft.dropped.clock: #8, 1(1%)
minecraft.picked_up.comparator: #9, 231(5%)
minecraft.used.dirt: #9, 38383(4%)
minecraft.crafted.torch: #9, 12170(4%)
minecraft.crafted.diamond_block: #9, 515(5%)
minecraft.used.emerald_block: #8, 72(1%)
minecraft.dropped.orange_stained_glass: #8, 2(1%)
minecraft.picked_up.red_nether_bricks: #8, 24(1%)
minecraft.dropped.stone_stairs: #8, 27(1%)
minecraft.dropped.yellow_dye: #8, 4(1%)
minecraft.dropped.cauldron: #8, 2(1%)
minecraft.picked_up.sticky_piston: #9, 257(5%)
minecraft.mined.soul_torch: #8, 3(1%)
minecraft.mined.grass_block: #9, 46287(4%)
minecraft.used.pink_tulip: #8, 2(1%)
minecraft.used.warped_fence_gate: #8, 2(1%)
minecraft.used.pink_concrete: #8, 52(0%)
minecraft.used.experience_bottle: #8, 30(1%)
minecraft.mined.orange_stained_glass_pane: #8, 6(1%)
minecraft.dropped.diorite_wall: #8, 1(1%)
minecraft.picked_up.prismarine: #8, 93(0%)
minecraft.picked_up.light_blue_bed: #8, 10(0%)
minecraft.dropped.wooden_shovel: #8, 1(0%)
minecraft.crafted.warped_fence_gate: #8, 2(0%)
minecraft.mined.powered_rail: #9, 421(5%)
minecraft.used.light_blue_bed: #8, 9(0%)
minecraft.used.stripped_spruce_wood: #8, 4(0%)
minecraft.picked_up.diorite_slab: #8, 7(0%)
minecraft.dropped.prismarine_bricks: #8, 2(0%)
minecraft.mined.polished_diorite_stairs: #8, 6(0%)
minecraft.crafted.warped_button: #8, 1(0%)
minecraft.dropped.netherrack: #9, 16139(4%)
minecraft.dropped.flower_pot: #8, 4(0%)
minecraft.used.purpur_stairs: #8, 6(0%)
minecraft.used.bucket: #9, 4055(4%)
minecraft.used.red_nether_bricks: #8, 32(0%)
minecraft.dropped.brown_carpet: #8, 3(0%)
minecraft.picked_up.yellow_stained_glass_pane: #8, 4(0%)
minecraft.crafted.brick_slab: #8, 6(0%)
minecraft.used.blue_ice: #8, 10(0%)
minecraft.dropped.crying_obsidian: #8, 1(0%)
minecraft.dropped.orange_carpet: #8, 1(0%)
minecraft.dropped.bookshelf: #8, 1(0%)
minecraft.used.diorite_slab: #8, 5(0%)
minecraft.picked_up.purple_terracotta: #8, 3(0%)
minecraft.used.pink_stained_glass_pane: #8, 2(0%)
minecraft.crafted.crimson_button: #8, 1(0%)
minecraft.used.crimson_button: #8, 1(0%)
minecraft.picked_up.white_terracotta: #9, 3136(5%)
minecraft.crafted.end_stone_bricks: #8, 4(0%)
minecraft.picked_up.yellow_terracotta: #9, 3849(5%)
minecraft.dropped.oak_log: #9, 225(4%)
minecraft.used.lectern: #9, 303(4%)
minecraft.picked_up.crying_obsidian: #9, 101(4%)
minecraft.used.grass_block: #9, 13838(3%)
minecraft.mined.lectern: #9, 269(4%)
minecraft.mined.tripwire: #9, 92(4%)
minecraft.picked_up.lectern: #9, 269(4%)
minecraft.dropped.acacia_log: #9, 60(5%)
minecraft.used.netherrack: #9, 9555(4%)
minecraft.mined.oak_sign: #9, 25(4%)
minecraft.mined.smooth_quartz_stairs: #9, 191(4%)
minecraft.picked_up.spruce_door: #9, 22(4%)
minecraft.picked_up.rose_bush: #9, 996(3%)
minecraft.crafted.warped_trapdoor: #9, 174(4%)
minecraft.picked_up.mycelium: #9, 7032(3%)
minecraft.dropped.sand: #9, 2230(3%)
minecraft.custom.fill_cauldron: #9, 8(4%)
minecraft.mined.nether_brick_slab: #9, 134(3%)
minecraft.used.magma_block: #9, 1997(3%)
minecraft.crafted.soul_torch: #9, 388(4%)
minecraft.mined.bell: #9, 9(3%)
minecraft.picked_up.shield: #9, 11(3%)
minecraft.picked_up.warped_nylium: #9, 269(3%)
minecraft.picked_up.netherite_leggings: #9, 13(3%)
minecraft.used.packed_ice: #9, 993(3%)
minecraft.dropped.birch_leaves: #9, 204(3%)
minecraft.picked_up.birch_sign: #9, 132(3%)
minecraft.picked_up.iron_boots: #9, 20(3%)
minecraft.picked_up.armor_stand: #9, 108(3%)
minecraft.mined.spruce_slab: #9, 351(3%)
minecraft.picked_up.gold_block: #9, 310(3%)
minecraft.used.birch_stairs: #9, 186(3%)
minecraft.picked_up.stripped_birch_log: #9, 149(3%)
minecraft.crafted.item_frame: #9, 251(2%)
minecraft.picked_up.birch_slab: #9, 135(3%)
minecraft.crafted.red_shulker_box: #9, 7(3%)
minecraft.picked_up.purpur_stairs: #9, 55(3%)
minecraft.used.polished_andesite_stairs: #9, 486(3%)
minecraft.picked_up.bricks: #9, 493(4%)
minecraft.mined.weeping_vines: #9, 23(3%)
minecraft.picked_up.oak_fence_gate: #9, 33(3%)
minecraft.mined.oak_pressure_plate: #9, 2(4%)
minecraft.picked_up.stripped_jungle_log: #9, 22(3%)
