stat, rank, value, (percentage) 
minecraft.picked_up.gold_ingot: #12, 334(2%)
minecraft.picked_up.warped_planks: #12, 41(3%)
minecraft.crafted.iron_boots: #12, 4(2%)
minecraft.mined.dark_oak_slab: #12, 132(2%)
minecraft.crafted.white_carpet: #12, 663(2%)
minecraft.dropped.cooked_beef: #12, 64(2%)
minecraft.picked_up.oak_button: #12, 7(2%)
minecraft.picked_up.glowstone_dust: #12, 190(2%)
minecraft.picked_up.crimson_stem: #12, 412(2%)
minecraft.crafted.black_dye: #12, 1968(2%)
minecraft.mined.cartography_table: #12, 3(2%)
minecraft.custom.talked_to_villager: #12, 1738(1%)
minecraft.mined.fern: #12, 97(1%)
minecraft.used.glass_pane: #12, 125(2%)
minecraft.used.warped_nylium: #12, 65(2%)
minecraft.dropped.chest: #12, 26(2%)
minecraft.mined.peony: #12, 5(2%)
minecraft.picked_up.quartz_pillar: #12, 87(2%)
minecraft.picked_up.spruce_button: #12, 19(2%)
minecraft.mined.weeping_vines_plant: #12, 21(2%)
minecraft.picked_up.polished_blackstone_bricks: #12, 642(1%)
minecraft.picked_up.bucket: #12, 33(1%)
minecraft.crafted.crimson_slab: #12, 108(2%)
minecraft.picked_up.pumpkin: #12, 424(1%)
minecraft.crafted.warped_slab: #12, 108(2%)
minecraft.mined.oak_door: #12, 2(2%)
minecraft.crafted.leather_leggings: #12, 22(2%)
minecraft.used.stone_stairs: #12, 165(1%)
minecraft.mined.crying_obsidian: #12, 16(2%)
minecraft.crafted.leather_boots: #12, 11(2%)
minecraft.picked_up.honey_block: #12, 90(1%)
minecraft.mined.stripped_birch_log: #12, 74(1%)
minecraft.used.polished_granite: #12, 148(1%)
minecraft.mined.carrots: #12, 284(1%)
minecraft.mined.smooth_quartz: #12, 96(1%)
minecraft.picked_up.music_disc_13: #12, 1(1%)
minecraft.used.glass_bottle: #12, 158(1%)
minecraft.used.cartography_table: #12, 4(2%)
minecraft.picked_up.light_gray_stained_glass_pane: #12, 182(1%)
minecraft.mined.melon_stem: #12, 3(1%)
minecraft.crafted.pink_shulker_box: #12, 1(1%)
minecraft.dropped.scaffolding: #12, 114(1%)
minecraft.crafted.player_head: #12, 126(1%)
minecraft.picked_up.grass: #12, 209(1%)
minecraft.crafted.golden_apple: #12, 47(1%)
minecraft.used.honey_block: #12, 140(1%)
minecraft.used.crimson_slab: #12, 71(1%)
minecraft.used.bamboo: #12, 116(1%)
minecraft.crafted.target: #12, 34(1%)
minecraft.dropped.dandelion: #12, 45(1%)
minecraft.mined.jungle_trapdoor: #12, 9(1%)
minecraft.mined.polished_diorite: #12, 37(1%)
minecraft.crafted.emerald: #12, 4778(1%)
minecraft.used.crimson_stem: #12, 58(1%)
minecraft.picked_up.iron_nugget: #12, 116(1%)
minecraft.mined.crimson_trapdoor: #12, 7(1%)
minecraft.mined.crimson_planks: #12, 19(1%)
minecraft.picked_up.acacia_sapling: #12, 54(1%)
minecraft.used.red_wool: #12, 78(1%)
minecraft.used.smoker: #12, 4(1%)
minecraft.crafted.pink_dye: #12, 61(1%)
minecraft.crafted.orange_stained_glass_pane: #12, 32(1%)
minecraft.picked_up.crimson_trapdoor: #12, 11(1%)
minecraft.crafted.green_stained_glass: #12, 88(1%)
minecraft.mined.gray_stained_glass_pane: #12, 4(1%)
minecraft.mined.light_gray_stained_glass: #12, 34(1%)
minecraft.crafted.birch_fence_gate: #12, 13(1%)
minecraft.dropped.lever: #12, 5(0%)
minecraft.mined.end_stone: #12, 261(0%)
minecraft.picked_up.lily_of_the_valley: #12, 27(0%)
minecraft.used.warped_sign: #12, 2(1%)
minecraft.picked_up.acacia_fence: #12, 2(1%)
minecraft.picked_up.glass_bottle: #12, 53(0%)
minecraft.picked_up.end_stone: #12, 264(0%)
minecraft.used.crimson_roots: #12, 1(0%)
minecraft.picked_up.yellow_wool: #12, 51(0%)
minecraft.dropped.wooden_sword: #12, 1(1%)
minecraft.custom.traded_with_villager: #12, 3954(0%)
minecraft.picked_up.lime_wool: #12, 45(0%)
minecraft.crafted.polished_blackstone_stairs: #12, 28(1%)
minecraft.crafted.yellow_stained_glass_pane: #12, 16(0%)
minecraft.picked_up.smooth_sandstone_stairs: #12, 36(0%)
minecraft.picked_up.black_terracotta: #12, 43(0%)
minecraft.dropped.stone_brick_slab: #12, 33(0%)
minecraft.dropped.iron_axe: #12, 1(0%)
minecraft.mined.jungle_wall_sign: #12, 1(0%)
minecraft.picked_up.light_blue_stained_glass_pane: #12, 13(0%)
minecraft.mined.dark_oak_leaves: #12, 161(0%)
minecraft.crafted.oak_button: #12, 4(0%)
minecraft.used.crimson_planks: #12, 36(0%)
minecraft.dropped.rabbit_hide: #12, 1(0%)
minecraft.picked_up.fletching_table: #12, 2(0%)
minecraft.picked_up.snow_block: #12, 100(0%)
minecraft.dropped.lantern: #12, 7(0%)
minecraft.dropped.glowstone: #12, 8(0%)
minecraft.used.yellow_terracotta: #12, 26(0%)
minecraft.used.diorite_wall: #12, 6(0%)
minecraft.crafted.chiseled_quartz_block: #12, 9(0%)
minecraft.killed.pillager: #12, 51(0%)
minecraft.picked_up.prismarine: #12, 47(0%)
minecraft.dropped.polished_blackstone_slab: #12, 1(0%)
minecraft.picked_up.light_blue_dye: #12, 2(0%)
minecraft.crafted.wooden_shovel: #12, 1(0%)
minecraft.dropped.red_carpet: #12, 1(0%)
minecraft.picked_up.chiseled_quartz_block: #12, 2(0%)
minecraft.used.jungle_fence_gate: #12, 4(0%)
minecraft.crafted.jungle_fence_gate: #12, 4(0%)
minecraft.crafted.cartography_table: #12, 1(0%)
minecraft.dropped.soul_lantern: #12, 1(0%)
minecraft.picked_up.rabbit_hide: #12, 3(0%)
minecraft.picked_up.bubble_coral_block: #12, 2(0%)
minecraft.picked_up.gray_terracotta: #12, 5(0%)
minecraft.mined.prismarine: #12, 11(0%)
minecraft.used.gray_terracotta: #12, 5(0%)
minecraft.picked_up.item_frame: #13, 280(4%)
minecraft.picked_up.barrel: #13, 182(4%)
minecraft.picked_up.cobblestone: #13, 64151(3%)
minecraft.picked_up.hopper: #13, 470(3%)
minecraft.mined.diorite: #13, 11279(3%)
minecraft.picked_up.string: #13, 1566(3%)
minecraft.mined.andesite: #13, 11958(3%)
minecraft.picked_up.lever: #13, 144(3%)
minecraft.mined.red_terracotta: #13, 1952(3%)
minecraft.picked_up.golden_carrot: #13, 1070(3%)
minecraft.picked_up.red_terracotta: #13, 1993(3%)
minecraft.picked_up.grass_block: #13, 15596(2%)
minecraft.picked_up.furnace: #13, 128(2%)
minecraft.used.lever: #13, 166(2%)
minecraft.crafted.iron_chestplate: #13, 4(3%)
minecraft.picked_up.magma_cream: #13, 124(3%)
minecraft.used.coal_ore: #13, 1266(2%)
minecraft.picked_up.repeater: #13, 232(2%)
minecraft.crafted.warped_trapdoor: #13, 116(3%)
minecraft.custom.enchant_item: #13, 82(2%)
minecraft.used.light_gray_concrete: #13, 1517(2%)
minecraft.used.pink_shulker_box: #13, 37(2%)
minecraft.picked_up.weeping_vines: #13, 101(2%)
minecraft.dropped.wheat_seeds: #13, 2084(2%)
minecraft.picked_up.pink_shulker_box: #13, 38(2%)
minecraft.picked_up.glass: #13, 1504(2%)
minecraft.dropped.oak_log: #13, 97(2%)
minecraft.mined.pink_shulker_box: #13, 37(2%)
minecraft.used.player_head: #13, 67(2%)
minecraft.dropped.compass: #13, 18(2%)
minecraft.picked_up.ender_pearl: #13, 7251(2%)
minecraft.mined.spruce_trapdoor: #13, 242(2%)
minecraft.mined.light_gray_concrete: #13, 1076(2%)
minecraft.mined.player_wall_head: #13, 13(2%)
minecraft.mined.warped_trapdoor: #13, 16(2%)
minecraft.picked_up.ghast_tear: #13, 34(2%)
minecraft.used.nether_quartz_ore: #13, 350(2%)
minecraft.used.oak_trapdoor: #13, 118(2%)
minecraft.used.stone_slab: #13, 937(1%)
minecraft.crafted.enchanting_table: #13, 1(1%)
minecraft.used.campfire: #13, 46(1%)
minecraft.used.orange_terracotta: #13, 238(2%)
minecraft.picked_up.clay_ball: #13, 547(1%)
minecraft.mined.tripwire_hook: #13, 2(2%)
minecraft.mined.black_concrete: #13, 595(1%)
minecraft.dropped.filled_map: #13, 14(1%)
minecraft.crafted.spruce_slab: #13, 1102(1%)
minecraft.used.mycelium: #13, 439(1%)
minecraft.picked_up.cartography_table: #13, 3(1%)
minecraft.used.kelp: #13, 294(1%)
minecraft.mined.gray_concrete: #13, 1994(1%)
minecraft.dropped.netherite_axe: #13, 1(1%)
minecraft.picked_up.sunflower: #13, 71(1%)
minecraft.crafted.map: #13, 34(1%)
minecraft.crafted.jukebox: #13, 1(1%)
minecraft.used.brown_shulker_box: #13, 32(1%)
minecraft.picked_up.light_gray_stained_glass: #13, 90(1%)
minecraft.mined.brown_shulker_box: #13, 31(1%)
minecraft.picked_up.brown_shulker_box: #13, 31(1%)
minecraft.mined.iron_door: #13, 3(1%)
minecraft.used.written_book: #13, 281(1%)
minecraft.used.green_wool: #13, 49(1%)
minecraft.used.jungle_fence: #13, 14(1%)
minecraft.picked_up.quartz_block: #13, 125(1%)
minecraft.mined.acacia_log: #13, 211(1%)
minecraft.picked_up.crimson_roots: #13, 134(1%)
minecraft.crafted.smooth_quartz: #13, 88(1%)
minecraft.mined.chiseled_polished_blackstone: #13, 7(1%)
minecraft.dropped.cooked_chicken: #13, 6(1%)
minecraft.mined.birch_fence_gate: #13, 3(1%)
minecraft.picked_up.quartz_stairs: #13, 49(1%)
minecraft.crafted.jungle_fence: #13, 15(1%)
minecraft.used.acacia_trapdoor: #13, 62(1%)
minecraft.mined.beehive: #13, 6(1%)
minecraft.mined.gray_wool: #13, 25(1%)
minecraft.picked_up.chiseled_polished_blackstone: #13, 7(1%)
minecraft.picked_up.andesite_slab: #13, 76(1%)
minecraft.used.oak_button: #13, 7(1%)
minecraft.used.birch_fence_gate: #13, 14(1%)
minecraft.mined.smooth_quartz_stairs: #13, 25(1%)
minecraft.crafted.polished_granite: #13, 164(1%)
minecraft.used.jungle_button: #13, 4(1%)
minecraft.dropped.oak_slab: #13, 7(1%)
minecraft.picked_up.magenta_stained_glass: #13, 4(1%)
minecraft.used.acacia_boat: #13, 1(1%)
minecraft.picked_up.red_dye: #13, 21(1%)
minecraft.picked_up.oxeye_daisy: #13, 81(0%)
minecraft.used.magma_block: #13, 264(0%)
minecraft.used.quartz_block: #13, 149(0%)
minecraft.dropped.shield: #13, 1(1%)
minecraft.used.loom: #13, 4(0%)
minecraft.dropped.nether_wart_block: #13, 31(0%)
minecraft.picked_up.red_wool: #13, 74(0%)
minecraft.crafted.gray_stained_glass_pane: #13, 32(0%)
minecraft.used.end_stone: #13, 51(0%)
minecraft.picked_up.cyan_wool: #13, 24(0%)
minecraft.dropped.repeater: #13, 4(0%)
minecraft.mined.bamboo_sapling: #13, 1(0%)
minecraft.mined.stripped_jungle_log: #13, 2(0%)
minecraft.dropped.pumpkin_seeds: #13, 32(0%)
minecraft.picked_up.light_blue_wool: #13, 22(0%)
minecraft.dropped.polished_andesite: #13, 12(0%)
minecraft.dropped.anvil: #13, 1(0%)
minecraft.mined.chiseled_quartz_block: #13, 2(0%)
minecraft.crafted.snow: #13, 6(0%)
minecraft.mined.chiseled_stone_bricks: #13, 2(0%)
minecraft.dropped.mossy_cobblestone: #13, 1(0%)
minecraft.dropped.black_carpet: #13, 1(0%)
minecraft.picked_up.purple_wool: #13, 8(0%)
minecraft.used.dark_oak_leaves: #13, 4(0%)
minecraft.mined.bubble_coral_block: #13, 2(0%)
minecraft.crafted.white_terracotta: #13, 8(0%)
minecraft.killed.rabbit: #13, 1(0%)
minecraft.picked_up.lime_dye: #13, 1(0%)
minecraft.used.cut_sandstone_slab: #13, 2(0%)
minecraft.crafted.light_gray_wool: #13, 2(0%)
minecraft.crafted.glistering_melon_slice: #13, 1(0%)
minecraft.custom.interact_with_beacon: #14, 65(4%)
minecraft.custom.open_enderchest: #14, 2976(3%)
minecraft.picked_up.shulker_box: #14, 2138(3%)
minecraft.mined.stone: #14, 184058(3%)
minecraft.mined.chest: #14, 562(3%)
minecraft.picked_up.redstone_torch: #14, 279(3%)
minecraft.used.shulker_box: #14, 2094(3%)
minecraft.mined.shulker_box: #14, 2124(3%)
minecraft.mined.granite: #14, 10170(3%)
minecraft.used.chain: #14, 354(3%)
minecraft.mined.black_shulker_box: #14, 133(3%)
minecraft.used.furnace: #14, 168(2%)
minecraft.mined.oak_wall_sign: #14, 36(2%)
minecraft.picked_up.filled_map: #14, 122(3%)
minecraft.killed_by.player: #14, 29(2%)
minecraft.picked_up.written_book: #14, 37(2%)
minecraft.picked_up.spruce_stairs: #14, 146(2%)
minecraft.picked_up.oak_sign: #14, 94(2%)
minecraft.used.repeater: #14, 343(2%)
minecraft.crafted.green_dye: #14, 321(2%)
minecraft.picked_up.gray_carpet: #14, 208(2%)
minecraft.picked_up.lime_shulker_box: #14, 46(2%)
minecraft.used.oak_fence: #14, 266(2%)
minecraft.mined.lime_shulker_box: #14, 43(2%)
minecraft.crafted.polished_andesite_slab: #14, 252(2%)
minecraft.used.oak_pressure_plate: #14, 3(2%)
minecraft.dropped.bone: #14, 594(1%)
minecraft.used.lime_shulker_box: #14, 43(2%)
minecraft.picked_up.enchanted_book: #14, 30(1%)
minecraft.custom.eat_cake_slice: #14, 4(2%)
minecraft.picked_up.warped_trapdoor: #14, 15(2%)
minecraft.picked_up.rotten_flesh: #14, 3114(1%)
minecraft.used.soul_sand: #14, 303(1%)
minecraft.used.cobblestone_stairs: #14, 52(1%)
minecraft.crafted.oak_trapdoor: #14, 108(1%)
minecraft.picked_up.stripped_birch_log: #14, 72(1%)
minecraft.picked_up.campfire: #14, 36(1%)
minecraft.mined.dark_oak_wall_sign: #14, 3(1%)
minecraft.picked_up.polished_diorite: #14, 53(1%)
minecraft.picked_up.gray_shulker_box: #14, 45(1%)
minecraft.used.light_gray_stained_glass_pane: #14, 98(1%)
minecraft.mined.gray_shulker_box: #14, 45(1%)
minecraft.used.gray_shulker_box: #14, 45(1%)
minecraft.mined.enchanting_table: #14, 1(1%)
minecraft.crafted.smooth_stone: #14, 637(1%)
minecraft.mined.andesite_wall: #14, 20(1%)
minecraft.mined.light_gray_carpet: #14, 42(1%)
minecraft.killed.husk: #14, 7(1%)
minecraft.dropped.nether_bricks: #14, 39(1%)
minecraft.picked_up.smooth_quartz_stairs: #14, 47(1%)
minecraft.used.red_bed: #14, 5(1%)
minecraft.used.netherite_sword: #14, 5440(1%)
minecraft.picked_up.magma_block: #14, 614(1%)
minecraft.crafted.brown_dye: #14, 110(1%)
minecraft.picked_up.tropical_fish: #14, 17(1%)
minecraft.crafted.compass: #14, 36(1%)
minecraft.mined.red_bed: #14, 4(1%)
minecraft.dropped.chainmail_leggings: #14, 1(1%)
minecraft.picked_up.red_bed: #14, 4(1%)
minecraft.dropped.lead: #14, 4(1%)
minecraft.mined.gold_block: #14, 49(1%)
minecraft.used.light_gray_carpet: #14, 336(1%)
minecraft.mined.red_wool: #14, 19(1%)
minecraft.mined.light_gray_shulker_box: #14, 18(1%)
minecraft.mined.jungle_fence: #14, 4(1%)
minecraft.used.smooth_quartz: #14, 233(1%)
minecraft.used.gray_concrete_powder: #14, 1666(1%)
minecraft.picked_up.light_gray_shulker_box: #14, 18(1%)
minecraft.picked_up.acacia_log: #14, 217(1%)
minecraft.mined.orange_concrete: #14, 101(1%)
minecraft.picked_up.golden_shovel: #14, 1(1%)
minecraft.used.jungle_sign: #14, 8(1%)
minecraft.mined.birch_fence: #14, 9(1%)
minecraft.picked_up.potato: #14, 162(0%)
minecraft.crafted.acacia_trapdoor: #14, 58(1%)
minecraft.crafted.cyan_shulker_box: #14, 1(1%)
minecraft.mined.jungle_planks: #14, 19(0%)
minecraft.used.clay: #14, 42(1%)
minecraft.crafted.black_stained_glass_pane: #14, 96(0%)
minecraft.killed.salmon: #14, 4(0%)
minecraft.dropped.rabbit: #14, 1(0%)
minecraft.crafted.jungle_boat: #14, 1(1%)
minecraft.mined.black_stained_glass_pane: #14, 9(0%)
minecraft.used.tnt: #14, 221(0%)
minecraft.crafted.wooden_sword: #14, 1(0%)
minecraft.used.black_stained_glass_pane: #14, 72(0%)
minecraft.dropped.glass_bottle: #14, 23(0%)
minecraft.killed.tropical_fish: #14, 4(0%)
minecraft.dropped.tripwire_hook: #14, 2(0%)
minecraft.used.melon_seeds: #14, 7(0%)
minecraft.used.birch_fence: #14, 13(0%)
minecraft.dropped.stone_axe: #14, 1(0%)
minecraft.mined.dark_oak_fence_gate: #14, 3(0%)
minecraft.picked_up.jungle_trapdoor: #14, 7(0%)
minecraft.used.mushroom_stem: #14, 20(0%)
minecraft.dropped.snowball: #14, 19(0%)
minecraft.dropped.warped_wart_block: #14, 17(0%)
minecraft.dropped.emerald: #14, 16(0%)
minecraft.used.crimson_trapdoor: #14, 7(0%)
minecraft.dropped.melon_seeds: #14, 1(0%)
minecraft.used.birch_planks: #14, 65(0%)
minecraft.crafted.golden_carrot: #14, 277(0%)
minecraft.picked_up.gray_stained_glass_pane: #14, 4(0%)
minecraft.crafted.red_banner: #14, 1(0%)
minecraft.mined.cut_sandstone_slab: #14, 2(0%)
minecraft.crafted.smoker: #14, 2(0%)
minecraft.crafted.andesite_stairs: #14, 4(0%)
minecraft.crafted.loom: #14, 2(0%)
minecraft.picked_up.dark_oak_leaves: #14, 10(0%)
minecraft.used.gray_stained_glass_pane: #14, 5(0%)
minecraft.dropped.red_sand: #14, 3(0%)
minecraft.used.chiseled_quartz_block: #14, 11(0%)
minecraft.crafted.glowstone: #14, 30(0%)
minecraft.picked_up.rabbit: #14, 2(0%)
minecraft.crafted.smooth_quartz_stairs: #14, 8(0%)
minecraft.used.yellow_stained_glass_pane: #14, 2(0%)
minecraft.picked_up.prismarine_shard: #14, 22(0%)
minecraft.used.lime_terracotta: #14, 2(0%)
minecraft.used.light_gray_wool: #14, 5(0%)
minecraft.used.smooth_sandstone_stairs: #14, 12(0%)
minecraft.custom.aviate_one_cm: #15, 625524162(3%)
minecraft.crafted.torch: #15, 9268(3%)
minecraft.custom.open_shulker_box: #15, 25618(3%)
minecraft.picked_up.composter: #15, 34(3%)
minecraft.picked_up.black_shulker_box: #15, 137(3%)
minecraft.picked_up.obsidian: #15, 693(2%)
minecraft.mined.dirt: #15, 28452(2%)
minecraft.used.oak_sign: #15, 180(2%)
minecraft.used.black_shulker_box: #15, 126(2%)
minecraft.mined.iron_block: #15, 1610(2%)
minecraft.used.redstone_torch: #15, 281(2%)
minecraft.picked_up.chest: #15, 585(2%)
minecraft.mined.white_bed: #15, 72(2%)
minecraft.custom.mob_kills: #15, 39184(2%)
minecraft.crafted.acacia_planks: #15, 1328(2%)
minecraft.used.golden_carrot: #15, 1366(2%)
minecraft.crafted.iron_ingot: #15, 9927(2%)
minecraft.used.iron_block: #15, 2512(2%)
minecraft.mined.piston: #15, 76(2%)
minecraft.dropped.netherite_pickaxe: #15, 3(2%)
minecraft.mined.white_shulker_box: #15, 77(1%)
minecraft.mined.obsidian: #15, 529(1%)
minecraft.picked_up.nether_quartz_ore: #15, 503(1%)
minecraft.picked_up.white_shulker_box: #15, 77(1%)
minecraft.mined.dead_bush: #15, 89(1%)
minecraft.used.white_shulker_box: #15, 76(1%)
minecraft.picked_up.spruce_sign: #15, 39(1%)
minecraft.picked_up.coal_block: #15, 97(1%)
minecraft.crafted.emerald_block: #15, 211(1%)
minecraft.picked_up.carrot: #15, 1267(1%)
minecraft.crafted.dark_oak_trapdoor: #15, 126(1%)
minecraft.picked_up.orange_concrete: #15, 121(1%)
minecraft.picked_up.dark_oak_slab: #15, 129(1%)
minecraft.picked_up.stonecutter: #15, 27(1%)
minecraft.dropped.terracotta: #15, 64(1%)
minecraft.used.note_block: #15, 51(1%)
minecraft.mined.stonecutter: #15, 23(1%)
minecraft.mined.ancient_debris: #15, 60(1%)
minecraft.crafted.gray_dye: #15, 530(1%)
minecraft.crafted.dark_oak_sign: #15, 12(1%)
minecraft.mined.jungle_sign: #15, 1(1%)
minecraft.used.crimson_nylium: #15, 33(1%)
minecraft.used.string: #15, 141(1%)
minecraft.used.stonecutter: #15, 24(1%)
minecraft.used.wooden_sword: #15, 4(1%)
minecraft.mined.dark_oak_trapdoor: #15, 25(1%)
minecraft.picked_up.crimson_fungus: #15, 37(1%)
minecraft.crafted.light_blue_dye: #15, 161(1%)
minecraft.picked_up.cobblestone_slab: #15, 76(1%)
minecraft.used.dark_oak_planks: #15, 282(1%)
minecraft.mined.honey_block: #15, 33(1%)
minecraft.crafted.polished_andesite: #15, 596(1%)
minecraft.used.light_gray_shulker_box: #15, 19(1%)
minecraft.crafted.shears: #15, 101(1%)
minecraft.picked_up.lapis_block: #15, 27(1%)
minecraft.mined.dark_oak_log: #15, 468(1%)
minecraft.used.lime_wool: #15, 35(1%)
minecraft.used.polished_andesite_stairs: #15, 110(1%)
minecraft.mined.stone_brick_wall: #15, 17(1%)
minecraft.dropped.gold_ore: #15, 4(1%)
minecraft.mined.loom: #15, 2(1%)
minecraft.mined.quartz_pillar: #15, 23(1%)
minecraft.used.stripped_spruce_log: #15, 12(1%)
minecraft.mined.magma_block: #15, 395(0%)
minecraft.picked_up.dark_oak_sign: #15, 9(0%)
minecraft.picked_up.crimson_planks: #15, 19(1%)
minecraft.picked_up.birch_fence: #15, 9(1%)
minecraft.crafted.brown_shulker_box: #15, 1(1%)
minecraft.used.orange_concrete: #15, 82(0%)
minecraft.mined.white_wall_banner: #15, 1(1%)
minecraft.mined.quartz_stairs: #15, 38(0%)
minecraft.used.white_banner: #15, 4(0%)
minecraft.crafted.birch_fence: #15, 18(1%)
minecraft.crafted.lime_shulker_box: #15, 1(0%)
minecraft.mined.bee_nest: #15, 2(0%)
minecraft.picked_up.bee_nest: #15, 2(0%)
minecraft.picked_up.light_gray_carpet: #15, 51(0%)
minecraft.picked_up.azure_bluet: #15, 81(0%)
minecraft.picked_up.book: #15, 170(0%)
minecraft.crafted.polished_blackstone_brick_stairs: #15, 12(0%)
minecraft.mined.polished_granite: #15, 11(0%)
minecraft.crafted.light_gray_shulker_box: #15, 1(0%)
minecraft.used.quartz_pillar: #15, 63(0%)
minecraft.used.polished_blackstone_brick_wall: #15, 4(0%)
minecraft.used.brown_mushroom_block: #15, 33(0%)
minecraft.picked_up.golden_sword: #15, 8(0%)
minecraft.crafted.spruce_fence_gate: #15, 6(0%)
minecraft.used.terracotta: #15, 81(0%)
minecraft.mined.lime_terracotta: #15, 2(0%)
minecraft.mined.andesite_stairs: #15, 1(0%)
minecraft.used.red_mushroom_block: #15, 15(0%)
minecraft.picked_up.dark_oak_fence_gate: #15, 3(0%)
minecraft.picked_up.green_wool: #15, 25(0%)
minecraft.picked_up.pink_wool: #15, 15(0%)
minecraft.mined.brick_stairs: #15, 1(0%)
minecraft.dropped.warped_fungus: #15, 1(0%)
minecraft.used.purple_concrete_powder: #15, 21(0%)
minecraft.picked_up.stripped_jungle_log: #15, 1(0%)
minecraft.used.spruce_leaves: #15, 72(0%)
minecraft.dropped.weeping_vines: #15, 2(0%)
minecraft.dropped.crimson_fungus: #15, 1(0%)
minecraft.used.gray_wool: #15, 31(0%)
minecraft.used.purple_concrete: #15, 6(0%)
minecraft.crafted.crimson_trapdoor: #15, 4(0%)
minecraft.used.jungle_planks: #15, 10(0%)
minecraft.used.chiseled_stone_bricks: #15, 3(0%)
minecraft.picked_up.melon: #15, 12(0%)
minecraft.crafted.white_banner: #15, 1(0%)
minecraft.dropped.porkchop: #15, 3(0%)
minecraft.custom.tune_noteblock: #15, 421(0%)
minecraft.crafted.polished_blackstone_brick_slab: #15, 6(0%)
minecraft.dropped.bread: #15, 19(0%)
minecraft.dropped.spruce_sign: #15, 1(0%)
minecraft.dropped.nether_wart: #15, 2(0%)
minecraft.crafted.pumpkin_pie: #15, 13(0%)
minecraft.used.light_blue_bed: #15, 1(0%)
minecraft.picked_up.light_blue_bed: #15, 1(0%)
minecraft.mined.light_blue_bed: #15, 1(0%)
minecraft.used.brick_stairs: #15, 1(0%)
minecraft.mined.smooth_sandstone_stairs: #15, 2(0%)
minecraft.dropped.black_wool: #15, 1(0%)
minecraft.used.snow: #15, 6(0%)
minecraft.custom.interact_with_smithing_table: #16, 27(3%)
minecraft.custom.interact_with_brewingstand: #16, 220(2%)
minecraft.picked_up.netherrack: #16, 24303(2%)
minecraft.picked_up.white_bed: #16, 74(2%)
minecraft.picked_up.iron_block: #16, 2014(2%)
minecraft.killed.ghast: #16, 71(2%)
minecraft.used.white_bed: #16, 76(2%)
minecraft.picked_up.iron_chestplate: #16, 4(2%)
minecraft.mined.oak_trapdoor: #16, 38(2%)
minecraft.picked_up.oak_trapdoor: #16, 50(2%)
minecraft.mined.soul_sand: #16, 884(2%)
minecraft.crafted.oak_pressure_plate: #16, 3(2%)
minecraft.picked_up.red_shulker_box: #16, 133(2%)
minecraft.used.red_shulker_box: #16, 132(2%)
minecraft.mined.red_shulker_box: #16, 128(1%)
minecraft.mined.beacon: #16, 15(1%)
minecraft.mined.white_stained_glass_pane: #16, 34(2%)
minecraft.picked_up.quartz: #16, 2300(1%)
minecraft.custom.inspect_dropper: #16, 362(1%)
minecraft.mined.nether_quartz_ore: #16, 1452(1%)
minecraft.picked_up.lapis_ore: #16, 108(1%)
minecraft.picked_up.sea_lantern: #16, 281(1%)
minecraft.mined.netherrack: #16, 25946(1%)
minecraft.crafted.dark_oak_slab: #16, 456(1%)
minecraft.used.spruce_trapdoor: #16, 500(1%)
minecraft.custom.leave_game: #17, 1136(3%)
minecraft.picked_up.spruce_trapdoor: #16, 242(1%)
minecraft.dropped.stick: #16, 522(1%)
minecraft.used.dark_oak_trapdoor: #16, 137(1%)
minecraft.custom.interact_with_stonecutter: #16, 86(1%)
minecraft.used.dark_oak_slab: #16, 397(1%)
minecraft.picked_up.dark_oak_planks: #16, 188(1%)
minecraft.crafted.spruce_trapdoor: #16, 354(1%)
minecraft.used.spruce_log: #16, 248(1%)
minecraft.crafted.stone_brick_slab: #16, 366(1%)
minecraft.crafted.light_gray_carpet: #16, 345(1%)
minecraft.dropped.iron_sword: #16, 2(1%)
minecraft.dropped.diamond_shovel: #16, 2(1%)
minecraft.crafted.glass_bottle: #16, 216(1%)
minecraft.picked_up.smooth_quartz: #16, 99(1%)
minecraft.picked_up.fishing_rod: #16, 2(1%)
minecraft.mined.polished_blackstone_brick_stairs: #16, 19(1%)
minecraft.crafted.redstone_lamp: #16, 37(1%)
minecraft.picked_up.gray_concrete: #16, 925(1%)
minecraft.used.polished_andesite: #16, 464(1%)
minecraft.picked_up.gold_block: #16, 61(1%)
minecraft.mined.spruce_button: #16, 2(1%)
minecraft.picked_up.stone_brick_wall: #16, 17(1%)
minecraft.used.black_concrete_powder: #16, 676(0%)
minecraft.crafted.cobblestone_wall: #16, 54(0%)
minecraft.picked_up.stone_stairs: #16, 32(0%)
minecraft.crafted.stone_brick_stairs: #16, 44(0%)
minecraft.picked_up.dead_bush: #16, 17(0%)
minecraft.dropped.flint: #16, 47(0%)
minecraft.crafted.black_concrete_powder: #16, 608(0%)
minecraft.mined.polished_blackstone_stairs: #16, 8(0%)
minecraft.crafted.gold_ingot: #16, 2766(0%)
minecraft.picked_up.black_stained_glass_pane: #16, 13(0%)
minecraft.dropped.arrow: #16, 291(0%)
minecraft.dropped.iron_block: #16, 36(0%)
minecraft.picked_up.jungle_fence: #16, 3(0%)
minecraft.picked_up.dark_oak_sapling: #16, 34(0%)
minecraft.used.polished_blackstone_stairs: #16, 32(0%)
minecraft.picked_up.clay: #16, 44(0%)
minecraft.mined.coal_block: #16, 7(0%)
minecraft.crafted.quartz_block: #16, 578(0%)
minecraft.crafted.gold_block: #16, 120(0%)
