stat, rank, value, (percentage) 
minecraft.killed.pillager: #1, 33729(96%)
minecraft.picked_up.stripped_dark_oak_wood: #3, 117(10%)
minecraft.mined.warped_fence: #3, 32(10%)
minecraft.picked_up.golden_horse_armor: #3, 6(14%)
minecraft.picked_up.end_stone: #3, 4954(8%)
minecraft.custom.strider_one_cm: #3, 115697(11%)
minecraft.picked_up.warped_fence: #3, 32(9%)
minecraft.used.stripped_dark_oak_wood: #3, 98(10%)
minecraft.dropped.jungle_door: #3, 10(17%)
minecraft.used.andesite_slab: #3, 1649(7%)
minecraft.used.repeater: #4, 1995(10%)
minecraft.mined.stripped_dark_oak_wood: #3, 120(10%)
minecraft.picked_up.light_gray_banner: #3, 13(13%)
minecraft.crafted.bell: #2, 36(4%)
minecraft.crafted.yellow_bed: #3, 5(16%)
minecraft.crafted.prismarine_brick_slab: #3, 180(17%)
minecraft.dropped.wither_rose: #3, 112(14%)
minecraft.mined.brown_carpet: #3, 96(7%)
minecraft.mined.soul_soil: #4, 4136(10%)
minecraft.picked_up.pink_stained_glass_pane: #3, 31(23%)
minecraft.mined.infested_stone_bricks: #3, 8(11%)
minecraft.crafted.rail: #4, 3584(10%)
minecraft.crafted.gray_dye: #4, 6452(10%)
minecraft.dropped.orange_stained_glass: #3, 27(17%)
minecraft.used.potato: #3, 470(7%)
minecraft.killed.tropical_fish: #3, 75(8%)
minecraft.picked_up.player_head: #4, 1436(8%)
minecraft.picked_up.bone_meal: #4, 4715(10%)
minecraft.used.pink_concrete: #3, 911(9%)
minecraft.used.red_sandstone_slab: #2, 9(7%)
minecraft.picked_up.stone_shovel: #3, 10(11%)
minecraft.broken.golden_shovel: #4, 16(16%)
minecraft.picked_up.stone_axe: #3, 5(8%)
minecraft.picked_up.dead_bubble_coral_block: #2, 1(12%)
minecraft.mined.brown_concrete: #3, 344(8%)
minecraft.mined.wither_skeleton_wall_skull: #2, 2(8%)
minecraft.crafted.golden_shovel: #2, 5(3%)
minecraft.mined.sand: #4, 185399(9%)
minecraft.mined.scaffolding: #4, 8560(10%)
minecraft.picked_up.redstone_lamp: #4, 237(10%)
minecraft.picked_up.chiseled_quartz_block: #4, 186(13%)
minecraft.custom.damage_resisted: #4, 29271(9%)
minecraft.picked_up.red_nether_brick_slab: #3, 316(10%)
minecraft.mined.spruce_planks: #4, 1774(9%)
minecraft.mined.infested_cobblestone: #3, 2(29%)
minecraft.mined.stone_brick_slab: #4, 1190(9%)
minecraft.used.orange_stained_glass: #4, 2125(14%)
minecraft.crafted.light_gray_carpet: #3, 2278(5%)
minecraft.mined.lever: #4, 151(9%)
minecraft.mined.potted_azure_bluet: #3, 4(22%)
minecraft.crafted.respawn_anchor: #3, 102(14%)
minecraft.picked_up.azure_bluet: #4, 2287(10%)
minecraft.picked_up.crimson_nylium: #4, 860(9%)
minecraft.mined.stone_button: #4, 193(9%)
minecraft.picked_up.cobblestone: #4, 163658(8%)
minecraft.dropped.tropical_fish: #2, 94(0%)
minecraft.picked_up.flint: #4, 2238(8%)
minecraft.mined.white_concrete_powder: #3, 321(5%)
minecraft.dropped.stripped_jungle_log: #3, 7(9%)
minecraft.picked_up.observer: #4, 737(9%)
minecraft.picked_up.dead_brain_coral_block: #2, 1(1%)
minecraft.picked_up.cod_bucket: #2, 9(1%)
minecraft.used.polished_blackstone_bricks: #4, 3551(10%)
minecraft.picked_up.prismarine_brick_slab: #3, 259(11%)
minecraft.picked_up.black_bed: #3, 63(7%)
minecraft.dropped.enchanting_table: #3, 1(33%)
minecraft.picked_up.iron_trapdoor: #4, 601(9%)
minecraft.dropped.observer: #3, 64(8%)
minecraft.picked_up.music_disc_pigstep: #3, 5(16%)
minecraft.killed.stray: #3, 10(14%)
minecraft.crafted.cyan_stained_glass: #4, 7368(10%)
minecraft.used.diamond_sword: #4, 32157(8%)
minecraft.mined.black_bed: #3, 61(7%)
minecraft.mined.redstone_lamp: #4, 163(9%)
minecraft.dropped.rail: #4, 471(8%)
minecraft.picked_up.glass_bottle: #3, 581(4%)
minecraft.used.netherite_sword: #3, 28424(4%)
minecraft.dropped.birch_sign: #4, 123(10%)
minecraft.crafted.repeater: #4, 1313(8%)
minecraft.used.bucket: #4, 7438(8%)
minecraft.used.pink_concrete_powder: #3, 1079(6%)
minecraft.picked_up.dispenser: #4, 199(8%)
minecraft.picked_up.purpur_slab: #4, 106(10%)
minecraft.crafted.pink_stained_glass_pane: #3, 280(9%)
minecraft.used.black_bed: #3, 67(7%)
minecraft.picked_up.mossy_cobblestone_stairs: #3, 16(7%)
minecraft.picked_up.poisonous_potato: #4, 27(11%)
minecraft.picked_up.red_nether_brick_stairs: #3, 49(8%)
minecraft.picked_up.wheat_seeds: #4, 25082(7%)
minecraft.used.bow: #4, 8615(8%)
minecraft.crafted.smooth_quartz_stairs: #4, 1636(12%)
minecraft.dropped.beacon: #3, 8(9%)
minecraft.mined.light_gray_wall_banner: #3, 4(13%)
minecraft.mined.dark_oak_fence: #4, 135(9%)
minecraft.mined.potted_jungle_sapling: #3, 2(12%)
minecraft.picked_up.stripped_jungle_log: #4, 76(10%)
minecraft.picked_up.golden_helmet: #4, 45(7%)
minecraft.mined.snow: #4, 26081(8%)
minecraft.used.dirt: #4, 58803(7%)
minecraft.used.music_disc_cat: #3, 9(5%)
minecraft.dropped.oak_slab: #4, 112(9%)
minecraft.crafted.blue_ice: #3, 1055(8%)
minecraft.dropped.polished_blackstone_stairs: #3, 13(11%)
minecraft.dropped.scaffolding: #4, 882(8%)
minecraft.crafted.blue_glazed_terracotta: #3, 120(11%)
minecraft.mined.stripped_warped_hyphae: #3, 159(6%)
minecraft.dropped.flint: #4, 869(7%)
minecraft.dropped.stone_sword: #4, 128(8%)
minecraft.crafted.crimson_planks: #4, 3849(8%)
minecraft.picked_up.snowball: #4, 20246(8%)
minecraft.mined.smithing_table: #4, 55(7%)
minecraft.crafted.snow_block: #4, 5522(9%)
minecraft.mined.note_block: #4, 95(8%)
minecraft.crafted.stick: #4, 42170(6%)
minecraft.mined.end_stone_brick_wall: #3, 6(19%)
minecraft.used.end_stone_brick_wall: #3, 6(19%)
minecraft.crafted.crimson_slab: #4, 528(9%)
minecraft.used.chiseled_polished_blackstone: #4, 381(9%)
minecraft.crafted.cyan_terracotta: #5, 28020(13%)
minecraft.custom.traded_with_villager: #5, 131500(11%)
minecraft.dropped.obsidian: #4, 203(8%)
minecraft.mined.carrots: #4, 1601(7%)
minecraft.used.prismarine_brick_slab: #3, 214(5%)
minecraft.dropped.light_blue_shulker_box: #3, 4(6%)
minecraft.mined.nether_bricks: #4, 2201(6%)
minecraft.mined.white_stained_glass_pane: #4, 148(7%)
minecraft.mined.brown_mushroom_block: #4, 3479(6%)
minecraft.used.blue_stained_glass_pane: #3, 48(5%)
minecraft.used.green_bed: #3, 23(3%)
minecraft.crafted.emerald: #5, 79970(11%)
minecraft.used.cracked_polished_blackstone_bricks: #4, 413(8%)
minecraft.mined.dark_prismarine: #4, 376(8%)
minecraft.dropped.experience_bottle: #3, 128(6%)
minecraft.custom.talked_to_villager: #5, 11678(9%)
minecraft.mined.potted_dark_oak_sapling: #3, 1(14%)
minecraft.picked_up.dark_oak_planks: #4, 1183(6%)
minecraft.picked_up.kelp: #4, 13138(6%)
minecraft.crafted.netherite_boots: #4, 2(10%)
minecraft.mined.blue_stained_glass: #4, 174(10%)
minecraft.dropped.end_rod: #4, 201(7%)
minecraft.mined.crimson_slab: #4, 108(10%)
minecraft.mined.dead_horn_coral_block: #3, 2(6%)
minecraft.mined.nether_brick_fence: #5, 132(12%)
minecraft.picked_up.end_stone_brick_wall: #3, 6(11%)
minecraft.dropped.light_blue_dye: #4, 64(15%)
minecraft.dropped.smooth_quartz: #4, 133(9%)
minecraft.used.acacia_fence: #4, 61(10%)
minecraft.mined.purpur_stairs: #4, 126(7%)
minecraft.crafted.magenta_carpet: #4, 251(9%)
minecraft.used.end_stone_brick_slab: #3, 121(3%)
minecraft.crafted.oak_boat: #4, 20(6%)
minecraft.mined.purpur_block: #4, 433(6%)
minecraft.used.pink_stained_glass_pane: #3, 69(3%)
minecraft.picked_up.suspicious_stew: #4, 6(10%)
minecraft.dropped.bucket: #4, 61(6%)
minecraft.killed.vex: #4, 17(11%)
minecraft.picked_up.golden_shovel: #5, 18(13%)
minecraft.used.brown_concrete_powder: #4, 1261(5%)
minecraft.picked_up.light_gray_carpet: #4, 789(5%)
minecraft.mined.crimson_nylium: #5, 955(9%)
minecraft.used.brown_stained_glass_pane: #4, 59(12%)
minecraft.dropped.slime_ball: #4, 345(5%)
minecraft.mined.kelp_plant: #4, 1065(5%)
minecraft.used.purple_concrete_powder: #4, 930(7%)
minecraft.picked_up.purpur_block: #4, 403(6%)
minecraft.custom.open_chest: #5, 53264(7%)
minecraft.used.crimson_slab: #4, 395(6%)
minecraft.picked_up.purpur_stairs: #4, 107(6%)
minecraft.mined.jukebox: #4, 7(8%)
minecraft.used.pink_carpet: #4, 266(7%)
minecraft.picked_up.music_disc_cat: #4, 14(6%)
minecraft.used.pufferfish_bucket: #4, 13(8%)
minecraft.dropped.glowstone_dust: #4, 86(5%)
minecraft.picked_up.stone_sword: #4, 54(5%)
minecraft.crafted.purple_concrete_powder: #4, 928(6%)
minecraft.picked_up.sticky_piston: #5, 467(9%)
minecraft.mined.potted_bamboo: #4, 4(10%)
minecraft.used.white_stained_glass: #4, 3433(5%)
minecraft.used.nether_brick_slab: #5, 1765(9%)
minecraft.mined.granite: #5, 30509(8%)
minecraft.picked_up.spruce_boat: #4, 25(5%)
minecraft.used.cobblestone_slab: #5, 2115(9%)
minecraft.mined.dark_oak_door: #4, 15(8%)
minecraft.used.red_nether_brick_stairs: #4, 77(8%)
minecraft.dropped.ice: #4, 252(6%)
minecraft.killed.ravager: #4, 3(10%)
minecraft.picked_up.jukebox: #4, 7(6%)
minecraft.dropped.mycelium: #5, 2715(9%)
minecraft.mined.diorite: #5, 29542(8%)
minecraft.picked_up.andesite_slab: #4, 566(4%)
minecraft.dropped.iron_trapdoor: #4, 65(6%)
minecraft.mined.potted_dead_bush: #4, 3(11%)
minecraft.dropped.stone_button: #5, 215(9%)
minecraft.killed.squid: #4, 270(4%)
minecraft.dropped.iron_nugget: #4, 697(4%)
minecraft.mined.stone: #5, 502464(7%)
minecraft.used.stone_sword: #4, 131(5%)
minecraft.mined.oak_trapdoor: #5, 168(8%)
minecraft.dropped.packed_ice: #4, 162(5%)
minecraft.custom.inspect_dispenser: #5, 1306(8%)
minecraft.dropped.oak_log: #5, 403(8%)
minecraft.crafted.cyan_glazed_terracotta: #4, 12(13%)
minecraft.crafted.pink_concrete_powder: #4, 1056(5%)
minecraft.picked_up.white_tulip: #4, 92(4%)
minecraft.mined.rail: #5, 2258(7%)
minecraft.crafted.cut_sandstone: #4, 1288(5%)
minecraft.picked_up.rail: #5, 3426(7%)
minecraft.crafted.dispenser: #5, 308(8%)
minecraft.used.brown_mushroom: #5, 133(9%)
minecraft.crafted.writable_book: #4, 101(3%)
minecraft.crafted.cobblestone_wall: #5, 882(8%)
minecraft.crafted.red_nether_brick_stairs: #4, 44(11%)
minecraft.crafted.lime_shulker_box: #5, 21(9%)
minecraft.broken.netherite_pickaxe: #4, 1(17%)
minecraft.used.dispenser: #5, 282(7%)
minecraft.picked_up.experience_bottle: #4, 71(6%)
minecraft.mined.barrel: #5, 274(7%)
minecraft.mined.sandstone: #5, 34413(7%)
minecraft.mined.warped_hyphae: #4, 37(7%)
minecraft.crafted.ender_pearl: #4, 12(8%)
minecraft.picked_up.magenta_concrete: #4, 282(4%)
minecraft.picked_up.netherite_scrap: #4, 3(9%)
minecraft.used.stripped_dark_oak_log: #5, 525(9%)
minecraft.crafted.light_gray_bed: #4, 10(7%)
minecraft.picked_up.lime_concrete_powder: #4, 642(5%)
minecraft.picked_up.smooth_stone_slab: #5, 2047(7%)
minecraft.crafted.brown_glazed_terracotta: #4, 24(9%)
minecraft.picked_up.polished_blackstone: #5, 563(7%)
minecraft.mined.light_gray_stained_glass: #4, 210(4%)
minecraft.picked_up.blue_banner: #4, 3(9%)
minecraft.mined.stripped_dark_oak_log: #5, 562(8%)
minecraft.crafted.iron_ingot: #5, 36893(6%)
minecraft.killed.blaze: #4, 1069(2%)
minecraft.picked_up.arrow: #5, 5645(6%)
minecraft.dropped.smooth_quartz_stairs: #4, 36(5%)
minecraft.custom.deaths: #5, 181(6%)
minecraft.picked_up.yellow_concrete_powder: #4, 467(3%)
minecraft.picked_up.stripped_warped_hyphae: #4, 149(5%)
minecraft.dropped.sugar: #4, 330(3%)
minecraft.crafted.soul_campfire: #4, 42(5%)
minecraft.mined.cyan_stained_glass: #4, 653(2%)
minecraft.picked_up.spruce_planks: #5, 1787(6%)
minecraft.picked_up.warped_hyphae: #4, 35(5%)
minecraft.used.diamond_shovel: #5, 238859(6%)
minecraft.mined.polished_blackstone_slab: #5, 360(7%)
minecraft.picked_up.cyan_stained_glass: #4, 693(2%)
minecraft.used.iron_block: #5, 9453(6%)
minecraft.crafted.sandstone_slab: #4, 1182(3%)
minecraft.picked_up.cyan_dye: #4, 192(3%)
minecraft.used.end_stone: #5, 1081(9%)
minecraft.mined.red_mushroom_block: #5, 2401(7%)
minecraft.used.slime_block: #5, 1097(6%)
minecraft.used.smooth_stone_slab: #5, 12411(7%)
minecraft.dropped.kelp: #5, 1368(7%)
minecraft.custom.play_one_minute: #6, 112839624(5%)
minecraft.broken.iron_pickaxe: #5, 20(6%)
minecraft.used.golden_shovel: #5, 257(9%)
minecraft.mined.polished_blackstone_wall: #5, 119(6%)
minecraft.picked_up.light_weighted_pressure_plate: #4, 61(3%)
minecraft.mined.blue_wall_banner: #4, 1(9%)
minecraft.crafted.purple_glazed_terracotta: #4, 24(7%)
minecraft.picked_up.sandstone: #5, 27966(6%)
minecraft.used.redstone_lamp: #5, 307(6%)
minecraft.picked_up.birch_button: #5, 12(8%)
minecraft.mined.oxeye_daisy: #5, 84(7%)
minecraft.used.light_gray_bed: #4, 16(3%)
minecraft.dropped.polished_diorite_slab: #4, 2(5%)
minecraft.mined.potted_fern: #5, 3(14%)
minecraft.crafted.gray_stained_glass: #5, 4012(9%)
minecraft.picked_up.blue_stained_glass: #5, 194(8%)
minecraft.used.cyan_concrete_powder: #5, 2742(6%)
minecraft.mined.red_wool: #5, 171(6%)
minecraft.mined.cyan_wall_banner: #4, 2(5%)
minecraft.mined.light_gray_stained_glass_pane: #5, 104(6%)
minecraft.picked_up.armor_stand: #5, 223(6%)
minecraft.used.crimson_stairs: #5, 151(8%)
minecraft.crafted.end_stone_brick_slab: #4, 126(3%)
minecraft.picked_up.netherite_helmet: #5, 26(6%)
minecraft.dropped.chorus_flower: #4, 1(6%)
minecraft.broken.diamond_pickaxe: #5, 4(7%)
minecraft.used.gray_stained_glass_pane: #5, 334(8%)
minecraft.dropped.jack_o_lantern: #4, 3(2%)
minecraft.mined.prismarine_brick_stairs: #4, 17(2%)
minecraft.dropped.green_concrete: #5, 29(11%)
minecraft.crafted.jungle_door: #4, 21(2%)
minecraft.picked_up.potato: #5, 1794(5%)
minecraft.crafted.fermented_spider_eye: #4, 94(1%)
minecraft.picked_up.prismarine_brick_stairs: #4, 17(2%)
minecraft.used.jukebox: #5, 8(7%)
minecraft.used.pink_stained_glass: #4, 12(2%)
minecraft.dropped.pink_stained_glass_pane: #4, 2(4%)
minecraft.picked_up.water_bucket: #5, 38(5%)
minecraft.crafted.honey_bottle: #4, 4(4%)
minecraft.used.bell: #5, 18(5%)
minecraft.crafted.end_stone_bricks: #4, 624(2%)
minecraft.picked_up.light_gray_bed: #4, 6(1%)
minecraft.used.gray_stained_glass: #5, 2961(7%)
minecraft.mined.sea_pickle: #5, 66(6%)
minecraft.crafted.birch_boat: #5, 10(7%)
minecraft.picked_up.mushroom_stem: #5, 1143(5%)
minecraft.picked_up.nautilus_shell: #5, 24(6%)
minecraft.used.rail: #6, 4658(8%)
minecraft.mined.cobblestone_stairs: #5, 73(5%)
minecraft.mined.birch_button: #5, 6(9%)
minecraft.picked_up.pink_concrete_powder: #4, 31(0%)
minecraft.used.smithing_table: #5, 71(4%)
minecraft.killed_by.spider: #5, 1(20%)
minecraft.used.warped_hyphae: #5, 728(8%)
minecraft.used.cut_sandstone_slab: #5, 324(8%)
minecraft.crafted.oak_planks: #6, 29816(8%)
minecraft.crafted.enchanting_table: #5, 3(4%)
minecraft.crafted.hay_block: #5, 386(5%)
minecraft.used.magenta_carpet: #5, 188(6%)
minecraft.used.dark_oak_boat: #5, 4(8%)
minecraft.killed.elder_guardian: #5, 6(9%)
minecraft.dropped.nether_bricks: #5, 184(5%)
minecraft.mined.target: #5, 46(6%)
minecraft.custom.damage_dealt: #5, 2380375(3%)
minecraft.mined.potted_red_mushroom: #5, 1(17%)
minecraft.mined.infested_mossy_stone_bricks: #5, 2(12%)
minecraft.picked_up.stone_button: #6, 405(8%)
minecraft.picked_up.cracked_polished_blackstone_bricks: #6, 1408(9%)
minecraft.crafted.warped_hyphae: #5, 720(7%)
minecraft.used.sticky_piston: #6, 821(7%)
minecraft.picked_up.cauldron: #5, 29(4%)
minecraft.crafted.minecart: #5, 146(3%)
minecraft.mined.crimson_stairs: #5, 16(6%)
minecraft.picked_up.black_dye: #5, 62(4%)
minecraft.used.minecart: #6, 250(7%)
minecraft.crafted.white_carpet: #6, 2796(8%)
minecraft.crafted.pink_carpet: #5, 192(5%)
minecraft.mined.dragon_head: #5, 1(14%)
minecraft.dropped.yellow_terracotta: #5, 64(5%)
minecraft.mined.andesite: #6, 29525(7%)
minecraft.used.redstone: #6, 5292(6%)
minecraft.custom.climb_one_cm: #6, 6747838(6%)
minecraft.mined.repeater: #6, 394(7%)
minecraft.used.hopper: #6, 2874(7%)
minecraft.used.dark_oak_trapdoor: #6, 933(8%)
minecraft.mined.stripped_jungle_log: #6, 69(10%)
minecraft.dropped.ghast_tear: #5, 19(4%)
minecraft.picked_up.magenta_carpet: #5, 36(4%)
minecraft.used.comparator: #6, 648(7%)
minecraft.mined.torch: #6, 3666(7%)
minecraft.crafted.mossy_cobblestone_stairs: #5, 8(6%)
minecraft.picked_up.minecart: #6, 298(7%)
minecraft.used.dark_prismarine: #5, 1077(3%)
minecraft.dropped.polished_diorite: #5, 72(6%)
minecraft.dropped.writable_book: #6, 15(7%)
minecraft.mined.potted_oak_sapling: #5, 1(11%)
minecraft.mined.shulker_box: #6, 5025(6%)
minecraft.mined.horn_coral_block: #5, 67(5%)
minecraft.dropped.acacia_sapling: #5, 28(4%)
minecraft.picked_up.horn_coral_block: #5, 65(4%)
minecraft.crafted.black_bed: #5, 6(5%)
minecraft.mined.cornflower: #6, 91(7%)
minecraft.mined.cracked_polished_blackstone_bricks: #6, 1242(7%)
minecraft.mined.cyan_concrete_powder: #5, 17(5%)
minecraft.used.light_gray_banner: #5, 8(4%)
minecraft.dropped.yellow_concrete: #5, 32(4%)
minecraft.dropped.spider_eye: #5, 333(2%)
minecraft.crafted.prismarine_wall: #5, 66(8%)
minecraft.mined.gray_stained_glass_pane: #6, 54(11%)
minecraft.mined.diorite_slab: #5, 54(4%)
minecraft.dropped.polished_blackstone_brick_stairs: #5, 6(4%)
minecraft.broken.stone_sword: #5, 1(8%)
minecraft.custom.walk_one_cm: #7, 216393949(5%)
minecraft.crafted.green_dye: #6, 1099(7%)
minecraft.killed.villager: #5, 13(2%)
minecraft.dropped.cobweb: #5, 12(4%)
minecraft.killed.husk: #6, 50(7%)
minecraft.custom.player_kills: #6, 65(6%)
minecraft.mined.acacia_fence_gate: #5, 3(5%)
minecraft.crafted.dark_oak_planks: #6, 11555(6%)
minecraft.picked_up.polished_blackstone_slab: #6, 418(6%)
minecraft.used.light_weighted_pressure_plate: #5, 304(2%)
minecraft.dropped.wheat_seeds: #6, 5960(5%)
minecraft.dropped.sandstone: #6, 879(6%)
minecraft.picked_up.dirt: #6, 77874(5%)
minecraft.dropped.mushroom_stew: #5, 1(6%)
minecraft.crafted.light_weighted_pressure_plate: #5, 262(2%)
minecraft.used.netherite_pickaxe: #6, 378820(6%)
minecraft.mined.red_nether_brick_wall: #5, 3(5%)
minecraft.mined.gray_bed: #5, 19(2%)
minecraft.used.black_concrete_powder: #6, 8311(6%)
minecraft.crafted.stone_brick_slab: #6, 2718(5%)
minecraft.picked_up.cyan_banner: #5, 5(5%)
minecraft.mined.soul_fire: #6, 80(6%)
minecraft.crafted.black_shulker_box: #6, 14(6%)
minecraft.picked_up.nether_brick_fence: #6, 92(6%)
minecraft.crafted.red_nether_brick_wall: #5, 36(5%)
minecraft.crafted.light_gray_concrete_powder: #6, 5912(6%)
minecraft.mined.composter: #6, 53(5%)
minecraft.crafted.black_concrete_powder: #6, 8664(6%)
minecraft.crafted.orange_glazed_terracotta: #5, 12(4%)
minecraft.dropped.beetroot_seeds: #5, 11(2%)
minecraft.crafted.white_glazed_terracotta: #5, 12(3%)
minecraft.dropped.brown_mushroom_block: #5, 64(2%)
minecraft.picked_up.smithing_table: #6, 56(5%)
minecraft.mined.light_gray_bed: #5, 8(2%)
minecraft.mined.mossy_cobblestone: #6, 117(5%)
minecraft.mined.birch_trapdoor: #6, 62(6%)
minecraft.killed.drowned: #6, 633(5%)
minecraft.dropped.bookshelf: #5, 14(1%)
minecraft.picked_up.iron_ingot: #5, 5047(1%)
minecraft.dropped.blackstone_stairs: #5, 4(1%)
minecraft.dropped.end_stone: #6, 160(7%)
minecraft.crafted.polished_diorite_slab: #5, 36(2%)
minecraft.used.shroomlight: #6, 424(5%)
minecraft.crafted.written_book: #5, 22(1%)
minecraft.dropped.brick_stairs: #5, 3(2%)
minecraft.used.snow_block: #6, 3746(6%)
minecraft.picked_up.ender_eye: #5, 8(1%)
minecraft.used.magenta_stained_glass: #5, 10(1%)
minecraft.dropped.iron_pickaxe: #6, 7(7%)
minecraft.crafted.cyan_concrete_powder: #6, 2760(6%)
minecraft.crafted.yellow_glazed_terracotta: #5, 12(1%)
minecraft.crafted.iron_block: #6, 10345(4%)
minecraft.crafted.end_stone_brick_stairs: #5, 4(1%)
minecraft.picked_up.nether_bricks: #6, 1846(5%)
minecraft.picked_up.milk_bucket: #6, 12(6%)
minecraft.picked_up.note_block: #6, 125(5%)
minecraft.crafted.ender_chest: #6, 40(5%)
minecraft.dropped.red_nether_brick_slab: #5, 9(1%)
minecraft.picked_up.redstone_torch: #6, 436(4%)
minecraft.used.splash_potion: #6, 71(4%)
minecraft.used.jungle_door: #5, 3(0%)
minecraft.crafted.diorite_slab: #5, 12(0%)
minecraft.crafted.prismarine_stairs: #5, 4(0%)
minecraft.dropped.polished_granite_slab: #5, 2(0%)
minecraft.mined.birch_wall_sign: #6, 73(4%)
minecraft.used.soul_soil: #6, 972(6%)
minecraft.used.light_gray_concrete_powder: #6, 4514(5%)
minecraft.picked_up.end_stone_brick_slab: #5, 2(0%)
minecraft.picked_up.cobblestone_wall: #6, 219(4%)
minecraft.picked_up.yellow_shulker_box: #6, 217(4%)
minecraft.dropped.bone_meal: #6, 1044(4%)
minecraft.mined.yellow_shulker_box: #6, 217(4%)
minecraft.broken.leather_leggings: #6, 3(12%)
minecraft.dropped.repeater: #6, 60(6%)
minecraft.used.yellow_shulker_box: #6, 212(4%)
minecraft.picked_up.polished_andesite: #7, 1923(8%)
minecraft.used.mossy_cobblestone_stairs: #6, 18(7%)
minecraft.used.dark_oak_planks: #6, 1531(4%)
minecraft.crafted.redstone: #7, 21997(8%)
minecraft.crafted.acacia_boat: #6, 3(7%)
minecraft.crafted.stone_stairs: #6, 288(4%)
minecraft.used.iron_pickaxe: #6, 5175(3%)
minecraft.crafted.white_stained_glass: #6, 3288(4%)
minecraft.broken.leather_chestplate: #6, 2(11%)
minecraft.dropped.iron_chestplate: #6, 6(5%)
minecraft.crafted.gray_stained_glass_pane: #6, 352(5%)
minecraft.picked_up.bow: #7, 460(7%)
minecraft.used.pink_bed: #6, 12(5%)
minecraft.mined.crimson_door: #6, 2(8%)
minecraft.used.nether_wart_block: #6, 504(3%)
minecraft.mined.potted_cactus: #6, 3(7%)
minecraft.crafted.glass: #6, 11027(3%)
minecraft.used.birch_button: #6, 28(4%)
minecraft.dropped.lime_concrete: #6, 37(5%)
minecraft.crafted.acacia_fence_gate: #6, 32(7%)
minecraft.mined.mossy_cobblestone_stairs: #6, 4(6%)
minecraft.picked_up.shulker_box: #7, 5090(6%)
minecraft.dropped.oak_leaves: #7, 879(7%)
minecraft.dropped.cyan_terracotta: #6, 234(3%)
minecraft.picked_up.red_bed: #6, 16(4%)
minecraft.used.shulker_box: #7, 5087(6%)
minecraft.crafted.chest: #7, 4670(7%)
minecraft.mined.wither_skeleton_skull: #6, 2(7%)
minecraft.crafted.birch_trapdoor: #6, 230(3%)
minecraft.picked_up.blue_shulker_box: #6, 58(3%)
minecraft.mined.crimson_planks: #6, 81(3%)
minecraft.crafted.firework_rocket: #6, 24593(3%)
minecraft.dropped.magenta_shulker_box: #6, 1(9%)
minecraft.used.birch_trapdoor: #6, 193(2%)
minecraft.mined.dark_oak_slab: #7, 483(7%)
minecraft.mined.lime_stained_glass_pane: #6, 47(3%)
minecraft.mined.blue_shulker_box: #6, 55(3%)
minecraft.picked_up.barrel: #7, 295(6%)
minecraft.used.sandstone_slab: #6, 1240(3%)
minecraft.dropped.pink_shulker_box: #6, 1(8%)
minecraft.mined.potted_spruce_sapling: #6, 1(8%)
minecraft.dropped.pumpkin: #6, 389(3%)
minecraft.picked_up.stripped_dark_oak_log: #7, 540(8%)
minecraft.dropped.glowstone: #6, 92(3%)
minecraft.used.red_concrete: #6, 760(2%)
minecraft.used.blue_shulker_box: #6, 50(3%)
minecraft.mined.red_bed: #6, 12(3%)
minecraft.killed_by.ravager: #7, 9(8%)
minecraft.mined.hopper: #7, 756(6%)
minecraft.picked_up.heart_of_the_sea: #6, 5(3%)
minecraft.crafted.glowstone: #6, 862(2%)
minecraft.used.acacia_fence_gate: #6, 23(6%)
minecraft.crafted.polished_andesite: #7, 6008(6%)
minecraft.dropped.coal: #7, 378(6%)
minecraft.mined.comparator: #7, 138(6%)
minecraft.crafted.acacia_stairs: #6, 80(3%)
minecraft.mined.redstone_wire: #7, 1036(6%)
minecraft.used.blue_banner: #6, 3(5%)
minecraft.mined.terracotta: #7, 23280(6%)
minecraft.crafted.baked_potato: #6, 59(3%)
minecraft.crafted.redstone_torch: #7, 4163(6%)
minecraft.used.ladder: #7, 595(6%)
minecraft.used.gray_bed: #6, 22(2%)
minecraft.dropped.prismarine: #6, 25(3%)
minecraft.used.acacia_stairs: #6, 74(3%)
minecraft.picked_up.terracotta: #7, 22928(6%)
minecraft.killed.spider: #7, 213(5%)
minecraft.used.netherite_shovel: #7, 168039(7%)
minecraft.dropped.sticky_piston: #6, 13(3%)
minecraft.used.experience_bottle: #6, 129(2%)
minecraft.crafted.hopper: #7, 1777(5%)
minecraft.killed_by.wither: #6, 1(5%)
minecraft.dropped.lava_bucket: #6, 3(3%)
minecraft.mined.green_bed: #6, 13(2%)
minecraft.custom.play_noteblock: #6, 136(1%)
minecraft.picked_up.wheat: #7, 4199(5%)
minecraft.dropped.spruce_stairs: #6, 37(2%)
minecraft.crafted.blue_stained_glass_pane: #6, 32(3%)
minecraft.crafted.diamond_block: #7, 585(5%)
minecraft.dropped.dark_oak_log: #7, 192(8%)
minecraft.mined.light_gray_banner: #6, 1(4%)
minecraft.mined.yellow_terracotta: #7, 4669(6%)
minecraft.picked_up.glowstone_dust: #7, 616(5%)
minecraft.mined.magenta_concrete: #6, 116(2%)
minecraft.dropped.heart_of_the_sea: #6, 3(2%)
minecraft.crafted.popped_chorus_fruit: #6, 10(3%)
minecraft.picked_up.emerald_block: #6, 93(1%)
