stat, rank, value, (percentage) 
minecraft.killed.pillager: #1, 33729(96%)
minecraft.custom.open_barrel: #14, 4215(2%)
minecraft.custom.jump: #15, 309763(3%)
minecraft.mined.spruce_wall_sign: #14, 9(2%)
minecraft.picked_up.chainmail_helmet: #14, 3(3%)
minecraft.picked_up.string: #14, 1132(2%)
minecraft.picked_up.furnace: #14, 108(2%)
minecraft.picked_up.stick: #14, 2418(2%)
minecraft.picked_up.bookshelf: #14, 61(2%)
minecraft.crafted.bow: #14, 116(2%)
minecraft.picked_up.compass: #14, 21(2%)
minecraft.used.netherite_axe: #14, 12586(2%)
minecraft.crafted.spruce_planks: #14, 10328(2%)
minecraft.dropped.compass: #14, 18(2%)
minecraft.mined.chain: #14, 51(2%)
minecraft.crafted.chain: #14, 281(2%)
minecraft.dropped.iron_hoe: #14, 1(3%)
minecraft.mined.dead_bush: #14, 109(2%)
minecraft.used.dragon_head: #14, 1(3%)
minecraft.mined.diamond_ore: #14, 715(2%)
minecraft.picked_up.ghast_tear: #14, 34(2%)
minecraft.used.sunflower: #14, 3(2%)
minecraft.killed.bat: #14, 25(1%)
minecraft.picked_up.spruce_slab: #14, 299(1%)
minecraft.picked_up.black_concrete: #14, 600(1%)
minecraft.crafted.lapis_lazuli: #14, 852(1%)
minecraft.used.oak_slab: #14, 215(1%)
minecraft.dropped.diamond: #14, 164(1%)
minecraft.mined.sunflower: #14, 2(2%)
minecraft.dropped.chainmail_helmet: #14, 2(2%)
minecraft.mined.nether_wart_block: #14, 719(1%)
minecraft.custom.fill_cauldron: #14, 3(1%)
minecraft.mined.black_concrete: #14, 565(1%)
minecraft.picked_up.cartography_table: #14, 3(1%)
minecraft.dropped.crafting_table: #14, 7(1%)
minecraft.dropped.chainmail_chestplate: #14, 2(2%)
minecraft.mined.lectern: #14, 75(1%)
minecraft.used.lectern: #14, 78(1%)
minecraft.mined.stonecutter: #14, 28(1%)
minecraft.dropped.golden_carrot: #14, 113(1%)
minecraft.dropped.minecart: #14, 10(1%)
minecraft.mined.ancient_debris: #14, 73(1%)
minecraft.mined.spruce_button: #14, 4(1%)
minecraft.picked_up.stonecutter: #14, 28(1%)
minecraft.picked_up.magenta_shulker_box: #14, 16(1%)
minecraft.mined.warped_stairs: #14, 6(1%)
minecraft.used.wooden_sword: #14, 5(1%)
minecraft.mined.lily_of_the_valley: #14, 9(1%)
minecraft.mined.magenta_shulker_box: #14, 15(1%)
minecraft.used.cookie: #14, 2(1%)
minecraft.used.magenta_shulker_box: #14, 14(1%)
minecraft.picked_up.polished_blackstone_brick_stairs: #14, 24(1%)
minecraft.picked_up.oak_leaves: #14, 6843(1%)
minecraft.picked_up.jungle_button: #14, 2(1%)
minecraft.crafted.detector_rail: #14, 12(1%)
minecraft.dropped.diamond_chestplate: #14, 1(1%)
minecraft.dropped.iron_ore: #14, 80(1%)
minecraft.used.gray_concrete: #14, 1882(1%)
minecraft.used.light_blue_shulker_box: #14, 49(1%)
minecraft.picked_up.spruce_wood: #14, 6(1%)
minecraft.mined.magma_block: #14, 635(1%)
minecraft.mined.azure_bluet: #14, 13(1%)
minecraft.used.chest_minecart: #14, 2(1%)
minecraft.mined.cyan_concrete: #14, 231(1%)
minecraft.mined.blackstone_wall: #14, 6(1%)
minecraft.used.vine: #14, 17(1%)
minecraft.mined.lime_carpet: #14, 13(1%)
minecraft.used.activator_rail: #14, 1(1%)
minecraft.used.honey_block: #14, 79(1%)
minecraft.picked_up.stone_stairs: #14, 39(1%)
minecraft.mined.nether_brick_stairs: #14, 14(1%)
minecraft.used.grindstone: #14, 21(0%)
minecraft.picked_up.nether_brick_stairs: #14, 14(1%)
minecraft.crafted.crimson_sign: #14, 3(1%)
minecraft.dropped.book: #14, 4(1%)
minecraft.mined.black_concrete_powder: #14, 30(0%)
minecraft.picked_up.brown_wool: #14, 66(0%)
minecraft.picked_up.dark_oak_sapling: #14, 45(0%)
minecraft.dropped.clay_ball: #14, 4(1%)
minecraft.picked_up.lime_carpet: #14, 13(0%)
minecraft.mined.coal_block: #14, 8(0%)
minecraft.dropped.spruce_door: #14, 1(0%)
minecraft.dropped.grass: #14, 5(0%)
minecraft.dropped.birch_slab: #14, 3(0%)
minecraft.crafted.birch_pressure_plate: #14, 1(0%)
minecraft.crafted.bone_block: #14, 454(0%)
minecraft.used.blackstone_slab: #14, 47(0%)
minecraft.picked_up.bubble_coral_fan: #14, 3(0%)
minecraft.mined.bricks: #14, 27(0%)
minecraft.used.birch_pressure_plate: #14, 1(0%)
minecraft.mined.green_terracotta: #14, 7(0%)
minecraft.crafted.dark_oak_button: #14, 6(0%)
minecraft.picked_up.spruce_pressure_plate: #14, 1(0%)
minecraft.mined.bubble_coral_wall_fan: #14, 2(0%)
minecraft.crafted.smooth_sandstone: #14, 64(0%)
minecraft.used.red_mushroom_block: #14, 17(0%)
minecraft.mined.purple_wool: #14, 2(0%)
minecraft.mined.brain_coral_fan: #14, 1(0%)
minecraft.mined.magenta_carpet: #14, 1(0%)
minecraft.mined.infested_stone: #14, 2(0%)
minecraft.dropped.redstone_ore: #14, 2(0%)
minecraft.dropped.red_carpet: #14, 1(0%)
minecraft.mined.green_wool: #14, 2(0%)
minecraft.dropped.snow: #14, 15(0%)
minecraft.used.bricks: #14, 52(0%)
minecraft.used.brick_stairs: #14, 4(0%)
minecraft.used.dark_oak_button: #14, 2(0%)
minecraft.dropped.stone_brick_slab: #14, 7(0%)
minecraft.crafted.light_blue_terracotta: #14, 12(0%)
minecraft.dropped.pink_concrete: #14, 1(0%)
minecraft.picked_up.purple_wool: #14, 5(0%)
minecraft.dropped.cut_sandstone: #14, 1(0%)
minecraft.mined.pink_wool: #14, 1(0%)
minecraft.crafted.smooth_sandstone_slab: #14, 6(0%)
minecraft.dropped.nether_brick_slab: #14, 1(0%)
minecraft.picked_up.purple_concrete_powder: #14, 2(0%)
minecraft.used.dark_oak_wood: #14, 1(0%)
minecraft.picked_up.item_frame: #15, 259(3%)
minecraft.mined.chipped_anvil: #15, 13(3%)
minecraft.mined.lapis_ore: #15, 449(2%)
minecraft.picked_up.diamond_boots: #15, 20(2%)
minecraft.mined.furnace: #15, 74(2%)
minecraft.picked_up.bone_block: #15, 311(2%)
minecraft.dropped.diamond_block: #15, 54(2%)
minecraft.picked_up.redstone_ore: #15, 757(2%)
minecraft.crafted.lapis_block: #15, 320(2%)
minecraft.picked_up.shroomlight: #15, 204(2%)
minecraft.mined.cactus: #15, 39(2%)
minecraft.mined.gravel: #15, 13655(2%)
minecraft.crafted.oak_sign: #15, 105(2%)
minecraft.picked_up.shield: #15, 6(2%)
minecraft.custom.interact_with_cartography_table: #15, 9(2%)
minecraft.picked_up.quartz: #15, 2542(1%)
minecraft.picked_up.lantern: #15, 140(1%)
minecraft.mined.fire: #15, 197(1%)
minecraft.dropped.stone: #15, 4155(1%)
minecraft.dropped.cobblestone: #15, 2749(1%)
minecraft.dropped.torch: #15, 281(1%)
minecraft.killed_by.piglin: #15, 1(2%)
minecraft.used.dark_oak_slab: #15, 476(1%)
minecraft.mined.player_head: #15, 17(1%)
minecraft.mined.oak_pressure_plate: #15, 1(2%)
minecraft.crafted.dark_oak_stairs: #15, 172(1%)
minecraft.mined.stone_brick_stairs: #15, 56(1%)
minecraft.mined.soul_lantern: #15, 6(1%)
minecraft.picked_up.nether_wart_block: #15, 652(1%)
minecraft.picked_up.ancient_debris: #15, 74(1%)
minecraft.crafted.netherite_ingot: #15, 12(1%)
minecraft.crafted.bone_meal: #15, 23662(1%)
minecraft.mined.warped_nylium: #15, 75(1%)
minecraft.dropped.bowl: #15, 1(1%)
minecraft.picked_up.light_blue_shulker_box: #15, 52(1%)
minecraft.broken.shears: #15, 22(1%)
minecraft.mined.stripped_oak_log: #15, 46(1%)
minecraft.picked_up.stripped_oak_log: #15, 45(1%)
minecraft.mined.stone_stairs: #15, 26(1%)
minecraft.mined.spruce_wood: #15, 6(1%)
minecraft.mined.light_blue_shulker_box: #15, 47(1%)
minecraft.dropped.oak_sign: #15, 9(1%)
minecraft.mined.cyan_wool: #15, 6(1%)
minecraft.picked_up.jungle_leaves: #15, 420(1%)
minecraft.mined.melon_stem: #15, 2(1%)
minecraft.used.bookshelf: #15, 116(1%)
minecraft.dropped.lily_of_the_valley: #15, 1(1%)
minecraft.crafted.green_shulker_box: #15, 1(1%)
minecraft.dropped.ender_chest: #15, 2(1%)
minecraft.used.stone_stairs: #15, 79(1%)
minecraft.crafted.chest_minecart: #15, 2(1%)
minecraft.picked_up.magma_block: #15, 506(1%)
minecraft.dropped.purpur_stairs: #15, 3(1%)
minecraft.mined.twisting_vines_plant: #15, 7(1%)
minecraft.picked_up.crimson_stem: #15, 129(1%)
minecraft.crafted.stonecutter: #15, 8(0%)
minecraft.used.acacia_log: #15, 55(0%)
minecraft.used.birch_sapling: #15, 59(1%)
minecraft.picked_up.wooden_sword: #15, 1(1%)
minecraft.picked_up.sunflower: #15, 29(1%)
minecraft.mined.polished_blackstone_button: #15, 1(1%)
minecraft.dropped.blackstone: #15, 62(0%)
minecraft.mined.lime_wool: #15, 9(1%)
minecraft.dropped.gray_concrete: #15, 26(0%)
minecraft.used.warped_sign: #15, 2(1%)
minecraft.mined.jungle_planks: #15, 15(0%)
minecraft.picked_up.feather: #15, 41(0%)
minecraft.mined.blackstone_stairs: #15, 7(0%)
minecraft.picked_up.gray_wool: #15, 106(0%)
minecraft.used.red_mushroom: #15, 3(0%)
minecraft.crafted.green_terracotta: #15, 64(0%)
minecraft.picked_up.blackstone_stairs: #15, 7(0%)
minecraft.dropped.jungle_log: #15, 7(0%)
minecraft.mined.blue_concrete: #15, 52(0%)
minecraft.used.stripped_oak_log: #15, 11(0%)
minecraft.dropped.sweet_berries: #15, 7(0%)
minecraft.used.jungle_button: #15, 2(0%)
minecraft.crafted.spruce_pressure_plate: #15, 2(0%)
minecraft.used.blue_wool: #15, 6(0%)
minecraft.used.polished_blackstone_button: #15, 4(0%)
minecraft.used.magma_block: #15, 132(0%)
minecraft.dropped.rotten_flesh: #15, 1220(0%)
minecraft.mined.purple_carpet: #15, 2(0%)
minecraft.picked_up.polished_blackstone_button: #15, 1(0%)
minecraft.dropped.orange_terracotta: #15, 9(0%)
minecraft.dropped.item_frame: #15, 2(0%)
minecraft.used.bone_block: #15, 89(0%)
minecraft.used.pumpkin_pie: #15, 10(0%)
minecraft.picked_up.snow_block: #15, 87(0%)
minecraft.picked_up.blaze_powder: #15, 5(0%)
minecraft.mined.nether_sprouts: #15, 10(0%)
minecraft.used.smooth_sandstone: #15, 150(0%)
minecraft.mined.orange_carpet: #15, 2(0%)
minecraft.picked_up.purple_carpet: #15, 3(0%)
minecraft.dropped.red_terracotta: #15, 3(0%)
minecraft.crafted.golden_carrot: #15, 239(0%)
minecraft.used.warped_roots: #15, 2(0%)
minecraft.crafted.andesite_stairs: #15, 4(0%)
minecraft.picked_up.jungle_slab: #15, 12(0%)
minecraft.crafted.polished_blackstone_button: #15, 3(0%)
minecraft.used.sandstone_wall: #15, 19(0%)
minecraft.picked_up.blue_wool: #15, 14(0%)
minecraft.picked_up.fire_charge: #15, 3(0%)
minecraft.picked_up.brown_concrete_powder: #15, 12(0%)
minecraft.picked_up.lime_wool: #15, 12(0%)
minecraft.used.twisting_vines: #15, 2(0%)
minecraft.dropped.feather: #15, 8(0%)
minecraft.dropped.spruce_trapdoor: #15, 6(0%)
minecraft.picked_up.fire_coral_fan: #15, 1(0%)
minecraft.crafted.cartography_table: #15, 1(0%)
minecraft.mined.fire_coral_wall_fan: #15, 1(0%)
minecraft.used.spruce_wood: #15, 6(0%)
minecraft.mined.horn_coral_wall_fan: #15, 1(0%)
minecraft.picked_up.brain_coral_fan: #15, 1(0%)
minecraft.mined.light_blue_wool: #15, 1(0%)
minecraft.picked_up.honeycomb_block: #15, 2(0%)
minecraft.dropped.light_gray_concrete: #15, 1(0%)
minecraft.picked_up.red_concrete_powder: #15, 15(0%)
minecraft.crafted.black_terracotta: #15, 24(0%)
minecraft.used.green_terracotta: #15, 5(0%)
minecraft.used.lime_carpet: #15, 5(0%)
minecraft.crafted.yellow_carpet: #15, 9(0%)
minecraft.picked_up.orange_dye: #15, 1(0%)
minecraft.used.yellow_carpet: #15, 6(0%)
minecraft.picked_up.orange_wool: #15, 3(0%)
minecraft.used.green_stained_glass: #15, 2(0%)
minecraft.picked_up.light_blue_wool: #15, 2(0%)
minecraft.picked_up.blue_concrete_powder: #15, 2(0%)
minecraft.used.light_blue_wool: #15, 1(0%)
minecraft.mined.gold_ore: #16, 731(3%)
minecraft.killed_by.zombie: #16, 2(3%)
minecraft.dropped.andesite: #16, 927(2%)
minecraft.dropped.firework_rocket: #16, 553(2%)
minecraft.dropped.diamond_pickaxe: #16, 6(2%)
minecraft.picked_up.oak_log: #16, 3228(2%)
minecraft.used.furnace: #16, 108(2%)
minecraft.picked_up.diamond_chestplate: #16, 4(2%)
minecraft.mined.tripwire: #16, 36(1%)
minecraft.crafted.diamond_axe: #16, 3(1%)
minecraft.crafted.warped_planks: #16, 660(2%)
minecraft.used.diorite: #16, 315(1%)
minecraft.used.bone_meal: #16, 4398(1%)
minecraft.used.coal_ore: #16, 671(1%)
minecraft.mined.stripped_spruce_log: #16, 48(1%)
minecraft.picked_up.trident: #16, 7(2%)
minecraft.crafted.spruce_stairs: #16, 176(1%)
minecraft.used.redstone_ore: #16, 325(1%)
minecraft.used.player_head: #16, 42(1%)
minecraft.picked_up.white_concrete: #16, 1306(1%)
minecraft.picked_up.lectern: #16, 76(1%)
minecraft.crafted.iron_bars: #16, 368(1%)
minecraft.crafted.warped_stairs: #16, 32(1%)
minecraft.mined.gray_carpet: #16, 47(1%)
minecraft.mined.cyan_shulker_box: #16, 25(1%)
minecraft.picked_up.red_concrete: #16, 171(1%)
minecraft.mined.oak_leaves: #16, 7525(1%)
minecraft.used.shears: #16, 5863(1%)
minecraft.crafted.jukebox: #16, 1(1%)
minecraft.picked_up.stripped_spruce_log: #16, 31(1%)
minecraft.mined.blast_furnace: #16, 5(1%)
minecraft.dropped.birch_planks: #16, 19(1%)
minecraft.picked_up.oak_pressure_plate: #16, 1(1%)
minecraft.used.warped_stairs: #16, 23(1%)
minecraft.used.peony: #16, 3(1%)
minecraft.dropped.shears: #16, 6(1%)
minecraft.used.lava_bucket: #16, 152(1%)
minecraft.mined.white_concrete: #16, 1367(1%)
minecraft.picked_up.orange_shulker_box: #16, 38(1%)
minecraft.used.lapis_ore: #16, 33(1%)
minecraft.mined.mossy_stone_bricks: #16, 9(1%)
minecraft.picked_up.stone_brick_stairs: #16, 48(1%)
minecraft.mined.white_carpet: #16, 25(1%)
minecraft.custom.target_hit: #16, 79(1%)
minecraft.picked_up.white_dye: #16, 56(1%)
minecraft.picked_up.twisting_vines: #16, 18(1%)
minecraft.dropped.dandelion: #16, 29(1%)
minecraft.used.polished_basalt: #16, 129(0%)
minecraft.mined.warped_planks: #16, 5(1%)
minecraft.dropped.mutton: #16, 4(1%)
minecraft.picked_up.acacia_sign: #16, 5(0%)
minecraft.used.poppy: #16, 2(0%)
minecraft.picked_up.black_stained_glass: #16, 36(0%)
minecraft.used.warped_slab: #16, 28(0%)
minecraft.picked_up.smooth_sandstone: #16, 155(0%)
minecraft.mined.polished_basalt: #16, 28(0%)
minecraft.mined.green_carpet: #16, 11(0%)
minecraft.dropped.bamboo: #16, 64(0%)
minecraft.used.cartography_table: #16, 1(0%)
minecraft.picked_up.book: #16, 149(0%)
minecraft.dropped.hopper: #16, 2(0%)
minecraft.picked_up.black_banner: #16, 5(0%)
minecraft.picked_up.white_stained_glass_pane: #16, 16(0%)
minecraft.used.trident: #16, 21(0%)
minecraft.mined.pumpkin: #16, 29(0%)
minecraft.custom.interact_with_smoker: #16, 7(0%)
minecraft.picked_up.green_dye: #16, 64(0%)
minecraft.dropped.acacia_planks: #16, 2(0%)
minecraft.used.cornflower: #16, 1(0%)
minecraft.mined.tube_coral_wall_fan: #16, 2(0%)
minecraft.dropped.bone_block: #16, 7(0%)
minecraft.picked_up.acacia_trapdoor: #16, 6(0%)
minecraft.used.jungle_sign: #16, 3(0%)
minecraft.crafted.warped_trapdoor: #16, 10(0%)
minecraft.used.snowball: #16, 27(0%)
minecraft.picked_up.tube_coral_fan: #16, 2(0%)
minecraft.used.blackstone: #16, 221(0%)
minecraft.crafted.jungle_sign: #16, 3(0%)
minecraft.mined.red_sand: #16, 285(0%)
minecraft.picked_up.white_concrete_powder: #16, 337(0%)
minecraft.picked_up.yellow_wool: #16, 24(0%)
minecraft.mined.lily_pad: #16, 3(0%)
minecraft.picked_up.blackstone_wall: #16, 4(0%)
minecraft.dropped.spruce_button: #16, 1(0%)
minecraft.used.dead_bush: #16, 2(0%)
minecraft.crafted.grindstone: #16, 6(0%)
minecraft.picked_up.green_terracotta: #16, 5(0%)
minecraft.used.spruce_pressure_plate: #16, 1(0%)
minecraft.used.smoker: #16, 1(0%)
minecraft.dropped.wheat: #16, 8(0%)
minecraft.picked_up.golden_sword: #16, 5(0%)
minecraft.crafted.leather_leggings: #16, 2(0%)
minecraft.mined.black_stained_glass_pane: #16, 3(0%)
minecraft.crafted.loom: #16, 2(0%)
minecraft.mined.brown_wool: #16, 2(0%)
minecraft.used.fern: #16, 6(0%)
minecraft.used.mossy_cobblestone: #16, 3(0%)
minecraft.picked_up.horn_coral_fan: #16, 1(0%)
minecraft.used.melon_slice: #16, 1(0%)
minecraft.used.grass: #16, 13(0%)
minecraft.picked_up.blue_orchid: #16, 4(0%)
minecraft.used.black_wool: #16, 21(0%)
minecraft.crafted.polished_blackstone_brick_slab: #16, 6(0%)
minecraft.mined.sweet_berry_bush: #16, 5(0%)
minecraft.dropped.golden_sword: #16, 2(0%)
minecraft.picked_up.sweet_berries: #16, 31(0%)
minecraft.crafted.green_stained_glass: #16, 8(0%)
minecraft.used.green_wool: #16, 2(0%)
minecraft.dropped.cooked_porkchop: #16, 7(0%)
minecraft.picked_up.light_gray_dye: #16, 2(0%)
minecraft.used.yellow_terracotta: #16, 1(0%)
minecraft.custom.fly_one_cm: #17, 65421771(2%)
minecraft.mined.bell: #17, 5(2%)
minecraft.mined.oak_log: #17, 2462(2%)
minecraft.picked_up.magma_cream: #17, 77(2%)
minecraft.picked_up.filled_map: #17, 73(2%)
minecraft.crafted.coal: #17, 1605(1%)
minecraft.mined.warped_fungus: #17, 31(1%)
minecraft.picked_up.chainmail_chestplate: #17, 2(1%)
minecraft.crafted.barrel: #17, 96(1%)
minecraft.mined.tripwire_hook: #17, 2(2%)
minecraft.mined.spruce_trapdoor: #17, 158(1%)
minecraft.picked_up.crying_obsidian: #17, 29(1%)
minecraft.picked_up.lapis_ore: #17, 91(1%)
minecraft.crafted.bucket: #17, 64(1%)
minecraft.crafted.stone_sword: #17, 1(1%)
minecraft.dropped.netherite_shovel: #17, 1(1%)
minecraft.custom.interact_with_grindstone: #17, 27(1%)
minecraft.dropped.netherite_axe: #17, 1(1%)
minecraft.picked_up.spruce_sign: #17, 29(1%)
minecraft.killed.sheep: #17, 25(1%)
minecraft.used.cyan_shulker_box: #17, 27(1%)
minecraft.picked_up.rotten_flesh: #17, 2228(1%)
minecraft.picked_up.cyan_shulker_box: #17, 25(1%)
minecraft.mined.birch_sign: #17, 6(1%)
minecraft.mined.cocoa: #17, 71(1%)
minecraft.used.oak_stairs: #17, 29(1%)
minecraft.picked_up.leather_helmet: #17, 11(1%)
minecraft.used.oak_planks: #17, 118(1%)
minecraft.picked_up.blast_furnace: #17, 5(1%)
minecraft.crafted.dark_oak_slab: #17, 240(1%)
minecraft.crafted.shield: #17, 2(1%)
minecraft.dropped.grass_block: #17, 175(1%)
minecraft.used.diamond_ore: #17, 108(1%)
minecraft.used.spruce_door: #17, 4(1%)
minecraft.used.jungle_leaves: #17, 154(1%)
minecraft.picked_up.warped_nylium: #17, 49(1%)
minecraft.picked_up.diamond_ore: #17, 123(1%)
minecraft.picked_up.crimson_fungus: #17, 26(1%)
minecraft.crafted.spruce_fence: #17, 123(1%)
minecraft.picked_up.warped_planks: #17, 9(1%)
minecraft.dropped.spruce_log: #17, 75(1%)
minecraft.dropped.spruce_planks: #17, 23(0%)
minecraft.killed.chicken: #17, 18(0%)
minecraft.mined.jungle_leaves: #17, 417(0%)
minecraft.dropped.oak_sapling: #17, 30(0%)
minecraft.used.daylight_detector: #17, 5(0%)
minecraft.picked_up.spruce_button: #17, 5(0%)
minecraft.used.crimson_roots: #17, 1(0%)
minecraft.used.red_terracotta: #17, 102(0%)
minecraft.crafted.leather_chestplate: #17, 5(0%)
minecraft.crafted.cauldron: #17, 6(0%)
minecraft.crafted.stone_brick_stairs: #17, 32(0%)
minecraft.picked_up.egg: #17, 58(0%)
minecraft.mined.acacia_trapdoor: #17, 6(0%)
minecraft.dropped.purpur_block: #17, 4(0%)
minecraft.mined.bamboo_sapling: #17, 1(0%)
minecraft.mined.warped_roots: #17, 24(0%)
minecraft.picked_up.black_wool: #17, 43(0%)
minecraft.mined.polished_andesite_stairs: #17, 12(0%)
minecraft.crafted.bookshelf: #17, 54(0%)
minecraft.used.green_carpet: #17, 26(0%)
minecraft.dropped.purpur_slab: #17, 1(0%)
minecraft.picked_up.green_carpet: #17, 11(0%)
minecraft.used.white_terracotta: #17, 48(0%)
minecraft.used.andesite_wall: #17, 28(0%)
minecraft.crafted.jungle_slab: #17, 60(0%)
minecraft.used.warped_fungus: #17, 17(0%)
minecraft.picked_up.red_sand: #17, 281(0%)
minecraft.mined.light_blue_carpet: #17, 2(0%)
minecraft.used.warped_trapdoor: #17, 7(0%)
minecraft.used.coal_block: #17, 9(0%)
minecraft.picked_up.beehive: #17, 2(0%)
minecraft.picked_up.polished_andesite_stairs: #17, 12(0%)
minecraft.dropped.leather: #17, 17(0%)
minecraft.mined.gray_concrete_powder: #17, 12(0%)
minecraft.used.map: #17, 1(0%)
minecraft.picked_up.light_gray_concrete_powder: #17, 52(0%)
minecraft.crafted.green_carpet: #17, 18(0%)
minecraft.picked_up.black_stained_glass_pane: #17, 5(0%)
minecraft.mined.melon: #17, 14(0%)
minecraft.mined.brown_terracotta: #17, 37(0%)
minecraft.picked_up.cookie: #17, 2(0%)
minecraft.mined.yellow_carpet: #17, 2(0%)
minecraft.picked_up.dead_bush: #17, 4(0%)
minecraft.used.jungle_fence: #17, 2(0%)
minecraft.crafted.light_gray_stained_glass_pane: #17, 32(0%)
minecraft.mined.andesite_wall: #17, 2(0%)
minecraft.used.warped_stem: #17, 21(0%)
minecraft.crafted.warped_slab: #17, 6(0%)
minecraft.used.nether_wart: #17, 69(0%)
minecraft.used.crimson_fungus: #17, 2(0%)
minecraft.used.sweet_berries: #17, 9(0%)
minecraft.mined.blackstone_slab: #17, 2(0%)
minecraft.used.andesite_stairs: #17, 1(0%)
minecraft.used.jungle_planks: #17, 5(0%)
minecraft.picked_up.blackstone_slab: #17, 2(0%)
minecraft.picked_up.melon: #17, 5(0%)
minecraft.dropped.red_sand: #17, 1(0%)
minecraft.used.light_blue_carpet: #17, 2(0%)
minecraft.crafted.lime_carpet: #17, 3(0%)
minecraft.dropped.lapis_lazuli: #17, 1(0%)
minecraft.dropped.spectral_arrow: #17, 1(0%)
minecraft.picked_up.black_carpet: #17, 14(0%)
minecraft.picked_up.yellow_carpet: #17, 2(0%)
minecraft.picked_up.stone: #18, 78889(2%)
minecraft.mined.oak_fence: #18, 144(2%)
minecraft.crafted.diamond_hoe: #18, 2(2%)
minecraft.crafted.coal_block: #18, 560(2%)
minecraft.used.stone_axe: #18, 85(1%)
minecraft.picked_up.white_bed: #18, 49(1%)
minecraft.mined.white_bed: #18, 46(1%)
minecraft.crafted.white_bed: #18, 7(1%)
minecraft.picked_up.cooked_beef: #18, 256(1%)
minecraft.mined.nether_quartz_ore: #18, 1226(1%)
minecraft.dropped.netherite_pickaxe: #18, 2(1%)
minecraft.dropped.diamond_boots: #18, 2(1%)
minecraft.mined.campfire: #18, 15(1%)
minecraft.mined.player_wall_head: #18, 7(1%)
minecraft.mined.nether_gold_ore: #18, 83(1%)
minecraft.crafted.diamond_boots: #18, 2(1%)
minecraft.used.granite: #18, 327(1%)
minecraft.mined.jungle_sign: #18, 1(1%)
minecraft.picked_up.iron_boots: #18, 6(1%)
minecraft.picked_up.lava_bucket: #18, 2(1%)
minecraft.killed.trader_llama: #18, 4(1%)
minecraft.mined.cracked_stone_bricks: #18, 15(1%)
minecraft.crafted.red_shulker_box: #18, 2(1%)
minecraft.picked_up.spruce_trapdoor: #18, 143(1%)
minecraft.used.lime_shulker_box: #18, 20(1%)
minecraft.mined.blackstone: #18, 1671(1%)
minecraft.mined.red_mushroom: #18, 6(1%)
minecraft.crafted.fishing_rod: #18, 2(1%)
minecraft.used.iron_sword: #18, 250(1%)
minecraft.picked_up.white_wool: #18, 134(1%)
minecraft.picked_up.mossy_stone_bricks: #18, 9(1%)
minecraft.mined.weeping_vines: #18, 5(1%)
minecraft.mined.warped_trapdoor: #18, 5(1%)
minecraft.used.spruce_fence: #18, 121(1%)
minecraft.picked_up.lime_shulker_box: #18, 14(1%)
minecraft.used.mossy_stone_bricks: #18, 15(1%)
minecraft.mined.white_wool: #18, 20(0%)
minecraft.picked_up.warped_trapdoor: #18, 5(1%)
minecraft.mined.red_concrete: #18, 93(0%)
minecraft.used.blast_furnace: #18, 6(0%)
minecraft.picked_up.warped_fungus: #18, 37(0%)
minecraft.used.nether_bricks: #18, 129(0%)
minecraft.mined.warped_wart_block: #18, 250(0%)
minecraft.crafted.stone_brick_wall: #18, 24(0%)
minecraft.used.orange_shulker_box: #18, 21(0%)
minecraft.mined.orange_shulker_box: #18, 19(0%)
minecraft.picked_up.polished_basalt: #18, 29(0%)
minecraft.picked_up.dark_oak_sign: #18, 6(0%)
minecraft.custom.horse_one_cm: #18, 37184(0%)
minecraft.used.oak_sapling: #18, 111(0%)
minecraft.picked_up.warped_stem: #18, 106(0%)
minecraft.crafted.leather_boots: #18, 2(0%)
minecraft.mined.lime_shulker_box: #18, 6(0%)
minecraft.dropped.ink_sac: #18, 8(0%)
minecraft.dropped.apple: #18, 3(0%)
minecraft.dropped.light_gray_stained_glass_pane: #18, 24(0%)
minecraft.dropped.white_carpet: #18, 3(0%)
minecraft.used.red_wool: #18, 22(0%)
minecraft.mined.andesite_stairs: #18, 1(0%)
minecraft.dropped.gold_ore: #18, 1(0%)
minecraft.mined.birch_sapling: #18, 1(0%)
minecraft.mined.polished_blackstone_brick_slab: #18, 7(0%)
minecraft.used.warped_nylium: #18, 5(0%)
minecraft.used.white_wool: #18, 42(0%)
minecraft.picked_up.warped_roots: #18, 40(0%)
minecraft.mined.jungle_log: #18, 145(0%)
minecraft.dropped.enchanted_book: #18, 3(0%)
minecraft.dropped.cobblestone_slab: #18, 5(0%)
minecraft.mined.blue_wool: #18, 1(0%)
minecraft.picked_up.grass: #18, 20(0%)
minecraft.picked_up.brown_terracotta: #18, 35(0%)
minecraft.used.polished_andesite_stairs: #18, 16(0%)
minecraft.picked_up.light_blue_carpet: #18, 2(0%)
minecraft.mined.dark_oak_leaves: #18, 46(0%)
minecraft.crafted.daylight_detector: #18, 2(0%)
minecraft.mined.nether_wart: #18, 62(0%)
minecraft.used.clay: #18, 6(0%)
minecraft.dropped.potato: #18, 6(0%)
minecraft.dropped.rose_bush: #18, 3(0%)
minecraft.picked_up.andesite_stairs: #18, 1(0%)
minecraft.dropped.egg: #18, 5(0%)
minecraft.mined.jungle_slab: #18, 2(0%)
minecraft.crafted.green_concrete_powder: #18, 16(0%)
minecraft.used.smooth_sandstone_slab: #18, 6(0%)
minecraft.used.podzol: #18, 6(0%)
minecraft.picked_up.pink_wool: #18, 1(0%)
