stat, rank, value, (percentage) 
minecraft.picked_up.exposed_copper: #8, 24(4%)
minecraft.mined.exposed_copper: #8, 24(4%)
minecraft.dropped.dirt: #8, 1336(3%)
minecraft.picked_up.ladder: #8, 187(3%)
minecraft.crafted.birch_fence: #8, 48(5%)
minecraft.used.stone_brick_slab: #8, 887(4%)
minecraft.dropped.leather_boots: #8, 10(3%)
minecraft.crafted.oak_fence_gate: #8, 18(4%)
minecraft.picked_up.gray_carpet: #8, 40(4%)
minecraft.mined.bamboo: #8, 201(2%)
minecraft.crafted.iron_door: #8, 15(3%)
minecraft.crafted.netherite_leggings: #8, 1(7%)
minecraft.crafted.crimson_trapdoor: #8, 38(5%)
minecraft.picked_up.quartz_stairs: #8, 15(4%)
minecraft.mined.azure_bluet: #8, 17(3%)
minecraft.picked_up.armor_stand: #8, 17(3%)
minecraft.used.stripped_dark_oak_log: #8, 65(3%)
minecraft.picked_up.shulker_shell: #8, 229(2%)
minecraft.killed.chicken: #8, 28(2%)
minecraft.mined.gray_carpet: #8, 19(3%)
minecraft.mined.deepslate_brick_wall: #8, 5(4%)
minecraft.picked_up.polished_blackstone_slab: #8, 28(3%)
minecraft.picked_up.gray_wool: #8, 103(3%)
minecraft.used.cut_copper_stairs: #8, 112(3%)
minecraft.mined.polished_blackstone_slab: #8, 24(3%)
minecraft.picked_up.ghast_tear: #8, 13(2%)
minecraft.crafted.glass_bottle: #8, 471(2%)
minecraft.picked_up.chicken: #8, 24(2%)
minecraft.used.smooth_sandstone_stairs: #8, 199(2%)
minecraft.mined.polished_granite: #8, 8(2%)
minecraft.mined.nether_brick_slab: #8, 3(3%)
minecraft.mined.dark_oak_leaves: #8, 265(1%)
minecraft.used.jungle_stairs: #8, 38(3%)
minecraft.used.jungle_sapling: #8, 25(2%)
minecraft.mined.orange_terracotta: #8, 224(1%)
minecraft.crafted.diorite_wall: #8, 6(4%)
minecraft.mined.dispenser: #9, 33(5%)
minecraft.picked_up.cut_copper_slab: #8, 9(3%)
minecraft.picked_up.nether_brick_slab: #8, 4(3%)
minecraft.picked_up.chiseled_deepslate: #8, 17(2%)
minecraft.crafted.jungle_fence_gate: #8, 4(3%)
minecraft.picked_up.jungle_stairs: #8, 9(2%)
minecraft.picked_up.cut_sandstone_slab: #8, 12(2%)
minecraft.used.oxidized_copper: #8, 131(2%)
minecraft.picked_up.honeycomb: #8, 362(2%)
minecraft.picked_up.orange_terracotta: #8, 214(1%)
minecraft.picked_up.yellow_wool: #8, 65(2%)
minecraft.dropped.spruce_sapling: #8, 11(2%)
minecraft.used.wither_skeleton_skull: #8, 6(2%)
minecraft.picked_up.honey_block: #8, 14(2%)
minecraft.picked_up.oxeye_daisy: #8, 31(1%)
minecraft.used.oxidized_cut_copper_slab: #8, 56(2%)
minecraft.used.glow_lichen: #8, 391(1%)
minecraft.mined.tripwire: #8, 23(1%)
minecraft.picked_up.clock: #8, 8(1%)
minecraft.mined.deepslate_coal_ore: #9, 608(5%)
minecraft.used.lava_bucket: #8, 125(1%)
minecraft.crafted.spruce_slab: #9, 1366(5%)
minecraft.mined.kelp_plant: #9, 189(5%)
minecraft.crafted.raw_gold: #8, 99(2%)
minecraft.picked_up.splash_potion: #8, 9(1%)
minecraft.picked_up.diamond_helmet: #9, 15(5%)
minecraft.dropped.rabbit_hide: #8, 1(2%)
minecraft.mined.horn_coral_block: #8, 29(1%)
minecraft.picked_up.dirt: #9, 22750(4%)
minecraft.dropped.black_wool: #8, 4(1%)
minecraft.crafted.cooked_chicken: #8, 7(1%)
minecraft.dropped.powered_rail: #8, 2(1%)
minecraft.picked_up.cracked_deepslate_tiles: #8, 3(1%)
minecraft.crafted.polished_granite_slab: #8, 6(2%)
minecraft.crafted.oxidized_cut_copper: #8, 22(2%)
minecraft.used.splash_potion: #9, 34(6%)
minecraft.picked_up.black_concrete_powder: #8, 84(1%)
minecraft.mined.brown_terracotta: #8, 188(1%)
minecraft.dropped.potato: #8, 297(1%)
minecraft.used.acacia_wood: #8, 32(1%)
minecraft.mined.red_stained_glass: #8, 2(1%)
minecraft.used.black_banner: #8, 1(1%)
minecraft.picked_up.brick_wall: #8, 1(1%)
minecraft.picked_up.cauldron: #8, 9(1%)
minecraft.used.stone_button: #8, 118(0%)
minecraft.mined.raw_copper_block: #8, 1(1%)
minecraft.picked_up.small_amethyst_bud: #8, 20(1%)
minecraft.picked_up.warped_fence: #8, 1(1%)
minecraft.picked_up.iron_helmet: #9, 7(5%)
minecraft.mined.small_amethyst_bud: #8, 20(0%)
minecraft.picked_up.jungle_sign: #8, 2(1%)
minecraft.crafted.black_banner: #8, 1(1%)
minecraft.picked_up.stripped_spruce_wood: #8, 3(0%)
minecraft.used.stripped_jungle_wood: #8, 1(1%)
minecraft.mined.red_tulip: #8, 1(1%)
minecraft.picked_up.stripped_jungle_wood: #8, 1(1%)
minecraft.mined.stripped_jungle_wood: #8, 1(1%)
minecraft.picked_up.fire_coral_fan: #8, 6(0%)
minecraft.custom.interact_with_beacon: #9, 23(4%)
minecraft.dropped.twisting_vines: #8, 4(0%)
minecraft.killed_by.player: #9, 7(4%)
minecraft.dropped.rabbit: #8, 1(0%)
minecraft.dropped.white_concrete: #8, 3(0%)
minecraft.mined.stripped_dark_oak_wood: #8, 4(0%)
minecraft.used.small_amethyst_bud: #8, 7(0%)
minecraft.picked_up.stripped_dark_oak_wood: #8, 4(0%)
minecraft.dropped.beetroot: #8, 2(0%)
minecraft.used.warped_button: #8, 2(0%)
minecraft.dropped.beetroot_seeds: #8, 4(0%)
minecraft.used.stripped_dark_oak_wood: #8, 3(0%)
minecraft.used.red_nether_bricks: #8, 1(0%)
minecraft.picked_up.coal: #9, 7073(4%)
minecraft.mined.stripped_warped_hyphae: #8, 1(0%)
minecraft.picked_up.green_concrete_powder: #8, 1(0%)
minecraft.picked_up.tube_coral_block: #8, 2(0%)
minecraft.used.dead_bush: #8, 2(0%)
minecraft.picked_up.golden_boots: #9, 14(4%)
minecraft.dropped.oak_log: #9, 112(5%)
minecraft.picked_up.spruce_log: #9, 4917(4%)
minecraft.picked_up.flowering_azalea: #9, 188(4%)
minecraft.picked_up.dark_oak_trapdoor: #9, 46(4%)
minecraft.used.item_frame: #9, 180(4%)
minecraft.crafted.dispenser: #9, 63(4%)
minecraft.picked_up.azalea: #9, 432(4%)
minecraft.picked_up.dispenser: #9, 29(4%)
minecraft.mined.spruce_log: #9, 3850(4%)
minecraft.dropped.diamond_helmet: #9, 3(6%)
minecraft.picked_up.iron_sword: #9, 7(4%)
minecraft.picked_up.leather_helmet: #9, 9(4%)
minecraft.picked_up.redstone_block: #9, 164(3%)
minecraft.picked_up.composter: #9, 30(4%)
minecraft.crafted.item_frame: #9, 155(3%)
minecraft.crafted.spruce_trapdoor: #9, 474(4%)
minecraft.dropped.cobblestone: #9, 2838(3%)
minecraft.used.brewing_stand: #9, 11(3%)
minecraft.mined.wheat: #9, 2413(3%)
minecraft.used.oak_sapling: #9, 274(3%)
minecraft.crafted.oak_button: #9, 14(5%)
minecraft.dropped.smooth_basalt: #9, 47(4%)
minecraft.picked_up.glow_item_frame: #9, 6(3%)
minecraft.used.oak_slab: #9, 212(3%)
minecraft.mined.bee_nest: #9, 6(5%)
minecraft.picked_up.tinted_glass: #9, 124(3%)
minecraft.used.diamond_helmet: #9, 3(5%)
minecraft.picked_up.egg: #9, 184(3%)
minecraft.picked_up.deepslate_coal_ore: #9, 123(3%)
minecraft.picked_up.rotten_flesh: #9, 2298(3%)
minecraft.picked_up.jungle_log: #9, 935(3%)
minecraft.mined.cobblestone_wall: #9, 37(3%)
minecraft.mined.weeping_vines_plant: #9, 11(4%)
minecraft.dropped.iron_sword: #9, 4(3%)
minecraft.picked_up.acacia_log: #9, 582(3%)
minecraft.dropped.ender_chest: #9, 4(3%)
minecraft.picked_up.azure_bluet: #9, 41(3%)
minecraft.crafted.deepslate_brick_stairs: #9, 25(3%)
minecraft.picked_up.milk_bucket: #9, 2(6%)
minecraft.crafted.deepslate_tile_stairs: #9, 32(2%)
minecraft.dropped.netherrack: #9, 3591(2%)
minecraft.mined.flower_pot: #9, 3(3%)
minecraft.picked_up.feather: #9, 39(2%)
minecraft.mined.white_wool: #9, 39(2%)
minecraft.killed.zombie: #9, 640(2%)
minecraft.mined.pumpkin: #9, 92(2%)
minecraft.picked_up.stone_pressure_plate: #9, 8(3%)
minecraft.dropped.netherite_boots: #9, 1(5%)
minecraft.crafted.jungle_stairs: #9, 48(3%)
minecraft.picked_up.cobweb: #9, 60(3%)
minecraft.mined.nether_brick_fence: #9, 11(2%)
minecraft.used.smooth_basalt: #9, 102(2%)
minecraft.used.red_wool: #9, 292(2%)
minecraft.picked_up.nether_brick_fence: #9, 11(2%)
minecraft.used.acacia_log: #9, 120(2%)
minecraft.dropped.apple: #9, 19(2%)
minecraft.used.crimson_trapdoor: #9, 27(4%)
minecraft.picked_up.jungle_planks: #9, 55(2%)
minecraft.crafted.polished_diorite: #9, 136(2%)
minecraft.crafted.raw_copper: #9, 544(2%)
minecraft.crafted.blackstone_stairs: #9, 8(3%)
minecraft.dropped.iron_boots: #9, 5(2%)
minecraft.picked_up.crimson_nylium: #9, 38(2%)
minecraft.picked_up.birch_leaves: #9, 388(1%)
minecraft.used.yellow_dye: #9, 1(4%)
minecraft.picked_up.stone_shovel: #9, 1(4%)
minecraft.dropped.gunpowder: #9, 152(1%)
minecraft.mined.oak_wood: #9, 18(2%)
minecraft.picked_up.spruce_button: #9, 5(2%)
minecraft.dropped.feather: #9, 9(2%)
minecraft.dropped.white_dye: #9, 36(2%)
minecraft.picked_up.torch: #10, 4123(5%)
minecraft.mined.dead_bush: #9, 56(1%)
minecraft.dropped.chicken: #9, 4(2%)
minecraft.picked_up.charcoal: #9, 7(2%)
minecraft.picked_up.polished_andesite: #9, 34(1%)
minecraft.used.white_terracotta: #9, 24(2%)
minecraft.dropped.end_stone_bricks: #9, 6(2%)
minecraft.picked_up.smooth_sandstone: #9, 164(1%)
minecraft.picked_up.acacia_planks: #9, 29(1%)
minecraft.dropped.bowl: #9, 1(3%)
minecraft.dropped.grass_block: #9, 457(1%)
minecraft.dropped.glass: #9, 74(1%)
minecraft.used.jungle_fence_gate: #9, 3(2%)
minecraft.picked_up.iron_ingot: #9, 765(1%)
minecraft.picked_up.deepslate_brick_wall: #9, 5(1%)
minecraft.mined.mossy_stone_bricks: #9, 17(1%)
minecraft.picked_up.cornflower: #9, 41(1%)
minecraft.used.smooth_sandstone_slab: #9, 81(1%)
minecraft.crafted.oak_boat: #9, 9(1%)
minecraft.picked_up.magenta_stained_glass: #9, 2(2%)
minecraft.killed.witch: #9, 6(1%)
minecraft.picked_up.pointed_dripstone: #9, 215(1%)
minecraft.mined.piston_head: #10, 5(6%)
minecraft.used.smooth_sandstone: #9, 177(1%)
minecraft.used.spruce_button: #9, 10(1%)
minecraft.picked_up.acacia_slab: #9, 13(1%)
minecraft.dropped.emerald: #9, 34(1%)
minecraft.picked_up.wheat_seeds: #10, 11713(4%)
minecraft.picked_up.brown_terracotta: #9, 174(1%)
minecraft.picked_up.spruce_leaves: #9, 529(1%)
minecraft.mined.grass: #10, 2165(4%)
minecraft.picked_up.oak_log: #10, 3347(4%)
minecraft.used.cartography_table: #9, 2(1%)
minecraft.picked_up.red_carpet: #9, 2(1%)
minecraft.used.mossy_cobblestone_stairs: #9, 4(1%)
minecraft.picked_up.glass_pane: #9, 59(1%)
minecraft.dropped.sugar_cane: #9, 25(0%)
minecraft.crafted.cut_copper_slab: #9, 6(1%)
minecraft.mined.warped_fence: #9, 1(1%)
minecraft.mined.cracked_deepslate_bricks: #9, 4(1%)
minecraft.picked_up.cracked_stone_bricks: #9, 15(1%)
minecraft.picked_up.iron_leggings: #10, 8(5%)
minecraft.mined.jungle_wall_sign: #9, 1(1%)
minecraft.picked_up.blue_dye: #9, 3(1%)
minecraft.crafted.barrel: #10, 137(4%)
minecraft.dropped.glass_bottle: #9, 34(0%)
minecraft.mined.fire_coral_wall_fan: #9, 6(0%)
minecraft.crafted.mossy_stone_bricks: #9, 85(0%)
minecraft.picked_up.golden_carrot: #10, 945(4%)
minecraft.picked_up.jungle_leaves: #9, 9(0%)
minecraft.mined.medium_amethyst_bud: #9, 8(0%)
minecraft.dropped.spruce_leaves: #9, 7(0%)
minecraft.picked_up.medium_amethyst_bud: #9, 7(0%)
minecraft.picked_up.mossy_stone_bricks: #9, 18(0%)
minecraft.picked_up.horn_coral_fan: #9, 4(0%)
minecraft.dropped.sugar: #9, 26(0%)
minecraft.used.red_mushroom: #9, 1(0%)
minecraft.picked_up.brown_wool: #9, 4(0%)
minecraft.picked_up.diamond: #10, 550(4%)
minecraft.dropped.cobblestone_wall: #9, 1(0%)
minecraft.picked_up.bubble_coral: #9, 1(0%)
minecraft.mined.bubble_coral: #9, 1(0%)
minecraft.mined.fire_coral_block: #9, 4(0%)
minecraft.dropped.iron_bars: #9, 1(0%)
minecraft.picked_up.fire_coral_block: #9, 4(0%)
minecraft.picked_up.orange_tulip: #9, 5(0%)
minecraft.mined.stripped_warped_stem: #9, 2(0%)
minecraft.picked_up.stripped_warped_stem: #9, 2(0%)
minecraft.picked_up.cracked_deepslate_bricks: #9, 3(0%)
minecraft.used.emerald_block: #9, 2(0%)
minecraft.used.sea_pickle: #9, 5(0%)
minecraft.killed.drowned: #9, 159(0%)
minecraft.mined.player_head: #10, 15(4%)
minecraft.dropped.shulker_box: #10, 14(5%)
minecraft.mined.moss_block: #10, 1627(4%)
minecraft.picked_up.stick: #10, 2017(3%)
minecraft.picked_up.wheat: #10, 3332(3%)
minecraft.picked_up.rose_bush: #10, 210(4%)
minecraft.mined.spruce_trapdoor: #10, 131(4%)
minecraft.custom.interact_with_loom: #10, 8(6%)
minecraft.picked_up.diamond_axe: #10, 19(3%)
minecraft.picked_up.spruce_sapling: #10, 474(3%)
minecraft.picked_up.oak_stairs: #10, 38(4%)
minecraft.used.wheat_seeds: #10, 3824(3%)
minecraft.mined.amethyst_block: #10, 664(4%)
minecraft.used.ender_chest: #10, 161(3%)
minecraft.picked_up.netherrack: #10, 9229(3%)
minecraft.picked_up.birch_sign: #10, 29(3%)
minecraft.used.stonecutter: #10, 35(3%)
minecraft.mined.stonecutter: #10, 32(3%)
minecraft.custom.fall_one_cm: #11, 4768993(4%)
minecraft.picked_up.stonecutter: #10, 31(3%)
minecraft.picked_up.birch_slab: #10, 31(3%)
minecraft.picked_up.glowstone_dust: #10, 130(3%)
minecraft.mined.ender_chest: #10, 142(3%)
minecraft.mined.deepslate_tile_slab: #10, 125(3%)
minecraft.crafted.bucket: #10, 123(3%)
minecraft.picked_up.end_rod: #10, 139(3%)
minecraft.crafted.shears: #10, 58(3%)
minecraft.used.diamond_chestplate: #10, 1(6%)
minecraft.picked_up.white_wool: #10, 315(2%)
minecraft.picked_up.red_mushroom: #10, 44(3%)
minecraft.custom.horse_one_cm: #10, 3151192(2%)
minecraft.mined.glowstone: #10, 121(2%)
minecraft.picked_up.stone_slab: #10, 196(3%)
minecraft.picked_up.pumpkin_seeds: #10, 381(3%)
minecraft.dropped.andesite: #10, 404(2%)
minecraft.used.milk_bucket: #10, 6(3%)
minecraft.used.wooden_pickaxe: #10, 12(3%)
minecraft.picked_up.spruce_trapdoor: #10, 136(2%)
minecraft.picked_up.flower_pot: #10, 14(3%)
minecraft.used.peony: #10, 3(4%)
minecraft.killed.sheep: #10, 11(3%)
minecraft.mined.oak_leaves: #10, 2517(2%)
minecraft.dropped.netherite_pickaxe: #10, 3(3%)
minecraft.mined.spruce_door: #10, 7(3%)
minecraft.killed.pig: #10, 14(3%)
minecraft.used.cooked_mutton: #10, 9(3%)
minecraft.used.white_carpet: #10, 69(2%)
minecraft.picked_up.chainmail_chestplate: #10, 2(3%)
minecraft.dropped.birch_planks: #10, 28(3%)
minecraft.mined.oxeye_daisy: #10, 16(3%)
minecraft.crafted.shulker_box: #10, 103(2%)
minecraft.dropped.oak_sapling: #10, 23(2%)
minecraft.dropped.netherite_leggings: #10, 1(5%)
minecraft.crafted.fermented_spider_eye: #10, 14(3%)
minecraft.used.polished_deepslate_stairs: #10, 261(2%)
minecraft.dropped.polished_blackstone_button: #10, 3(3%)
minecraft.picked_up.paper: #10, 98(2%)
minecraft.crafted.stonecutter: #10, 5(2%)
minecraft.used.glass_bottle: #10, 116(2%)
minecraft.picked_up.poppy: #10, 162(2%)
minecraft.dropped.leather: #10, 31(2%)
minecraft.crafted.lime_terracotta: #10, 64(3%)
minecraft.used.polished_andesite: #10, 158(2%)
minecraft.mined.cocoa: #10, 31(2%)
minecraft.dropped.sandstone: #10, 74(2%)
minecraft.mined.birch_leaves: #10, 684(1%)
minecraft.used.bee_nest: #10, 3(3%)
minecraft.used.cobblestone_wall: #10, 53(2%)
minecraft.mined.red_mushroom_block: #10, 175(2%)
minecraft.crafted.spruce_pressure_plate: #10, 2(2%)
minecraft.used.deepslate_iron_ore: #10, 23(2%)
minecraft.mined.light_gray_stained_glass: #10, 18(2%)
minecraft.picked_up.acacia_sapling: #10, 99(2%)
minecraft.used.cooked_salmon: #10, 3(3%)
minecraft.mined.stone_brick_wall: #10, 5(2%)
minecraft.picked_up.nether_wart_block: #10, 79(1%)
minecraft.dropped.azure_bluet: #10, 2(2%)
minecraft.mined.cut_copper_slab: #10, 5(2%)
minecraft.used.mossy_stone_bricks: #10, 77(2%)
minecraft.picked_up.white_dye: #10, 24(1%)
minecraft.mined.nether_wart_block: #10, 71(1%)
minecraft.picked_up.trident: #10, 2(2%)
minecraft.crafted.player_head: #10, 34(1%)
minecraft.picked_up.cobbled_deepslate_slab: #10, 17(1%)
minecraft.used.hay_block: #10, 24(1%)
minecraft.dropped.spider_eye: #10, 112(1%)
minecraft.dropped.redstone_torch: #10, 4(1%)
minecraft.crafted.sugar: #10, 75(1%)
minecraft.dropped.soul_sand: #10, 13(1%)
minecraft.picked_up.copper_ingot: #10, 214(1%)
minecraft.crafted.tripwire_hook: #10, 8(1%)
minecraft.custom.interact_with_cartography_table: #10, 3(1%)
minecraft.dropped.spruce_log: #10, 46(1%)
minecraft.mined.deepslate_tile_wall: #10, 9(1%)
minecraft.picked_up.white_terracotta: #10, 77(1%)
minecraft.dropped.spruce_trapdoor: #10, 4(1%)
minecraft.used.copper_block: #10, 138(1%)
minecraft.mined.acacia_leaves: #10, 204(1%)
minecraft.picked_up.cobblestone: #11, 31965(4%)
minecraft.crafted.quartz_slab: #10, 12(1%)
minecraft.crafted.spruce_button: #10, 7(1%)
minecraft.picked_up.mossy_cobblestone_stairs: #10, 2(1%)
minecraft.picked_up.white_stained_glass_pane: #10, 3(1%)
minecraft.crafted.stone_button: #10, 135(0%)
minecraft.mined.oak_log: #11, 3070(4%)
minecraft.dropped.mossy_cobblestone: #10, 3(1%)
minecraft.dropped.lily_pad: #10, 1(1%)
minecraft.picked_up.dark_oak_wood: #10, 7(1%)
minecraft.used.soul_soil: #10, 22(0%)
minecraft.mined.dark_oak_wood: #10, 3(1%)
minecraft.used.light_gray_concrete: #10, 34(0%)
minecraft.dropped.mutton: #10, 1(1%)
minecraft.picked_up.dead_bush: #10, 19(0%)
minecraft.crafted.cracked_stone_bricks: #10, 60(0%)
minecraft.dropped.polished_blackstone: #10, 1(1%)
minecraft.crafted.light_blue_stained_glass: #10, 32(0%)
minecraft.used.stripped_spruce_log: #10, 10(0%)
minecraft.killed.wither_skeleton: #10, 48(0%)
minecraft.used.amethyst_cluster: #10, 13(0%)
minecraft.used.rooted_dirt: #10, 10(0%)
minecraft.picked_up.snow_block: #10, 64(0%)
minecraft.used.nether_brick_slab: #10, 4(0%)
minecraft.dropped.white_stained_glass: #10, 1(0%)
minecraft.mined.bubble_coral_fan: #10, 1(0%)
minecraft.mined.horn_coral_wall_fan: #10, 3(0%)
minecraft.mined.stripped_spruce_wood: #10, 2(0%)
minecraft.used.pointed_dripstone: #10, 60(0%)
minecraft.mined.brain_coral_wall_fan: #10, 3(0%)
minecraft.custom.fish_caught: #10, 2(0%)
minecraft.used.light_blue_stained_glass: #10, 12(0%)
minecraft.dropped.prismarine_bricks: #10, 1(0%)
minecraft.crafted.oxidized_cut_copper_slab: #10, 2(0%)
minecraft.picked_up.brain_coral_fan: #10, 3(0%)
minecraft.used.spruce_wood: #10, 6(0%)
minecraft.picked_up.light_blue_stained_glass: #10, 3(0%)
minecraft.picked_up.brain_coral: #10, 1(0%)
minecraft.mined.light_blue_stained_glass: #10, 2(0%)
minecraft.dropped.prismarine_crystals: #10, 2(0%)
minecraft.mined.tube_coral_block: #10, 2(0%)
minecraft.crafted.bricks: #10, 16(0%)
minecraft.used.end_stone_bricks: #10, 1(0%)
minecraft.picked_up.red_tulip: #10, 1(0%)
minecraft.mined.light_gray_terracotta: #10, 1(0%)
minecraft.picked_up.light_gray_terracotta: #10, 1(0%)
minecraft.mined.deepslate_iron_ore: #11, 323(4%)
minecraft.used.iron_sword: #11, 800(4%)
minecraft.dropped.golden_carrot: #11, 196(3%)
minecraft.mined.redstone_torch: #11, 18(3%)
minecraft.mined.iron_bars: #11, 33(3%)
minecraft.dropped.moss_carpet: #11, 71(4%)
minecraft.crafted.diamond_sword: #11, 3(3%)
minecraft.picked_up.amethyst_block: #11, 670(3%)
minecraft.picked_up.deepslate_bricks: #11, 193(3%)
minecraft.dropped.diamond_axe: #11, 5(4%)
minecraft.picked_up.weeping_vines: #11, 31(3%)
minecraft.mined.tuff: #11, 1015(3%)
minecraft.picked_up.ender_chest: #11, 152(3%)
minecraft.dropped.moss_block: #11, 167(3%)
minecraft.killed_by.enderman: #11, 1(6%)
minecraft.used.oak_trapdoor: #11, 107(3%)
minecraft.killed.zombie_villager: #11, 7(3%)
minecraft.used.bone_meal: #11, 3346(3%)
minecraft.dropped.cobbled_deepslate: #11, 191(3%)
minecraft.used.spruce_sapling: #11, 185(3%)
minecraft.picked_up.tuff: #11, 956(2%)
minecraft.mined.dark_oak_planks: #11, 48(3%)
minecraft.crafted.furnace: #11, 68(2%)
minecraft.picked_up.iron_boots: #11, 8(3%)
minecraft.crafted.lectern: #11, 10(3%)
minecraft.mined.oak_sign: #11, 4(3%)
minecraft.picked_up.iron_bars: #11, 54(2%)
minecraft.picked_up.dark_oak_slab: #11, 57(3%)
minecraft.picked_up.stone_brick_stairs: #11, 51(3%)
minecraft.used.amethyst_block: #11, 180(2%)
minecraft.used.flower_pot: #11, 21(2%)
minecraft.mined.deepslate_bricks: #11, 95(2%)
minecraft.dropped.chainmail_leggings: #11, 3(3%)
minecraft.used.dark_oak_slab: #11, 211(2%)
minecraft.picked_up.oak_leaves: #11, 1699(2%)
minecraft.crafted.stone_bricks: #11, 2516(2%)
minecraft.picked_up.spruce_door: #11, 9(2%)
minecraft.picked_up.deepslate_redstone_ore: #11, 72(2%)
minecraft.crafted.iron_sword: #11, 5(2%)
minecraft.used.stone_bricks: #11, 1420(2%)
minecraft.mined.jungle_log: #11, 494(2%)
minecraft.mined.acacia_log: #11, 338(2%)
minecraft.crafted.cooked_mutton: #11, 8(2%)
minecraft.mined.birch_sapling: #11, 3(2%)
minecraft.dropped.grass: #11, 6(2%)
minecraft.picked_up.crimson_roots: #11, 31(1%)
minecraft.dropped.phantom_membrane: #11, 4(1%)
minecraft.crafted.charcoal: #11, 12(1%)
minecraft.picked_up.white_concrete_powder: #11, 115(1%)
minecraft.crafted.stone_slab: #11, 150(1%)
minecraft.dropped.spruce_sign: #11, 3(1%)
minecraft.used.carved_pumpkin: #11, 4(1%)
minecraft.crafted.orange_dye: #11, 58(1%)
minecraft.dropped.chain: #11, 3(1%)
minecraft.mined.spruce_leaves: #11, 881(1%)
minecraft.dropped.amethyst_shard: #11, 5(1%)
minecraft.used.cobbled_deepslate_wall: #11, 31(1%)
minecraft.used.andesite_wall: #11, 22(1%)
minecraft.dropped.egg: #11, 23(1%)
minecraft.mined.jungle_stairs: #11, 3(1%)
minecraft.crafted.stone_brick_slab: #11, 68(1%)
minecraft.crafted.cartography_table: #11, 1(1%)
minecraft.mined.quartz_block: #11, 9(1%)
minecraft.crafted.quartz_stairs: #11, 4(1%)
minecraft.mined.andesite_wall: #11, 4(1%)
minecraft.crafted.acacia_slab: #11, 24(1%)
minecraft.picked_up.melon_slice: #11, 67(0%)
minecraft.used.lectern: #11, 17(0%)
minecraft.mined.smooth_sandstone_slab: #11, 4(0%)
minecraft.mined.large_fern: #11, 6(0%)
minecraft.dropped.birch_boat: #11, 1(0%)
minecraft.mined.oxidized_copper: #11, 46(0%)
minecraft.used.jungle_sign: #11, 2(0%)
minecraft.mined.cut_copper_stairs: #11, 1(0%)
minecraft.picked_up.cut_copper_stairs: #11, 1(0%)
minecraft.mined.white_terracotta: #11, 25(0%)
minecraft.crafted.birch_wood: #11, 6(0%)
minecraft.picked_up.cut_copper: #11, 1(0%)
minecraft.mined.crying_obsidian: #11, 2(0%)
minecraft.used.nether_brick_fence: #11, 2(0%)
minecraft.used.diorite_wall: #11, 1(0%)
minecraft.mined.cut_copper: #11, 1(0%)
minecraft.used.stripped_spruce_wood: #11, 2(0%)
minecraft.dropped.ladder: #11, 10(0%)
minecraft.picked_up.tube_coral: #11, 1(0%)
minecraft.picked_up.andesite_wall: #11, 4(0%)
minecraft.used.polished_diorite: #11, 14(0%)
minecraft.crafted.red_wool: #11, 2(0%)
minecraft.used.red_carpet: #11, 2(0%)
minecraft.dropped.spruce_boat: #11, 1(0%)
minecraft.used.acacia_slab: #11, 7(0%)
minecraft.mined.brain_coral: #11, 1(0%)
minecraft.used.spruce_leaves: #11, 38(0%)
minecraft.picked_up.bubble_coral_fan: #11, 2(0%)
minecraft.dropped.amethyst_block: #11, 1(0%)
minecraft.mined.bubble_coral_wall_fan: #11, 1(0%)
minecraft.used.stripped_birch_log: #11, 1(0%)
minecraft.custom.drop: #12, 3317(3%)
minecraft.picked_up.diamond_leggings: #12, 14(4%)
minecraft.picked_up.lapis_lazuli: #12, 1349(3%)
minecraft.custom.interact_with_grindstone: #12, 32(3%)
minecraft.picked_up.sea_lantern: #12, 56(3%)
minecraft.picked_up.raw_iron: #12, 2732(2%)
minecraft.custom.enchant_item: #12, 56(2%)
minecraft.mined.gravel: #12, 5097(2%)
minecraft.crafted.red_shulker_box: #12, 2(3%)
minecraft.mined.oak_sapling: #12, 11(2%)
minecraft.mined.vine: #12, 301(3%)
minecraft.broken.iron_axe: #12, 3(2%)
minecraft.used.campfire: #12, 32(2%)
minecraft.picked_up.birch_sapling: #12, 164(2%)
minecraft.used.iron_axe: #12, 883(2%)
minecraft.crafted.oak_sign: #12, 42(2%)
minecraft.crafted.polished_deepslate: #12, 772(2%)
minecraft.mined.birch_wall_sign: #12, 8(2%)
minecraft.used.spruce_fence_gate: #12, 45(2%)
minecraft.mined.sandstone: #12, 2150(2%)
minecraft.dropped.leather_helmet: #12, 5(2%)
minecraft.picked_up.sandstone: #12, 2131(2%)
minecraft.mined.stone_bricks: #12, 468(2%)
minecraft.used.dark_oak_fence: #12, 62(2%)
minecraft.crafted.dark_oak_fence: #12, 69(2%)
minecraft.mined.cornflower: #12, 13(2%)
minecraft.crafted.smooth_stone_slab: #12, 120(2%)
minecraft.dropped.gravel: #12, 241(1%)
minecraft.picked_up.sweet_berries: #12, 61(2%)
minecraft.mined.white_carpet: #12, 12(2%)
minecraft.picked_up.red_wool: #12, 187(2%)
minecraft.used.egg: #12, 68(1%)
minecraft.picked_up.hay_block: #12, 37(1%)
minecraft.picked_up.dark_oak_fence: #12, 20(1%)
minecraft.crafted.flint_and_steel: #12, 6(1%)
minecraft.used.poppy: #12, 4(1%)
minecraft.dropped.salmon: #12, 1(2%)
minecraft.mined.polished_deepslate_stairs: #12, 19(1%)
