stat, rank, value, (percentage) 
minecraft.dropped.cooked_porkchop: #10, 5(2%)
minecraft.used.tripwire_hook: #10, 5(2%)
minecraft.picked_up.tripwire_hook: #10, 2(2%)
minecraft.mined.note_block: #10, 6(2%)
minecraft.dropped.porkchop: #10, 4(2%)
minecraft.mined.cyan_terracotta: #10, 23(1%)
minecraft.used.written_book: #10, 92(1%)
minecraft.picked_up.birch_trapdoor: #10, 6(1%)
minecraft.mined.red_mushroom: #10, 2(1%)
minecraft.custom.fill_cauldron: #10, 5(1%)
minecraft.mined.purpur_slab: #10, 2(1%)
minecraft.crafted.warped_fence: #10, 9(1%)
minecraft.crafted.andesite_wall: #10, 16(1%)
minecraft.used.jungle_fence_gate: #10, 2(1%)
minecraft.mined.red_concrete: #10, 90(1%)
minecraft.used.black_wool: #10, 74(1%)
minecraft.mined.mossy_stone_bricks: #10, 9(1%)
minecraft.used.red_concrete_powder: #10, 64(1%)
minecraft.used.spruce_button: #10, 6(0%)
minecraft.mined.yellow_concrete: #10, 18(0%)
minecraft.dropped.calcite: #10, 3(0%)
minecraft.used.birch_trapdoor: #10, 15(0%)
minecraft.used.mossy_cobblestone_stairs: #10, 3(1%)
minecraft.crafted.birch_trapdoor: #10, 12(0%)
minecraft.picked_up.andesite_wall: #10, 8(0%)
minecraft.used.wooden_hoe: #10, 5(1%)
minecraft.dropped.smooth_stone: #10, 2(0%)
minecraft.picked_up.black_dye: #10, 2(0%)
minecraft.picked_up.cracked_deepslate_tiles: #10, 1(0%)
minecraft.mined.red_terracotta: #10, 20(0%)
minecraft.used.gray_shulker_box: #10, 2(0%)
minecraft.crafted.acacia_fence: #10, 3(0%)
minecraft.dropped.birch_leaves: #10, 1(0%)
minecraft.crafted.glass_pane: #10, 176(0%)
minecraft.used.polished_blackstone_brick_slab: #10, 13(0%)
minecraft.mined.horn_coral_block: #10, 2(0%)
minecraft.used.acacia_fence: #10, 1(0%)
minecraft.picked_up.acacia_leaves: #10, 1(0%)
minecraft.picked_up.blue_ice: #10, 1(0%)
minecraft.mined.emerald_block: #10, 1(0%)
minecraft.used.emerald_block: #10, 1(0%)
minecraft.used.crafting_table: #11, 142(4%)
minecraft.custom.fly_one_cm: #12, 47320230(4%)
minecraft.picked_up.ender_pearl: #11, 5921(3%)
minecraft.mined.nether_quartz_ore: #11, 1118(3%)
minecraft.mined.redstone_ore: #11, 822(3%)
minecraft.picked_up.copper_ore: #11, 347(3%)
minecraft.dropped.magma_cream: #11, 26(3%)
minecraft.used.furnace: #11, 67(3%)
minecraft.picked_up.leather_helmet: #11, 7(3%)
minecraft.crafted.stick: #11, 8700(3%)
minecraft.used.stone_pickaxe: #11, 262(2%)
minecraft.dropped.redstone: #11, 93(2%)
minecraft.crafted.dark_oak_fence: #11, 99(3%)
minecraft.crafted.dark_oak_sign: #11, 63(3%)
minecraft.used.stone_stairs: #11, 101(3%)
minecraft.picked_up.chainmail_boots: #11, 3(3%)
minecraft.killed.glow_squid: #11, 4(3%)
minecraft.mined.oak_leaves: #11, 2473(2%)
minecraft.used.sand: #11, 2919(2%)
minecraft.used.candle: #11, 34(3%)
minecraft.dropped.bucket: #11, 7(3%)
minecraft.used.iron_bars: #11, 113(2%)
minecraft.crafted.glow_item_frame: #11, 12(3%)
minecraft.used.tuff: #11, 297(2%)
minecraft.picked_up.clay_ball: #11, 256(2%)
minecraft.picked_up.coarse_dirt: #11, 286(2%)
minecraft.used.birch_sapling: #11, 86(2%)
minecraft.killed.phantom: #11, 18(2%)
minecraft.picked_up.chainmail_leggings: #11, 2(2%)
minecraft.crafted.smooth_stone_slab: #11, 120(2%)
minecraft.picked_up.gunpowder: #11, 280(1%)
minecraft.crafted.golden_helmet: #11, 1(2%)
minecraft.crafted.deepslate_brick_stairs: #11, 17(2%)
minecraft.used.peony: #11, 2(3%)
minecraft.crafted.stonecutter: #11, 4(1%)
minecraft.crafted.anvil: #11, 17(1%)
minecraft.mined.iron_trapdoor: #11, 17(2%)
minecraft.crafted.iron_trapdoor: #11, 53(1%)
minecraft.picked_up.tnt: #11, 20(1%)
minecraft.used.lilac: #11, 3(2%)
minecraft.used.polished_basalt: #11, 151(1%)
minecraft.crafted.netherite_scrap: #11, 16(2%)
minecraft.dropped.iron_helmet: #11, 1(2%)
minecraft.mined.tnt: #11, 7(1%)
minecraft.crafted.netherite_ingot: #11, 4(1%)
minecraft.picked_up.redstone_lamp: #11, 7(1%)
minecraft.picked_up.polished_basalt: #11, 20(1%)
minecraft.used.honeycomb: #11, 74(1%)
minecraft.used.pumpkin_seeds: #11, 21(1%)
minecraft.killed.cod: #11, 13(1%)
minecraft.dropped.item_frame: #11, 1(1%)
minecraft.dropped.white_dye: #11, 22(1%)
minecraft.picked_up.grindstone: #11, 8(1%)
minecraft.crafted.spruce_pressure_plate: #11, 1(1%)
minecraft.crafted.polished_deepslate_stairs: #11, 14(1%)
minecraft.picked_up.torch: #12, 3633(4%)
minecraft.killed.pillager: #11, 22(1%)
minecraft.picked_up.purpur_slab: #11, 2(1%)
minecraft.used.warped_stem: #11, 27(1%)
minecraft.crafted.tripwire_hook: #11, 6(1%)
minecraft.mined.cobblestone_slab: #11, 14(0%)
minecraft.dropped.white_bed: #11, 1(1%)
minecraft.crafted.deepslate_tiles: #11, 70(1%)
minecraft.used.warped_fence: #11, 4(1%)
minecraft.mined.quartz_stairs: #11, 2(1%)
minecraft.picked_up.yellow_concrete: #11, 18(1%)
minecraft.mined.cracked_stone_bricks: #11, 8(1%)
minecraft.picked_up.note_block: #11, 5(1%)
minecraft.picked_up.red_concrete: #11, 82(1%)
minecraft.picked_up.oak_fence_gate: #11, 2(1%)
minecraft.crafted.blackstone_stairs: #11, 2(1%)
minecraft.picked_up.cobblestone: #12, 31087(4%)
minecraft.crafted.white_shulker_box: #11, 1(1%)
minecraft.used.nether_wart_block: #11, 5(1%)
minecraft.crafted.red_concrete_powder: #11, 64(0%)
minecraft.picked_up.quartz_stairs: #11, 2(0%)
minecraft.picked_up.pointed_dripstone: #11, 78(0%)
minecraft.used.red_concrete: #11, 34(0%)
minecraft.used.melon_seeds: #11, 3(0%)
minecraft.used.acacia_log: #11, 16(0%)
minecraft.used.jungle_planks: #11, 34(0%)
minecraft.crafted.nether_bricks: #11, 26(0%)
minecraft.crafted.emerald_block: #11, 24(0%)
minecraft.picked_up.red_terracotta: #11, 20(0%)
minecraft.dropped.sugar_cane: #11, 9(0%)
minecraft.used.pointed_dripstone: #11, 53(0%)
minecraft.mined.birch_fence: #11, 1(0%)
minecraft.crafted.andesite_stairs: #11, 1(0%)
minecraft.picked_up.stripped_birch_log: #11, 3(0%)
minecraft.crafted.cracked_stone_bricks: #11, 17(0%)
minecraft.custom.use_cauldron: #11, 10(0%)
minecraft.mined.polished_blackstone_brick_slab: #11, 1(0%)
minecraft.picked_up.black_concrete_powder: #11, 5(0%)
minecraft.used.sea_pickle: #11, 2(0%)
minecraft.dropped.snow: #11, 1(0%)
minecraft.custom.interact_with_furnace: #12, 1219(4%)
minecraft.dropped.torch: #12, 191(3%)
minecraft.used.bucket: #12, 1388(3%)
minecraft.mined.deepslate_iron_ore: #12, 271(3%)
minecraft.crafted.spruce_planks: #12, 9652(3%)
minecraft.used.shears: #12, 3166(3%)
minecraft.mined.deepslate_copper_ore: #12, 39(3%)
minecraft.mined.redstone_torch: #12, 17(3%)
minecraft.mined.lilac: #12, 6(3%)
minecraft.crafted.copper_ingot: #12, 1150(2%)
minecraft.mined.spruce_planks: #12, 310(3%)
minecraft.picked_up.bone_block: #12, 198(3%)
minecraft.mined.wheat: #12, 1849(2%)
minecraft.mined.dirt_path: #12, 199(2%)
minecraft.mined.sugar_cane: #12, 1139(2%)
minecraft.picked_up.spruce_fence: #12, 92(2%)
minecraft.used.snowball: #12, 112(3%)
minecraft.crafted.shears: #12, 46(2%)
minecraft.used.dark_oak_sign: #12, 59(2%)
minecraft.used.glow_item_frame: #12, 13(2%)
minecraft.crafted.bow: #12, 31(2%)
minecraft.picked_up.enchanted_book: #12, 11(2%)
minecraft.dropped.leather_leggings: #12, 5(2%)
minecraft.dropped.spruce_planks: #12, 49(2%)
minecraft.picked_up.tinted_glass: #12, 66(2%)
minecraft.used.glass_bottle: #12, 103(2%)
minecraft.dropped.paper: #12, 43(2%)
minecraft.picked_up.iron_trapdoor: #12, 16(2%)
minecraft.mined.dark_oak_fence: #12, 14(2%)
minecraft.mined.oxeye_daisy: #12, 10(2%)
minecraft.used.sugar_cane: #12, 140(1%)
minecraft.mined.brewing_stand: #12, 3(1%)
minecraft.crafted.iron_leggings: #12, 1(1%)
minecraft.dropped.grass: #12, 5(2%)
minecraft.picked_up.brewing_stand: #12, 3(1%)
minecraft.used.oak_door: #12, 1(1%)
minecraft.dropped.oak_slab: #12, 5(1%)
minecraft.picked_up.chainmail_helmet: #12, 1(1%)
minecraft.picked_up.glass_bottle: #12, 26(1%)
minecraft.mined.hay_block: #12, 18(1%)
minecraft.picked_up.bread: #12, 25(1%)
minecraft.dropped.iron_shovel: #12, 1(1%)
minecraft.mined.coarse_dirt: #12, 82(1%)
minecraft.crafted.tnt: #12, 144(1%)
minecraft.picked_up.copper_ingot: #12, 166(1%)
minecraft.mined.dripstone_block: #12, 59(1%)
minecraft.used.stone_pressure_plate: #12, 5(1%)
minecraft.used.stone_brick_slab: #12, 147(1%)
minecraft.mined.brown_mushroom_block: #12, 135(1%)
minecraft.killed.salmon: #12, 1(1%)
minecraft.picked_up.dripstone_block: #12, 68(0%)
minecraft.mined.sea_pickle: #12, 8(1%)
minecraft.dropped.lever: #12, 1(0%)
minecraft.mined.crimson_stem: #12, 18(0%)
minecraft.picked_up.birch_fence: #12, 4(1%)
minecraft.picked_up.hanging_roots: #12, 12(0%)
minecraft.picked_up.sea_pickle: #12, 48(0%)
minecraft.custom.damage_absorbed: #12, 10(0%)
minecraft.dropped.white_wool: #12, 2(0%)
minecraft.crafted.spruce_button: #12, 3(0%)
minecraft.mined.smooth_quartz_slab: #12, 3(0%)
minecraft.mined.black_concrete_powder: #12, 1(0%)
minecraft.picked_up.smooth_quartz_slab: #12, 3(0%)
minecraft.used.beehive: #12, 3(0%)
minecraft.mined.stripped_birch_log: #12, 3(0%)
minecraft.mined.polished_blackstone_bricks: #12, 1(0%)
minecraft.used.polished_diorite: #12, 4(0%)
minecraft.picked_up.polished_blackstone_bricks: #12, 1(0%)
minecraft.picked_up.brown_mushroom_block: #12, 1(0%)
minecraft.picked_up.granite: #13, 4856(3%)
minecraft.mined.dirt: #13, 13191(3%)
minecraft.used.stone: #13, 13922(3%)
minecraft.picked_up.diamond_boots: #13, 13(3%)
minecraft.picked_up.quartz: #13, 1391(3%)
minecraft.mined.cobweb: #13, 109(3%)
minecraft.dropped.writable_book: #13, 2(3%)
minecraft.used.lantern: #13, 110(3%)
minecraft.picked_up.netherrack: #13, 7135(2%)
minecraft.picked_up.rose_bush: #13, 136(2%)
minecraft.crafted.lapis_lazuli: #13, 279(2%)
minecraft.dropped.cooked_beef: #13, 42(3%)
minecraft.picked_up.oak_planks: #13, 306(2%)
minecraft.picked_up.wheat: #13, 1934(2%)
minecraft.picked_up.glass: #13, 589(2%)
minecraft.crafted.iron_bars: #13, 176(2%)
minecraft.used.writable_book: #13, 29(2%)
minecraft.picked_up.purpur_pillar: #13, 12(3%)
minecraft.dropped.golden_carrot: #13, 102(2%)
minecraft.picked_up.iron_bars: #13, 42(2%)
minecraft.crafted.cooked_porkchop: #13, 11(2%)
minecraft.picked_up.gravel: #13, 3141(1%)
minecraft.used.grass_block: #13, 2418(1%)
minecraft.custom.interact_with_smithing_table: #13, 6(2%)
minecraft.crafted.bone_meal: #13, 11229(1%)
minecraft.used.iron_trapdoor: #13, 53(1%)
minecraft.crafted.oak_fence: #13, 54(1%)
minecraft.crafted.campfire: #13, 19(1%)
minecraft.crafted.iron_helmet: #13, 1(1%)
minecraft.crafted.glass: #13, 2909(1%)
minecraft.mined.birch_slab: #13, 9(1%)
minecraft.dropped.oak_sapling: #13, 11(1%)
minecraft.killed.shulker: #13, 39(1%)
minecraft.picked_up.dark_oak_slab: #13, 23(1%)
minecraft.used.map: #13, 3(1%)
minecraft.used.stone_brick_stairs: #13, 65(1%)
minecraft.mined.pumpkin: #13, 35(1%)
minecraft.picked_up.stone_pressure_plate: #13, 3(1%)
minecraft.crafted.jungle_planks: #13, 660(1%)
minecraft.mined.stone_stairs: #13, 9(1%)
minecraft.used.yellow_bed: #13, 2(1%)
minecraft.mined.yellow_bed: #13, 2(1%)
minecraft.picked_up.birch_stairs: #13, 2(1%)
minecraft.mined.birch_stairs: #13, 2(1%)
minecraft.mined.stone_brick_wall: #13, 2(1%)
minecraft.picked_up.charcoal: #13, 3(1%)
minecraft.used.lava_bucket: #13, 61(0%)
minecraft.mined.stripped_oak_log: #13, 30(0%)
minecraft.mined.cave_vines_plant: #13, 2(0%)
minecraft.mined.quartz_slab: #13, 1(0%)
minecraft.picked_up.warped_sign: #13, 1(0%)
minecraft.picked_up.polished_diorite: #13, 4(0%)
minecraft.crafted.crimson_planks: #13, 36(0%)
minecraft.used.smooth_stone: #13, 30(0%)
minecraft.dropped.spruce_sapling: #13, 1(0%)
minecraft.used.polished_blackstone_bricks: #13, 9(0%)
minecraft.dropped.dripstone_block: #13, 1(0%)
minecraft.used.smooth_quartz_slab: #13, 3(0%)
minecraft.used.gray_concrete: #13, 2(0%)
minecraft.mined.wall_torch: #14, 238(3%)
minecraft.crafted.torch: #14, 3732(3%)
minecraft.picked_up.diorite: #14, 4204(3%)
minecraft.picked_up.andesite: #14, 4079(2%)
minecraft.crafted.red_dye: #14, 263(2%)
minecraft.mined.lantern: #14, 15(3%)
minecraft.mined.netherrack: #14, 10348(2%)
minecraft.picked_up.iron_ore: #14, 455(2%)
minecraft.mined.cactus: #14, 81(2%)
minecraft.picked_up.sugar_cane: #14, 1736(2%)
minecraft.mined.spruce_fence: #14, 45(2%)
minecraft.picked_up.gold_ore: #14, 51(2%)
minecraft.picked_up.oak_door: #14, 2(2%)
minecraft.mined.oak_planks: #14, 203(1%)
minecraft.dropped.coal_ore: #14, 29(2%)
minecraft.picked_up.brown_mushroom: #14, 48(1%)
minecraft.crafted.lantern: #14, 81(1%)
minecraft.picked_up.grass_block: #14, 3984(1%)
minecraft.dropped.moss_carpet: #14, 27(1%)
minecraft.crafted.iron_chestplate: #14, 1(1%)
minecraft.picked_up.hay_block: #14, 34(1%)
minecraft.crafted.brewing_stand: #14, 2(1%)
minecraft.custom.horse_one_cm: #14, 1187870(1%)
minecraft.picked_up.vine: #14, 131(1%)
minecraft.used.cobblestone_slab: #14, 62(1%)
minecraft.picked_up.birch_slab: #14, 9(1%)
minecraft.picked_up.gold_ingot: #14, 32(1%)
minecraft.crafted.stone_axe: #14, 1(1%)
minecraft.picked_up.diamond_chestplate: #14, 1(1%)
minecraft.used.copper_ore: #14, 61(1%)
minecraft.crafted.bone_block: #14, 555(1%)
minecraft.picked_up.nether_brick_fence: #14, 4(1%)
minecraft.dropped.iron_sword: #14, 1(1%)
minecraft.picked_up.yellow_bed: #14, 2(1%)
minecraft.dropped.ender_chest: #14, 1(1%)
minecraft.picked_up.salmon: #14, 3(1%)
minecraft.picked_up.pumpkin: #14, 88(1%)
minecraft.used.poppy: #14, 2(1%)
minecraft.mined.crimson_fungus: #14, 2(1%)
minecraft.mined.nether_brick_fence: #14, 3(1%)
minecraft.used.coarse_dirt: #14, 174(1%)
minecraft.used.sunflower: #14, 1(1%)
minecraft.used.deepslate_gold_ore: #14, 4(1%)
minecraft.crafted.deepslate_bricks: #14, 87(0%)
minecraft.mined.acacia_log: #14, 85(1%)
minecraft.mined.campfire: #14, 2(0%)
minecraft.mined.smooth_sandstone_stairs: #14, 6(0%)
minecraft.picked_up.smooth_sandstone_stairs: #14, 6(0%)
minecraft.mined.mushroom_stem: #14, 15(0%)
minecraft.dropped.spruce_sign: #14, 1(0%)
minecraft.mined.weeping_vines: #14, 1(0%)
minecraft.mined.polished_andesite: #14, 5(0%)
minecraft.picked_up.clay: #14, 10(0%)
minecraft.crafted.dark_oak_fence_gate: #14, 2(0%)
minecraft.crafted.glowstone: #14, 26(0%)
minecraft.mined.cauldron: #14, 1(0%)
minecraft.used.smithing_table: #14, 2(0%)
minecraft.used.acacia_sapling: #14, 7(0%)
minecraft.used.birch_leaves: #14, 19(0%)
minecraft.mined.stone_brick_slab: #14, 6(0%)
minecraft.picked_up.nether_gold_ore: #14, 3(0%)
minecraft.mined.melon: #14, 4(0%)
minecraft.dropped.ink_sac: #14, 2(0%)
minecraft.dropped.carrot: #14, 20(0%)
minecraft.picked_up.light_gray_wool: #14, 1(0%)
minecraft.used.quartz_block: #14, 1(0%)
minecraft.picked_up.gray_concrete: #14, 1(0%)
minecraft.mined.gray_concrete: #14, 1(0%)
minecraft.used.torch: #15, 5172(3%)
minecraft.mined.crafting_table: #15, 84(3%)
minecraft.crafted.dark_oak_planks: #15, 2308(3%)
minecraft.mined.farmland: #15, 52(2%)
minecraft.crafted.book: #15, 92(2%)
minecraft.picked_up.wheat_seeds: #15, 5114(2%)
minecraft.mined.moss_block: #15, 866(2%)
minecraft.custom.interact_with_lectern: #15, 29(2%)
minecraft.crafted.coal_block: #15, 257(2%)
minecraft.used.wheat_seeds: #15, 1867(2%)
minecraft.picked_up.tuff: #15, 574(1%)
minecraft.used.enchanting_table: #15, 1(2%)
minecraft.picked_up.porkchop: #15, 23(2%)
minecraft.picked_up.composter: #15, 12(2%)
minecraft.crafted.diamond_leggings: #15, 1(1%)
minecraft.used.brewing_stand: #15, 4(1%)
minecraft.mined.clay: #15, 79(1%)
minecraft.crafted.rail: #15, 256(1%)
minecraft.dropped.iron_chestplate: #15, 1(2%)
minecraft.used.bread: #15, 40(1%)
minecraft.crafted.iron_boots: #15, 1(1%)
minecraft.mined.nether_gold_ore: #15, 38(1%)
minecraft.crafted.bucket: #15, 45(1%)
minecraft.mined.spruce_trapdoor: #15, 34(1%)
minecraft.picked_up.cobblestone_slab: #15, 22(1%)
minecraft.picked_up.ancient_debris: #15, 11(1%)
minecraft.dropped.rail: #15, 6(1%)
minecraft.mined.ancient_debris: #15, 11(1%)
minecraft.mined.flower_pot: #15, 1(1%)
minecraft.custom.minecart_one_cm: #15, 84910(1%)
minecraft.crafted.deepslate_tile_wall: #15, 7(1%)
minecraft.crafted.hay_block: #15, 28(1%)
minecraft.crafted.stone_slab: #15, 72(0%)
minecraft.crafted.smooth_stone: #15, 65(0%)
minecraft.crafted.sugar: #15, 36(0%)
minecraft.dropped.dark_oak_planks: #15, 5(0%)
minecraft.picked_up.dark_oak_fence_gate: #15, 1(0%)
minecraft.picked_up.crimson_stem: #15, 18(0%)
minecraft.picked_up.quartz_slab: #15, 2(0%)
minecraft.picked_up.stripped_oak_log: #15, 24(0%)
minecraft.mined.rooted_dirt: #15, 8(0%)
minecraft.custom.interact_with_blast_furnace: #15, 5(0%)
minecraft.used.birch_log: #15, 11(0%)
minecraft.mined.crimson_roots: #15, 2(0%)
minecraft.used.dark_oak_fence_gate: #15, 1(0%)
minecraft.picked_up.melon_slice: #15, 25(0%)
minecraft.dropped.azalea: #15, 2(0%)
minecraft.mined.smooth_stone: #15, 5(0%)
minecraft.mined.fern: #15, 2(0%)
minecraft.used.birch_stairs: #15, 1(0%)
minecraft.mined.red_mushroom_block: #15, 6(0%)
minecraft.dropped.bread: #15, 2(0%)
minecraft.picked_up.quartz_block: #15, 1(0%)
minecraft.mined.snow: #15, 22(0%)
minecraft.picked_up.snow: #15, 1(0%)
minecraft.picked_up.lapis_lazuli: #16, 1212(3%)
minecraft.mined.iron_ore: #16, 1820(2%)
minecraft.used.dirt: #16, 6669(2%)
minecraft.used.stone_axe: #16, 131(2%)
minecraft.used.bone_meal: #16, 2326(2%)
minecraft.mined.tuff: #16, 553(1%)
minecraft.mined.rail: #16, 210(1%)
minecraft.used.rail: #16, 361(1%)
minecraft.mined.dark_oak_trapdoor: #16, 11(2%)
minecraft.dropped.stick: #16, 162(1%)
minecraft.picked_up.dark_oak_sign: #16, 15(1%)
minecraft.picked_up.cactus: #16, 240(1%)
minecraft.used.splash_potion: #16, 8(1%)
minecraft.mined.dark_oak_planks: #16, 17(1%)
minecraft.dropped.oak_fence: #16, 4(1%)
minecraft.dropped.oak_log: #16, 22(1%)
minecraft.used.redstone_ore: #16, 35(1%)
minecraft.used.campfire: #16, 10(1%)
minecraft.picked_up.spruce_trapdoor: #16, 37(1%)
minecraft.used.deepslate_redstone_ore: #16, 12(1%)
minecraft.used.gold_ore: #16, 17(1%)
minecraft.picked_up.flower_pot: #16, 3(1%)
minecraft.used.deepslate_coal_ore: #16, 11(1%)
minecraft.picked_up.acacia_log: #16, 92(0%)
minecraft.crafted.iron_sword: #16, 1(0%)
minecraft.picked_up.golden_apple: #16, 1(0%)
minecraft.mined.dark_oak_stairs: #16, 2(0%)
minecraft.mined.azure_bluet: #16, 2(0%)
minecraft.picked_up.oxeye_daisy: #16, 7(0%)
minecraft.picked_up.book: #16, 39(0%)
minecraft.picked_up.stone_brick_slab: #16, 20(0%)
minecraft.picked_up.dark_oak_stairs: #16, 2(0%)
minecraft.dropped.spruce_log: #16, 12(0%)
minecraft.picked_up.polished_andesite: #16, 5(0%)
minecraft.crafted.player_head: #16, 6(0%)
minecraft.killed.silverfish: #16, 1(0%)
minecraft.picked_up.acacia_sapling: #16, 12(0%)
minecraft.used.oak_stairs: #16, 5(0%)
minecraft.picked_up.campfire: #16, 1(0%)
minecraft.picked_up.red_mushroom: #16, 2(0%)
minecraft.used.vine: #16, 3(0%)
minecraft.used.quartz_slab: #16, 2(0%)
minecraft.mined.light_gray_concrete: #16, 4(0%)
minecraft.crafted.stone_brick_wall: #16, 1(0%)
minecraft.picked_up.cauldron: #16, 1(0%)
minecraft.mined.lectern: #16, 3(0%)
minecraft.mined.acacia_leaves: #16, 16(0%)
minecraft.used.smooth_sandstone_stairs: #16, 3(0%)
minecraft.crafted.enchanted_book: #16, 1(0%)
minecraft.picked_up.crafting_table: #17, 88(3%)
minecraft.picked_up.dirt: #17, 10994(2%)
minecraft.mined.deepslate_gold_ore: #17, 52(2%)
minecraft.picked_up.rail: #17, 307(2%)
minecraft.picked_up.raw_iron: #17, 1822(1%)
minecraft.mined.white_bed: #17, 31(1%)
minecraft.used.white_bed: #17, 33(1%)
minecraft.picked_up.white_bed: #17, 31(1%)
minecraft.picked_up.leather_boots: #17, 5(1%)
minecraft.picked_up.moss_block: #17, 972(1%)
minecraft.dropped.oak_sign: #17, 2(1%)
minecraft.picked_up.glowstone_dust: #17, 43(1%)
minecraft.mined.oak_stairs: #17, 8(1%)
minecraft.used.cactus: #17, 53(1%)
minecraft.mined.flowering_azalea: #17, 12(1%)
minecraft.picked_up.dark_oak_trapdoor: #17, 10(1%)
minecraft.picked_up.paper: #17, 43(1%)
minecraft.mined.peony: #17, 1(1%)
minecraft.used.dark_oak_slab: #17, 57(1%)
minecraft.picked_up.blast_furnace: #17, 1(1%)
minecraft.picked_up.spruce_door: #17, 2(1%)
minecraft.mined.stone_brick_stairs: #17, 7(0%)
minecraft.mined.spruce_door: #17, 1(0%)
minecraft.picked_up.crimson_fungus: #17, 2(0%)
minecraft.crafted.stone_shovel: #17, 1(0%)
minecraft.custom.damage_blocked_by_shield: #17, 735(0%)
minecraft.mined.end_stone_bricks: #17, 2(0%)
minecraft.picked_up.filled_map: #17, 2(0%)
minecraft.used.polished_andesite: #17, 19(0%)
minecraft.used.string: #17, 27(0%)
minecraft.picked_up.stone_stairs: #17, 4(0%)
minecraft.picked_up.lectern: #17, 3(0%)
minecraft.dropped.baked_potato: #17, 2(0%)
minecraft.mined.warped_roots: #17, 1(0%)
minecraft.picked_up.light_gray_concrete: #17, 2(0%)
minecraft.used.stripped_oak_log: #17, 1(0%)
minecraft.picked_up.smooth_sandstone: #17, 1(0%)
minecraft.crafted.emerald: #17, 17(0%)
minecraft.used.diamond_axe: #18, 8062(2%)
minecraft.mined.torch: #18, 436(2%)
minecraft.used.netherrack: #18, 892(2%)
minecraft.mined.grass_block: #18, 7982(1%)
minecraft.picked_up.coal_ore: #18, 617(2%)
minecraft.custom.open_barrel: #18, 901(1%)
minecraft.crafted.blue_dye: #18, 129(2%)
minecraft.picked_up.spruce_planks: #18, 238(1%)
minecraft.picked_up.oak_fence: #18, 52(1%)
minecraft.picked_up.item_frame: #18, 37(1%)
minecraft.picked_up.spruce_slab: #18, 82(1%)
minecraft.used.coal_ore: #18, 249(1%)
minecraft.crafted.diamond_block: #18, 23(1%)
minecraft.crafted.stone_pickaxe: #18, 2(1%)
minecraft.picked_up.moss_carpet: #18, 255(1%)
minecraft.crafted.dark_oak_slab: #18, 126(1%)
minecraft.used.iron_sword: #18, 152(1%)
minecraft.picked_up.white_wool: #18, 85(1%)
minecraft.used.iron_ore: #18, 115(1%)
minecraft.mined.poppy: #18, 16(1%)
minecraft.used.stone_bricks: #18, 535(1%)
minecraft.mined.blast_furnace: #18, 1(1%)
minecraft.picked_up.glow_item_frame: #18, 1(1%)
minecraft.mined.cobblestone_stairs: #18, 3(1%)
minecraft.used.cobblestone_stairs: #18, 12(0%)
minecraft.used.oak_fence: #18, 18(0%)
minecraft.picked_up.bamboo: #18, 409(0%)
minecraft.mined.bamboo: #18, 31(0%)
minecraft.mined.dark_oak_wall_sign: #18, 2(0%)
minecraft.picked_up.stone_bricks: #18, 102(0%)
minecraft.mined.vine: #18, 47(0%)
minecraft.picked_up.grass: #18, 11(0%)
minecraft.mined.dead_bush: #18, 13(0%)
minecraft.mined.white_wool: #18, 5(0%)
minecraft.crafted.stone_brick_stairs: #18, 6(0%)
minecraft.used.cooked_porkchop: #18, 6(0%)
minecraft.crafted.bookshelf: #18, 16(0%)
minecraft.picked_up.poisonous_potato: #18, 1(0%)
minecraft.mined.nether_wart_block: #18, 12(0%)
minecraft.custom.talked_to_villager: #18, 79(0%)
minecraft.crafted.stone_brick_slab: #18, 24(0%)
minecraft.used.lectern: #18, 4(0%)
minecraft.mined.gold_block: #18, 1(0%)
minecraft.used.smooth_sandstone: #18, 1(0%)
minecraft.picked_up.stone: #19, 31600(2%)
minecraft.mined.lapis_ore: #19, 70(2%)
minecraft.crafted.lapis_block: #19, 54(1%)
minecraft.picked_up.leather_leggings: #19, 3(1%)
minecraft.crafted.white_bed: #19, 4(1%)
minecraft.mined.moss_carpet: #19, 70(1%)
minecraft.mined.azalea: #19, 20(1%)
minecraft.picked_up.flowering_azalea: #19, 34(1%)
minecraft.picked_up.oak_stairs: #19, 7(1%)
minecraft.picked_up.deepslate_redstone_ore: #19, 25(1%)
minecraft.used.spruce_fence: #19, 71(1%)
minecraft.used.spruce_log: #19, 68(1%)
minecraft.mined.oak_slab: #19, 6(0%)
minecraft.used.spruce_planks: #19, 195(0%)
minecraft.picked_up.lapis_ore: #19, 5(0%)
minecraft.dropped.moss_block: #19, 18(0%)
minecraft.mined.stone_bricks: #19, 66(0%)
minecraft.crafted.lectern: #19, 1(0%)
minecraft.used.shield: #19, 12(0%)
minecraft.picked_up.gold_block: #19, 6(0%)
minecraft.used.flowering_azalea_leaves: #19, 5(0%)
minecraft.picked_up.nether_wart_block: #19, 10(0%)
minecraft.dropped.carved_pumpkin: #19, 1(0%)
minecraft.picked_up.weeping_vines: #19, 1(0%)
minecraft.crafted.bread: #19, 12(0%)
minecraft.picked_up.crimson_roots: #19, 2(0%)
minecraft.used.jungle_log: #19, 3(0%)
minecraft.used.white_wool: #19, 7(0%)
minecraft.crafted.white_carpet: #19, 3(0%)
minecraft.picked_up.sunflower: #19, 2(0%)
minecraft.crafted.polished_blackstone: #19, 5(0%)
