stat, rank, value, (percentage) 
minecraft.picked_up.honeycomb: #15, 6(0%)
minecraft.used.ice: #15, 3(0%)
minecraft.mined.ice: #15, 4(0%)
minecraft.custom.interact_with_crafting_table: #16, 1303(3%)
minecraft.picked_up.oak_log: #16, 1871(2%)
minecraft.used.bucket: #16, 1003(2%)
minecraft.picked_up.water_bucket: #16, 9(2%)
minecraft.mined.lever: #16, 15(2%)
minecraft.picked_up.oak_sign: #16, 18(2%)
minecraft.mined.lantern: #16, 12(2%)
minecraft.mined.moss_block: #16, 831(2%)
minecraft.used.oak_sapling: #16, 158(2%)
minecraft.picked_up.flint_and_steel: #16, 3(2%)
minecraft.used.stonecutter: #16, 19(2%)
minecraft.used.stone: #16, 7882(2%)
minecraft.custom.interact_with_grindstone: #16, 21(2%)
minecraft.picked_up.warped_fungus: #16, 17(2%)
minecraft.used.moss_carpet: #16, 301(2%)
minecraft.picked_up.golden_chestplate: #16, 6(2%)
minecraft.mined.iron_block: #16, 453(2%)
minecraft.dropped.lead: #16, 3(2%)
minecraft.picked_up.white_bed: #16, 33(1%)
minecraft.picked_up.spruce_sapling: #16, 209(1%)
minecraft.crafted.golden_helmet: #16, 1(2%)
minecraft.dropped.cooked_beef: #16, 28(2%)
minecraft.picked_up.deepslate_tiles: #16, 112(1%)
minecraft.used.spruce_log: #16, 181(1%)
minecraft.picked_up.iron_block: #16, 522(1%)
minecraft.mined.azalea: #16, 36(1%)
minecraft.mined.spruce_sapling: #16, 5(2%)
minecraft.custom.interact_with_smithing_table: #16, 5(1%)
minecraft.picked_up.ender_chest: #16, 58(1%)
minecraft.mined.flowering_azalea: #16, 15(1%)
minecraft.dropped.leather_helmet: #16, 3(1%)
minecraft.mined.kelp: #16, 32(1%)
minecraft.used.deepslate_tiles: #16, 335(1%)
minecraft.used.flint_and_steel: #16, 48(1%)
minecraft.custom.damage_dealt: #16, 261574(1%)
minecraft.dropped.golden_boots: #16, 3(1%)
minecraft.dropped.polished_blackstone_button: #16, 1(1%)
minecraft.used.yellow_bed: #16, 2(1%)
minecraft.picked_up.baked_potato: #16, 64(1%)
minecraft.picked_up.carved_pumpkin: #16, 21(0%)
minecraft.dropped.deepslate: #16, 28(1%)
minecraft.picked_up.bookshelf: #16, 8(1%)
minecraft.used.hopper_minecart: #16, 3(1%)
minecraft.crafted.hopper_minecart: #16, 3(1%)
minecraft.picked_up.netherite_axe: #16, 1(1%)
minecraft.used.red_shulker_box: #16, 10(0%)
minecraft.mined.stone_stairs: #16, 5(0%)
minecraft.mined.stone_pressure_plate: #16, 1(1%)
minecraft.picked_up.podzol: #16, 24(0%)
minecraft.picked_up.stone_button: #16, 12(0%)
minecraft.mined.red_shulker_box: #16, 8(0%)
minecraft.used.birch_planks: #16, 20(0%)
minecraft.picked_up.grindstone: #16, 3(0%)
minecraft.mined.crimson_stem: #16, 14(0%)
minecraft.crafted.wheat: #16, 36(0%)
minecraft.picked_up.crimson_nylium: #16, 7(0%)
minecraft.used.light_gray_concrete_powder: #16, 40(0%)
minecraft.used.jungle_log: #16, 11(0%)
minecraft.mined.sunflower: #16, 1(0%)
minecraft.mined.polished_granite: #16, 1(0%)
minecraft.used.soul_lantern: #16, 4(0%)
minecraft.crafted.cauldron: #16, 7(0%)
minecraft.crafted.light_gray_concrete_powder: #16, 40(0%)
minecraft.mined.jungle_leaves: #16, 22(0%)
minecraft.mined.red_concrete: #16, 7(0%)
minecraft.custom.open_enderchest: #17, 751(2%)
minecraft.crafted.oak_planks: #17, 3896(2%)
minecraft.custom.climb_one_cm: #17, 865901(2%)
minecraft.custom.drop: #17, 1698(2%)
minecraft.used.bone_meal: #17, 2184(2%)
minecraft.crafted.spruce_planks: #17, 4684(1%)
minecraft.picked_up.moss_carpet: #17, 379(2%)
minecraft.picked_up.oak_sapling: #17, 263(1%)
minecraft.dropped.dirt: #17, 611(1%)
minecraft.picked_up.spider_eye: #17, 72(1%)
minecraft.crafted.light_blue_dye: #17, 38(1%)
minecraft.used.diorite: #17, 118(1%)
minecraft.used.granite: #17, 220(1%)
minecraft.picked_up.polished_deepslate: #17, 87(1%)
minecraft.used.soul_sand: #17, 58(1%)
minecraft.used.spruce_boat: #17, 4(1%)
minecraft.crafted.scaffolding: #17, 126(1%)
minecraft.picked_up.spruce_sign: #17, 9(1%)
minecraft.crafted.spruce_pressure_plate: #17, 1(1%)
minecraft.picked_up.glowstone: #17, 37(1%)
minecraft.mined.dropper: #17, 4(1%)
minecraft.used.sand: #17, 657(0%)
minecraft.custom.leave_game: #18, 337(2%)
minecraft.picked_up.deepslate_diamond_ore: #17, 6(1%)
minecraft.picked_up.diamond_block: #17, 7(1%)
minecraft.used.spruce_sign: #17, 15(0%)
minecraft.mined.polished_deepslate: #17, 25(0%)
minecraft.used.dark_oak_log: #17, 92(0%)
minecraft.mined.jungle_log: #17, 116(0%)
minecraft.mined.crimson_nylium: #17, 8(0%)
minecraft.picked_up.jungle_log: #17, 116(0%)
minecraft.picked_up.dark_oak_fence: #17, 6(0%)
minecraft.picked_up.red_shulker_box: #17, 8(0%)
minecraft.picked_up.sweet_berries: #17, 13(0%)
minecraft.picked_up.spruce_boat: #17, 3(0%)
minecraft.mined.yellow_bed: #17, 1(0%)
minecraft.dropped.iron_axe: #17, 1(0%)
minecraft.used.stone_stairs: #17, 10(0%)
minecraft.crafted.painting: #17, 3(0%)
minecraft.used.stone_pressure_plate: #17, 2(0%)
minecraft.used.dark_oak_button: #17, 1(0%)
minecraft.crafted.dark_oak_button: #17, 1(0%)
minecraft.dropped.spruce_log: #17, 11(0%)
minecraft.crafted.slime_ball: #17, 9(0%)
minecraft.used.magma_block: #17, 16(0%)
minecraft.picked_up.white_concrete_powder: #17, 10(0%)
minecraft.custom.tune_noteblock: #17, 5(0%)
minecraft.used.polished_granite: #17, 2(0%)
minecraft.used.slime_block: #17, 6(0%)
minecraft.mined.slime_block: #17, 4(0%)
minecraft.dropped.oak_boat: #17, 1(0%)
minecraft.mined.white_stained_glass: #17, 1(0%)
minecraft.mined.red_mushroom_block: #17, 4(0%)
minecraft.picked_up.snowball: #17, 41(0%)
minecraft.dropped.sugar_cane: #17, 2(0%)
minecraft.dropped.gold_ingot: #17, 1(0%)
minecraft.used.rooted_dirt: #17, 1(0%)
minecraft.mined.smooth_sandstone: #17, 1(0%)
minecraft.crafted.crafting_table: #18, 32(2%)
minecraft.crafted.iron_hoe: #18, 1(3%)
minecraft.dropped.water_bucket: #18, 1(2%)
minecraft.picked_up.golden_boots: #18, 5(2%)
minecraft.picked_up.beacon: #18, 5(2%)
minecraft.picked_up.stick: #18, 742(1%)
minecraft.crafted.chest: #18, 396(1%)
minecraft.used.redstone_torch: #18, 49(1%)
minecraft.used.blast_furnace: #18, 5(1%)
minecraft.picked_up.lever: #18, 19(1%)
minecraft.custom.inspect_hopper: #18, 169(1%)
minecraft.picked_up.spyglass: #18, 1(1%)
minecraft.crafted.shears: #18, 19(1%)
minecraft.dropped.iron_leggings: #18, 1(1%)
minecraft.picked_up.chain: #18, 22(1%)
minecraft.mined.rail: #18, 113(1%)
minecraft.mined.player_head: #18, 3(1%)
minecraft.mined.scaffolding: #18, 304(1%)
minecraft.mined.cactus: #18, 32(1%)
minecraft.picked_up.netherite_shovel: #18, 1(1%)
minecraft.used.scaffolding: #18, 513(1%)
minecraft.mined.birch_wall_sign: #18, 2(1%)
minecraft.dropped.oak_log: #18, 12(1%)
minecraft.used.diamond_ore: #18, 7(0%)
minecraft.picked_up.scaffolding: #18, 408(0%)
minecraft.picked_up.sea_lantern: #18, 9(0%)
minecraft.picked_up.lantern: #18, 13(0%)
minecraft.picked_up.crossbow: #18, 1(0%)
minecraft.dropped.coal_ore: #18, 7(0%)
minecraft.picked_up.dropper: #18, 4(0%)
minecraft.picked_up.spore_blossom: #18, 1(0%)
minecraft.dropped.cobbled_deepslate: #18, 21(0%)
minecraft.crafted.pink_dye: #18, 6(0%)
minecraft.picked_up.gold_block: #18, 9(0%)
minecraft.crafted.dark_oak_stairs: #18, 16(0%)
minecraft.picked_up.stone_pressure_plate: #18, 1(0%)
minecraft.used.carved_pumpkin: #18, 1(0%)
minecraft.mined.tinted_glass: #18, 3(0%)
minecraft.picked_up.azure_bluet: #18, 2(0%)
minecraft.used.hay_block: #18, 3(0%)
minecraft.used.blackstone: #18, 23(0%)
minecraft.mined.carved_pumpkin: #18, 3(0%)
minecraft.mined.cobbled_deepslate_slab: #18, 1(0%)
minecraft.mined.glow_lichen: #18, 26(0%)
minecraft.picked_up.glow_lichen: #18, 24(0%)
minecraft.mined.stripped_oak_log: #18, 7(0%)
minecraft.used.dark_oak_stairs: #18, 4(0%)
minecraft.crafted.lime_dye: #18, 6(0%)
minecraft.picked_up.stripped_oak_log: #18, 8(0%)
minecraft.picked_up.cobbled_deepslate_slab: #18, 1(0%)
minecraft.used.white_wool: #18, 8(0%)
minecraft.mined.orange_terracotta: #18, 5(0%)
minecraft.picked_up.orange_terracotta: #18, 4(0%)
minecraft.used.copper_block: #18, 5(0%)
minecraft.custom.fall_one_cm: #19, 2403319(2%)
minecraft.custom.sleep_in_bed: #19, 364(2%)
minecraft.custom.open_chest: #19, 7926(2%)
minecraft.mined.grass: #19, 1061(2%)
minecraft.used.beacon: #19, 5(2%)
minecraft.picked_up.cobbled_deepslate: #19, 4063(1%)
minecraft.picked_up.arrow: #19, 606(1%)
minecraft.crafted.stick: #19, 3224(1%)
minecraft.mined.beacon: #19, 3(1%)
minecraft.picked_up.basalt: #19, 715(1%)
minecraft.picked_up.golden_leggings: #19, 3(1%)
minecraft.crafted.writable_book: #19, 2(1%)
minecraft.picked_up.carrot: #19, 803(1%)
minecraft.used.carrot: #19, 169(1%)
minecraft.mined.glowstone: #19, 36(1%)
minecraft.used.deepslate_tile_slab: #19, 186(1%)
minecraft.dropped.iron_shovel: #19, 1(1%)
minecraft.custom.interact_with_brewingstand: #19, 28(1%)
minecraft.picked_up.rail: #19, 105(1%)
minecraft.mined.deepslate_tiles: #19, 35(1%)
minecraft.used.rail: #19, 130(1%)
minecraft.dropped.oak_sapling: #19, 6(1%)
minecraft.mined.deepslate_tile_slab: #19, 22(1%)
minecraft.dropped.gravel: #19, 76(0%)
minecraft.used.polished_deepslate: #19, 202(0%)
minecraft.picked_up.blast_furnace: #19, 1(1%)
minecraft.picked_up.lilac: #19, 6(0%)
minecraft.used.composter: #19, 7(0%)
minecraft.crafted.comparator: #19, 11(0%)
minecraft.picked_up.yellow_bed: #19, 1(0%)
minecraft.picked_up.smooth_stone: #19, 20(0%)
minecraft.mined.dark_oak_stairs: #19, 2(0%)
minecraft.used.dark_oak_boat: #19, 1(0%)
minecraft.killed.witch: #19, 2(0%)
minecraft.crafted.gold_ingot: #19, 397(0%)
minecraft.mined.bone_block: #19, 6(0%)
minecraft.picked_up.crimson_stem: #19, 14(0%)
minecraft.picked_up.white_dye: #19, 4(0%)
minecraft.crafted.spruce_boat: #19, 1(0%)
minecraft.dropped.calcite: #19, 1(0%)
minecraft.dropped.glass: #19, 7(0%)
minecraft.mined.sandstone: #19, 90(0%)
minecraft.picked_up.polished_granite: #19, 1(0%)
minecraft.crafted.spruce_button: #19, 1(0%)
minecraft.picked_up.glass_bottle: #19, 2(0%)
minecraft.mined.smooth_stone_slab: #19, 2(0%)
minecraft.picked_up.tinted_glass: #19, 2(0%)
minecraft.picked_up.warped_nylium: #19, 1(0%)
minecraft.used.polished_andesite: #19, 4(0%)
minecraft.used.potato: #19, 5(0%)
minecraft.used.iron_hoe: #19, 1(0%)
minecraft.killed.wither_skeleton: #19, 2(0%)
minecraft.picked_up.smooth_sandstone: #19, 1(0%)
minecraft.custom.sprint_one_cm: #20, 25626125(2%)
minecraft.used.dirt: #20, 4591(1%)
minecraft.custom.interact_with_lectern: #20, 22(1%)
minecraft.picked_up.item_frame: #20, 33(1%)
minecraft.crafted.observer: #20, 60(1%)
minecraft.picked_up.bow: #20, 27(1%)
minecraft.crafted.redstone: #20, 1204(1%)
minecraft.picked_up.chainmail_chestplate: #20, 1(1%)
minecraft.killed.creeper: #20, 59(1%)
minecraft.picked_up.player_head: #20, 85(1%)
minecraft.custom.sneak_time: #21, 1008221(2%)
minecraft.picked_up.leather: #20, 170(1%)
minecraft.dropped.cobblestone: #20, 722(1%)
minecraft.picked_up.leather_helmet: #20, 2(1%)
minecraft.crafted.redstone_torch: #20, 191(1%)
minecraft.picked_up.diamond_chestplate: #20, 1(1%)
minecraft.mined.basalt: #20, 712(1%)
minecraft.crafted.bone_meal: #20, 5036(1%)
minecraft.mined.blast_furnace: #20, 1(1%)
minecraft.crafted.dark_oak_trapdoor: #20, 26(1%)
minecraft.killed.husk: #20, 1(1%)
minecraft.mined.cobweb: #20, 21(1%)
minecraft.mined.shroomlight: #20, 12(0%)
minecraft.picked_up.potion: #20, 4(0%)
minecraft.mined.oak_planks: #20, 54(0%)
minecraft.dropped.chest: #20, 2(0%)
minecraft.picked_up.deepslate_tile_slab: #20, 22(0%)
minecraft.picked_up.cactus: #20, 70(0%)
minecraft.mined.composter: #20, 2(0%)
minecraft.dropped.netherrack: #20, 434(0%)
minecraft.picked_up.diamond_ore: #20, 5(0%)
minecraft.picked_up.composter: #20, 2(0%)
minecraft.crafted.iron_block: #20, 136(0%)
minecraft.used.comparator: #20, 6(0%)
minecraft.custom.mob_kills: #20, 6194(0%)
minecraft.mined.potatoes: #20, 13(0%)
minecraft.dropped.magma_cream: #20, 1(0%)
minecraft.mined.podzol: #20, 9(0%)
minecraft.mined.polished_andesite: #20, 2(0%)
minecraft.picked_up.polished_blackstone_button: #20, 1(0%)
minecraft.used.pumpkin: #20, 2(0%)
minecraft.used.amethyst_block: #20, 5(0%)
minecraft.dropped.sandstone: #20, 3(0%)
minecraft.picked_up.pumpkin_seeds: #20, 8(0%)
minecraft.picked_up.sandstone: #20, 59(0%)
minecraft.picked_up.potato: #20, 31(0%)
minecraft.picked_up.smooth_stone_slab: #20, 2(0%)
minecraft.used.copper_ore: #20, 3(0%)
minecraft.custom.crouch_one_cm: #21, 2351218(2%)
minecraft.used.crafting_table: #21, 65(2%)
minecraft.used.diamond_pickaxe: #21, 49848(1%)
minecraft.used.furnace: #21, 31(1%)
minecraft.crafted.item_frame: #21, 36(1%)
minecraft.used.player_head: #21, 8(1%)
minecraft.crafted.stonecutter: #21, 2(1%)
minecraft.picked_up.flowering_azalea: #21, 32(1%)
minecraft.killed_by.creeper: #21, 1(1%)
minecraft.crafted.piston: #21, 45(1%)
minecraft.killed.zombie: #21, 154(0%)
minecraft.killed.slime: #21, 39(0%)
minecraft.used.spruce_planks: #21, 180(0%)
minecraft.used.spruce_sapling: #21, 25(0%)
minecraft.crafted.flint_and_steel: #21, 2(0%)
minecraft.picked_up.oak_planks: #21, 50(0%)
minecraft.used.writable_book: #21, 5(0%)
minecraft.crafted.copper_block: #21, 82(0%)
minecraft.picked_up.slime_ball: #21, 66(0%)
minecraft.picked_up.glass: #21, 82(0%)
minecraft.mined.dark_oak_trapdoor: #21, 2(0%)
minecraft.picked_up.shroomlight: #21, 11(0%)
minecraft.picked_up.bamboo: #21, 240(0%)
minecraft.used.glass: #21, 70(0%)
minecraft.used.dark_oak_trapdoor: #21, 10(0%)
minecraft.mined.hopper: #21, 9(0%)
minecraft.picked_up.dark_oak_trapdoor: #21, 2(0%)
minecraft.picked_up.bone_meal: #21, 190(0%)
minecraft.mined.glass: #21, 16(0%)
minecraft.picked_up.hopper: #21, 8(0%)
minecraft.dropped.arrow: #21, 75(0%)
minecraft.killed.piglin: #21, 1(0%)
minecraft.picked_up.polished_andesite: #21, 2(0%)
minecraft.mined.copper_block: #21, 1(0%)
minecraft.mined.nether_wart: #21, 2(0%)
minecraft.dropped.ender_pearl: #21, 31(0%)
minecraft.picked_up.sunflower: #21, 1(0%)
minecraft.picked_up.copper_block: #21, 1(0%)
minecraft.dropped.gold_nugget: #21, 1(0%)
minecraft.custom.walk_on_water_one_cm: #22, 868935(1%)
minecraft.picked_up.andesite: #22, 2097(1%)
minecraft.mined.deepslate: #22, 4464(1%)
minecraft.crafted.shield: #22, 1(1%)
minecraft.mined.granite: #22, 1735(1%)
minecraft.mined.rose_bush: #22, 2(1%)
minecraft.used.redstone: #22, 199(1%)
minecraft.mined.grass_block: #22, 3805(1%)
minecraft.dropped.andesite: #22, 123(1%)
minecraft.killed.spider: #22, 17(1%)
minecraft.crafted.furnace: #22, 19(1%)
minecraft.mined.cobbled_deepslate: #22, 39(1%)
minecraft.picked_up.cooked_beef: #22, 75(1%)
minecraft.broken.shears: #22, 2(1%)
minecraft.killed.cow: #22, 38(1%)
minecraft.picked_up.iron_leggings: #22, 1(1%)
minecraft.picked_up.redstone_torch: #22, 17(1%)
minecraft.custom.inspect_dispenser: #22, 32(0%)
minecraft.used.netherrack: #22, 249(0%)
minecraft.picked_up.string: #22, 84(0%)
minecraft.used.observer: #22, 25(0%)
minecraft.picked_up.netherrack: #22, 1012(0%)
minecraft.picked_up.bone: #22, 146(0%)
minecraft.picked_up.kelp: #22, 116(0%)
minecraft.killed.bat: #22, 1(0%)
minecraft.mined.netherrack: #22, 1269(0%)
minecraft.used.bamboo: #22, 8(0%)
minecraft.used.glass_bottle: #22, 16(0%)
minecraft.used.hopper: #22, 32(0%)
minecraft.used.oak_log: #22, 30(0%)
minecraft.crafted.hopper: #22, 23(0%)
minecraft.dropped.stone: #22, 322(0%)
minecraft.mined.comparator: #22, 1(0%)
minecraft.picked_up.bone_block: #22, 6(0%)
minecraft.used.basalt: #22, 14(0%)
minecraft.used.iron_ore: #22, 10(0%)
minecraft.mined.warped_nylium: #22, 1(0%)
minecraft.mined.amethyst_block: #22, 10(0%)
minecraft.used.nether_wart: #22, 2(0%)
minecraft.picked_up.nether_wart: #22, 6(0%)
minecraft.custom.minecart_one_cm: #22, 282(0%)
minecraft.custom.walk_one_cm: #23, 22435180(1%)
minecraft.mined.crafting_table: #23, 40(1%)
minecraft.custom.interact_with_furnace: #23, 391(1%)
minecraft.used.diamond_shovel: #23, 13705(1%)
minecraft.mined.dirt: #23, 4432(1%)
minecraft.picked_up.cobblestone: #23, 7574(1%)
minecraft.dropped.crafting_table: #23, 1(1%)
minecraft.mined.furnace: #23, 10(1%)
minecraft.crafted.ladder: #23, 60(1%)
minecraft.picked_up.copper_ore: #23, 63(1%)
minecraft.picked_up.furnace: #23, 9(1%)
minecraft.mined.fire: #23, 38(0%)
minecraft.used.repeater: #23, 36(0%)
minecraft.picked_up.iron_ore: #23, 102(0%)
minecraft.picked_up.apple: #23, 20(0%)
minecraft.mined.repeater: #23, 9(0%)
minecraft.mined.obsidian: #23, 62(0%)
minecraft.picked_up.repeater: #23, 14(0%)
minecraft.mined.kelp_plant: #23, 12(0%)
minecraft.mined.sand: #23, 1386(0%)
minecraft.mined.ladder: #23, 2(0%)
minecraft.used.cactus: #23, 11(0%)
minecraft.picked_up.sand: #23, 1180(0%)
minecraft.dropped.wheat_seeds: #23, 116(0%)
minecraft.mined.bamboo: #23, 13(0%)
minecraft.killed.skeleton: #23, 44(0%)
minecraft.crafted.rail: #23, 32(0%)
minecraft.picked_up.redstone_ore: #23, 13(0%)
minecraft.mined.dark_oak_leaves: #23, 27(0%)
minecraft.used.potion: #23, 1(0%)
minecraft.dropped.rail: #23, 1(0%)
minecraft.dropped.bow: #23, 2(0%)
minecraft.mined.white_wool: #23, 2(0%)
minecraft.used.tuff: #23, 12(0%)
minecraft.used.coal_ore: #23, 14(0%)
minecraft.picked_up.comparator: #23, 1(0%)
minecraft.picked_up.amethyst_block: #23, 9(0%)
minecraft.dropped.egg: #23, 1(0%)
minecraft.picked_up.deepslate_coal_ore: #23, 1(0%)
minecraft.used.written_book: #23, 1(0%)
minecraft.picked_up.crafting_table: #24, 41(1%)
minecraft.picked_up.granite: #24, 1290(1%)
minecraft.mined.torch: #24, 190(1%)
minecraft.mined.diorite: #24, 1273(1%)
minecraft.mined.andesite: #24, 1301(1%)
minecraft.picked_up.diorite: #24, 1077(1%)
minecraft.picked_up.stone: #24, 9563(1%)
minecraft.mined.redstone_wire: #24, 27(0%)
minecraft.picked_up.iron_shovel: #24, 1(0%)
minecraft.mined.chest: #24, 30(0%)
minecraft.killed.zombie_villager: #24, 1(0%)
minecraft.crafted.repeater: #24, 24(0%)
minecraft.picked_up.birch_sign: #24, 3(0%)
minecraft.picked_up.chest: #24, 34(0%)
minecraft.crafted.copper_ingot: #24, 135(0%)
minecraft.custom.animals_bred: #24, 28(0%)
minecraft.crafted.coal: #24, 153(0%)
minecraft.picked_up.obsidian: #24, 69(0%)
minecraft.picked_up.oak_boat: #24, 2(0%)
minecraft.mined.dispenser: #24, 1(0%)
minecraft.picked_up.dispenser: #24, 1(0%)
minecraft.used.egg: #24, 7(0%)
minecraft.picked_up.egg: #24, 8(0%)
minecraft.mined.cobblestone_slab: #24, 3(0%)
minecraft.picked_up.beef: #24, 15(0%)
minecraft.used.piston: #24, 5(0%)
minecraft.picked_up.deepslate_redstone_ore: #24, 4(0%)
minecraft.used.ender_pearl: #24, 8(0%)
minecraft.crafted.dispenser: #24, 1(0%)
minecraft.used.sugar_cane: #24, 3(0%)
minecraft.mined.calcite: #24, 6(0%)
minecraft.used.cooked_beef: #24, 2(0%)
minecraft.custom.play_time: #25, 15166232(2%)
minecraft.custom.total_world_time: #25, 15166232(2%)
minecraft.picked_up.torch: #25, 854(1%)
minecraft.picked_up.dirt: #25, 4513(1%)
minecraft.picked_up.diamond: #25, 112(1%)
minecraft.mined.deepslate_gold_ore: #25, 26(1%)
minecraft.mined.stone: #25, 21372(1%)
minecraft.used.ladder: #25, 36(1%)
minecraft.mined.deepslate_diamond_ore: #25, 18(1%)
minecraft.mined.redstone_torch: #25, 2(0%)
minecraft.picked_up.leather_leggings: #25, 1(0%)
minecraft.picked_up.gravel: #25, 748(0%)
minecraft.picked_up.coal_ore: #25, 118(0%)
minecraft.used.chest: #25, 62(0%)
minecraft.mined.gravel: #25, 699(0%)
minecraft.mined.tuff: #25, 100(0%)
minecraft.killed.magma_cube: #25, 15(0%)
minecraft.picked_up.deepslate: #25, 183(0%)
minecraft.used.minecart: #25, 2(0%)
minecraft.picked_up.sugar_cane: #25, 113(0%)
minecraft.used.dispenser: #25, 2(0%)
minecraft.used.oak_boat: #25, 1(0%)
minecraft.mined.sugar_cane: #25, 43(0%)
minecraft.crafted.blaze_powder: #25, 2(0%)
minecraft.mined.observer: #25, 1(0%)
minecraft.picked_up.rose_bush: #25, 2(0%)
minecraft.picked_up.magma_cream: #25, 1(0%)
minecraft.picked_up.observer: #25, 1(0%)
minecraft.picked_up.brown_mushroom: #25, 1(0%)
minecraft.mined.wheat: #25, 17(0%)
minecraft.picked_up.calcite: #25, 6(0%)
minecraft.crafted.stone: #25, 1(0%)
minecraft.picked_up.ender_pearl: #25, 3(0%)
minecraft.crafted.air: #25, 0(0%)
minecraft.used.cobblestone: #26, 845(1%)
minecraft.mined.gold_ore: #26, 103(1%)
minecraft.mined.cobblestone: #26, 279(1%)
minecraft.crafted.torch: #26, 780(1%)
minecraft.picked_up.raw_gold: #26, 116(1%)
minecraft.used.torch: #26, 631(0%)
minecraft.mined.iron_ore: #26, 306(0%)
minecraft.picked_up.raw_iron: #26, 459(0%)
minecraft.mined.wall_torch: #26, 28(0%)
minecraft.mined.coal_ore: #26, 341(0%)
minecraft.mined.copper_ore: #26, 95(0%)
minecraft.crafted.iron_axe: #26, 1(0%)
minecraft.mined.lapis_ore: #26, 9(0%)
minecraft.mined.diamond_ore: #26, 10(0%)
minecraft.mined.deepslate_iron_ore: #26, 14(0%)
minecraft.picked_up.coal: #26, 276(0%)
minecraft.picked_up.redstone: #26, 162(0%)
minecraft.used.redstone_block: #26, 3(0%)
minecraft.mined.redstone_ore: #26, 23(0%)
minecraft.mined.deepslate_redstone_ore: #26, 9(0%)
minecraft.mined.deepslate_coal_ore: #26, 9(0%)
minecraft.picked_up.wheat_seeds: #26, 181(0%)
minecraft.dropped.flint: #26, 2(0%)
minecraft.picked_up.flint: #26, 6(0%)
minecraft.picked_up.tuff: #26, 22(0%)
minecraft.mined.redstone_block: #26, 1(0%)
minecraft.picked_up.raw_copper: #26, 50(0%)
minecraft.picked_up.lapis_lazuli: #26, 19(0%)
minecraft.picked_up.wheat: #26, 38(0%)
minecraft.picked_up.ladder: #26, 2(0%)
minecraft.picked_up.redstone_block: #26, 1(0%)
minecraft.used.iron_axe: #26, 3(0%)
minecraft.custom.fly_one_cm: #32, 12551168(1%)
minecraft.custom.time_since_rest: #55, 762(0%)
minecraft.custom.time_since_death: #55, 347(0%)
