stat, rank, value, (percentage) 
minecraft.picked_up.purpur_pillar: #16, 2(0%)
minecraft.mined.end_rod: #16, 13(0%)
minecraft.picked_up.cod: #16, 44(0%)
minecraft.crafted.cobblestone_wall: #16, 12(0%)
minecraft.mined.weeping_vines: #16, 1(0%)
minecraft.mined.purpur_pillar: #16, 2(0%)
minecraft.crafted.white_stained_glass: #16, 40(0%)
minecraft.picked_up.crimson_roots: #16, 6(0%)
minecraft.used.blackstone: #16, 42(0%)
minecraft.mined.rooted_dirt: #16, 7(0%)
minecraft.picked_up.saddle: #16, 1(0%)
minecraft.picked_up.polished_blackstone: #16, 4(0%)
minecraft.mined.crimson_roots: #16, 2(0%)
minecraft.picked_up.nether_bricks: #16, 9(0%)
minecraft.mined.red_bed: #16, 1(0%)
minecraft.picked_up.red_bed: #16, 1(0%)
minecraft.crafted.spruce_button: #16, 1(0%)
minecraft.dropped.glass_bottle: #16, 6(0%)
minecraft.dropped.kelp: #16, 2(0%)
minecraft.crafted.golden_carrot: #16, 10(0%)
minecraft.dropped.gold_nugget: #16, 2(0%)
minecraft.custom.walk_under_water_one_cm: #17, 1886084(2%)
minecraft.custom.open_chest: #17, 9899(3%)
minecraft.mined.crafting_table: #17, 69(2%)
minecraft.picked_up.diamond: #17, 314(2%)
minecraft.mined.spruce_log: #17, 2080(2%)
minecraft.used.chest: #17, 374(2%)
minecraft.used.carrot: #17, 405(2%)
minecraft.picked_up.chest: #17, 183(2%)
minecraft.picked_up.spruce_log: #17, 2058(2%)
minecraft.crafted.stick: #17, 5068(1%)
minecraft.picked_up.spruce_planks: #17, 244(2%)
minecraft.mined.beacon: #17, 5(2%)
minecraft.mined.gravel: #17, 3267(1%)
minecraft.picked_up.beacon: #17, 5(2%)
minecraft.mined.cobbled_deepslate: #17, 79(1%)
minecraft.crafted.redstone_torch: #17, 347(1%)
minecraft.picked_up.bow: #17, 30(1%)
minecraft.crafted.shears: #17, 28(1%)
minecraft.dropped.writable_book: #17, 1(2%)
minecraft.picked_up.player_head: #17, 110(1%)
minecraft.crafted.spruce_slab: #17, 354(1%)
minecraft.crafted.furnace: #17, 34(1%)
minecraft.used.lever: #17, 35(1%)
minecraft.used.deepslate_tile_slab: #17, 291(1%)
minecraft.picked_up.golden_helmet: #17, 3(1%)
minecraft.used.blast_furnace: #17, 5(1%)
minecraft.mined.piston_head: #17, 1(1%)
minecraft.crafted.cooked_porkchop: #17, 7(1%)
minecraft.mined.tall_seagrass: #17, 27(1%)
minecraft.picked_up.lilac: #17, 14(1%)
minecraft.dropped.crafting_table: #17, 1(1%)
minecraft.dropped.string: #17, 39(1%)
minecraft.picked_up.gunpowder: #17, 136(1%)
minecraft.killed.zombie: #17, 230(1%)
minecraft.picked_up.hopper: #17, 40(1%)
minecraft.mined.chain: #17, 9(1%)
minecraft.used.ender_chest: #17, 32(1%)
minecraft.used.flowering_azalea: #17, 13(1%)
minecraft.dropped.iron_sword: #17, 1(1%)
minecraft.picked_up.sea_lantern: #17, 14(1%)
minecraft.killed.bat: #17, 2(1%)
minecraft.used.sugar_cane: #17, 65(1%)
minecraft.picked_up.ender_chest: #17, 31(1%)
minecraft.dropped.chest: #17, 3(1%)
minecraft.dropped.firework_rocket: #17, 68(1%)
minecraft.killed.husk: #17, 1(1%)
minecraft.crafted.coarse_dirt: #17, 168(1%)
minecraft.dropped.golden_chestplate: #17, 2(1%)
minecraft.picked_up.cobblestone_wall: #17, 8(1%)
minecraft.used.redstone_lamp: #17, 10(0%)
minecraft.picked_up.grass: #17, 12(0%)
minecraft.picked_up.powered_rail: #17, 37(0%)
minecraft.crafted.deepslate_brick_stairs: #17, 4(0%)
minecraft.picked_up.gold_ingot: #17, 13(0%)
minecraft.used.bookshelf: #17, 24(0%)
minecraft.picked_up.tnt: #17, 6(0%)
minecraft.picked_up.terracotta: #17, 594(0%)
minecraft.mined.terracotta: #17, 561(0%)
minecraft.crafted.gold_ingot: #17, 493(0%)
minecraft.mined.bookshelf: #17, 18(0%)
minecraft.picked_up.shulker_shell: #17, 28(0%)
minecraft.picked_up.purpur_block: #17, 6(0%)
minecraft.used.obsidian: #17, 100(0%)
minecraft.picked_up.birch_boat: #17, 1(0%)
minecraft.crafted.bone_block: #17, 170(0%)
minecraft.used.glowstone: #17, 14(0%)
minecraft.dropped.player_head: #17, 8(0%)
minecraft.picked_up.rooted_dirt: #17, 7(0%)
minecraft.crafted.fermented_spider_eye: #17, 1(0%)
minecraft.picked_up.redstone_lamp: #17, 1(0%)
minecraft.mined.glow_lichen: #17, 27(0%)
minecraft.picked_up.glow_lichen: #17, 28(0%)
minecraft.mined.coarse_dirt: #17, 11(0%)
minecraft.used.spruce_button: #17, 1(0%)
minecraft.dropped.soul_sand: #17, 1(0%)
minecraft.dropped.bone_meal: #17, 66(0%)
minecraft.used.azalea_leaves: #17, 7(0%)
minecraft.dropped.poppy: #17, 9(0%)
minecraft.used.glow_lichen: #17, 9(0%)
minecraft.picked_up.clay: #17, 1(0%)
minecraft.mined.smooth_stone: #17, 1(0%)
minecraft.picked_up.crafting_table: #18, 79(2%)
minecraft.picked_up.lapis_lazuli: #18, 1089(2%)
minecraft.mined.redstone_ore: #18, 481(2%)
minecraft.used.bucket: #18, 678(1%)
minecraft.crafted.copper_ingot: #18, 682(1%)
minecraft.picked_up.stonecutter: #18, 15(1%)
minecraft.used.beacon: #18, 5(2%)
minecraft.crafted.shield: #18, 1(1%)
minecraft.picked_up.arrow: #18, 627(1%)
minecraft.picked_up.flowering_azalea: #18, 58(1%)
minecraft.used.wooden_pickaxe: #18, 6(1%)
minecraft.picked_up.azalea: #18, 126(1%)
minecraft.picked_up.leather_chestplate: #18, 3(1%)
minecraft.used.repeater: #18, 71(1%)
minecraft.crafted.repeater: #18, 57(1%)
minecraft.picked_up.repeater: #18, 35(1%)
minecraft.mined.piston: #18, 17(1%)
minecraft.broken.shears: #18, 3(1%)
minecraft.used.chain: #18, 61(1%)
minecraft.mined.glowstone: #18, 38(1%)
minecraft.crafted.diamond: #18, 81(1%)
minecraft.dropped.netherite_pickaxe: #18, 1(1%)
minecraft.picked_up.rotten_flesh: #18, 554(1%)
minecraft.picked_up.elytra: #18, 5(1%)
minecraft.mined.spruce_fence: #18, 16(1%)
minecraft.picked_up.iron_bars: #18, 13(1%)
minecraft.picked_up.spruce_fence: #18, 21(1%)
minecraft.used.campfire: #18, 7(0%)
minecraft.crafted.campfire: #18, 7(0%)
minecraft.picked_up.stone_brick_stairs: #18, 10(0%)
minecraft.used.hopper: #18, 63(0%)
minecraft.mined.brown_mushroom: #18, 4(0%)
minecraft.used.red_shulker_box: #18, 8(0%)
minecraft.mined.spruce_trapdoor: #18, 11(0%)
minecraft.crafted.iron_block: #18, 199(0%)
minecraft.crafted.stone_pressure_plate: #18, 3(0%)
minecraft.mined.white_carpet: #18, 2(0%)
minecraft.used.coarse_dirt: #18, 66(0%)
minecraft.picked_up.nether_wart_block: #18, 11(0%)
minecraft.used.lava_bucket: #18, 23(0%)
minecraft.used.splash_potion: #18, 1(0%)
minecraft.crafted.cauldron: #18, 5(0%)
minecraft.mined.polished_deepslate_slab: #18, 3(0%)
minecraft.used.polished_deepslate_slab: #18, 19(0%)
minecraft.crafted.glowstone: #18, 9(0%)
minecraft.mined.fern: #18, 1(0%)
minecraft.killed.wither_skeleton: #18, 6(0%)
minecraft.used.nether_bricks: #18, 1(0%)
minecraft.used.polished_blackstone: #18, 2(0%)
minecraft.used.smooth_stone: #18, 2(0%)
minecraft.dropped.carrot: #18, 1(0%)
minecraft.killed.drowned: #18, 9(0%)
minecraft.mined.cobblestone: #19, 777(2%)
minecraft.custom.interact_with_lectern: #19, 23(1%)
minecraft.mined.deepslate_diamond_ore: #19, 33(1%)
minecraft.crafted.chest: #19, 312(1%)
minecraft.picked_up.polished_deepslate: #19, 74(1%)
minecraft.custom.sneak_time: #20, 1009857(2%)
minecraft.used.andesite: #19, 337(1%)
minecraft.crafted.diamond_block: #19, 16(1%)
minecraft.picked_up.rose_bush: #19, 34(1%)
minecraft.picked_up.piston: #19, 19(1%)
minecraft.killed.skeleton: #19, 154(1%)
minecraft.picked_up.glow_item_frame: #19, 1(1%)
minecraft.killed.trader_llama: #19, 1(1%)
minecraft.used.cactus: #19, 22(0%)
minecraft.used.spruce_trapdoor: #19, 44(0%)
minecraft.dropped.coal: #19, 10(0%)
minecraft.killed.piglin: #19, 3(0%)
minecraft.crafted.spruce_trapdoor: #19, 40(0%)
minecraft.mined.comparator: #19, 2(0%)
minecraft.crafted.redstone_lamp: #19, 9(0%)
minecraft.used.spruce_boat: #19, 1(0%)
minecraft.custom.inspect_dropper: #19, 11(0%)
minecraft.picked_up.grass_block: #19, 559(0%)
minecraft.mined.nether_wart_block: #19, 11(0%)
minecraft.picked_up.iron_ingot: #19, 154(0%)
minecraft.mined.white_wool: #19, 3(0%)
minecraft.crafted.magenta_dye: #19, 3(0%)
minecraft.dropped.spider_eye: #19, 18(0%)
minecraft.mined.nether_bricks: #19, 10(0%)
minecraft.picked_up.comparator: #19, 2(0%)
minecraft.mined.podzol: #19, 10(0%)
minecraft.used.stone_brick_stairs: #19, 9(0%)
minecraft.crafted.smooth_stone: #19, 16(0%)
minecraft.crafted.green_dye: #19, 8(0%)
minecraft.used.azalea: #19, 4(0%)
minecraft.mined.stone_stairs: #19, 1(0%)
minecraft.picked_up.slime_block: #19, 5(0%)
minecraft.crafted.lime_dye: #19, 4(0%)
minecraft.used.deepslate_brick_stairs: #19, 3(0%)
minecraft.dropped.stone_bricks: #19, 1(0%)
minecraft.picked_up.stone_stairs: #19, 1(0%)
minecraft.custom.crouch_one_cm: #20, 3069303(2%)
minecraft.picked_up.redstone: #20, 2565(2%)
minecraft.mined.deepslate_coal_ore: #20, 188(1%)
minecraft.crafted.diamond_helmet: #20, 1(1%)
minecraft.dropped.diorite: #20, 239(1%)
minecraft.dropped.diamond_pickaxe: #20, 2(1%)
minecraft.dropped.andesite: #20, 148(1%)
minecraft.picked_up.leather_boots: #20, 3(1%)
minecraft.used.oak_boat: #20, 8(1%)
minecraft.killed.squid: #20, 21(1%)
minecraft.dropped.granite: #20, 158(1%)
minecraft.crafted.coal: #20, 441(1%)
minecraft.crafted.spruce_fence: #20, 57(1%)
minecraft.mined.kelp: #20, 17(0%)
minecraft.mined.seagrass: #20, 25(0%)
minecraft.mined.sticky_piston: #20, 5(0%)
minecraft.used.redstone_block: #20, 13(0%)
minecraft.dropped.tuff: #20, 7(0%)
minecraft.dropped.stone: #20, 701(0%)
minecraft.dropped.leather_leggings: #20, 1(0%)
minecraft.crafted.glass: #20, 855(0%)
minecraft.crafted.hopper: #20, 34(0%)
minecraft.picked_up.oak_leaves: #20, 243(0%)
minecraft.mined.ender_chest: #20, 13(0%)
minecraft.used.moss_block: #20, 159(0%)
minecraft.used.cobblestone_stairs: #20, 7(0%)
minecraft.crafted.yellow_dye: #20, 17(0%)
minecraft.mined.red_shulker_box: #20, 6(0%)
minecraft.picked_up.glowstone: #20, 16(0%)
minecraft.picked_up.spruce_trapdoor: #20, 13(0%)
minecraft.crafted.pink_dye: #20, 4(0%)
minecraft.used.composter: #20, 4(0%)
minecraft.crafted.composter: #20, 3(0%)
minecraft.crafted.shulker_box: #20, 8(0%)
minecraft.crafted.cobblestone_stairs: #20, 4(0%)
minecraft.picked_up.sweet_berries: #20, 5(0%)
minecraft.dropped.spruce_planks: #20, 3(0%)
minecraft.crafted.deepslate_tile_slab: #20, 6(0%)
minecraft.dropped.bone: #20, 22(0%)
minecraft.picked_up.coarse_dirt: #20, 11(0%)
minecraft.used.cauldron: #20, 2(0%)
minecraft.picked_up.emerald: #20, 6(0%)
minecraft.used.white_wool: #20, 4(0%)
minecraft.used.stone_stairs: #20, 1(0%)
minecraft.picked_up.jungle_log: #20, 1(0%)
minecraft.custom.drop: #21, 1435(1%)
minecraft.crafted.redstone_block: #21, 257(1%)
minecraft.picked_up.cobbled_deepslate: #21, 3876(1%)
minecraft.picked_up.water_bucket: #21, 5(1%)
minecraft.picked_up.item_frame: #21, 28(1%)
minecraft.crafted.iron_ingot: #21, 2139(1%)
minecraft.crafted.spruce_planks: #21, 2508(1%)
minecraft.killed.creeper: #21, 41(1%)
minecraft.crafted.redstone: #21, 801(1%)
minecraft.picked_up.bone: #21, 258(1%)
minecraft.mined.soul_sand: #21, 53(1%)
minecraft.dropped.sand: #21, 56(1%)
minecraft.used.soul_sand: #21, 27(0%)
minecraft.crafted.black_dye: #21, 151(0%)
minecraft.used.spruce_fence: #21, 50(0%)
minecraft.used.piston: #21, 19(0%)
minecraft.dropped.leather_helmet: #21, 1(0%)
minecraft.picked_up.redstone_block: #21, 14(0%)
minecraft.picked_up.sticky_piston: #21, 5(0%)
minecraft.picked_up.oak_boat: #21, 3(0%)
minecraft.crafted.paper: #21, 435(0%)
minecraft.crafted.light_gray_dye: #21, 10(0%)
minecraft.used.comparator: #21, 4(0%)
minecraft.dropped.paper: #21, 3(0%)
minecraft.crafted.iron_trapdoor: #21, 4(0%)
minecraft.dropped.rotten_flesh: #21, 95(0%)
minecraft.used.iron_trapdoor: #21, 3(0%)
minecraft.mined.cobblestone_wall: #21, 1(0%)
minecraft.custom.talked_to_villager: #21, 20(0%)
minecraft.used.oak_leaves: #21, 16(0%)
minecraft.used.jungle_log: #21, 1(0%)
minecraft.dropped.moss_block: #21, 1(0%)
minecraft.mined.jungle_log: #21, 1(0%)
minecraft.dropped.grass_block: #21, 1(0%)
minecraft.mined.deepslate_redstone_ore: #22, 172(2%)
minecraft.dropped.diamond_sword: #22, 1(1%)
minecraft.used.item_frame: #22, 33(1%)
minecraft.used.bow: #22, 234(1%)
minecraft.crafted.item_frame: #22, 23(1%)
minecraft.picked_up.ink_sac: #22, 61(1%)
minecraft.dropped.redstone: #22, 17(0%)
minecraft.crafted.minecart: #22, 5(0%)
minecraft.mined.lever: #22, 2(0%)
minecraft.dropped.gravel: #22, 28(0%)
minecraft.used.gravel: #22, 26(0%)
minecraft.crafted.rail: #22, 32(0%)
minecraft.dropped.cobbled_deepslate: #22, 10(0%)
minecraft.picked_up.magma_block: #22, 19(0%)
minecraft.crafted.comparator: #22, 2(0%)
minecraft.crafted.cyan_dye: #22, 4(0%)
minecraft.dropped.coal_ore: #22, 1(0%)
minecraft.dropped.diamond: #22, 1(0%)
minecraft.crafted.gray_dye: #22, 6(0%)
minecraft.dropped.potato: #22, 1(0%)
minecraft.used.water_bucket: #23, 211(1%)
minecraft.custom.swim_one_cm: #23, 334137(1%)
minecraft.crafted.coal_block: #23, 97(1%)
minecraft.used.stone: #23, 1415(0%)
minecraft.picked_up.soul_sand: #23, 52(0%)
minecraft.crafted.red_dye: #23, 31(0%)
minecraft.used.sticky_piston: #23, 8(0%)
minecraft.crafted.white_dye: #23, 88(0%)
minecraft.mined.observer: #23, 3(0%)
minecraft.crafted.sticky_piston: #23, 3(0%)
minecraft.picked_up.observer: #23, 3(0%)
minecraft.mined.magma_block: #23, 19(0%)
minecraft.dropped.arrow: #23, 47(0%)
minecraft.used.grass_block: #23, 52(0%)
minecraft.dropped.gunpowder: #23, 2(0%)
minecraft.crafted.stone_button: #23, 2(0%)
minecraft.picked_up.lever: #24, 5(0%)
minecraft.crafted.oak_slab: #24, 30(0%)
minecraft.mined.redstone_block: #24, 3(0%)
minecraft.crafted.piston: #24, 5(0%)
minecraft.used.observer: #24, 3(0%)
minecraft.mined.dead_bush: #24, 2(0%)
minecraft.used.firework_rocket: #24, 64(0%)
minecraft.custom.traded_with_villager: #24, 2(0%)
minecraft.custom.time_since_death: #25, 943767(1%)
minecraft.used.cobblestone: #25, 901(1%)
minecraft.picked_up.kelp: #25, 53(0%)
minecraft.mined.cobblestone_slab: #25, 2(0%)
minecraft.dropped.bow: #25, 1(0%)
minecraft.crafted.observer: #25, 1(0%)
minecraft.used.stone_button: #25, 2(0%)
minecraft.mined.kelp_plant: #26, 5(0%)
minecraft.custom.aviate_one_cm: #26, 318662(0%)
minecraft.custom.time_since_rest: #41, 18184(0%)
