stat, rank, value, (percentage) 
minecraft.mined.flower_pot: #8, 3(3%)
minecraft.mined.end_stone_bricks: #8, 20(3%)
minecraft.dropped.leather: #8, 36(3%)
minecraft.dropped.potion: #8, 12(2%)
minecraft.picked_up.poppy: #8, 181(2%)
minecraft.dropped.iron_shovel: #8, 3(2%)
minecraft.dropped.lever: #8, 5(2%)
minecraft.dropped.kelp: #8, 154(3%)
minecraft.crafted.white_terracotta: #8, 48(4%)
minecraft.picked_up.chorus_fruit: #8, 113(2%)
minecraft.dropped.dark_oak_sign: #8, 3(3%)
minecraft.crafted.warped_planks: #8, 1000(2%)
minecraft.dropped.stone_pickaxe: #8, 2(2%)
minecraft.dropped.rail: #8, 13(2%)
minecraft.picked_up.oak_log: #9, 4212(5%)
minecraft.picked_up.end_stone_bricks: #8, 18(2%)
minecraft.used.white_concrete: #8, 1064(2%)
minecraft.used.loom: #8, 4(2%)
minecraft.mined.smithing_table: #8, 3(3%)
minecraft.picked_up.wheat: #9, 5084(5%)
minecraft.custom.inspect_hopper: #9, 1024(5%)
minecraft.used.acacia_trapdoor: #8, 93(3%)
minecraft.custom.mob_kills: #8, 48563(1%)
minecraft.crafted.yellow_terracotta: #8, 104(2%)
minecraft.mined.dead_bush: #8, 62(1%)
minecraft.picked_up.nether_gold_ore: #8, 31(2%)
minecraft.picked_up.dark_oak_fence: #8, 23(2%)
minecraft.picked_up.stripped_jungle_log: #8, 13(2%)
minecraft.crafted.polished_deepslate_wall: #8, 29(2%)
minecraft.dropped.stone_sword: #8, 8(1%)
minecraft.mined.stripped_jungle_log: #8, 13(2%)
minecraft.crafted.polished_blackstone_stairs: #8, 25(2%)
minecraft.custom.damage_resisted: #8, 187(1%)
minecraft.used.magma_block: #8, 184(1%)
minecraft.picked_up.cod: #8, 145(1%)
minecraft.used.gray_wool: #8, 80(1%)
minecraft.dropped.netherite_axe: #8, 1(2%)
minecraft.crafted.andesite_stairs: #8, 10(2%)
minecraft.custom.drop: #9, 4323(4%)
minecraft.picked_up.loom: #8, 3(2%)
minecraft.picked_up.painting: #8, 35(1%)
minecraft.crafted.clay: #8, 13(2%)
minecraft.mined.jungle_stairs: #8, 4(1%)
minecraft.picked_up.hanging_roots: #8, 30(1%)
minecraft.dropped.redstone_ore: #8, 2(2%)
minecraft.dropped.bread: #8, 64(1%)
minecraft.used.gray_concrete: #8, 186(1%)
minecraft.picked_up.deepslate_emerald_ore: #8, 1(2%)
minecraft.picked_up.spectral_arrow: #8, 97(1%)
minecraft.crafted.white_wool: #8, 174(1%)
minecraft.dropped.deepslate_redstone_ore: #8, 1(2%)
minecraft.mined.black_carpet: #8, 4(1%)
minecraft.picked_up.nether_brick: #8, 47(1%)
minecraft.picked_up.oak_stairs: #9, 52(5%)
minecraft.picked_up.brown_carpet: #8, 7(1%)
minecraft.crafted.emerald_block: #8, 71(1%)
minecraft.picked_up.acacia_fence: #8, 2(1%)
minecraft.mined.dark_oak_wood: #8, 5(1%)
minecraft.picked_up.netherrack: #9, 12760(4%)
minecraft.picked_up.black_carpet: #8, 5(1%)
minecraft.mined.dark_oak_log: #9, 2678(4%)
minecraft.picked_up.coal_ore: #9, 1648(4%)
minecraft.dropped.soul_soil: #8, 4(1%)
minecraft.dropped.piston: #8, 1(1%)
minecraft.crafted.black_carpet: #8, 45(1%)
minecraft.crafted.hay_block: #9, 281(5%)
minecraft.used.jungle_planks: #8, 59(1%)
minecraft.crafted.cut_copper_slab: #8, 6(1%)
minecraft.mined.magenta_stained_glass: #8, 3(1%)
minecraft.picked_up.black_dye: #8, 3(1%)
minecraft.dropped.cobbled_deepslate: #9, 311(4%)
minecraft.mined.acacia_fence: #8, 1(1%)
minecraft.dropped.packed_ice: #8, 4(1%)
minecraft.mined.pink_tulip: #8, 1(1%)
minecraft.mined.lime_terracotta: #8, 1(1%)
minecraft.picked_up.calcite: #9, 1519(4%)
minecraft.used.acacia_fence: #8, 5(1%)
minecraft.crafted.brown_wool: #8, 8(1%)
minecraft.crafted.map: #8, 12(0%)
minecraft.mined.gray_stained_glass: #8, 4(0%)
minecraft.picked_up.green_stained_glass: #8, 8(0%)
minecraft.mined.orange_tulip: #8, 1(0%)
minecraft.picked_up.light_blue_dye: #8, 1(0%)
minecraft.crafted.birch_wood: #8, 6(0%)
minecraft.mined.attached_pumpkin_stem: #8, 1(0%)
minecraft.used.jungle_wood: #8, 2(0%)
minecraft.crafted.jungle_wood: #8, 3(0%)
minecraft.used.stone_bricks: #9, 3877(4%)
minecraft.used.warped_fence_gate: #8, 1(0%)
minecraft.crafted.warped_fence_gate: #8, 1(0%)
minecraft.mined.calcite: #9, 1379(4%)
minecraft.crafted.black_wool: #8, 8(0%)
minecraft.dropped.snow: #8, 18(0%)
minecraft.picked_up.raw_iron_block: #8, 2(0%)
minecraft.dropped.brick: #8, 1(0%)
minecraft.used.raw_iron_block: #8, 2(0%)
minecraft.used.raw_copper_block: #8, 1(0%)
minecraft.custom.jump: #10, 216692(5%)
minecraft.picked_up.sweet_berries: #9, 169(5%)
minecraft.mined.iron_door: #9, 9(6%)
minecraft.used.bucket: #9, 1690(4%)
minecraft.dropped.crafting_table: #9, 5(4%)
minecraft.dropped.diamond_leggings: #9, 4(5%)
minecraft.used.dispenser: #9, 66(4%)
minecraft.picked_up.player_head: #9, 302(3%)
minecraft.used.stone_axe: #9, 205(3%)
minecraft.used.glass: #9, 1117(3%)
minecraft.crafted.redstone: #9, 3856(3%)
minecraft.custom.play_time: #10, 32066556(3%)
minecraft.custom.total_world_time: #10, 32066556(3%)
minecraft.crafted.spruce_stairs: #9, 268(3%)
minecraft.used.oak_stairs: #9, 104(4%)
minecraft.custom.interact_with_smithing_table: #9, 13(3%)
minecraft.used.spruce_stairs: #9, 262(3%)
minecraft.picked_up.stone_bricks: #9, 833(3%)
minecraft.used.iron_door: #9, 11(3%)
minecraft.dropped.dirt: #9, 1228(3%)
minecraft.crafted.wheat: #9, 378(3%)
minecraft.dropped.lead: #9, 5(3%)
minecraft.crafted.anvil: #9, 32(2%)
minecraft.killed.phantom: #9, 28(3%)
minecraft.picked_up.bamboo: #9, 2620(2%)
minecraft.crafted.enchanting_table: #9, 1(3%)
minecraft.used.white_dye: #9, 17(3%)
minecraft.picked_up.oak_door: #9, 3(3%)
minecraft.picked_up.gray_concrete: #9, 317(4%)
minecraft.picked_up.coal_block: #9, 115(3%)
minecraft.picked_up.purpur_stairs: #9, 7(4%)
minecraft.crafted.cobbled_deepslate_slab: #9, 68(2%)
minecraft.picked_up.birch_boat: #9, 9(3%)
minecraft.picked_up.shulker_shell: #9, 226(2%)
minecraft.picked_up.candle: #9, 27(3%)
minecraft.mined.andesite_slab: #9, 13(3%)
minecraft.picked_up.gunpowder: #9, 315(2%)
minecraft.mined.gold_block: #9, 35(2%)
minecraft.mined.packed_ice: #9, 507(2%)
minecraft.dropped.iron_leggings: #9, 2(2%)
minecraft.picked_up.quartz_stairs: #9, 12(3%)
minecraft.picked_up.redstone_lamp: #9, 13(2%)
minecraft.used.jungle_log: #9, 83(2%)
minecraft.mined.dragon_wall_head: #9, 2(2%)
minecraft.picked_up.warped_planks: #9, 47(2%)
minecraft.crafted.red_bed: #9, 2(2%)
minecraft.crafted.polished_deepslate_slab: #9, 84(1%)
minecraft.custom.crouch_one_cm: #10, 6534644(4%)
minecraft.mined.red_mushroom: #9, 3(2%)
minecraft.picked_up.netherite_leggings: #9, 2(2%)
minecraft.crafted.crimson_planks: #9, 348(2%)
minecraft.picked_up.andesite_slab: #9, 13(2%)
minecraft.picked_up.ghast_tear: #9, 9(2%)
minecraft.mined.tripwire_hook: #9, 1(3%)
minecraft.picked_up.cooked_cod: #9, 8(2%)
minecraft.used.suspicious_stew: #9, 1(2%)
minecraft.picked_up.nether_brick_slab: #9, 3(2%)
minecraft.mined.torch: #10, 1063(5%)
minecraft.used.yellow_bed: #9, 3(1%)
minecraft.mined.yellow_bed: #9, 3(1%)
minecraft.mined.tripwire: #9, 21(1%)
minecraft.picked_up.smithing_table: #9, 3(2%)
minecraft.used.smooth_quartz_slab: #9, 150(2%)
minecraft.used.glass_pane: #9, 26(1%)
minecraft.picked_up.purpur_slab: #9, 3(2%)
minecraft.crafted.acacia_fence: #9, 21(2%)
minecraft.picked_up.gray_stained_glass: #9, 11(1%)
minecraft.mined.smooth_stone_slab: #9, 27(1%)
minecraft.picked_up.snowball: #9, 847(1%)
minecraft.used.oxeye_daisy: #9, 2(1%)
minecraft.custom.interact_with_crafting_table: #10, 1777(4%)
minecraft.picked_up.dirt: #10, 22656(4%)
minecraft.used.bell: #9, 1(1%)
minecraft.mined.coal_block: #9, 8(1%)
minecraft.crafted.loom: #9, 2(1%)
minecraft.mined.bell: #9, 1(1%)
minecraft.crafted.powered_rail: #10, 378(5%)
minecraft.mined.quartz_block: #9, 13(1%)
minecraft.picked_up.warped_slab: #9, 4(1%)
minecraft.used.coal_block: #9, 28(1%)
minecraft.crafted.iron_ingot: #10, 10507(4%)
minecraft.used.brown_carpet: #9, 25(1%)
minecraft.crafted.spruce_boat: #9, 3(1%)
minecraft.dropped.raw_gold: #9, 3(1%)
minecraft.picked_up.cracked_deepslate_tiles: #9, 2(1%)
minecraft.picked_up.wither_skeleton_skull: #9, 3(0%)
minecraft.mined.mossy_cobblestone_stairs: #9, 1(1%)
minecraft.used.acacia_fence_gate: #9, 1(1%)
minecraft.used.blackstone_stairs: #9, 4(1%)
minecraft.crafted.cracked_stone_bricks: #9, 64(1%)
minecraft.mined.melon: #9, 11(0%)
minecraft.picked_up.pink_tulip: #9, 2(0%)
minecraft.used.cracked_deepslate_tiles: #9, 12(0%)
minecraft.crafted.orange_stained_glass: #9, 8(0%)
minecraft.crafted.acacia_stairs: #9, 4(0%)
minecraft.dropped.pointed_dripstone: #9, 3(0%)
minecraft.picked_up.lime_terracotta: #9, 1(0%)
minecraft.dropped.slime_ball: #9, 10(0%)
minecraft.dropped.twisting_vines: #9, 3(0%)
minecraft.picked_up.polished_granite_slab: #9, 1(0%)
minecraft.used.black_carpet: #9, 5(0%)
minecraft.used.acacia_stairs: #9, 2(0%)
minecraft.picked_up.red_concrete_powder: #9, 3(0%)
minecraft.picked_up.fern: #9, 5(0%)
minecraft.picked_up.white_tulip: #9, 2(0%)
minecraft.used.fern: #9, 1(0%)
minecraft.crafted.polished_blackstone_bricks: #9, 4(0%)
minecraft.used.acacia_wood: #9, 1(0%)
minecraft.picked_up.chain: #10, 105(4%)
minecraft.mined.oak_fence: #10, 101(4%)
minecraft.dropped.elytra: #10, 6(5%)
minecraft.mined.mossy_cobblestone: #10, 105(5%)
minecraft.mined.kelp_plant: #10, 136(3%)
minecraft.picked_up.diamond_boots: #10, 16(4%)
minecraft.crafted.oak_slab: #10, 438(3%)
minecraft.dropped.diamond_axe: #10, 5(4%)
minecraft.mined.netherrack: #10, 13924(3%)
minecraft.used.observer: #10, 185(3%)
minecraft.picked_up.iron_shovel: #10, 6(3%)
minecraft.dropped.scaffolding: #10, 126(4%)
minecraft.picked_up.iron_boots: #10, 9(3%)
minecraft.mined.peony: #10, 4(3%)
minecraft.picked_up.leather_chestplate: #10, 8(3%)
minecraft.crafted.diamond_boots: #10, 2(2%)
minecraft.used.grass_block: #10, 4203(2%)
minecraft.used.birch_boat: #10, 6(3%)
minecraft.mined.warped_nylium: #10, 41(2%)
minecraft.mined.purpur_stairs: #10, 8(4%)
minecraft.broken.stone_axe: #10, 1(3%)
minecraft.dropped.leather_chestplate: #10, 7(3%)
minecraft.picked_up.polished_deepslate_wall: #10, 41(3%)
minecraft.used.sugar_cane: #10, 206(2%)
minecraft.crafted.cobblestone_stairs: #10, 52(2%)
minecraft.crafted.chiseled_deepslate: #10, 8(3%)
minecraft.crafted.pink_dye: #10, 37(2%)
minecraft.mined.redstone_block: #10, 32(2%)
minecraft.crafted.deepslate_tile_wall: #10, 26(2%)
minecraft.picked_up.polished_blackstone_slab: #10, 24(3%)
minecraft.mined.mushroom_stem: #10, 81(2%)
minecraft.picked_up.packed_ice: #10, 445(2%)
minecraft.mined.birch_slab: #10, 13(2%)
minecraft.used.smooth_basalt: #10, 89(2%)
minecraft.killed.ghast: #10, 9(2%)
minecraft.dropped.golden_chestplate: #10, 6(2%)
minecraft.dropped.stone_axe: #10, 2(2%)
minecraft.mined.stone_slab: #10, 74(2%)
minecraft.crafted.flint_and_steel: #10, 7(1%)
minecraft.picked_up.magma_block: #10, 270(1%)
minecraft.dropped.dark_oak_planks: #10, 20(2%)
minecraft.mined.redstone_lamp: #10, 5(2%)
minecraft.dropped.bone: #10, 316(1%)
minecraft.dropped.stone_slab: #10, 41(1%)
minecraft.mined.gray_concrete: #10, 209(2%)
minecraft.dropped.oak_trapdoor: #10, 4(2%)
minecraft.crafted.slime_ball: #10, 81(1%)
minecraft.dropped.stone_bricks: #10, 31(1%)
minecraft.picked_up.yellow_bed: #10, 3(1%)
minecraft.mined.black_wool: #10, 6(1%)
minecraft.used.sandstone: #10, 244(1%)
minecraft.crafted.blackstone_stairs: #10, 4(2%)
minecraft.picked_up.green_dye: #10, 5(1%)
minecraft.picked_up.andesite_stairs: #10, 4(2%)
minecraft.used.stone_pressure_plate: #10, 7(1%)
minecraft.used.acacia_log: #10, 49(1%)
minecraft.picked_up.cornflower: #10, 37(1%)
minecraft.dropped.warped_planks: #10, 7(1%)
minecraft.dropped.stone_pressure_plate: #10, 1(1%)
minecraft.mined.white_stained_glass_pane: #10, 3(1%)
minecraft.killed.witch: #10, 5(1%)
minecraft.used.diamond_pickaxe: #11, 141282(4%)
minecraft.crafted.glass_bottle: #10, 174(1%)
minecraft.mined.acacia_trapdoor: #10, 6(1%)
minecraft.used.quartz_block: #10, 48(1%)
minecraft.picked_up.jungle_stairs: #10, 4(1%)
minecraft.mined.gray_wool: #10, 2(1%)
minecraft.crafted.cobbled_deepslate_wall: #10, 9(1%)
minecraft.custom.open_barrel: #11, 2469(4%)
minecraft.crafted.blackstone_slab: #10, 22(1%)
minecraft.dropped.hopper: #10, 1(1%)
minecraft.crafted.smooth_quartz: #10, 77(1%)
minecraft.dropped.gold_ingot: #10, 15(1%)
minecraft.picked_up.wither_rose: #10, 5(1%)
minecraft.picked_up.red_dye: #10, 4(1%)
minecraft.dropped.dark_oak_slab: #10, 1(1%)
minecraft.dropped.flowering_azalea: #10, 2(1%)
minecraft.mined.light_gray_carpet: #10, 3(1%)
minecraft.picked_up.mushroom_stem: #10, 18(0%)
minecraft.used.mushroom_stem: #10, 12(1%)
minecraft.mined.pumpkin_stem: #10, 3(0%)
minecraft.mined.hanging_roots: #10, 9(0%)
minecraft.picked_up.red_mushroom_block: #10, 23(0%)
minecraft.picked_up.raw_copper_block: #10, 1(0%)
minecraft.mined.polished_diorite: #10, 3(0%)
minecraft.picked_up.gold_nugget: #10, 573(0%)
minecraft.dropped.ink_sac: #10, 3(0%)
minecraft.dropped.gold_nugget: #10, 14(0%)
minecraft.crafted.gold_nugget: #10, 81(0%)
minecraft.crafted.snow_block: #10, 92(0%)
minecraft.dropped.oak_boat: #10, 1(0%)
minecraft.dropped.dripstone_block: #10, 2(0%)
minecraft.picked_up.mossy_stone_bricks: #10, 5(0%)
minecraft.crafted.acacia_wood: #10, 3(0%)
minecraft.mined.green_stained_glass: #10, 2(0%)
minecraft.crafted.slime_block: #10, 15(0%)
minecraft.used.green_stained_glass: #10, 7(0%)
minecraft.mined.stripped_dark_oak_wood: #10, 1(0%)
minecraft.picked_up.stripped_dark_oak_wood: #10, 1(0%)
minecraft.used.stripped_dark_oak_wood: #10, 1(0%)
minecraft.crafted.candle: #10, 2(0%)
minecraft.used.trident: #10, 1(0%)
minecraft.picked_up.lead: #11, 92(4%)
minecraft.picked_up.iron_leggings: #11, 7(4%)
minecraft.crafted.cooked_beef: #11, 306(4%)
minecraft.picked_up.spruce_stairs: #11, 96(3%)
minecraft.used.item_frame: #11, 151(3%)
minecraft.used.oak_sapling: #11, 262(3%)
minecraft.crafted.acacia_planks: #11, 1508(4%)
minecraft.used.spruce_trapdoor: #11, 390(3%)
minecraft.killed.creeper: #11, 161(3%)
minecraft.used.powered_rail: #11, 362(3%)
minecraft.picked_up.birch_slab: #11, 27(3%)
minecraft.used.repeater: #11, 183(3%)
minecraft.picked_up.hay_block: #11, 78(3%)
minecraft.picked_up.smooth_stone: #11, 190(3%)
minecraft.crafted.dark_oak_stairs: #11, 156(3%)
minecraft.picked_up.item_frame: #11, 65(2%)
minecraft.picked_up.phantom_membrane: #11, 21(2%)
minecraft.dropped.iron_chestplate: #11, 2(3%)
minecraft.picked_up.iron_nugget: #11, 199(2%)
minecraft.used.kelp: #11, 233(3%)
minecraft.picked_up.grass_block: #11, 7143(2%)
minecraft.picked_up.kelp: #11, 844(2%)
minecraft.mined.smooth_basalt: #11, 326(2%)
minecraft.used.flint_and_steel: #11, 122(2%)
minecraft.crafted.iron_hoe: #11, 1(3%)
minecraft.dropped.basalt: #11, 222(2%)
minecraft.picked_up.flower_pot: #11, 12(2%)
minecraft.mined.obsidian: #11, 312(2%)
minecraft.used.cut_copper_slab: #11, 53(4%)
minecraft.picked_up.lilac: #11, 31(2%)
minecraft.picked_up.gold_block: #11, 61(2%)
minecraft.picked_up.iron_axe: #11, 5(2%)
minecraft.picked_up.light_gray_stained_glass: #11, 23(3%)
minecraft.picked_up.smooth_basalt: #11, 315(2%)
minecraft.mined.spruce_fence_gate: #11, 13(2%)
minecraft.used.dark_oak_planks: #11, 152(2%)
minecraft.crafted.lightning_rod: #11, 35(2%)
minecraft.picked_up.clay: #11, 77(2%)
minecraft.crafted.mossy_cobblestone: #11, 152(2%)
minecraft.picked_up.sunflower: #11, 69(2%)
minecraft.picked_up.warped_nylium: #11, 28(2%)
minecraft.picked_up.cyan_terracotta: #11, 75(2%)
minecraft.crafted.iron_block: #11, 908(1%)
minecraft.picked_up.obsidian: #11, 346(1%)
minecraft.mined.emerald_ore: #11, 8(2%)
minecraft.picked_up.chainmail_chestplate: #11, 1(1%)
minecraft.custom.damage_dealt: #11, 362013(1%)
minecraft.dropped.iron_pickaxe: #11, 1(2%)
minecraft.custom.tune_noteblock: #11, 67(1%)
minecraft.mined.crimson_fungus: #11, 4(1%)
minecraft.mined.brown_mushroom_block: #11, 293(1%)
minecraft.used.sea_lantern: #11, 84(1%)
minecraft.picked_up.stone_pressure_plate: #11, 4(1%)
minecraft.crafted.quartz_block: #11, 318(1%)
minecraft.picked_up.tripwire_hook: #11, 2(2%)
minecraft.picked_up.netherite_axe: #11, 2(1%)
minecraft.picked_up.spruce_fence_gate: #11, 11(1%)
minecraft.dropped.glow_ink_sac: #11, 16(1%)
minecraft.used.nether_quartz_ore: #11, 66(1%)
minecraft.dropped.poisonous_potato: #11, 2(1%)
minecraft.used.oak_leaves: #11, 335(1%)
minecraft.picked_up.glass_bottle: #11, 28(1%)
minecraft.picked_up.dark_oak_fence_gate: #11, 3(1%)
minecraft.picked_up.acacia_trapdoor: #11, 9(1%)
minecraft.dropped.grass_block: #11, 319(1%)
minecraft.used.blackstone: #11, 159(1%)
minecraft.mined.purpur_slab: #11, 2(1%)
minecraft.picked_up.dripstone_block: #11, 102(1%)
minecraft.crafted.andesite_slab: #11, 18(1%)
minecraft.dropped.redstone_torch: #11, 3(1%)
minecraft.dropped.magma_block: #11, 4(1%)
minecraft.picked_up.soul_soil: #11, 65(1%)
minecraft.picked_up.red_bed: #11, 5(1%)
minecraft.picked_up.lapis_block: #11, 6(1%)
minecraft.mined.deepslate_emerald_ore: #11, 1(1%)
minecraft.used.terracotta: #11, 31(1%)
minecraft.used.red_terracotta: #11, 18(1%)
minecraft.used.bricks: #11, 42(1%)
minecraft.used.brown_wool: #11, 6(1%)
minecraft.crafted.spruce_button: #11, 5(0%)
minecraft.used.dark_oak_wood: #11, 38(1%)
minecraft.picked_up.bell: #11, 1(1%)
minecraft.mined.red_bed: #11, 3(0%)
minecraft.dropped.bone_meal: #11, 295(0%)
minecraft.used.smithing_table: #11, 3(0%)
minecraft.killed.wither_skeleton: #11, 46(0%)
minecraft.picked_up.dark_oak_wood: #11, 5(0%)
minecraft.used.jungle_stairs: #11, 6(0%)
minecraft.used.light_gray_carpet: #11, 15(0%)
minecraft.used.birch_wood: #11, 4(0%)
minecraft.used.stone: #12, 19687(4%)
minecraft.dropped.poppy: #11, 63(0%)
minecraft.used.grass: #11, 4(0%)
minecraft.mined.grass: #12, 2039(4%)
minecraft.picked_up.light_gray_carpet: #11, 3(0%)
minecraft.mined.mossy_stone_bricks: #11, 3(0%)
minecraft.mined.stripped_acacia_log: #11, 1(0%)
minecraft.picked_up.stripped_acacia_log: #11, 1(0%)
minecraft.used.end_crystal: #11, 1(0%)
minecraft.crafted.spruce_wood: #11, 6(0%)
minecraft.picked_up.dead_bush: #11, 6(0%)
minecraft.picked_up.brown_mushroom_block: #11, 15(0%)
minecraft.crafted.glass_pane: #11, 176(0%)
minecraft.picked_up.snow: #11, 30(0%)
minecraft.mined.yellow_shulker_box: #11, 1(0%)
minecraft.picked_up.yellow_shulker_box: #11, 1(0%)
minecraft.used.yellow_shulker_box: #11, 1(0%)
minecraft.killed.drowned: #11, 63(0%)
minecraft.crafted.repeater: #12, 247(4%)
minecraft.used.chest: #12, 731(3%)
minecraft.used.cobblestone: #12, 3168(3%)
minecraft.picked_up.magma_cream: #12, 110(3%)
minecraft.killed.magma_cube: #12, 278(3%)
minecraft.mined.nether_quartz_ore: #12, 1078(3%)
minecraft.picked_up.mossy_cobblestone: #12, 120(4%)
minecraft.crafted.item_frame: #12, 127(3%)
minecraft.used.redstone: #12, 659(3%)
minecraft.picked_up.basalt: #12, 2228(3%)
minecraft.picked_up.quartz: #12, 1453(3%)
minecraft.mined.cave_vines: #12, 18(3%)
minecraft.mined.cobblestone_stairs: #12, 16(3%)
minecraft.crafted.lever: #12, 74(3%)
minecraft.mined.dark_oak_stairs: #12, 21(3%)
minecraft.used.dark_oak_stairs: #12, 146(3%)
minecraft.crafted.stick: #12, 7980(2%)
minecraft.crafted.dispenser: #12, 40(2%)
minecraft.used.splash_potion: #12, 18(3%)
minecraft.crafted.stone: #12, 518(2%)
minecraft.picked_up.cobblestone_slab: #12, 60(2%)
minecraft.crafted.scaffolding: #12, 348(2%)
minecraft.used.candle: #12, 33(3%)
minecraft.mined.flowering_azalea: #12, 28(2%)
minecraft.picked_up.beef: #12, 293(2%)
minecraft.used.white_bed: #12, 44(2%)
minecraft.crafted.lectern: #12, 8(2%)
minecraft.mined.dark_oak_planks: #12, 35(2%)
minecraft.mined.sea_lantern: #12, 21(2%)
minecraft.used.rose_bush: #12, 3(2%)
minecraft.picked_up.slime_ball: #12, 325(1%)
minecraft.mined.oak_slab: #12, 19(1%)
minecraft.dropped.iron_sword: #12, 2(1%)
minecraft.picked_up.pumpkin_seeds: #12, 190(1%)
minecraft.picked_up.smooth_stone_slab: #12, 55(1%)
minecraft.dropped.iron_ingot: #12, 103(1%)
minecraft.picked_up.hopper: #12, 67(1%)
minecraft.mined.bone_block: #12, 35(1%)
minecraft.used.oak_planks: #12, 425(1%)
minecraft.crafted.netherite_scrap: #12, 16(2%)
minecraft.used.dark_oak_log: #12, 245(1%)
minecraft.crafted.flower_pot: #12, 15(1%)
minecraft.mined.magma_block: #12, 217(1%)
minecraft.dropped.raw_iron: #12, 26(2%)
minecraft.dropped.gunpowder: #12, 100(1%)
minecraft.used.smooth_stone_slab: #12, 180(1%)
minecraft.mined.nether_brick_fence: #12, 5(1%)
minecraft.picked_up.jungle_planks: #12, 27(1%)
minecraft.crafted.smooth_stone: #12, 132(1%)
minecraft.picked_up.armor_stand: #12, 6(1%)
minecraft.mined.campfire: #12, 4(1%)
minecraft.picked_up.lily_pad: #12, 13(1%)
minecraft.crafted.gold_ingot: #12, 1052(1%)
minecraft.picked_up.campfire: #12, 4(1%)
minecraft.dropped.spruce_sign: #12, 2(1%)
minecraft.crafted.tripwire_hook: #12, 6(1%)
minecraft.used.white_terracotta: #12, 12(1%)
minecraft.custom.interact_with_blast_furnace: #12, 17(1%)
minecraft.picked_up.azure_bluet: #12, 9(1%)
minecraft.used.gray_concrete_powder: #12, 202(1%)
minecraft.picked_up.iron_ingot: #12, 472(0%)
minecraft.crafted.dark_oak_fence_gate: #12, 5(1%)
minecraft.mined.cracked_stone_bricks: #12, 8(1%)
minecraft.crafted.gray_concrete_powder: #12, 240(1%)
minecraft.custom.fill_cauldron: #12, 3(1%)
minecraft.dropped.copper_ore: #12, 5(1%)
minecraft.crafted.dark_oak_wood: #12, 45(1%)
minecraft.dropped.observer: #12, 2(1%)
minecraft.crafted.dark_oak_button: #12, 2(0%)
minecraft.used.birch_slab: #12, 13(0%)
minecraft.used.dandelion: #12, 1(0%)
minecraft.mined.jungle_planks: #12, 8(0%)
minecraft.crafted.deepslate_tiles: #12, 40(0%)
minecraft.picked_up.lily_of_the_valley: #12, 8(0%)
minecraft.picked_up.melon_slice: #12, 60(0%)
minecraft.picked_up.quartz_block: #12, 13(0%)
minecraft.dropped.iron_axe: #12, 1(0%)
minecraft.dropped.spruce_sapling: #12, 2(0%)
minecraft.picked_up.cracked_stone_bricks: #12, 8(0%)
minecraft.dropped.quartz: #12, 6(0%)
minecraft.crafted.jungle_stairs: #12, 4(0%)
minecraft.crafted.crafting_table: #13, 55(4%)
minecraft.mined.red_terracotta: #12, 8(0%)
minecraft.picked_up.red_terracotta: #12, 8(0%)
minecraft.picked_up.crying_obsidian: #12, 2(0%)
minecraft.used.orange_terracotta: #12, 2(0%)
minecraft.used.spruce_wood: #12, 2(0%)
minecraft.picked_up.snow_block: #12, 9(0%)
minecraft.crafted.green_stained_glass: #12, 8(0%)
minecraft.mined.wall_torch: #13, 270(3%)
minecraft.crafted.redstone_torch: #13, 845(3%)
minecraft.mined.ladder: #13, 31(3%)
minecraft.mined.tall_grass: #13, 315(3%)
minecraft.picked_up.diamond_leggings: #13, 10(3%)
minecraft.mined.shroomlight: #13, 66(2%)
minecraft.killed_by.player: #13, 4(3%)
minecraft.crafted.comparator: #13, 83(2%)
minecraft.mined.oak_planks: #13, 280(2%)
minecraft.used.granite: #13, 390(2%)
minecraft.used.red_shulker_box: #13, 47(2%)
minecraft.picked_up.red_shulker_box: #13, 45(2%)
minecraft.used.glow_ink_sac: #13, 33(2%)
minecraft.mined.spruce_planks: #13, 215(2%)
minecraft.mined.red_shulker_box: #13, 44(2%)
minecraft.dropped.redstone: #13, 67(2%)
minecraft.picked_up.dark_oak_stairs: #13, 20(2%)
minecraft.picked_up.stone_brick_stairs: #13, 37(2%)
minecraft.mined.hopper: #13, 72(1%)
minecraft.dropped.leather_leggings: #13, 4(2%)
minecraft.dropped.leather_helmet: #13, 4(2%)
minecraft.used.spruce_planks: #13, 642(1%)
minecraft.killed.zombie: #13, 416(1%)
minecraft.dropped.netherrack: #13, 2155(1%)
minecraft.crafted.coarse_dirt: #13, 408(1%)
minecraft.picked_up.coarse_dirt: #13, 190(1%)
minecraft.dropped.shears: #13, 6(1%)
minecraft.mined.oxeye_daisy: #13, 9(2%)
minecraft.crafted.stone_brick_stairs: #13, 29(1%)
minecraft.picked_up.spruce_boat: #13, 10(1%)
minecraft.mined.white_carpet: #13, 9(1%)
minecraft.mined.sandstone: #13, 1143(1%)
minecraft.mined.azure_bluet: #13, 8(1%)
minecraft.picked_up.sandstone: #13, 1132(1%)
minecraft.picked_up.cooked_mutton: #13, 3(1%)
minecraft.dropped.bucket: #13, 3(1%)
minecraft.mined.cocoa: #13, 18(1%)
minecraft.dropped.golden_leggings: #13, 3(1%)
minecraft.crafted.note_block: #13, 25(1%)
minecraft.used.coarse_dirt: #13, 246(1%)
minecraft.dropped.iron_boots: #13, 2(1%)
