stat, rank, value, (percentage) 
minecraft.killed.cave_spider: #17, 11(0%)
minecraft.crafted.dropper: #17, 3(0%)
minecraft.mined.red_bed: #17, 1(0%)
minecraft.picked_up.red_bed: #17, 1(0%)
minecraft.used.deepslate_brick_stairs: #17, 6(0%)
minecraft.crafted.purple_dye: #17, 2(0%)
minecraft.used.oak_stairs: #17, 2(0%)
minecraft.dropped.glow_ink_sac: #17, 1(0%)
minecraft.used.nether_bricks: #17, 2(0%)
minecraft.dropped.ink_sac: #17, 1(0%)
minecraft.picked_up.acacia_planks: #17, 1(0%)
minecraft.mined.red_terracotta: #17, 3(0%)
minecraft.picked_up.red_terracotta: #17, 3(0%)
minecraft.mined.stone_brick_slab: #17, 1(0%)
minecraft.custom.play_time: #18, 17790199(2%)
minecraft.custom.total_world_time: #18, 17790199(2%)
minecraft.custom.open_chest: #18, 9201(2%)
minecraft.picked_up.redstone: #18, 3494(2%)
minecraft.used.water_bucket: #18, 526(2%)
minecraft.mined.coal_ore: #18, 2353(2%)
minecraft.custom.damage_taken: #18, 66172(1%)
minecraft.mined.iron_ore: #18, 1385(2%)
minecraft.crafted.redstone_block: #18, 303(2%)
minecraft.crafted.diamond_pickaxe: #18, 4(2%)
minecraft.used.redstone: #18, 347(1%)
minecraft.picked_up.leather_boots: #18, 5(1%)
minecraft.picked_up.flint_and_steel: #18, 2(1%)
minecraft.mined.redstone_torch: #18, 6(1%)
minecraft.custom.enchant_item: #18, 26(1%)
minecraft.picked_up.iron_sword: #18, 2(1%)
minecraft.picked_up.diamond_leggings: #18, 4(1%)
minecraft.dropped.diamond: #18, 20(1%)
minecraft.mined.lantern: #18, 6(1%)
minecraft.mined.piston_head: #18, 1(1%)
minecraft.used.minecart: #18, 13(1%)
minecraft.used.stone_hoe: #18, 75(1%)
minecraft.picked_up.iron_boots: #18, 3(1%)
minecraft.dropped.shulker_box: #18, 3(1%)
minecraft.dropped.leather_leggings: #18, 2(1%)
minecraft.crafted.iron_nugget: #18, 639(1%)
minecraft.picked_up.glowstone_dust: #18, 33(1%)
minecraft.picked_up.ender_pearl: #18, 1134(1%)
minecraft.picked_up.piston: #18, 22(1%)
minecraft.killed.zombie: #18, 205(1%)
minecraft.dropped.iron_sword: #18, 1(1%)
minecraft.used.deepslate_tiles: #18, 235(1%)
minecraft.killed.glow_squid: #18, 1(1%)
minecraft.mined.smooth_basalt: #18, 80(1%)
minecraft.mined.chain: #18, 7(1%)
minecraft.crafted.rail: #18, 112(1%)
minecraft.picked_up.potion: #18, 5(1%)
minecraft.used.sugar_cane: #18, 54(0%)
minecraft.dropped.coal: #18, 15(0%)
minecraft.mined.powered_rail: #18, 18(0%)
minecraft.picked_up.bucket: #18, 7(0%)
minecraft.mined.cornflower: #18, 3(0%)
minecraft.crafted.copper_block: #18, 92(0%)
minecraft.crafted.glow_item_frame: #18, 2(0%)
minecraft.used.tuff: #18, 51(0%)
minecraft.killed.ghast: #18, 2(0%)
minecraft.crafted.acacia_planks: #18, 152(0%)
minecraft.mined.nether_gold_ore: #18, 10(0%)
minecraft.picked_up.deepslate_bricks: #18, 15(0%)
minecraft.mined.podzol: #18, 20(0%)
minecraft.picked_up.mossy_cobblestone: #18, 8(0%)
minecraft.mined.mossy_cobblestone: #18, 6(0%)
minecraft.picked_up.acacia_log: #18, 44(0%)
minecraft.mined.campfire: #18, 1(0%)
minecraft.dropped.player_head: #18, 7(0%)
minecraft.dropped.potion: #18, 1(0%)
minecraft.dropped.rotten_flesh: #18, 156(0%)
minecraft.dropped.iron_ore: #18, 2(0%)
minecraft.picked_up.campfire: #18, 1(0%)
minecraft.picked_up.slime_block: #18, 11(0%)
minecraft.crafted.fermented_spider_eye: #18, 1(0%)
minecraft.picked_up.emerald: #18, 19(0%)
minecraft.picked_up.polished_andesite: #18, 4(0%)
minecraft.used.deepslate_brick_slab: #18, 12(0%)
minecraft.crafted.gold_block: #18, 15(0%)
minecraft.mined.pointed_dripstone: #18, 16(0%)
minecraft.picked_up.vine: #18, 14(0%)
minecraft.picked_up.podzol: #18, 6(0%)
minecraft.used.red_bed: #18, 1(0%)
minecraft.dropped.cactus: #18, 2(0%)
minecraft.used.stone_brick_slab: #18, 19(0%)
minecraft.picked_up.red_mushroom: #18, 1(0%)
minecraft.mined.slime_block: #18, 3(0%)
minecraft.dropped.sugar_cane: #18, 1(0%)
minecraft.used.tinted_glass: #18, 2(0%)
minecraft.used.diamond_pickaxe: #19, 52885(2%)
minecraft.crafted.oak_planks: #19, 2868(2%)
minecraft.mined.torch: #19, 343(1%)
minecraft.picked_up.minecart: #19, 21(1%)
minecraft.custom.open_enderchest: #19, 441(1%)
minecraft.picked_up.barrel: #19, 25(1%)
minecraft.used.furnace: #19, 33(1%)
minecraft.picked_up.item_frame: #19, 37(1%)
minecraft.used.bucket: #19, 560(1%)
minecraft.picked_up.diamond_pickaxe: #19, 10(1%)
minecraft.crafted.furnace: #19, 32(1%)
minecraft.used.stone: #19, 5268(1%)
minecraft.custom.interact_with_beacon: #19, 6(1%)
minecraft.used.dispenser: #19, 20(1%)
minecraft.killed.creeper: #19, 62(1%)
minecraft.mined.cobbled_deepslate: #19, 61(1%)
minecraft.picked_up.diamond_axe: #19, 6(1%)
minecraft.picked_up.apple: #19, 48(1%)
minecraft.crafted.sticky_piston: #19, 27(1%)
minecraft.picked_up.string: #19, 178(1%)
minecraft.dropped.torch: #19, 53(1%)
minecraft.dropped.cobblestone: #19, 765(1%)
minecraft.dropped.granite: #19, 188(1%)
minecraft.used.iron_bars: #19, 44(1%)
minecraft.picked_up.furnace: #19, 13(1%)
minecraft.killed.zombie_villager: #19, 2(1%)
minecraft.mined.sugar_cane: #19, 359(1%)
minecraft.picked_up.dispenser: #19, 5(1%)
minecraft.picked_up.repeater: #19, 25(1%)
minecraft.crafted.cobbled_deepslate_slab: #19, 20(1%)
minecraft.crafted.hopper: #19, 67(1%)
minecraft.picked_up.egg: #19, 36(1%)
minecraft.mined.cobblestone_stairs: #19, 3(1%)
minecraft.dropped.stone: #19, 816(0%)
minecraft.used.diamond_sword: #19, 2420(0%)
minecraft.picked_up.calcite: #19, 132(0%)
minecraft.mined.calcite: #19, 121(0%)
minecraft.mined.nether_wart: #19, 22(0%)
minecraft.picked_up.cobblestone_stairs: #19, 3(0%)
minecraft.killed.bat: #19, 1(0%)
minecraft.picked_up.stone_bricks: #19, 80(0%)
minecraft.dropped.cobbled_deepslate: #19, 18(0%)
minecraft.custom.mob_kills: #19, 8858(0%)
minecraft.used.gravel: #19, 41(0%)
minecraft.used.cobbled_deepslate_slab: #19, 21(0%)
minecraft.used.basalt: #19, 48(0%)
minecraft.used.comparator: #19, 7(0%)
minecraft.picked_up.stone_sword: #19, 1(0%)
minecraft.used.obsidian: #19, 77(0%)
minecraft.picked_up.bone_meal: #19, 194(0%)
minecraft.mined.tripwire: #19, 4(0%)
minecraft.crafted.stone_brick_stairs: #19, 4(0%)
minecraft.used.splash_potion: #19, 1(0%)
minecraft.picked_up.cod: #19, 20(0%)
minecraft.used.calcite: #19, 19(0%)
minecraft.picked_up.bread: #19, 4(0%)
minecraft.picked_up.cornflower: #19, 5(0%)
minecraft.used.slime_block: #19, 3(0%)
minecraft.used.light_gray_concrete_powder: #19, 4(0%)
minecraft.used.bone_block: #19, 1(0%)
minecraft.picked_up.black_concrete: #19, 2(0%)
minecraft.picked_up.stone_brick_slab: #19, 1(0%)
minecraft.dropped.glass_bottle: #19, 1(0%)
minecraft.mined.black_concrete: #19, 1(0%)
minecraft.picked_up.gold_nugget: #19, 10(0%)
minecraft.custom.interact_with_furnace: #20, 753(2%)
minecraft.used.cobblestone: #20, 1867(2%)
minecraft.picked_up.coal: #20, 3412(2%)
minecraft.picked_up.lapis_lazuli: #20, 880(2%)
minecraft.mined.dirt: #20, 6139(1%)
minecraft.picked_up.granite: #20, 1861(1%)
minecraft.mined.granite: #20, 1977(1%)
minecraft.mined.nether_quartz_ore: #20, 314(1%)
minecraft.picked_up.tuff: #20, 338(1%)
minecraft.used.beacon: #20, 3(1%)
minecraft.picked_up.beacon: #20, 3(1%)
minecraft.picked_up.netherrack: #20, 2334(1%)
minecraft.mined.dispenser: #20, 5(1%)
minecraft.picked_up.sugar_cane: #20, 692(1%)
minecraft.crafted.white_dye: #20, 257(1%)
minecraft.picked_up.bone: #20, 279(1%)
minecraft.used.deepslate: #20, 286(1%)
minecraft.mined.oak_wall_sign: #20, 2(1%)
minecraft.picked_up.golden_helmet: #20, 2(1%)
minecraft.picked_up.iron_helmet: #20, 1(1%)
minecraft.mined.beacon: #20, 2(1%)
minecraft.picked_up.golden_leggings: #20, 2(1%)
minecraft.mined.obsidian: #20, 96(1%)
minecraft.custom.damage_dealt: #20, 172524(0%)
minecraft.picked_up.kelp: #20, 186(0%)
minecraft.killed.slime: #20, 44(0%)
minecraft.mined.redstone_wall_torch: #20, 3(1%)
minecraft.custom.inspect_hopper: #20, 82(0%)
minecraft.crafted.writable_book: #20, 1(0%)
minecraft.mined.oak_slab: #20, 6(0%)
minecraft.used.potion: #20, 3(0%)
minecraft.used.hopper: #20, 54(0%)
minecraft.dropped.oak_sapling: #20, 4(0%)
minecraft.picked_up.chain: #20, 9(0%)
minecraft.killed.blaze: #20, 6(0%)
minecraft.mined.rail: #20, 42(0%)
minecraft.mined.deepslate_tiles: #20, 20(0%)
minecraft.mined.deepslate_bricks: #20, 14(0%)
minecraft.mined.cactus: #20, 13(0%)
minecraft.killed.phantom: #20, 3(0%)
minecraft.picked_up.lantern: #20, 9(0%)
minecraft.picked_up.mutton: #20, 2(0%)
minecraft.dropped.bow: #20, 4(0%)
minecraft.used.deepslate_bricks: #20, 85(0%)
minecraft.killed.piglin: #20, 2(0%)
minecraft.killed.sheep: #20, 1(0%)
minecraft.picked_up.powered_rail: #20, 17(0%)
minecraft.crafted.gold_ingot: #20, 300(0%)
minecraft.used.oak_slab: #20, 11(0%)
minecraft.dropped.gunpowder: #20, 16(0%)
minecraft.custom.inspect_dropper: #20, 8(0%)
minecraft.dropped.spider_eye: #20, 16(0%)
minecraft.mined.spruce_leaves: #20, 111(0%)
minecraft.picked_up.baked_potato: #20, 9(0%)
minecraft.mined.copper_block: #20, 1(0%)
minecraft.used.lava_bucket: #20, 4(0%)
minecraft.picked_up.copper_block: #20, 1(0%)
minecraft.used.copper_block: #20, 1(0%)
minecraft.custom.deaths: #21, 18(2%)
minecraft.custom.walk_under_water_one_cm: #21, 761575(1%)
minecraft.picked_up.diorite: #21, 1822(1%)
minecraft.crafted.oak_slab: #21, 150(1%)
minecraft.used.chest: #21, 225(1%)
minecraft.picked_up.stone: #21, 18221(1%)
minecraft.killed.magma_cube: #21, 86(1%)
minecraft.picked_up.magma_cream: #21, 33(1%)
minecraft.crafted.lapis_block: #21, 44(1%)
minecraft.picked_up.shulker_box: #21, 242(1%)
minecraft.mined.shulker_box: #21, 223(1%)
minecraft.mined.tuff: #21, 331(1%)
minecraft.used.shulker_box: #21, 229(1%)
minecraft.killed.spider: #21, 22(1%)
minecraft.crafted.observer: #21, 44(1%)
minecraft.crafted.chest: #21, 262(1%)
minecraft.mined.furnace: #21, 12(1%)
minecraft.crafted.stick: #21, 2708(1%)
minecraft.picked_up.leather_leggings: #21, 2(1%)
minecraft.picked_up.diamond_boots: #21, 3(1%)
minecraft.used.bow: #21, 238(1%)
minecraft.custom.interact_with_grindstone: #21, 7(1%)
minecraft.picked_up.quartz: #21, 266(1%)
minecraft.dropped.redstone: #21, 19(1%)
minecraft.dropped.stick: #21, 60(0%)
minecraft.mined.basalt: #21, 525(0%)
minecraft.used.redstone_torch: #21, 20(0%)
minecraft.picked_up.oak_slab: #21, 8(0%)
minecraft.picked_up.iron_bars: #21, 8(0%)
minecraft.dropped.gravel: #21, 47(0%)
minecraft.used.ender_chest: #21, 13(0%)
minecraft.mined.polished_deepslate: #21, 16(0%)
minecraft.used.polished_deepslate: #21, 111(0%)
minecraft.used.cactus: #21, 15(0%)
minecraft.picked_up.deepslate_tiles: #21, 18(0%)
minecraft.picked_up.ender_chest: #21, 12(0%)
minecraft.picked_up.polished_deepslate: #21, 17(0%)
minecraft.mined.deepslate_tile_slab: #21, 9(0%)
minecraft.mined.ender_chest: #21, 10(0%)
minecraft.picked_up.cobblestone_slab: #21, 5(0%)
minecraft.dropped.chest: #21, 1(0%)
minecraft.crafted.comparator: #21, 5(0%)
minecraft.mined.magma_block: #21, 30(0%)
minecraft.killed.witch: #21, 1(0%)
minecraft.picked_up.magma_block: #21, 25(0%)
minecraft.mined.crimson_nylium: #21, 2(0%)
minecraft.crafted.oak_fence: #21, 3(0%)
minecraft.mined.crimson_stem: #21, 2(0%)
minecraft.dropped.poppy: #21, 2(0%)
minecraft.killed.drowned: #21, 4(0%)
minecraft.picked_up.torch: #22, 1526(2%)
minecraft.mined.diorite: #22, 1930(1%)
minecraft.picked_up.cobblestone: #22, 7617(1%)
minecraft.crafted.iron_ingot: #22, 2034(1%)
minecraft.mined.gravel: #22, 1726(1%)
minecraft.killed_by.player: #22, 1(1%)
minecraft.picked_up.basalt: #22, 469(1%)
minecraft.picked_up.player_head: #22, 46(0%)
minecraft.mined.chest: #22, 39(0%)
minecraft.dropped.diamond_pickaxe: #22, 1(1%)
minecraft.crafted.iron_bars: #22, 48(1%)
minecraft.dropped.sand: #22, 52(0%)
minecraft.used.repeater: #22, 37(1%)
minecraft.crafted.red_dye: #22, 51(0%)
minecraft.picked_up.iron_shovel: #22, 1(0%)
minecraft.picked_up.gunpowder: #22, 82(0%)
minecraft.crafted.repeater: #22, 27(0%)
minecraft.crafted.bucket: #22, 19(0%)
minecraft.picked_up.chest: #22, 45(0%)
minecraft.crafted.blue_dye: #22, 32(0%)
minecraft.custom.interact_with_brewingstand: #22, 17(0%)
minecraft.picked_up.obsidian: #22, 95(0%)
minecraft.picked_up.rotten_flesh: #22, 254(0%)
minecraft.used.rail: #22, 71(0%)
minecraft.picked_up.golden_chestplate: #22, 1(0%)
minecraft.crafted.light_blue_dye: #22, 8(0%)
minecraft.mined.blackstone: #22, 92(0%)
minecraft.crafted.glass: #22, 550(0%)
minecraft.picked_up.cactus: #22, 35(0%)
minecraft.crafted.iron_block: #22, 111(0%)
minecraft.picked_up.deepslate_tile_slab: #22, 9(0%)
minecraft.crafted.black_dye: #22, 49(0%)
minecraft.picked_up.hopper: #22, 7(0%)
minecraft.crafted.light_gray_dye: #22, 10(0%)
minecraft.crafted.blaze_powder: #22, 2(0%)
minecraft.picked_up.amethyst_shard: #22, 38(0%)
minecraft.killed.chicken: #22, 1(0%)
minecraft.dropped.paper: #22, 2(0%)
minecraft.used.deepslate_tile_slab: #22, 15(0%)
minecraft.used.deepslate_tile_stairs: #22, 6(0%)
minecraft.picked_up.crimson_stem: #22, 2(0%)
minecraft.crafted.shulker_box: #22, 1(0%)
minecraft.picked_up.nether_wart_block: #22, 1(0%)
minecraft.dropped.bone_meal: #22, 1(0%)
minecraft.crafted.diamond_boots: #23, 1(1%)
minecraft.mined.deepslate: #23, 4090(1%)
minecraft.mined.stone: #23, 29802(1%)
minecraft.crafted.diamond_shovel: #23, 1(1%)
minecraft.crafted.diamond_axe: #23, 1(1%)
minecraft.crafted.redstone: #23, 722(1%)
minecraft.picked_up.gravel: #23, 1403(1%)
minecraft.crafted.stone_pickaxe: #23, 1(1%)
minecraft.picked_up.bow: #23, 12(0%)
minecraft.picked_up.spider_eye: #23, 23(0%)
minecraft.used.stonecutter: #23, 4(0%)
minecraft.crafted.stonecutter: #23, 1(0%)
minecraft.used.brewing_stand: #23, 1(0%)
minecraft.mined.stonecutter: #23, 3(0%)
minecraft.picked_up.glow_ink_sac: #23, 13(0%)
minecraft.picked_up.oak_fence: #23, 10(0%)
minecraft.mined.tall_seagrass: #23, 8(0%)
minecraft.custom.interact_with_stonecutter: #23, 12(0%)
minecraft.picked_up.feather: #23, 3(0%)
minecraft.mined.oak_trapdoor: #23, 2(0%)
minecraft.picked_up.blackstone: #23, 72(0%)
minecraft.dropped.string: #23, 7(0%)
minecraft.mined.farmland: #23, 3(0%)
minecraft.used.sand: #23, 113(0%)
minecraft.crafted.lapis_lazuli: #23, 9(0%)
minecraft.picked_up.paper: #23, 4(0%)
minecraft.mined.hopper: #23, 3(0%)
minecraft.used.oak_fence: #23, 2(0%)
minecraft.used.string: #23, 5(0%)
minecraft.mined.nether_wart_block: #23, 1(0%)
minecraft.used.stone_slab: #23, 2(0%)
minecraft.used.iron_block: #23, 1(0%)
minecraft.custom.drop: #24, 1175(1%)
minecraft.custom.interact_with_anvil: #24, 48(1%)
minecraft.crafted.coal_block: #24, 67(0%)
minecraft.picked_up.rail: #24, 65(0%)
minecraft.crafted.redstone_torch: #24, 87(0%)
minecraft.picked_up.stonecutter: #24, 3(0%)
minecraft.used.netherrack: #24, 124(0%)
minecraft.mined.glowstone: #24, 10(0%)
minecraft.mined.sand: #24, 1246(0%)
minecraft.picked_up.sand: #24, 1155(0%)
minecraft.crafted.anvil: #24, 2(0%)
minecraft.crafted.stone: #24, 24(0%)
minecraft.picked_up.blaze_rod: #24, 3(0%)
minecraft.picked_up.chicken: #24, 1(0%)
minecraft.picked_up.oak_trapdoor: #24, 1(0%)
minecraft.killed.squid: #24, 1(0%)
minecraft.used.grass_block: #24, 47(0%)
minecraft.picked_up.grass_block: #24, 47(0%)
minecraft.mined.iron_block: #24, 2(0%)
minecraft.mined.cobblestone: #25, 457(1%)
minecraft.used.stone_pickaxe: #25, 82(1%)
minecraft.mined.fire: #25, 15(0%)
minecraft.used.anvil: #25, 2(0%)
minecraft.picked_up.ink_sac: #25, 9(0%)
minecraft.picked_up.iron_block: #25, 2(0%)
minecraft.picked_up.cobbled_deepslate: #26, 1953(1%)
minecraft.custom.time_since_death: #39, 69435(0%)
minecraft.custom.time_since_rest: #49, 6342(0%)
