stat, rank, value, (percentage) 
minecraft.picked_up.cobblestone_wall: #14, 12(1%)
minecraft.crafted.note_block: #14, 23(1%)
minecraft.used.white_wool: #14, 114(1%)
minecraft.crafted.fermented_spider_eye: #14, 5(1%)
minecraft.dropped.iron_nugget: #14, 23(1%)
minecraft.picked_up.netherite_pickaxe: #14, 3(1%)
minecraft.killed.silverfish: #14, 4(1%)
minecraft.dropped.oak_slab: #14, 4(1%)
minecraft.used.yellow_bed: #14, 2(1%)
minecraft.used.wither_skeleton_skull: #14, 3(1%)
minecraft.crafted.iron_block: #14, 339(0%)
minecraft.picked_up.golden_sword: #14, 1(1%)
minecraft.picked_up.stone_slab: #14, 36(1%)
minecraft.mined.jungle_leaves: #14, 116(1%)
minecraft.picked_up.iron_ingot: #14, 373(0%)
minecraft.used.jungle_slab: #14, 17(1%)
minecraft.mined.warped_trapdoor: #14, 1(1%)
minecraft.dropped.leather: #14, 6(0%)
minecraft.used.polished_deepslate_wall: #14, 27(0%)
minecraft.dropped.white_dye: #14, 9(0%)
minecraft.dropped.stone_slab: #14, 12(0%)
minecraft.mined.deepslate_brick_slab: #14, 5(0%)
minecraft.mined.emerald_ore: #14, 2(0%)
minecraft.dropped.soul_sand: #14, 5(0%)
minecraft.used.grindstone: #14, 7(0%)
minecraft.picked_up.ghast_tear: #14, 2(0%)
minecraft.mined.gray_wool: #14, 1(0%)
minecraft.picked_up.warped_wart_block: #14, 43(0%)
minecraft.crafted.tnt: #14, 53(0%)
minecraft.picked_up.warped_trapdoor: #14, 1(0%)
minecraft.used.diamond_block: #14, 3(0%)
minecraft.crafted.firework_rocket: #14, 483(0%)
minecraft.mined.light_gray_carpet: #14, 1(0%)
minecraft.dropped.obsidian: #14, 2(0%)
minecraft.picked_up.prismarine_bricks: #14, 10(0%)
minecraft.crafted.smithing_table: #14, 1(0%)
minecraft.mined.red_terracotta: #14, 7(0%)
minecraft.dropped.bread: #14, 5(0%)
minecraft.dropped.coarse_dirt: #14, 1(0%)
minecraft.custom.crouch_one_cm: #15, 4897886(3%)
minecraft.picked_up.birch_log: #15, 1036(2%)
minecraft.crafted.oak_door: #15, 3(4%)
minecraft.crafted.diamond_boots: #15, 2(2%)
minecraft.picked_up.iron_leggings: #15, 4(2%)
minecraft.mined.composter: #15, 17(2%)
minecraft.crafted.diamond_sword: #15, 2(2%)
minecraft.picked_up.oak_sign: #15, 19(2%)
minecraft.used.andesite: #15, 779(2%)
minecraft.crafted.spruce_planks: #15, 6014(2%)
minecraft.mined.sand: #15, 11513(2%)
minecraft.picked_up.diamond_leggings: #15, 7(2%)
minecraft.mined.oak_leaves: #15, 2068(2%)
minecraft.mined.wheat: #15, 1324(2%)
minecraft.mined.rail: #15, 234(2%)
minecraft.mined.dandelion: #15, 32(2%)
minecraft.picked_up.wheat: #15, 1520(2%)
minecraft.custom.enchant_item: #15, 41(2%)
minecraft.picked_up.golden_chestplate: #15, 6(2%)
minecraft.picked_up.iron_bars: #15, 37(2%)
minecraft.killed.sheep: #15, 6(1%)
minecraft.picked_up.stone_brick_stairs: #15, 27(1%)
minecraft.dropped.firework_rocket: #15, 145(1%)
minecraft.mined.dark_oak_planks: #15, 21(1%)
minecraft.picked_up.sea_lantern: #15, 25(1%)
minecraft.picked_up.dark_oak_sapling: #15, 67(1%)
minecraft.picked_up.spyglass: #15, 1(1%)
minecraft.picked_up.dark_oak_slab: #15, 22(1%)
minecraft.picked_up.dark_oak_fence: #15, 15(1%)
minecraft.used.spruce_fence_gate: #15, 17(1%)
minecraft.used.stone_brick_stairs: #15, 53(1%)
minecraft.used.oak_fence: #15, 26(1%)
minecraft.dropped.shears: #15, 3(1%)
minecraft.crafted.stone_shovel: #15, 2(1%)
minecraft.used.jungle_log: #15, 32(1%)
minecraft.crafted.jungle_planks: #15, 500(1%)
minecraft.picked_up.spruce_fence_gate: #15, 6(1%)
minecraft.broken.stone_shovel: #15, 1(1%)
minecraft.used.cobblestone_wall: #15, 18(1%)
minecraft.picked_up.birch_leaves: #15, 128(0%)
minecraft.dropped.player_head: #15, 15(0%)
minecraft.used.birch_planks: #15, 23(0%)
minecraft.crafted.bookshelf: #15, 23(0%)
minecraft.dropped.amethyst_shard: #15, 2(0%)
minecraft.dropped.blackstone: #15, 18(0%)
minecraft.dropped.egg: #15, 9(0%)
minecraft.picked_up.stripped_spruce_log: #15, 10(0%)
minecraft.mined.polished_deepslate_slab: #15, 6(0%)
minecraft.mined.stripped_spruce_log: #15, 10(0%)
minecraft.used.warped_trapdoor: #15, 1(0%)
minecraft.dropped.cod: #15, 2(0%)
minecraft.picked_up.light_gray_carpet: #15, 1(0%)
minecraft.crafted.birch_trapdoor: #15, 2(0%)
minecraft.picked_up.jungle_leaves: #15, 1(0%)
minecraft.crafted.gray_concrete_powder: #15, 8(0%)
minecraft.crafted.enchanting_table: #16, 1(3%)
minecraft.picked_up.golden_helmet: #16, 5(2%)
minecraft.used.wheat_seeds: #16, 1773(2%)
minecraft.used.white_bed: #16, 34(1%)
minecraft.picked_up.flint: #16, 131(1%)
minecraft.used.iron_sword: #16, 235(1%)
minecraft.picked_up.brown_mushroom: #16, 38(1%)
minecraft.crafted.cooked_porkchop: #16, 8(1%)
minecraft.used.iron_bars: #16, 57(1%)
minecraft.dropped.coal: #16, 31(1%)
minecraft.used.spruce_door: #16, 6(1%)
minecraft.picked_up.deepslate_tile_slab: #16, 56(1%)
minecraft.dropped.wheat_seeds: #16, 646(1%)
minecraft.mined.scaffolding: #16, 356(1%)
minecraft.dropped.stone_pickaxe: #16, 1(1%)
minecraft.crafted.deepslate_tile_stairs: #16, 12(1%)
minecraft.dropped.chainmail_leggings: #16, 1(1%)
minecraft.mined.deepslate_bricks: #16, 29(1%)
minecraft.mined.spruce_door: #16, 2(1%)
minecraft.crafted.spruce_fence_gate: #16, 14(1%)
minecraft.crafted.gray_dye: #16, 68(1%)
minecraft.picked_up.deepslate_bricks: #16, 29(0%)
minecraft.mined.deepslate_tile_stairs: #16, 18(0%)
minecraft.used.spruce_sign: #16, 15(0%)
minecraft.mined.stone_slab: #16, 23(0%)
minecraft.used.deepslate_bricks: #16, 158(0%)
minecraft.used.iron_trapdoor: #16, 17(0%)
minecraft.crafted.oak_boat: #16, 4(0%)
minecraft.dropped.leather_chestplate: #16, 1(0%)
minecraft.crafted.bread: #16, 35(0%)
minecraft.mined.polished_deepslate_stairs: #16, 4(0%)
minecraft.picked_up.polished_deepslate_stairs: #16, 4(0%)
minecraft.crafted.spruce_boat: #16, 1(0%)
minecraft.used.polished_deepslate_stairs: #16, 16(0%)
minecraft.crafted.red_concrete_powder: #16, 8(0%)
minecraft.picked_up.red_terracotta: #16, 4(0%)
minecraft.used.gray_concrete_powder: #16, 7(0%)
minecraft.picked_up.prismarine_crystals: #16, 2(0%)
minecraft.crafted.air: #16, 0(0%)
minecraft.custom.time_since_death: #17, 2447204(1%)
minecraft.crafted.dark_oak_planks: #17, 2044(2%)
minecraft.picked_up.diamond_helmet: #17, 7(2%)
minecraft.mined.rose_bush: #17, 4(2%)
minecraft.killed_by.player: #17, 3(2%)
minecraft.crafted.diamond_chestplate: #17, 1(2%)
minecraft.picked_up.diamond_shovel: #17, 9(2%)
minecraft.used.cooked_beef: #17, 193(1%)
minecraft.used.rail: #17, 347(1%)
minecraft.mined.nether_quartz_ore: #17, 457(1%)
minecraft.killed.cow: #17, 86(1%)
minecraft.picked_up.chainmail_chestplate: #17, 1(1%)
minecraft.picked_up.dark_oak_log: #17, 731(1%)
minecraft.picked_up.shield: #17, 2(1%)
minecraft.crafted.iron_bars: #17, 96(1%)
minecraft.picked_up.oak_trapdoor: #17, 17(1%)
minecraft.mined.dark_oak_log: #17, 533(1%)
minecraft.picked_up.white_wool: #17, 96(1%)
minecraft.mined.deepslate_tile_slab: #17, 35(1%)
minecraft.dropped.flint: #17, 19(1%)
minecraft.crafted.redstone_lamp: #17, 22(1%)
minecraft.crafted.oak_fence: #17, 24(1%)
minecraft.picked_up.written_book: #17, 1(1%)
minecraft.picked_up.deepslate_tile_stairs: #17, 18(0%)
minecraft.picked_up.bone_meal: #17, 454(0%)
minecraft.used.lilac: #17, 1(1%)
minecraft.dropped.golden_helmet: #17, 1(0%)
minecraft.picked_up.deepslate_brick_slab: #17, 6(0%)
minecraft.dropped.feather: #17, 1(0%)
minecraft.picked_up.polished_deepslate_slab: #17, 6(0%)
minecraft.mined.cobbled_deepslate_slab: #17, 1(0%)
minecraft.picked_up.cobbled_deepslate_slab: #17, 1(0%)
minecraft.used.orange_terracotta: #17, 1(0%)
minecraft.mined.stripped_dark_oak_log: #17, 1(0%)
minecraft.picked_up.stripped_dark_oak_log: #17, 1(0%)
minecraft.crafted.black_stained_glass: #17, 16(0%)
minecraft.used.light_gray_carpet: #17, 1(0%)
minecraft.picked_up.diamond_pickaxe: #18, 17(2%)
minecraft.picked_up.diamond_sword: #18, 10(2%)
minecraft.used.spruce_slab: #18, 261(1%)
minecraft.crafted.diamond_hoe: #18, 1(2%)
minecraft.dropped.writable_book: #18, 1(2%)
minecraft.picked_up.diamond_axe: #18, 7(1%)
minecraft.dropped.iron_chestplate: #18, 1(2%)
minecraft.crafted.spruce_slab: #18, 318(1%)
minecraft.crafted.spruce_door: #18, 6(1%)
minecraft.mined.lilac: #18, 2(1%)
minecraft.picked_up.dark_oak_boat: #18, 3(1%)
minecraft.used.spruce_boat: #18, 3(1%)
minecraft.killed.player: #18, 1(1%)
minecraft.dropped.golden_chestplate: #18, 2(1%)
minecraft.mined.oak_trapdoor: #18, 6(0%)
minecraft.picked_up.spruce_door: #18, 2(1%)
minecraft.used.diamond_hoe: #18, 1586(0%)
minecraft.crafted.light_gray_dye: #18, 28(0%)
minecraft.killed.pig: #18, 2(0%)
minecraft.crafted.iron_trapdoor: #18, 12(0%)
minecraft.crafted.cobblestone_wall: #18, 12(0%)
minecraft.picked_up.spruce_boat: #18, 2(0%)
minecraft.crafted.quartz_block: #18, 48(0%)
minecraft.crafted.stone_slab: #18, 24(0%)
minecraft.used.deepslate_tile_stairs: #18, 21(0%)
minecraft.used.stone_slab: #18, 26(0%)
minecraft.used.end_stone: #18, 3(0%)
minecraft.dropped.glass: #18, 8(0%)
minecraft.used.red_concrete_powder: #18, 7(0%)
minecraft.dropped.poppy: #18, 8(0%)
minecraft.picked_up.gray_wool: #18, 1(0%)
minecraft.crafted.black_concrete_powder: #18, 8(0%)
minecraft.used.gray_wool: #18, 1(0%)
minecraft.used.diamond_axe: #19, 7256(2%)
minecraft.used.enchanting_table: #19, 1(2%)
minecraft.killed_by.creeper: #19, 2(2%)
minecraft.picked_up.iron_helmet: #19, 2(1%)
minecraft.picked_up.quartz: #19, 614(1%)
minecraft.picked_up.spruce_slab: #19, 65(1%)
minecraft.picked_up.deepslate_tiles: #19, 80(1%)
minecraft.crafted.iron_leggings: #19, 1(1%)
minecraft.picked_up.porkchop: #19, 13(1%)
minecraft.mined.peony: #19, 1(1%)
minecraft.mined.oak_sapling: #19, 3(1%)
minecraft.crafted.anvil: #19, 7(1%)
minecraft.crafted.black_dye: #19, 183(1%)
minecraft.picked_up.hay_block: #19, 14(0%)
minecraft.dropped.gunpowder: #19, 31(0%)
minecraft.crafted.spruce_sign: #19, 9(0%)
minecraft.used.cooked_porkchop: #19, 6(0%)
minecraft.dropped.spruce_planks: #19, 5(0%)
minecraft.crafted.grindstone: #19, 2(0%)
minecraft.used.black_concrete_powder: #19, 7(0%)
minecraft.crafted.iron_helmet: #20, 1(1%)
minecraft.crafted.iron_boots: #20, 1(1%)
minecraft.crafted.cooked_beef: #20, 88(1%)
minecraft.picked_up.beef: #20, 114(1%)
minecraft.used.oak_sapling: #20, 65(1%)
minecraft.picked_up.golden_carrot: #20, 151(1%)
minecraft.picked_up.iron_chestplate: #20, 1(1%)
minecraft.picked_up.oak_slab: #20, 9(0%)
minecraft.picked_up.dark_oak_planks: #20, 22(0%)
minecraft.crafted.iron_sword: #20, 1(0%)
minecraft.mined.spruce_stairs: #20, 4(0%)
minecraft.crafted.polished_deepslate_slab: #20, 12(0%)
minecraft.mined.spruce_trapdoor: #20, 6(0%)
minecraft.crafted.iron_shovel: #20, 1(0%)
minecraft.picked_up.spruce_stairs: #20, 4(0%)
minecraft.used.deepslate_brick_slab: #20, 7(0%)
minecraft.crafted.diamond_shovel: #21, 2(1%)
minecraft.custom.animals_bred: #21, 46(0%)
minecraft.dropped.oak_sapling: #21, 4(0%)
minecraft.mined.oak_slab: #21, 5(0%)
minecraft.used.spruce_trapdoor: #21, 13(0%)
minecraft.mined.hay_block: #21, 2(0%)
minecraft.picked_up.white_dye: #21, 1(0%)
minecraft.used.polished_deepslate_slab: #21, 6(0%)
minecraft.mined.vine: #21, 2(0%)
minecraft.picked_up.black_concrete: #21, 1(0%)
minecraft.mined.black_concrete: #21, 1(0%)
minecraft.dropped.bone_meal: #21, 5(0%)
minecraft.used.stone_pickaxe: #22, 95(1%)
minecraft.used.iron_pickaxe: #22, 619(1%)
minecraft.dropped.golden_carrot: #22, 9(0%)
minecraft.used.spruce_stairs: #22, 6(0%)
minecraft.crafted.spruce_trapdoor: #22, 4(0%)
minecraft.used.iron_shovel: #22, 16(0%)
minecraft.crafted.diamond_pickaxe: #23, 2(1%)
minecraft.broken.iron_pickaxe: #23, 2(1%)
minecraft.picked_up.oak_sapling: #23, 108(1%)
minecraft.used.iron_axe: #23, 207(0%)
minecraft.crafted.iron_axe: #23, 1(0%)
minecraft.used.oak_trapdoor: #23, 7(0%)
minecraft.crafted.oak_trapdoor: #23, 4(0%)
minecraft.crafted.spruce_stairs: #23, 4(0%)
minecraft.crafted.stone_pickaxe: #24, 1(1%)
minecraft.crafted.iron_pickaxe: #24, 2(0%)
minecraft.crafted.rail: #24, 16(0%)
minecraft.used.oak_planks: #25, 9(0%)
minecraft.custom.time_since_rest: #54, 1138(0%)
