stat, rank, value, (percentage) 
minecraft.used.amethyst_cluster: #7, 35(1%)
minecraft.crafted.spruce_boat: #7, 4(1%)
minecraft.dropped.mossy_cobblestone: #7, 5(1%)
minecraft.mined.dandelion: #8, 88(4%)
minecraft.used.spruce_leaves: #7, 293(1%)
minecraft.crafted.polished_andesite_slab: #7, 10(2%)
minecraft.killed.wither: #7, 1(1%)
minecraft.used.stripped_spruce_log: #7, 22(1%)
minecraft.picked_up.crimson_stairs: #7, 2(1%)
minecraft.used.light_gray_stained_glass_pane: #7, 25(1%)
minecraft.used.stone_button: #7, 161(0%)
minecraft.crafted.polished_andesite_stairs: #7, 5(1%)
minecraft.picked_up.andesite_wall: #7, 16(1%)
minecraft.crafted.stone_button: #7, 156(0%)
minecraft.used.gray_shulker_box: #7, 6(1%)
minecraft.crafted.light_gray_stained_glass_pane: #7, 32(1%)
minecraft.picked_up.large_amethyst_bud: #7, 10(1%)
minecraft.mined.wall_torch: #8, 336(4%)
minecraft.picked_up.diorite_wall: #7, 1(1%)
minecraft.mined.redstone_wall_torch: #8, 28(5%)
minecraft.dropped.dandelion: #8, 29(5%)
minecraft.dropped.diamond_sword: #8, 6(4%)
minecraft.picked_up.polished_deepslate_stairs: #8, 110(5%)
minecraft.crafted.magenta_stained_glass: #7, 24(1%)
minecraft.mined.magenta_stained_glass: #7, 3(1%)
minecraft.mined.small_amethyst_bud: #7, 22(1%)
minecraft.used.cooked_chicken: #7, 9(0%)
minecraft.picked_up.hopper: #8, 252(4%)
minecraft.used.deepslate_bricks: #8, 1701(4%)
minecraft.crafted.brown_wool: #7, 10(1%)
minecraft.dropped.ink_sac: #7, 7(0%)
minecraft.picked_up.spruce_sapling: #8, 606(4%)
minecraft.picked_up.birch_sign: #8, 39(4%)
minecraft.used.tube_coral: #7, 1(1%)
minecraft.used.polished_blackstone_pressure_plate: #7, 4(1%)
minecraft.crafted.magenta_terracotta: #7, 9(1%)
minecraft.picked_up.soul_torch: #7, 1(0%)
minecraft.used.emerald_block: #7, 9(0%)
minecraft.picked_up.prismarine_crystals: #7, 22(0%)
minecraft.dropped.light_gray_terracotta: #7, 1(0%)
minecraft.crafted.polished_blackstone_pressure_plate: #7, 2(0%)
minecraft.picked_up.magenta_wool: #7, 3(0%)
minecraft.dropped.polished_deepslate_slab: #7, 1(0%)
minecraft.picked_up.pumpkin_pie: #7, 4(0%)
minecraft.crafted.honeycomb_block: #7, 24(0%)
minecraft.picked_up.experience_bottle: #7, 3(0%)
minecraft.picked_up.cobblestone_slab: #8, 105(4%)
minecraft.dropped.light_gray_wool: #7, 1(0%)
minecraft.dropped.melon_slice: #7, 5(0%)
minecraft.dropped.moss_carpet: #8, 91(5%)
minecraft.mined.polished_deepslate_stairs: #8, 82(5%)
minecraft.used.dark_oak_stairs: #8, 230(5%)
minecraft.used.spruce_sapling: #8, 275(4%)
minecraft.dropped.diamond_leggings: #8, 4(5%)
minecraft.used.sandstone_slab: #8, 153(6%)
minecraft.picked_up.end_rod: #8, 197(4%)
minecraft.custom.interact_with_loom: #8, 9(6%)
minecraft.dropped.ender_pearl: #8, 5723(4%)
minecraft.picked_up.polished_blackstone_button: #8, 45(4%)
minecraft.mined.rose_bush: #8, 7(4%)
minecraft.picked_up.egg: #8, 227(3%)
minecraft.picked_up.mutton: #8, 30(4%)
minecraft.crafted.bucket: #8, 154(3%)
minecraft.used.deepslate_tile_stairs: #8, 569(4%)
minecraft.crafted.redstone_lamp: #8, 122(4%)
minecraft.picked_up.tnt: #8, 59(4%)
minecraft.mined.wheat: #8, 2487(3%)
minecraft.picked_up.iron_bars: #8, 79(3%)
minecraft.used.warped_stem: #8, 163(5%)
minecraft.used.deepslate_diamond_ore: #8, 30(4%)
minecraft.killed.phantom: #8, 34(3%)
minecraft.dropped.firework_rocket: #8, 397(4%)
minecraft.picked_up.end_stone: #8, 275(3%)
minecraft.dropped.lapis_lazuli: #8, 26(5%)
minecraft.crafted.acacia_slab: #8, 240(5%)
minecraft.picked_up.white_dye: #8, 63(3%)
minecraft.custom.inspect_dropper: #9, 409(6%)
minecraft.dropped.chain: #8, 11(5%)
minecraft.picked_up.oak_wood: #8, 64(4%)
minecraft.mined.gold_block: #8, 54(3%)
minecraft.mined.polished_basalt: #8, 57(3%)
minecraft.used.netherite_pickaxe: #8, 98630(4%)
minecraft.crafted.polished_andesite: #8, 376(3%)
minecraft.used.birch_planks: #8, 182(3%)
minecraft.crafted.oak_door: #8, 3(4%)
minecraft.used.flowering_azalea: #8, 48(3%)
minecraft.used.white_wool: #8, 372(3%)
minecraft.picked_up.cobbled_deepslate_wall: #8, 20(3%)
minecraft.crafted.blaze_powder: #8, 56(2%)
minecraft.picked_up.stripped_dark_oak_log: #8, 118(3%)
minecraft.crafted.slime_ball: #8, 198(3%)
minecraft.picked_up.seagrass: #8, 68(4%)
minecraft.mined.spruce_sign: #8, 4(5%)
minecraft.picked_up.polished_basalt: #8, 49(2%)
minecraft.mined.birch_sign: #8, 3(3%)
minecraft.used.acacia_slab: #8, 144(4%)
minecraft.used.red_terracotta: #8, 95(3%)
minecraft.picked_up.spyglass: #8, 2(2%)
minecraft.used.grindstone: #8, 47(2%)
minecraft.killed.ghast: #8, 11(2%)
minecraft.picked_up.slime_ball: #8, 366(2%)
minecraft.picked_up.cyan_terracotta: #8, 99(2%)
minecraft.used.armor_stand: #8, 18(2%)
minecraft.mined.spruce_planks: #9, 688(6%)
minecraft.dropped.spruce_log: #8, 113(2%)
minecraft.mined.stone_button: #8, 25(2%)
minecraft.picked_up.cooked_cod: #8, 11(2%)
minecraft.mined.andesite_stairs: #8, 4(3%)
minecraft.custom.crouch_one_cm: #9, 6745829(4%)
minecraft.used.sponge: #8, 174(3%)
minecraft.picked_up.light_gray_concrete_powder: #8, 28(2%)
minecraft.crafted.red_terracotta: #8, 72(2%)
minecraft.crafted.cobblestone_wall: #8, 54(1%)
minecraft.picked_up.deepslate_brick_stairs: #8, 30(2%)
minecraft.used.water_bucket: #9, 1248(5%)
minecraft.dropped.birch_sign: #8, 3(2%)
minecraft.used.polished_blackstone_button: #8, 68(2%)
minecraft.picked_up.netherite_leggings: #8, 2(2%)
minecraft.picked_up.detector_rail: #8, 2(3%)
minecraft.dropped.spruce_fence: #8, 6(2%)
minecraft.picked_up.acacia_boat: #8, 2(3%)
minecraft.mined.stripped_birch_log: #8, 48(1%)
minecraft.crafted.cooked_cod: #8, 14(2%)
minecraft.dropped.spruce_button: #8, 2(2%)
minecraft.picked_up.smooth_sandstone: #8, 170(1%)
minecraft.mined.crimson_stairs: #8, 2(3%)
minecraft.picked_up.acacia_leaves: #8, 57(2%)
minecraft.broken.stone_shovel: #8, 2(2%)
minecraft.picked_up.dark_oak_pressure_plate: #8, 1(3%)
minecraft.crafted.granite_wall: #8, 12(2%)
minecraft.crafted.andesite_wall: #8, 24(2%)
minecraft.custom.damage_absorbed: #8, 43(2%)
minecraft.dropped.gray_wool: #8, 5(2%)
minecraft.used.rotten_flesh: #8, 4(1%)
minecraft.dropped.purpur_pillar: #8, 2(2%)
minecraft.custom.fill_cauldron: #8, 6(1%)
minecraft.dropped.spruce_trapdoor: #8, 6(1%)
minecraft.picked_up.acacia_slab: #8, 19(2%)
minecraft.crafted.gray_stained_glass: #8, 200(1%)
minecraft.used.chiseled_deepslate: #8, 43(1%)
minecraft.picked_up.polished_blackstone_bricks: #8, 29(1%)
minecraft.picked_up.wheat_seeds: #9, 12353(4%)
minecraft.picked_up.red_sand: #8, 1310(1%)
minecraft.mined.mossy_cobblestone_stairs: #8, 2(2%)
minecraft.picked_up.spruce_planks: #9, 731(5%)
minecraft.crafted.polished_blackstone_button: #8, 43(1%)
minecraft.crafted.cooked_beef: #9, 389(5%)
minecraft.mined.daylight_detector: #8, 1(2%)
minecraft.picked_up.daylight_detector: #8, 1(2%)
minecraft.used.mossy_cobblestone_stairs: #8, 6(1%)
minecraft.picked_up.andesite: #9, 6840(4%)
minecraft.crafted.light_gray_carpet: #8, 54(1%)
minecraft.used.smithing_table: #8, 7(1%)
minecraft.used.polished_andesite_slab: #8, 22(1%)
minecraft.picked_up.granite: #9, 5979(4%)
minecraft.dropped.polished_andesite: #8, 1(1%)
minecraft.dropped.nether_quartz_ore: #8, 3(1%)
minecraft.dropped.cornflower: #8, 1(1%)
minecraft.picked_up.moss_block: #9, 3416(4%)
minecraft.picked_up.diamond_sword: #9, 24(4%)
minecraft.custom.animals_bred: #9, 471(4%)
minecraft.picked_up.red_stained_glass: #8, 1(1%)
minecraft.picked_up.wither_skeleton_skull: #8, 3(0%)
minecraft.used.stripped_jungle_log: #8, 4(1%)
minecraft.dropped.ladder: #8, 23(1%)
minecraft.used.repeater: #9, 325(4%)
minecraft.dropped.deepslate_brick_slab: #8, 2(1%)
minecraft.crafted.crimson_hyphae: #8, 3(1%)
minecraft.mined.gray_shulker_box: #8, 4(1%)
minecraft.crafted.copper_ingot: #9, 1889(4%)
minecraft.mined.deepslate_iron_ore: #9, 365(4%)
minecraft.crafted.white_banner: #8, 1(1%)
minecraft.used.cookie: #8, 2(1%)
minecraft.picked_up.target: #8, 2(0%)
minecraft.dropped.gold_nugget: #8, 26(0%)
minecraft.crafted.diamond_sword: #9, 4(4%)
minecraft.used.black_carpet: #8, 11(0%)
minecraft.crafted.orange_stained_glass: #8, 8(0%)
minecraft.mined.repeater: #9, 93(5%)
minecraft.mined.soul_fire: #8, 1(0%)
minecraft.used.crimson_hyphae: #8, 1(0%)
minecraft.used.hopper: #9, 631(4%)
minecraft.dropped.cyan_terracotta: #8, 1(0%)
minecraft.used.minecart: #9, 58(4%)
minecraft.crafted.comparator: #9, 142(4%)
minecraft.picked_up.chain: #9, 106(4%)
minecraft.crafted.oak_planks: #9, 6500(4%)
minecraft.crafted.paper: #9, 6621(4%)
minecraft.mined.deepslate_diamond_ore: #9, 89(3%)
minecraft.crafted.white_bed: #9, 16(4%)
minecraft.mined.deepslate_bricks: #9, 167(3%)
minecraft.mined.lilac: #9, 8(4%)
minecraft.picked_up.amethyst_shard: #9, 1706(4%)
minecraft.used.stone_slab: #9, 801(4%)
minecraft.mined.peony: #9, 5(4%)
minecraft.picked_up.repeater: #9, 119(3%)
minecraft.custom.pot_flower: #9, 20(3%)
minecraft.mined.birch_wall_sign: #9, 13(3%)
minecraft.picked_up.iron_boots: #9, 10(3%)
minecraft.mined.deepslate_tiles: #9, 193(3%)
minecraft.mined.observer: #9, 70(3%)
minecraft.used.grass_block: #9, 4894(3%)
minecraft.used.flowering_azalea_leaves: #9, 82(3%)
minecraft.used.gold_ore: #9, 82(3%)
minecraft.used.birch_sign: #9, 42(3%)
minecraft.picked_up.exposed_copper: #9, 21(4%)
minecraft.mined.exposed_copper: #9, 21(4%)
minecraft.crafted.fermented_spider_eye: #9, 19(4%)
minecraft.picked_up.iron_trapdoor: #9, 32(3%)
minecraft.picked_up.lilac: #9, 44(3%)
minecraft.crafted.cobblestone_slab: #9, 224(3%)
minecraft.picked_up.deepslate_brick_slab: #9, 57(3%)
minecraft.killed.slime: #9, 218(2%)
minecraft.crafted.iron_boots: #9, 2(2%)
minecraft.picked_up.emerald: #9, 320(3%)
minecraft.killed.sheep: #9, 11(3%)
minecraft.mined.warped_nylium: #9, 41(2%)
minecraft.crafted.birch_sign: #9, 33(2%)
minecraft.crafted.shulker_box: #9, 108(2%)
minecraft.used.shroomlight: #9, 151(2%)
minecraft.used.birch_slab: #9, 89(3%)
minecraft.mined.jungle_log: #9, 657(2%)
minecraft.used.birch_stairs: #9, 35(3%)
minecraft.dropped.oak_leaves: #9, 88(3%)
minecraft.used.deepslate_gold_ore: #9, 19(3%)
minecraft.picked_up.iron_pickaxe: #9, 4(2%)
minecraft.mined.campfire: #9, 11(2%)
minecraft.dropped.potion: #9, 11(2%)
minecraft.mined.coarse_dirt: #9, 229(2%)
minecraft.crafted.white_carpet: #9, 120(2%)
minecraft.mined.dark_oak_fence: #9, 18(2%)
minecraft.mined.red_mushroom_block: #9, 214(2%)
minecraft.mined.white_stained_glass_pane: #9, 8(3%)
minecraft.picked_up.nautilus_shell: #9, 6(3%)
minecraft.picked_up.polished_diorite: #9, 41(2%)
minecraft.used.apple: #9, 7(2%)
minecraft.mined.deepslate_brick_wall: #9, 4(3%)
minecraft.picked_up.grindstone: #9, 16(2%)
minecraft.crafted.grindstone: #9, 31(2%)
minecraft.picked_up.arrow: #10, 2760(5%)
minecraft.mined.polished_deepslate_slab: #9, 43(2%)
minecraft.mined.wet_sponge: #9, 191(3%)
minecraft.mined.jungle_leaves: #9, 397(2%)
minecraft.picked_up.wet_sponge: #9, 192(3%)
minecraft.dropped.diamond: #10, 113(5%)
minecraft.picked_up.armor_stand: #9, 11(2%)
minecraft.used.jungle_fence: #9, 18(2%)
minecraft.used.stone_shovel: #9, 267(1%)
minecraft.dropped.diamond_shovel: #9, 2(2%)
minecraft.used.jungle_sapling: #9, 24(2%)
minecraft.dropped.flint: #9, 35(1%)
minecraft.picked_up.powder_snow_bucket: #9, 1(2%)
minecraft.used.stone: #10, 24472(5%)
minecraft.dropped.pumpkin_seeds: #9, 50(2%)
minecraft.mined.quartz_stairs: #9, 5(2%)
minecraft.crafted.jungle_fence: #9, 18(2%)
minecraft.picked_up.crossbow: #9, 3(1%)
minecraft.used.terracotta: #9, 91(2%)
minecraft.mined.polished_andesite_stairs: #9, 4(2%)
minecraft.picked_up.netherite_sword: #9, 2(2%)
minecraft.dropped.stone_slab: #9, 43(1%)
minecraft.mined.warped_slab: #9, 4(2%)
minecraft.dropped.warped_sign: #9, 1(2%)
minecraft.used.quartz_block: #9, 91(2%)
minecraft.used.magma_block: #9, 178(1%)
minecraft.picked_up.lily_pad: #9, 20(1%)
minecraft.used.white_banner: #9, 3(1%)
minecraft.dropped.stone_bricks: #9, 31(1%)
minecraft.picked_up.netherite_boots: #9, 2(1%)
minecraft.dropped.cobblestone_stairs: #9, 3(2%)
minecraft.crafted.stone_stairs: #9, 61(1%)
minecraft.used.lava_bucket: #9, 124(1%)
minecraft.picked_up.water_bucket: #10, 19(5%)
minecraft.crafted.red_concrete_powder: #9, 168(1%)
minecraft.custom.boat_one_cm: #10, 4827461(4%)
minecraft.picked_up.polished_andesite_stairs: #9, 4(2%)
minecraft.picked_up.andesite_stairs: #9, 4(2%)
minecraft.mined.yellow_wool: #9, 19(1%)
minecraft.picked_up.stripped_jungle_log: #9, 8(1%)
minecraft.mined.cracked_stone_bricks: #9, 13(1%)
minecraft.used.purpur_pillar: #9, 5(2%)
minecraft.dropped.egg: #9, 29(1%)
minecraft.crafted.redstone_torch: #10, 1227(4%)
minecraft.crafted.gold_ingot: #9, 1230(1%)
minecraft.mined.stripped_jungle_log: #9, 8(1%)
minecraft.crafted.cobbled_deepslate_wall: #9, 12(1%)
minecraft.mined.red_sand: #9, 1298(1%)
minecraft.used.gray_concrete: #9, 175(1%)
minecraft.mined.large_amethyst_bud: #9, 11(1%)
minecraft.picked_up.netherite_helmet: #9, 1(1%)
minecraft.crafted.black_stained_glass: #9, 720(1%)
minecraft.used.warped_nylium: #9, 4(1%)
minecraft.picked_up.light_gray_wool: #9, 25(1%)
minecraft.used.wither_skeleton_skull: #9, 3(1%)
minecraft.dropped.golden_sword: #9, 1(1%)
minecraft.used.melon_seeds: #9, 6(1%)
minecraft.picked_up.golden_sword: #9, 1(1%)
minecraft.dropped.cod: #9, 16(1%)
minecraft.picked_up.mossy_cobblestone_stairs: #9, 2(1%)
minecraft.picked_up.nether_star: #9, 1(1%)
minecraft.mined.iron_block: #10, 1252(5%)
minecraft.used.gray_stained_glass_pane: #9, 13(1%)
minecraft.picked_up.black_stained_glass: #9, 28(1%)
minecraft.used.birch_trapdoor: #9, 16(1%)
minecraft.used.melon: #9, 2(1%)
minecraft.dropped.potato: #9, 157(0%)
minecraft.mined.redstone_ore: #10, 1045(4%)
minecraft.mined.red_stained_glass: #9, 1(1%)
minecraft.picked_up.small_amethyst_bud: #9, 15(0%)
minecraft.used.pumpkin_pie: #9, 3(1%)
minecraft.crafted.brown_carpet: #9, 15(1%)
minecraft.used.redstone_torch: #10, 212(4%)
minecraft.dropped.end_rod: #9, 2(0%)
minecraft.dropped.dripstone_block: #9, 6(0%)
minecraft.picked_up.pink_wool: #9, 4(0%)
minecraft.crafted.gold_nugget: #9, 90(0%)
minecraft.picked_up.lime_wool: #9, 8(0%)
minecraft.crafted.black_carpet: #9, 12(0%)
minecraft.picked_up.light_gray_dye: #9, 1(0%)
minecraft.used.horn_coral_fan: #9, 1(0%)
minecraft.picked_up.rabbit_hide: #9, 1(0%)
minecraft.mined.sponge: #9, 3(0%)
minecraft.crafted.light_gray_terracotta: #9, 1(0%)
minecraft.custom.damage_taken: #10, 127352(2%)
minecraft.used.diamond_shovel: #10, 45227(3%)
minecraft.mined.redstone_wire: #10, 213(4%)
minecraft.mined.cobblestone: #10, 1311(3%)
minecraft.mined.deepslate_gold_ore: #10, 113(3%)
minecraft.picked_up.oak_sapling: #10, 637(3%)
minecraft.dropped.cobbled_deepslate: #10, 257(4%)
minecraft.picked_up.azalea: #10, 401(4%)
minecraft.picked_up.iron_chestplate: #10, 7(4%)
minecraft.mined.flowering_azalea: #10, 48(4%)
minecraft.mined.tall_grass: #10, 407(3%)
minecraft.picked_up.elytra: #10, 26(3%)
minecraft.picked_up.oak_sign: #10, 29(3%)
minecraft.dropped.crafting_table: #10, 4(3%)
minecraft.mined.copper_ore: #10, 1007(3%)
minecraft.dropped.cooked_beef: #10, 60(4%)
minecraft.picked_up.firework_rocket: #10, 1343(3%)
minecraft.used.cobblestone_stairs: #10, 88(3%)
minecraft.mined.iron_ore: #10, 2376(3%)
minecraft.killed.husk: #10, 6(4%)
minecraft.picked_up.quartz: #10, 1543(3%)
minecraft.used.spruce_log: #10, 405(3%)
minecraft.used.deepslate: #10, 1269(3%)
minecraft.picked_up.apple: #10, 135(3%)
minecraft.picked_up.grass_block: #10, 8756(2%)
minecraft.used.diamond_leggings: #10, 2(4%)
minecraft.picked_up.comparator: #10, 48(3%)
minecraft.mined.cobbled_deepslate: #10, 145(2%)
minecraft.crafted.birch_stairs: #10, 56(4%)
minecraft.crafted.dark_oak_stairs: #10, 160(3%)
minecraft.picked_up.deepslate_tile_stairs: #10, 105(3%)
minecraft.mined.gravel: #10, 5405(2%)
minecraft.picked_up.kelp: #10, 869(2%)
minecraft.dropped.paper: #10, 68(2%)
minecraft.used.redstone_lamp: #10, 49(2%)
minecraft.killed.squid: #10, 60(2%)
minecraft.mined.carrots: #10, 380(2%)
minecraft.used.dark_oak_slab: #10, 220(2%)
minecraft.used.flower_pot: #10, 21(2%)
minecraft.picked_up.observer: #10, 70(2%)
minecraft.crafted.jungle_slab: #10, 132(3%)
minecraft.mined.end_stone: #10, 181(2%)
minecraft.crafted.glass: #10, 5174(2%)
minecraft.used.spruce_fence: #10, 237(2%)
minecraft.used.diamond_helmet: #10, 2(4%)
minecraft.broken.stone_pickaxe: #10, 2(3%)
minecraft.used.lightning_rod: #10, 46(2%)
minecraft.dropped.gravel: #10, 283(2%)
minecraft.crafted.birch_fence: #10, 27(3%)
minecraft.used.end_rod: #10, 101(2%)
minecraft.crafted.cyan_dye: #10, 114(2%)
minecraft.killed_by.magma_cube: #10, 1(3%)
minecraft.crafted.light_gray_dye: #10, 126(2%)
minecraft.picked_up.written_book: #10, 3(2%)
minecraft.crafted.armor_stand: #10, 18(2%)
minecraft.mined.nether_sprouts: #10, 24(2%)
minecraft.picked_up.gray_wool: #10, 72(2%)
minecraft.picked_up.campfire: #10, 9(2%)
minecraft.dropped.carrot: #10, 455(1%)
minecraft.used.jungle_slab: #10, 57(2%)
minecraft.crafted.netherite_pickaxe: #10, 1(2%)
minecraft.used.cooked_cod: #10, 15(2%)
minecraft.picked_up.netherite_shovel: #10, 2(1%)
minecraft.picked_up.stone_brick_wall: #10, 8(1%)
minecraft.used.honey_block: #10, 26(2%)
minecraft.used.light_gray_stained_glass: #10, 121(1%)
minecraft.picked_up.stone_pressure_plate: #10, 4(1%)
minecraft.mined.sunflower: #10, 5(1%)
minecraft.picked_up.netherite_axe: #10, 2(1%)
minecraft.mined.spruce_leaves: #10, 1009(1%)
minecraft.crafted.dark_oak_planks: #11, 4292(5%)
minecraft.used.weathered_copper: #10, 7(1%)
minecraft.mined.torch: #11, 1039(4%)
minecraft.used.cyan_terracotta: #10, 379(1%)
minecraft.used.warped_slab: #10, 31(2%)
minecraft.dropped.poisonous_potato: #10, 2(1%)
minecraft.mined.stripped_oak_log: #10, 67(1%)
minecraft.picked_up.quartz_stairs: #10, 5(1%)
minecraft.dropped.barrel: #10, 1(1%)
minecraft.dropped.amethyst_shard: #10, 5(1%)
minecraft.picked_up.quartz_block: #10, 35(1%)
minecraft.picked_up.twisting_vines: #10, 48(1%)
minecraft.picked_up.charcoal: #10, 4(1%)
minecraft.picked_up.deepslate_brick_wall: #10, 4(1%)
minecraft.dropped.magma_block: #10, 4(1%)
minecraft.used.warped_planks: #10, 39(1%)
minecraft.used.gold_block: #10, 33(1%)
minecraft.crafted.repeater: #11, 279(5%)
minecraft.mined.coal_block: #10, 7(1%)
minecraft.dropped.polished_deepslate: #10, 3(1%)
minecraft.mined.sea_pickle: #10, 9(1%)
minecraft.mined.glass_pane: #10, 5(1%)
minecraft.used.polished_blackstone_wall: #10, 10(1%)
minecraft.used.gray_wool: #10, 33(1%)
minecraft.mined.lily_pad: #10, 6(1%)
minecraft.picked_up.spruce_leaves: #10, 454(0%)
minecraft.mined.rooted_dirt: #10, 15(0%)
minecraft.picked_up.clock: #10, 3(1%)
minecraft.picked_up.blue_orchid: #10, 4(1%)
minecraft.crafted.quartz_stairs: #10, 4(1%)
minecraft.picked_up.cracked_stone_bricks: #10, 13(0%)
minecraft.crafted.polished_blackstone_slab: #10, 6(1%)
minecraft.used.pink_wool: #10, 6(1%)
minecraft.picked_up.totem_of_undying: #10, 1(1%)
minecraft.mined.warped_planks: #10, 6(0%)
minecraft.used.brown_carpet: #10, 13(1%)
minecraft.crafted.lime_shulker_box: #10, 3(0%)
minecraft.used.blackstone_slab: #10, 14(0%)
minecraft.picked_up.lava_bucket: #10, 1(0%)
minecraft.picked_up.jungle_slab: #10, 3(0%)
minecraft.mined.black_carpet: #10, 1(0%)
minecraft.picked_up.allium: #10, 19(0%)
minecraft.picked_up.dark_oak_leaves: #10, 10(0%)
minecraft.dropped.warped_roots: #10, 3(0%)
minecraft.picked_up.black_carpet: #10, 1(0%)
minecraft.used.brown_terracotta: #10, 21(0%)
minecraft.picked_up.cookie: #10, 3(0%)
minecraft.picked_up.green_wool: #10, 5(0%)
minecraft.picked_up.bone: #11, 1709(4%)
minecraft.picked_up.sponge: #10, 3(0%)
minecraft.used.black_stained_glass: #10, 49(0%)
minecraft.killed.zombified_piglin: #10, 9(0%)
minecraft.used.torch: #11, 6501(4%)
minecraft.mined.coal_ore: #11, 4133(4%)
minecraft.picked_up.diamond: #11, 507(3%)
minecraft.mined.deepslate_coal_ore: #11, 472(4%)
minecraft.used.chest: #11, 754(3%)
minecraft.mined.chest: #11, 279(3%)
minecraft.mined.andesite: #11, 6033(4%)
minecraft.picked_up.diorite: #11, 5594(3%)
minecraft.killed.cow: #11, 242(4%)
minecraft.broken.shears: #11, 12(4%)
minecraft.used.bucket: #11, 1464(3%)
minecraft.used.shears: #11, 3342(3%)
minecraft.used.glow_berries: #11, 119(4%)
minecraft.mined.deepslate_copper_ore: #11, 41(3%)
minecraft.mined.glass: #11, 353(3%)
minecraft.used.andesite: #11, 1241(3%)
minecraft.crafted.item_frame: #11, 137(3%)
minecraft.picked_up.brown_mushroom: #11, 108(3%)
minecraft.crafted.red_dye: #11, 307(3%)
minecraft.picked_up.redstone_block: #11, 128(3%)
minecraft.dropped.shulker_box: #11, 9(3%)
minecraft.used.diorite: #11, 250(2%)
minecraft.dropped.elytra: #11, 4(3%)
minecraft.picked_up.jungle_log: #11, 846(3%)
minecraft.mined.lightning_rod: #11, 18(3%)
minecraft.mined.azalea: #11, 59(2%)
minecraft.mined.cornflower: #11, 17(3%)
minecraft.custom.jump: #12, 160897(4%)
minecraft.mined.potatoes: #11, 217(2%)
minecraft.crafted.spruce_fence_gate: #11, 47(2%)
minecraft.used.potato: #11, 297(2%)
minecraft.used.spruce_fence_gate: #11, 47(2%)
minecraft.used.copper_ore: #11, 164(2%)
minecraft.killed.bat: #11, 6(2%)
minecraft.used.iron_shovel: #11, 1589(2%)
minecraft.picked_up.vine: #11, 248(2%)
minecraft.picked_up.polished_deepslate_wall: #11, 36(2%)
minecraft.killed_by.zombie: #11, 2(2%)
minecraft.picked_up.flowering_azalea_leaves: #11, 251(2%)
minecraft.used.azalea_leaves: #11, 448(2%)
minecraft.used.spyglass: #11, 71(2%)
minecraft.picked_up.azalea_leaves: #11, 737(2%)
minecraft.mined.stone_brick_slab: #11, 68(2%)
minecraft.crafted.cobblestone_stairs: #11, 40(2%)
minecraft.picked_up.potato: #11, 964(1%)
minecraft.picked_up.poisonous_potato: #11, 7(2%)
minecraft.picked_up.red_wool: #11, 198(2%)
minecraft.picked_up.ancient_debris: #11, 19(2%)
minecraft.mined.budding_amethyst: #11, 8(1%)
minecraft.used.stone_brick_wall: #11, 30(2%)
minecraft.picked_up.jungle_sapling: #11, 40(2%)
minecraft.picked_up.polished_deepslate_slab: #11, 48(1%)
minecraft.mined.diamond_block: #11, 14(1%)
minecraft.used.diamond_block: #11, 15(1%)
minecraft.dropped.obsidian: #11, 11(1%)
minecraft.used.deepslate_brick_wall: #11, 18(1%)
minecraft.dropped.stone_sword: #11, 4(1%)
minecraft.picked_up.stripped_oak_log: #11, 67(1%)
minecraft.crafted.warped_slab: #11, 30(1%)
minecraft.dropped.polished_granite: #11, 2(1%)
minecraft.picked_up.honeycomb: #11, 137(1%)
minecraft.crafted.cyan_stained_glass: #11, 16(1%)
minecraft.picked_up.warped_slab: #11, 3(1%)
minecraft.used.cauldron: #11, 14(0%)
minecraft.mined.chiseled_deepslate: #11, 4(1%)
minecraft.used.dandelion: #11, 1(0%)
minecraft.dropped.iron_axe: #11, 1(0%)
minecraft.picked_up.mushroom_stem: #11, 14(0%)
minecraft.dropped.cactus: #11, 6(0%)
minecraft.crafted.quartz_slab: #11, 6(0%)
minecraft.crafted.birch_trapdoor: #11, 10(0%)
minecraft.mined.yellow_terracotta: #11, 1(0%)
minecraft.picked_up.cauldron: #11, 4(0%)
minecraft.mined.oak_log: #12, 2914(4%)
minecraft.picked_up.red_mushroom_block: #11, 17(0%)
minecraft.dropped.spruce_leaves: #11, 4(0%)
minecraft.mined.black_stained_glass: #11, 8(0%)
minecraft.used.gray_stained_glass: #11, 17(0%)
minecraft.crafted.blue_terracotta: #11, 4(0%)
minecraft.picked_up.gold_nugget: #11, 328(0%)
minecraft.crafted.hopper: #12, 488(4%)
minecraft.crafted.green_stained_glass: #11, 8(0%)
minecraft.picked_up.melon: #11, 2(0%)
minecraft.mined.brown_terracotta: #11, 2(0%)
minecraft.used.green_stained_glass: #11, 1(0%)
minecraft.picked_up.golden_carrot: #12, 885(4%)
minecraft.mined.granite: #12, 5622(4%)
minecraft.mined.stone: #12, 92970(3%)
minecraft.picked_up.dandelion: #12, 84(3%)
minecraft.custom.open_chest: #12, 11412(3%)
minecraft.picked_up.chest: #12, 344(3%)
minecraft.killed_by.player: #12, 5(3%)
minecraft.crafted.iron_pickaxe: #12, 13(3%)
minecraft.killed.enderman: #12, 11556(3%)
minecraft.used.glass: #12, 929(3%)
minecraft.picked_up.rose_bush: #12, 152(3%)
minecraft.picked_up.deepslate: #12, 3020(2%)
minecraft.picked_up.deepslate_bricks: #12, 163(3%)
minecraft.used.moss_carpet: #12, 468(3%)
