stat, rank, value, (percentage) 
minecraft.mined.infested_stone: #12, 7(2%)
minecraft.mined.candle: #12, 3(2%)
minecraft.crafted.cooked_mutton: #12, 7(1%)
minecraft.used.cobblestone_slab: #12, 73(1%)
minecraft.used.sea_lantern: #12, 84(1%)
minecraft.picked_up.golden_apple: #12, 3(1%)
minecraft.crafted.iron_block: #12, 487(1%)
minecraft.mined.stone_brick_slab: #12, 32(1%)
minecraft.picked_up.bone_meal: #12, 791(1%)
minecraft.crafted.raw_copper_block: #12, 47(1%)
minecraft.crafted.stone_brick_wall: #12, 12(1%)
minecraft.dropped.player_head: #12, 25(1%)
minecraft.dropped.stone_sword: #12, 4(1%)
minecraft.crafted.sandstone: #12, 39(1%)
minecraft.dropped.magma_block: #12, 4(1%)
minecraft.picked_up.polished_deepslate_slab: #12, 24(1%)
minecraft.mined.deepslate_brick_slab: #12, 9(1%)
minecraft.picked_up.warped_wart_block: #12, 89(0%)
minecraft.mined.cobblestone_slab: #12, 13(0%)
minecraft.used.obsidian: #12, 194(0%)
minecraft.dropped.hopper: #12, 1(1%)
minecraft.dropped.stone_shovel: #12, 1(1%)
minecraft.used.warped_slab: #12, 14(1%)
minecraft.used.oxidized_copper: #12, 38(0%)
minecraft.picked_up.purpur_slab: #12, 1(1%)
minecraft.picked_up.red_bed: #12, 3(0%)
minecraft.picked_up.light_gray_concrete_powder: #12, 5(0%)
minecraft.used.cracked_stone_bricks: #12, 18(0%)
minecraft.dropped.baked_potato: #12, 11(0%)
minecraft.dropped.mossy_cobblestone: #12, 2(0%)
minecraft.mined.lily_pad: #12, 3(0%)
minecraft.mined.oxidized_copper: #12, 37(0%)
minecraft.crafted.orange_stained_glass: #12, 8(0%)
minecraft.mined.light_blue_shulker_box: #12, 2(0%)
minecraft.picked_up.light_blue_shulker_box: #12, 2(0%)
minecraft.used.light_blue_shulker_box: #12, 2(0%)
minecraft.dropped.sweet_berries: #12, 1(0%)
minecraft.used.bricks: #12, 14(0%)
minecraft.mined.magenta_stained_glass: #12, 1(0%)
minecraft.mined.medium_amethyst_bud: #12, 3(0%)
minecraft.used.amethyst_cluster: #12, 4(0%)
minecraft.picked_up.polished_blackstone_brick_slab: #12, 2(0%)
minecraft.used.water_bucket: #13, 971(4%)
minecraft.picked_up.nether_brick: #12, 2(0%)
minecraft.mined.black_stained_glass: #12, 2(0%)
minecraft.mined.grass: #13, 1977(4%)
minecraft.crafted.dripstone_block: #12, 2(0%)
minecraft.crafted.air: #12, 0(0%)
minecraft.picked_up.bow: #13, 81(3%)
minecraft.mined.oak_fence: #13, 77(3%)
minecraft.killed.wandering_trader: #13, 3(4%)
minecraft.mined.basalt: #13, 3041(3%)
minecraft.dropped.cobbled_deepslate: #13, 161(2%)
minecraft.custom.interact_with_grindstone: #13, 28(2%)
minecraft.dropped.wooden_pickaxe: #13, 1(4%)
minecraft.picked_up.sea_lantern: #13, 50(2%)
minecraft.picked_up.sugar_cane: #13, 2008(2%)
minecraft.mined.anvil: #13, 6(2%)
minecraft.used.deepslate: #13, 844(2%)
minecraft.crafted.dark_oak_stairs: #13, 120(2%)
minecraft.mined.dark_oak_trapdoor: #13, 14(2%)
minecraft.mined.dark_oak_sign: #13, 1(2%)
minecraft.dropped.shield: #13, 1(2%)
minecraft.killed_by.magma_cube: #13, 1(3%)
minecraft.picked_up.piston: #13, 48(2%)
minecraft.picked_up.iron_nugget: #13, 122(1%)
minecraft.mined.polished_deepslate: #13, 87(1%)
minecraft.crafted.sticky_piston: #13, 38(1%)
minecraft.dropped.birch_planks: #13, 17(2%)
minecraft.dropped.iron_helmet: #13, 1(2%)
minecraft.picked_up.exposed_copper: #13, 8(1%)
minecraft.mined.exposed_copper: #13, 8(1%)
minecraft.custom.damage_dealt: #13, 333845(1%)
minecraft.used.diamond_helmet: #13, 1(2%)
minecraft.mined.tnt: #13, 6(1%)
minecraft.picked_up.white_shulker_box: #13, 24(1%)
minecraft.dropped.bone: #13, 226(1%)
minecraft.mined.gray_carpet: #13, 7(1%)
minecraft.used.smooth_stone_slab: #13, 150(1%)
minecraft.dropped.stone_axe: #13, 1(1%)
minecraft.crafted.charcoal: #13, 9(1%)
minecraft.used.gray_carpet: #13, 44(1%)
minecraft.picked_up.deepslate_brick_slab: #13, 14(1%)
minecraft.picked_up.bread: #13, 22(1%)
minecraft.used.lapis_ore: #13, 5(1%)
minecraft.picked_up.polished_basalt: #13, 13(1%)
minecraft.picked_up.stone_brick_wall: #13, 4(1%)
minecraft.dropped.chain: #13, 2(1%)
minecraft.mined.copper_block: #13, 12(1%)
minecraft.used.deepslate_iron_ore: #13, 8(1%)
minecraft.used.stone_brick_slab: #13, 131(1%)
minecraft.dropped.grass_block: #13, 212(0%)
minecraft.killed.pillager: #13, 17(0%)
minecraft.mined.sunflower: #13, 2(1%)
minecraft.picked_up.purpur_stairs: #13, 1(1%)
minecraft.mined.purpur_stairs: #13, 1(0%)
minecraft.crafted.warped_slab: #13, 18(0%)
minecraft.mined.pumpkin_stem: #13, 2(0%)
minecraft.picked_up.oxidized_copper: #13, 38(0%)
minecraft.picked_up.black_concrete: #13, 30(0%)
minecraft.used.purpur_block: #13, 3(0%)
minecraft.dropped.poppy: #13, 58(0%)
minecraft.mined.black_concrete: #13, 30(0%)
minecraft.mined.light_gray_carpet: #13, 1(0%)
minecraft.used.oxidized_cut_copper_slab: #13, 4(0%)
minecraft.dropped.slime_ball: #13, 4(0%)
minecraft.mined.horn_coral_wall_fan: #13, 1(0%)
minecraft.mined.polished_blackstone_bricks: #13, 1(0%)
minecraft.picked_up.ice: #13, 41(0%)
minecraft.picked_up.polished_blackstone_bricks: #13, 1(0%)
minecraft.picked_up.black_stained_glass: #13, 2(0%)
minecraft.killed.zombified_piglin: #13, 3(0%)
minecraft.crafted.chest: #14, 1085(3%)
minecraft.used.diamond_axe: #14, 10876(2%)
minecraft.picked_up.bone: #14, 1116(2%)
minecraft.used.shears: #14, 2565(3%)
minecraft.dropped.writable_book: #14, 2(3%)
minecraft.used.iron_hoe: #14, 178(3%)
minecraft.picked_up.oak_sapling: #14, 428(2%)
minecraft.killed.trader_llama: #14, 5(3%)
minecraft.picked_up.leather_leggings: #14, 6(2%)
minecraft.mined.piston_head: #14, 2(3%)
minecraft.custom.enchant_item: #14, 46(2%)
minecraft.picked_up.warped_fungus: #14, 18(2%)
minecraft.crafted.scaffolding: #14, 288(2%)
minecraft.picked_up.chainmail_leggings: #14, 2(2%)
minecraft.picked_up.white_bed: #14, 34(1%)
minecraft.dropped.redstone: #14, 59(2%)
minecraft.crafted.iron_bars: #14, 144(2%)
minecraft.dropped.string: #14, 71(1%)
minecraft.dropped.leather_helmet: #14, 4(2%)
minecraft.used.dark_oak_stairs: #14, 82(2%)
minecraft.picked_up.mutton: #14, 11(1%)
minecraft.crafted.cobbled_deepslate_slab: #14, 42(2%)
minecraft.picked_up.chainmail_chestplate: #14, 1(1%)
minecraft.crafted.birch_sign: #14, 15(1%)
minecraft.dropped.shears: #14, 5(1%)
minecraft.used.stone_bricks: #14, 828(1%)
minecraft.crafted.blaze_powder: #14, 22(1%)
minecraft.picked_up.tnt: #14, 15(1%)
minecraft.used.deepslate_coal_ore: #14, 22(1%)
minecraft.picked_up.bamboo: #14, 820(1%)
minecraft.picked_up.chainmail_helmet: #14, 1(1%)
minecraft.mined.magma_block: #14, 163(1%)
minecraft.used.polished_basalt: #14, 101(1%)
minecraft.dropped.gunpowder: #14, 78(1%)
minecraft.crafted.red_bed: #14, 1(1%)
minecraft.mined.polished_basalt: #14, 13(1%)
minecraft.picked_up.magma_block: #14, 113(0%)
minecraft.crafted.cobblestone_wall: #14, 20(1%)
minecraft.picked_up.tripwire_hook: #14, 1(1%)
minecraft.used.white_shulker_box: #14, 14(1%)
minecraft.used.amethyst_block: #14, 36(0%)
minecraft.mined.red_mushroom: #14, 1(1%)
minecraft.dropped.birch_log: #14, 7(1%)
minecraft.picked_up.cobbled_deepslate_slab: #14, 7(0%)
minecraft.mined.warped_roots: #14, 8(0%)
minecraft.mined.purpur_slab: #14, 1(1%)
minecraft.picked_up.amethyst_cluster: #14, 25(0%)
minecraft.used.copper_block: #14, 76(0%)
minecraft.mined.red_bed: #14, 2(0%)
minecraft.used.quartz_slab: #14, 5(0%)
minecraft.dropped.spider_eye: #14, 27(0%)
minecraft.mined.cobbled_deepslate_slab: #14, 2(0%)
minecraft.dropped.observer: #14, 1(0%)
minecraft.used.polished_blackstone_button: #14, 8(0%)
minecraft.used.black_concrete_powder: #14, 69(0%)
minecraft.crafted.black_concrete_powder: #14, 72(0%)
minecraft.used.black_concrete: #14, 25(0%)
minecraft.dropped.bone_meal: #14, 90(0%)
minecraft.used.glow_lichen: #14, 24(0%)
minecraft.mined.twisting_vines: #14, 1(0%)
minecraft.picked_up.light_gray_carpet: #14, 1(0%)
minecraft.used.ice: #14, 12(0%)
minecraft.crafted.light_gray_wool: #14, 2(0%)
minecraft.mined.ice: #14, 16(0%)
minecraft.mined.small_amethyst_bud: #14, 1(0%)
minecraft.used.black_stained_glass: #14, 2(0%)
minecraft.used.oak_sapling: #15, 183(2%)
minecraft.killed.blaze: #15, 39(2%)
minecraft.crafted.diamond_chestplate: #15, 1(2%)
minecraft.used.potion: #15, 14(2%)
minecraft.picked_up.bone_block: #15, 132(2%)
minecraft.crafted.ender_chest: #15, 5(2%)
minecraft.dropped.oak_sign: #15, 3(2%)
minecraft.mined.white_bed: #15, 33(1%)
minecraft.broken.shears: #15, 5(2%)
minecraft.mined.cobbled_deepslate: #15, 83(1%)
minecraft.used.deepslate_tile_slab: #15, 374(1%)
minecraft.mined.sugar_cane: #15, 664(1%)
minecraft.crafted.bone_meal: #15, 10456(1%)
minecraft.used.iron_sword: #15, 248(1%)
minecraft.crafted.iron_nugget: #15, 1017(1%)
minecraft.crafted.stonecutter: #15, 3(1%)
minecraft.mined.scaffolding: #15, 414(1%)
minecraft.dropped.stone_pickaxe: #15, 1(1%)
minecraft.used.dark_oak_slab: #15, 85(1%)
minecraft.crafted.polished_deepslate_slab: #15, 52(1%)
minecraft.crafted.cobblestone_slab: #15, 66(1%)
minecraft.killed.slime: #15, 59(1%)
minecraft.picked_up.polished_blackstone_button: #15, 8(1%)
minecraft.mined.cobblestone_wall: #15, 8(1%)
minecraft.used.poppy: #15, 2(1%)
minecraft.picked_up.spruce_button: #15, 2(1%)
minecraft.picked_up.chicken: #15, 7(0%)
minecraft.used.sunflower: #15, 1(1%)
minecraft.mined.white_shulker_box: #15, 11(1%)
minecraft.picked_up.end_stone_bricks: #15, 4(1%)
minecraft.crafted.ender_eye: #15, 5(0%)
minecraft.picked_up.grindstone: #15, 3(0%)
minecraft.used.vine: #15, 7(0%)
minecraft.crafted.warped_planks: #15, 140(0%)
minecraft.crafted.chiseled_deepslate: #15, 1(0%)
minecraft.dropped.glass: #15, 19(0%)
minecraft.used.stone_pressure_plate: #15, 2(0%)
minecraft.used.deepslate_tile_wall: #15, 19(0%)
minecraft.crafted.tnt: #15, 42(0%)
minecraft.used.red_bed: #15, 2(0%)
minecraft.mined.smooth_stone_slab: #15, 6(0%)
minecraft.used.polished_deepslate_slab: #15, 45(0%)
minecraft.picked_up.gray_wool: #15, 8(0%)
minecraft.crafted.firework_rocket: #15, 465(0%)
minecraft.killed.wither_skeleton: #15, 24(0%)
minecraft.crafted.cooked_chicken: #15, 1(0%)
minecraft.picked_up.prismarine_bricks: #15, 7(0%)
minecraft.picked_up.stripped_birch_log: #15, 1(0%)
minecraft.mined.stripped_birch_log: #15, 1(0%)
minecraft.mined.prismarine_bricks: #15, 2(0%)
minecraft.picked_up.allium: #15, 1(0%)
minecraft.picked_up.redstone: #16, 4111(3%)
minecraft.used.ladder: #16, 123(3%)
minecraft.used.diamond_pickaxe: #16, 75411(2%)
minecraft.crafted.redstone_block: #16, 373(2%)
minecraft.picked_up.spider_eye: #16, 93(2%)
minecraft.dropped.torch: #16, 87(2%)
minecraft.used.redstone: #16, 354(1%)
minecraft.picked_up.scaffolding: #16, 1412(1%)
minecraft.dropped.granite: #16, 281(1%)
minecraft.mined.piston: #16, 23(1%)
minecraft.used.cactus: #16, 72(1%)
minecraft.mined.oak_sapling: #16, 6(1%)
minecraft.dropped.iron_chestplate: #16, 1(2%)
minecraft.dropped.leather_leggings: #16, 3(1%)
minecraft.picked_up.redstone_block: #16, 39(1%)
minecraft.crafted.dark_oak_trapdoor: #16, 42(1%)
minecraft.crafted.stone_bricks: #16, 1104(1%)
minecraft.mined.bone_block: #16, 25(1%)
minecraft.picked_up.copper_block: #16, 47(1%)
minecraft.mined.brown_mushroom: #16, 7(1%)
minecraft.picked_up.cobblestone_slab: #16, 16(1%)
minecraft.mined.stone_brick_stairs: #16, 11(1%)
minecraft.picked_up.cobblestone_wall: #16, 10(1%)
minecraft.mined.bamboo: #16, 43(1%)
minecraft.killed.ghast: #16, 3(1%)
minecraft.picked_up.vine: #16, 64(1%)
minecraft.used.cobblestone_wall: #16, 17(1%)
minecraft.picked_up.white_banner: #16, 2(0%)
minecraft.mined.end_stone_bricks: #16, 4(1%)
minecraft.picked_up.smooth_stone_slab: #16, 18(0%)
minecraft.picked_up.warped_roots: #16, 15(0%)
minecraft.used.deepslate_tile_stairs: #16, 42(0%)
minecraft.used.tinted_glass: #16, 45(0%)
minecraft.used.grindstone: #16, 6(0%)
minecraft.mined.tinted_glass: #16, 5(0%)
minecraft.mined.nether_sprouts: #16, 2(0%)
minecraft.dropped.blackstone: #16, 7(0%)
minecraft.mined.weathered_copper: #16, 1(0%)
minecraft.picked_up.weathered_copper: #16, 1(0%)
minecraft.crafted.crimson_planks: #16, 8(0%)
minecraft.killed.drowned: #16, 14(0%)
minecraft.crafted.dark_oak_slab: #17, 252(2%)
minecraft.mined.oak_wall_sign: #17, 4(2%)
minecraft.mined.redstone_wire: #17, 72(1%)
minecraft.crafted.lever: #17, 36(1%)
minecraft.crafted.black_dye: #17, 408(1%)
minecraft.used.birch_sign: #17, 16(1%)
minecraft.crafted.iron_leggings: #17, 1(1%)
minecraft.used.scaffolding: #17, 949(1%)
minecraft.dropped.coal: #17, 27(1%)
minecraft.dropped.wheat_seeds: #17, 628(1%)
minecraft.picked_up.stone_bricks: #17, 227(1%)
minecraft.picked_up.dark_oak_boat: #17, 3(1%)
minecraft.dropped.sand: #17, 77(1%)
minecraft.used.end_rod: #17, 45(1%)
minecraft.crafted.stone_pressure_plate: #17, 6(1%)
minecraft.used.deepslate_redstone_ore: #17, 10(1%)
minecraft.crafted.flint_and_steel: #17, 2(0%)
minecraft.picked_up.stone_button: #17, 11(0%)
minecraft.picked_up.yellow_bed: #17, 1(0%)
minecraft.mined.stone_bricks: #17, 79(0%)
minecraft.mined.dark_oak_fence: #17, 3(0%)
minecraft.mined.stone_button: #17, 4(0%)
minecraft.used.apple: #17, 1(0%)
minecraft.dropped.magma_cream: #17, 2(0%)
minecraft.dropped.apple: #17, 2(0%)
minecraft.crafted.oak_boat: #17, 2(0%)
minecraft.used.tnt: #17, 17(0%)
minecraft.dropped.sandstone: #17, 5(0%)
minecraft.crafted.grindstone: #17, 2(0%)
minecraft.used.warped_stem: #17, 4(0%)
minecraft.mined.melon: #17, 3(0%)
minecraft.dropped.wheat: #17, 2(0%)
minecraft.used.cobblestone: #18, 2016(2%)
minecraft.picked_up.cobblestone: #18, 14715(2%)
minecraft.mined.ladder: #18, 18(2%)
minecraft.used.enchanting_table: #18, 1(2%)
minecraft.picked_up.cooked_beef: #18, 155(1%)
minecraft.crafted.iron_helmet: #18, 1(1%)
minecraft.crafted.iron_boots: #18, 1(1%)
minecraft.crafted.iron_chestplate: #18, 1(1%)
minecraft.used.cobbled_deepslate: #18, 283(1%)
minecraft.picked_up.polished_deepslate: #18, 83(1%)
minecraft.crafted.dispenser: #18, 14(1%)
minecraft.mined.tall_seagrass: #18, 22(1%)
minecraft.mined.carrots: #18, 124(1%)
minecraft.crafted.paper: #18, 984(1%)
minecraft.mined.oak_sign: #18, 1(1%)
minecraft.mined.seagrass: #18, 31(1%)
minecraft.used.ender_pearl: #18, 38(0%)
minecraft.mined.hopper: #18, 22(0%)
minecraft.mined.dark_oak_slab: #18, 6(1%)
minecraft.picked_up.hopper: #18, 22(0%)
minecraft.mined.brewing_stand: #18, 1(0%)
minecraft.used.dark_oak_fence: #18, 12(0%)
minecraft.crafted.iron_sword: #18, 1(0%)
minecraft.dropped.iron_boots: #18, 1(0%)
minecraft.used.dark_oak_boat: #18, 1(0%)
minecraft.mined.grindstone: #18, 2(0%)
minecraft.mined.end_rod: #18, 8(0%)
minecraft.used.stone_brick_wall: #18, 4(0%)
minecraft.crafted.bone_block: #18, 131(0%)
minecraft.crafted.wheat: #18, 18(0%)
minecraft.used.spruce_button: #18, 1(0%)
minecraft.dropped.soul_sand: #18, 1(0%)
minecraft.dropped.glow_ink_sac: #18, 1(0%)
minecraft.used.chiseled_deepslate: #18, 1(0%)
minecraft.used.white_bed: #19, 27(1%)
minecraft.dropped.diorite: #19, 244(1%)
minecraft.mined.redstone_torch: #19, 6(1%)
minecraft.custom.inspect_dispenser: #19, 64(1%)
minecraft.crafted.repeater: #19, 54(1%)
minecraft.used.sticky_piston: #19, 27(1%)
minecraft.crafted.bow: #19, 13(1%)
minecraft.mined.repeater: #19, 15(1%)
minecraft.mined.redstone_wall_torch: #19, 4(1%)
minecraft.picked_up.slime_ball: #19, 107(0%)
minecraft.mined.cactus: #19, 22(0%)
minecraft.mined.redstone_block: #19, 8(0%)
minecraft.picked_up.cactus: #19, 81(0%)
minecraft.picked_up.brewing_stand: #19, 1(0%)
minecraft.dropped.iron_ore: #19, 2(0%)
minecraft.crafted.purple_dye: #19, 2(0%)
minecraft.crafted.dropper: #19, 1(0%)
minecraft.custom.climb_one_cm: #20, 622123(1%)
minecraft.crafted.diamond_leggings: #20, 1(1%)
minecraft.mined.fire: #20, 75(1%)
minecraft.used.dispenser: #20, 19(1%)
minecraft.crafted.piston: #20, 56(1%)
minecraft.picked_up.dispenser: #20, 5(1%)
minecraft.used.carrot: #20, 142(1%)
minecraft.crafted.minecart: #20, 7(1%)
minecraft.picked_up.glow_item_frame: #20, 1(1%)
minecraft.used.piston: #20, 25(1%)
minecraft.used.observer: #20, 31(0%)
minecraft.used.redstone_torch: #20, 24(0%)
minecraft.picked_up.dark_oak_slab: #20, 9(0%)
minecraft.used.redstone_ore: #20, 16(0%)
minecraft.used.cobbled_deepslate_slab: #20, 21(0%)
minecraft.used.gravel: #20, 37(0%)
minecraft.picked_up.end_rod: #20, 8(0%)
minecraft.dropped.coal_ore: #20, 2(0%)
minecraft.picked_up.dark_oak_stairs: #20, 1(0%)
minecraft.used.end_stone: #20, 1(0%)
minecraft.used.sandstone: #20, 7(0%)
minecraft.dropped.glass_bottle: #20, 1(0%)
minecraft.crafted.diamond_helmet: #21, 1(1%)
minecraft.crafted.diamond_sword: #21, 1(1%)
minecraft.mined.dispenser: #21, 5(1%)
minecraft.used.repeater: #21, 51(1%)
minecraft.used.cooked_beef: #21, 71(1%)
minecraft.mined.observer: #21, 11(0%)
minecraft.mined.lilac: #21, 1(0%)
minecraft.crafted.cooked_beef: #21, 37(0%)
minecraft.mined.cobweb: #21, 16(0%)
minecraft.crafted.shears: #21, 7(0%)
minecraft.used.hopper: #21, 37(0%)
minecraft.mined.sticky_piston: #21, 2(0%)
minecraft.used.glow_item_frame: #21, 1(0%)
minecraft.crafted.magenta_dye: #21, 2(0%)
minecraft.used.sugar_cane: #21, 9(0%)
minecraft.picked_up.lilac: #21, 1(0%)
minecraft.used.kelp: #21, 5(0%)
minecraft.mined.end_stone: #21, 2(0%)
minecraft.picked_up.end_stone: #21, 2(0%)
minecraft.crafted.diamond_pickaxe: #22, 2(1%)
minecraft.crafted.observer: #22, 37(1%)
minecraft.dropped.oak_planks: #22, 7(0%)
minecraft.picked_up.repeater: #22, 16(0%)
minecraft.picked_up.beef: #22, 55(0%)
minecraft.used.redstone_block: #22, 9(0%)
minecraft.used.diamond_sword: #22, 1499(0%)
minecraft.picked_up.observer: #22, 7(0%)
minecraft.dropped.chest: #22, 1(0%)
minecraft.mined.dark_oak_stairs: #22, 1(0%)
minecraft.picked_up.sticky_piston: #22, 2(0%)
minecraft.picked_up.powered_rail: #22, 8(0%)
minecraft.mined.powered_rail: #22, 3(0%)
minecraft.picked_up.comparator: #22, 1(0%)
minecraft.mined.crimson_stem: #22, 2(0%)
minecraft.crafted.redstone_torch: #23, 131(0%)
minecraft.used.flint_and_steel: #23, 25(0%)
minecraft.used.lever: #23, 13(0%)
minecraft.killed.cow: #23, 29(0%)
minecraft.picked_up.redstone_torch: #23, 13(0%)
minecraft.crafted.stone: #23, 64(0%)
minecraft.custom.animals_bred: #23, 31(0%)
minecraft.mined.lever: #23, 2(0%)
minecraft.crafted.book: #23, 7(0%)
minecraft.crafted.hopper: #23, 15(0%)
minecraft.dropped.paper: #23, 1(0%)
minecraft.used.powered_rail: #23, 4(0%)
minecraft.picked_up.crimson_stem: #23, 2(0%)
minecraft.mined.cobblestone: #24, 487(1%)
minecraft.crafted.diamond_boots: #24, 1(1%)
minecraft.crafted.diamond_shovel: #24, 1(1%)
minecraft.picked_up.kelp: #24, 72(0%)
minecraft.picked_up.dark_oak_sign: #24, 1(0%)
minecraft.custom.inspect_dropper: #24, 2(0%)
minecraft.used.diamond_shovel: #25, 11695(1%)
minecraft.mined.kelp_plant: #25, 8(0%)
minecraft.custom.inspect_hopper: #26, 17(0%)
minecraft.custom.time_since_rest: #45, 12894(0%)
minecraft.custom.time_since_death: #49, 12753(0%)
