stat, rank, value, (percentage) 
minecraft.used.rooted_dirt: #16, 1(0%)
minecraft.dropped.potato: #16, 5(0%)
minecraft.mined.deepslate_lapis_ore: #17, 36(3%)
minecraft.custom.deaths: #17, 23(2%)
minecraft.crafted.enchanting_table: #17, 1(3%)
minecraft.used.dirt: #17, 5946(2%)
minecraft.picked_up.diorite: #17, 3062(2%)
minecraft.used.netherrack: #17, 1014(2%)
minecraft.mined.chest: #17, 141(2%)
minecraft.picked_up.oak_fence: #17, 64(2%)
minecraft.crafted.coal_block: #17, 253(2%)
minecraft.used.item_frame: #17, 78(2%)
minecraft.crafted.white_dye: #17, 610(2%)
minecraft.picked_up.string: #17, 274(1%)
minecraft.used.stonecutter: #17, 16(1%)
minecraft.mined.fire: #17, 97(1%)
minecraft.used.stone_pickaxe: #17, 148(1%)
minecraft.picked_up.amethyst_block: #17, 272(1%)
minecraft.killed.blaze: #17, 23(1%)
minecraft.mined.oak_sapling: #17, 6(1%)
minecraft.picked_up.netherrack: #17, 3174(1%)
minecraft.mined.azalea: #17, 30(1%)
minecraft.picked_up.glow_item_frame: #17, 2(1%)
minecraft.dropped.dandelion: #17, 6(1%)
minecraft.used.oak_door: #17, 1(1%)
minecraft.picked_up.redstone_ore: #17, 74(1%)
minecraft.picked_up.deepslate_gold_ore: #17, 10(1%)
minecraft.picked_up.oak_stairs: #17, 9(1%)
minecraft.picked_up.lapis_ore: #17, 13(1%)
minecraft.killed_by.zombie: #17, 1(1%)
minecraft.picked_up.oak_slab: #17, 17(1%)
minecraft.picked_up.iron_bars: #17, 17(1%)
minecraft.mined.cobblestone_stairs: #17, 4(1%)
minecraft.picked_up.cobblestone_slab: #17, 16(1%)
minecraft.dropped.oak_log: #17, 17(1%)
minecraft.mined.powered_rail: #17, 25(1%)
minecraft.used.gravel: #17, 91(1%)
minecraft.mined.dark_oak_wall_sign: #17, 3(1%)
minecraft.picked_up.clay_ball: #17, 72(1%)
minecraft.crafted.acacia_planks: #17, 256(1%)
minecraft.used.iron_door: #17, 2(1%)
minecraft.picked_up.flower_pot: #17, 3(1%)
minecraft.crafted.iron_door: #17, 3(1%)
minecraft.mined.iron_door: #17, 1(1%)
minecraft.used.dark_oak_sign: #17, 13(0%)
minecraft.used.glow_berries: #17, 16(0%)
minecraft.dropped.netherrack: #17, 738(0%)
minecraft.picked_up.iron_door: #17, 1(1%)
minecraft.crafted.polished_deepslate: #17, 132(0%)
minecraft.dropped.gunpowder: #17, 33(0%)
minecraft.used.painting: #17, 6(0%)
minecraft.used.white_shulker_box: #17, 7(0%)
minecraft.used.amethyst_block: #17, 18(0%)
minecraft.picked_up.potato: #17, 142(0%)
minecraft.used.carved_pumpkin: #17, 1(0%)
minecraft.mined.polished_andesite: #17, 4(0%)
minecraft.picked_up.iron_ingot: #17, 167(0%)
minecraft.mined.cave_vines_plant: #17, 1(0%)
minecraft.used.smithing_table: #17, 2(0%)
minecraft.mined.sea_pickle: #17, 2(0%)
minecraft.dropped.grass_block: #17, 33(0%)
minecraft.used.andesite_slab: #17, 4(0%)
minecraft.picked_up.white_stained_glass: #17, 1(0%)
minecraft.picked_up.cyan_terracotta: #17, 1(0%)
minecraft.picked_up.spruce_leaves: #17, 10(0%)
minecraft.crafted.diamond_shovel: #18, 3(2%)
minecraft.picked_up.andesite: #18, 3091(2%)
minecraft.mined.rose_bush: #18, 4(2%)
minecraft.picked_up.granite: #18, 2642(2%)
minecraft.picked_up.stone: #18, 31615(2%)
minecraft.mined.granite: #18, 2585(2%)
minecraft.mined.andesite: #18, 2689(2%)
minecraft.picked_up.iron_leggings: #18, 3(2%)
minecraft.mined.diorite: #18, 2448(2%)
minecraft.dropped.diamond_pickaxe: #18, 3(2%)
minecraft.crafted.dark_oak_planks: #18, 1360(2%)
minecraft.mined.birch_log: #18, 473(1%)
minecraft.mined.stonecutter: #18, 14(1%)
minecraft.custom.interact_with_stonecutter: #18, 78(1%)
minecraft.used.barrel: #18, 50(1%)
minecraft.mined.sand: #18, 7690(1%)
minecraft.picked_up.birch_log: #18, 473(1%)
minecraft.dropped.andesite: #18, 199(1%)
minecraft.mined.netherrack: #18, 4761(1%)
minecraft.picked_up.gold_ore: #18, 32(1%)
minecraft.used.shears: #18, 966(1%)
minecraft.mined.obsidian: #18, 147(1%)
minecraft.mined.spruce_wall_sign: #18, 3(1%)
minecraft.crafted.bucket: #18, 39(1%)
minecraft.picked_up.oak_boat: #18, 9(1%)
minecraft.used.oak_sapling: #18, 71(1%)
minecraft.picked_up.dark_oak_sign: #18, 10(1%)
minecraft.dropped.string: #18, 36(1%)
minecraft.crafted.powered_rail: #18, 60(1%)
minecraft.crafted.minecart: #18, 8(1%)
minecraft.crafted.cooked_porkchop: #18, 5(1%)
minecraft.picked_up.stone_sword: #18, 3(1%)
minecraft.killed.husk: #18, 1(1%)
minecraft.picked_up.cobblestone_stairs: #18, 4(0%)
minecraft.picked_up.smooth_basalt: #18, 79(0%)
minecraft.used.gold_ore: #18, 12(0%)
minecraft.picked_up.deepslate_iron_ore: #18, 12(0%)
minecraft.mined.spruce_door: #18, 1(0%)
minecraft.picked_up.powered_rail: #18, 32(0%)
minecraft.used.powered_rail: #18, 42(0%)
minecraft.used.yellow_bed: #18, 1(0%)
minecraft.picked_up.yellow_bed: #18, 1(0%)
minecraft.mined.tripwire: #18, 7(0%)
minecraft.custom.mob_kills: #18, 9659(0%)
minecraft.mined.stone_bricks: #18, 75(0%)
minecraft.picked_up.diamond_block: #18, 4(0%)
minecraft.mined.dark_oak_stairs: #18, 2(0%)
minecraft.used.snowball: #18, 10(0%)
minecraft.picked_up.weeping_vines: #18, 2(0%)
minecraft.picked_up.dark_oak_stairs: #18, 2(0%)
minecraft.mined.pumpkin: #18, 8(0%)
minecraft.picked_up.polished_blackstone_button: #18, 2(0%)
minecraft.crafted.oak_boat: #18, 2(0%)
minecraft.crafted.cooked_mutton: #18, 1(0%)
minecraft.mined.stone_stairs: #18, 2(0%)
minecraft.dropped.feather: #18, 1(0%)
minecraft.picked_up.painting: #18, 6(0%)
minecraft.crafted.oak_stairs: #18, 4(0%)
minecraft.used.azalea: #18, 6(0%)
minecraft.dropped.basalt: #18, 6(0%)
minecraft.mined.cocoa: #18, 1(0%)
minecraft.picked_up.warped_wart_block: #18, 8(0%)
minecraft.crafted.stone_button: #18, 16(0%)
minecraft.picked_up.stone_stairs: #18, 2(0%)
minecraft.crafted.firework_rocket: #18, 156(0%)
minecraft.picked_up.birch_leaves: #18, 8(0%)
minecraft.dropped.stone_slab: #18, 1(0%)
minecraft.dropped.oak_leaves: #18, 1(0%)
minecraft.custom.walk_one_cm: #19, 33970492(2%)
minecraft.crafted.warped_planks: #18, 4(0%)
minecraft.crafted.emerald: #18, 9(0%)
minecraft.crafted.air: #18, 0(0%)
minecraft.custom.leave_game: #19, 294(2%)
minecraft.custom.interact_with_crafting_table: #19, 1098(3%)
minecraft.picked_up.crafting_table: #19, 78(2%)
minecraft.picked_up.torch: #19, 1792(2%)
minecraft.used.stone_axe: #19, 122(2%)
minecraft.picked_up.magma_cream: #19, 56(2%)
minecraft.mined.deepslate: #19, 5887(2%)
minecraft.used.oak_sign: #19, 24(1%)
minecraft.used.chest: #19, 263(1%)
minecraft.mined.barrel: #19, 18(1%)
minecraft.picked_up.oak_sapling: #19, 218(1%)
minecraft.crafted.birch_planks: #19, 860(1%)
minecraft.used.oak_boat: #19, 9(1%)
minecraft.custom.interact_with_smithing_table: #19, 4(1%)
minecraft.broken.shears: #19, 3(1%)
minecraft.picked_up.blackstone: #19, 421(1%)
minecraft.mined.cobweb: #19, 32(1%)
minecraft.crafted.iron_nugget: #19, 614(1%)
minecraft.dropped.oak_planks: #19, 11(1%)
minecraft.mined.carrots: #19, 115(1%)
minecraft.picked_up.obsidian: #19, 186(1%)
minecraft.used.blast_furnace: #19, 3(1%)
minecraft.mined.oak_sign: #19, 1(1%)
minecraft.mined.tall_seagrass: #19, 16(1%)
minecraft.mined.poppy: #19, 13(0%)
minecraft.mined.hay_block: #19, 13(1%)
minecraft.mined.seagrass: #19, 26(0%)
minecraft.used.glow_item_frame: #19, 3(1%)
minecraft.mined.smooth_basalt: #19, 68(0%)
minecraft.mined.cave_vines: #19, 3(0%)
minecraft.mined.warped_fungus: #19, 2(0%)
minecraft.dropped.wheat_seeds: #19, 220(0%)
minecraft.crafted.paper: #19, 503(0%)
minecraft.used.cobblestone_slab: #19, 20(0%)
minecraft.used.spruce_sign: #19, 10(0%)
minecraft.used.copper_ore: #19, 22(0%)
minecraft.dropped.rail: #19, 2(0%)
minecraft.mined.grindstone: #19, 2(0%)
minecraft.mined.vine: #19, 27(0%)
minecraft.crafted.glow_item_frame: #19, 1(0%)
minecraft.mined.nether_brick_fence: #19, 1(0%)
minecraft.used.kelp: #19, 14(0%)
minecraft.mined.spruce_leaves: #19, 136(0%)
minecraft.mined.dark_oak_fence: #19, 1(0%)
minecraft.crafted.painting: #19, 1(0%)
minecraft.crafted.dark_oak_fence: #19, 3(0%)
minecraft.picked_up.pumpkin_seeds: #19, 11(0%)
minecraft.used.shroomlight: #19, 5(0%)
minecraft.used.pumpkin: #19, 2(0%)
minecraft.used.stone_slab: #19, 15(0%)
minecraft.picked_up.red_mushroom: #19, 1(0%)
minecraft.mined.carved_pumpkin: #19, 2(0%)
minecraft.picked_up.dark_oak_fence: #19, 1(0%)
minecraft.picked_up.deepslate_tile_stairs: #19, 2(0%)
minecraft.used.deepslate_coal_ore: #19, 1(0%)
minecraft.used.nether_bricks: #19, 1(0%)
minecraft.dropped.blackstone: #19, 1(0%)
minecraft.picked_up.snowball: #19, 18(0%)
minecraft.used.pointed_dripstone: #19, 3(0%)
minecraft.mined.coal_ore: #20, 2142(2%)
minecraft.mined.crafting_table: #20, 56(2%)
minecraft.picked_up.dirt: #20, 9415(2%)
minecraft.killed.magma_cube: #20, 128(2%)
minecraft.used.enchanting_table: #20, 1(2%)
minecraft.picked_up.barrel: #20, 24(1%)
minecraft.crafted.barrel: #20, 42(1%)
minecraft.crafted.oak_slab: #20, 174(1%)
minecraft.crafted.red_shulker_box: #20, 1(1%)
minecraft.used.stone: #20, 4919(1%)
minecraft.mined.grass_block: #20, 4665(1%)
minecraft.mined.tall_grass: #20, 109(1%)
minecraft.mined.oak_leaves: #20, 1056(1%)
minecraft.mined.gravel: #20, 1928(1%)
minecraft.used.coal_ore: #20, 134(1%)
minecraft.picked_up.apple: #20, 32(1%)
minecraft.used.glow_ink_sac: #20, 12(1%)
minecraft.picked_up.iron_ore: #20, 139(1%)
minecraft.dropped.lead: #20, 1(1%)
minecraft.dropped.gravel: #20, 73(0%)
minecraft.mined.kelp_plant: #20, 16(0%)
minecraft.killed.enderman: #20, 1492(0%)
minecraft.used.stone_bricks: #20, 323(0%)
minecraft.mined.oak_stairs: #20, 3(0%)
minecraft.mined.blackstone: #20, 115(0%)
minecraft.used.oak_planks: #20, 87(0%)
minecraft.picked_up.carved_pumpkin: #20, 8(0%)
minecraft.mined.cobblestone_slab: #20, 5(0%)
minecraft.used.obsidian: #20, 70(0%)
minecraft.mined.budding_amethyst: #20, 1(0%)
minecraft.crafted.spruce_sign: #20, 6(0%)
minecraft.used.dark_oak_fence: #20, 3(0%)
minecraft.mined.stone_brick_stairs: #20, 1(0%)
minecraft.mined.stone_slab: #20, 3(0%)
minecraft.crafted.bread: #20, 8(0%)
minecraft.dropped.deepslate: #20, 2(0%)
minecraft.used.written_book: #20, 3(0%)
minecraft.picked_up.stone_slab: #20, 2(0%)
minecraft.used.dark_oak_planks: #20, 2(0%)
minecraft.killed.cave_spider: #20, 1(0%)
minecraft.picked_up.stone_brick_slab: #20, 1(0%)
minecraft.used.glow_lichen: #20, 2(0%)
minecraft.custom.jump: #21, 87249(2%)
minecraft.mined.wall_torch: #21, 161(2%)
minecraft.used.bone_meal: #21, 1714(1%)
minecraft.mined.grass: #21, 602(1%)
minecraft.picked_up.oak_log: #21, 739(1%)
minecraft.dropped.diorite: #21, 216(1%)
minecraft.mined.oak_log: #21, 677(1%)
minecraft.crafted.stone_axe: #21, 1(1%)
minecraft.mined.cobbled_deepslate: #21, 42(1%)
minecraft.used.anvil: #21, 9(1%)
minecraft.dropped.granite: #21, 144(1%)
minecraft.crafted.oak_sign: #21, 15(1%)
minecraft.used.diorite: #21, 67(1%)
minecraft.picked_up.blaze_rod: #21, 18(1%)
minecraft.picked_up.diamond_helmet: #21, 2(1%)
minecraft.picked_up.basalt: #21, 475(1%)
minecraft.used.golden_carrot: #21, 195(1%)
minecraft.picked_up.deepslate: #21, 660(1%)
minecraft.used.wooden_pickaxe: #21, 3(1%)
minecraft.crafted.anvil: #21, 6(0%)
minecraft.picked_up.glowstone_dust: #21, 20(0%)
minecraft.picked_up.dandelion: #21, 10(0%)
minecraft.used.minecart: #21, 6(0%)
minecraft.crafted.chain: #21, 33(0%)
minecraft.mined.rail: #21, 41(0%)
minecraft.crafted.rail: #21, 64(0%)
minecraft.mined.deepslate_tiles: #21, 17(0%)
minecraft.picked_up.feather: #21, 5(0%)
minecraft.used.iron_shovel: #21, 223(0%)
minecraft.mined.oak_planks: #21, 33(0%)
minecraft.picked_up.stone_bricks: #21, 65(0%)
minecraft.used.cobblestone_stairs: #21, 6(0%)
minecraft.used.bookshelf: #21, 15(0%)
minecraft.crafted.cobblestone_slab: #21, 18(0%)
minecraft.killed.sheep: #21, 1(0%)
minecraft.crafted.bookshelf: #21, 15(0%)
minecraft.dropped.iron_ingot: #21, 13(0%)
minecraft.used.white_dye: #21, 1(0%)
minecraft.killed.chicken: #21, 2(0%)
minecraft.picked_up.mutton: #21, 1(0%)
minecraft.used.iron_ore: #21, 15(0%)
minecraft.used.grindstone: #21, 2(0%)
minecraft.picked_up.grass: #21, 2(0%)
minecraft.mined.dark_oak_planks: #21, 1(0%)
minecraft.used.string: #21, 11(0%)
minecraft.picked_up.nether_bricks: #21, 3(0%)
minecraft.used.calcite: #21, 4(0%)
minecraft.mined.warped_wart_block: #21, 4(0%)
minecraft.custom.sneak_time: #22, 513396(1%)
minecraft.used.cobblestone: #22, 1781(2%)
minecraft.mined.cobblestone: #22, 558(1%)
minecraft.mined.deepslate_copper_ore: #22, 17(1%)
minecraft.mined.deepslate_coal_ore: #22, 142(1%)
minecraft.picked_up.minecart: #22, 10(1%)
minecraft.custom.interact_with_lectern: #22, 10(1%)
minecraft.mined.white_bed: #22, 12(1%)
minecraft.picked_up.diamond_leggings: #22, 2(1%)
minecraft.picked_up.white_bed: #22, 10(0%)
minecraft.dropped.dirt: #22, 202(0%)
minecraft.picked_up.oak_planks: #22, 49(0%)
minecraft.picked_up.deepslate_redstone_ore: #22, 13(0%)
minecraft.mined.chain: #22, 4(0%)
minecraft.mined.farmland: #22, 7(0%)
minecraft.dropped.oak_sapling: #22, 3(0%)
minecraft.dropped.torch: #22, 14(0%)
minecraft.picked_up.deepslate_tiles: #22, 17(0%)
minecraft.mined.iron_bars: #22, 2(0%)
minecraft.mined.shroomlight: #22, 5(0%)
minecraft.crafted.iron_shovel: #22, 1(0%)
minecraft.picked_up.chain: #22, 4(0%)
minecraft.used.egg: #22, 8(0%)
minecraft.dropped.coal: #22, 4(0%)
minecraft.picked_up.shroomlight: #22, 5(0%)
minecraft.crafted.dark_oak_slab: #22, 12(0%)
minecraft.picked_up.scaffolding: #22, 49(0%)
minecraft.mined.birch_leaves: #22, 22(0%)
minecraft.mined.pointed_dripstone: #22, 5(0%)
minecraft.picked_up.deepslate_coal_ore: #22, 1(0%)
minecraft.picked_up.black_concrete: #22, 1(0%)
minecraft.mined.black_concrete: #22, 1(0%)
minecraft.custom.interact_with_anvil: #23, 77(2%)
minecraft.custom.climb_one_cm: #23, 300401(1%)
minecraft.killed_by.player: #23, 1(1%)
minecraft.picked_up.iron_sword: #23, 1(1%)
minecraft.mined.basalt: #23, 504(0%)
minecraft.picked_up.rail: #23, 75(0%)
minecraft.mined.kelp: #23, 13(0%)
minecraft.crafted.iron_bars: #23, 32(0%)
minecraft.used.granite: #23, 62(0%)
minecraft.mined.dandelion: #23, 6(0%)
minecraft.crafted.bow: #23, 4(0%)
minecraft.picked_up.flint: #23, 20(0%)
minecraft.used.rail: #23, 35(0%)
minecraft.picked_up.poppy: #23, 13(0%)
minecraft.picked_up.firework_rocket: #23, 45(0%)
minecraft.picked_up.pointed_dripstone: #23, 12(0%)
minecraft.picked_up.deepslate_bricks: #23, 2(0%)
minecraft.dropped.ender_pearl: #23, 7(0%)
minecraft.custom.play_time: #24, 15830009(2%)
minecraft.custom.total_world_time: #24, 15830009(2%)
minecraft.custom.crouch_one_cm: #24, 1342227(1%)
minecraft.picked_up.coal_ore: #24, 169(0%)
minecraft.used.white_bed: #24, 9(0%)
minecraft.crafted.iron_axe: #24, 1(0%)
minecraft.crafted.white_bed: #24, 1(0%)
minecraft.used.andesite: #24, 76(0%)
minecraft.dropped.flint: #24, 4(0%)
minecraft.used.iron_axe: #24, 40(0%)
minecraft.used.chain: #24, 4(0%)
minecraft.crafted.diamond_block: #24, 1(0%)
minecraft.used.deepslate_tiles: #24, 17(0%)
minecraft.mined.deepslate_bricks: #24, 1(0%)
minecraft.picked_up.nether_wart_block: #24, 1(0%)
minecraft.used.tuff: #24, 1(0%)
minecraft.used.basalt: #24, 1(0%)
minecraft.used.oak_leaves: #24, 1(0%)
minecraft.mined.torch: #25, 189(1%)
minecraft.crafted.oak_planks: #25, 712(0%)
minecraft.picked_up.copper_ore: #25, 22(0%)
minecraft.picked_up.elytra: #25, 1(0%)
minecraft.used.iron_bars: #25, 3(0%)
minecraft.mined.nether_wart_block: #25, 1(0%)
minecraft.used.polished_deepslate: #25, 4(0%)
minecraft.dropped.poppy: #25, 1(0%)
minecraft.custom.fly_one_cm: #26, 16709765(1%)
minecraft.picked_up.white_wool: #26, 1(0%)
minecraft.used.glass: #26, 2(0%)
minecraft.used.deepslate: #27, 16(0%)
minecraft.custom.time_since_rest: #37, 24445(0%)
minecraft.custom.time_since_death: #45, 24418(0%)
