stat, rank, value, (percentage) 
minecraft.picked_up.iron_ingot: #1, 85607(80%)
minecraft.picked_up.pumpkin: #7, 432(3%)
minecraft.killed.pig: #7, 17(3%)
minecraft.used.copper_block: #7, 684(3%)
minecraft.picked_up.quartz_stairs: #7, 19(5%)
minecraft.used.cactus: #7, 154(3%)
minecraft.used.warped_fence: #7, 22(5%)
minecraft.used.cobbled_deepslate_wall: #7, 127(4%)
minecraft.picked_up.oxidized_copper: #7, 563(3%)
minecraft.crafted.blue_shulker_box: #7, 1(7%)
minecraft.crafted.pink_shulker_box: #7, 1(7%)
minecraft.mined.oxidized_copper: #7, 530(3%)
minecraft.used.cornflower: #7, 6(5%)
minecraft.picked_up.seagrass: #7, 76(4%)
minecraft.picked_up.iron_hoe: #7, 1(6%)
minecraft.dropped.spyglass: #7, 1(5%)
minecraft.mined.stone_button: #7, 34(2%)
minecraft.crafted.glass_bottle: #7, 615(2%)
minecraft.dropped.observer: #7, 12(3%)
minecraft.used.spyglass: #7, 94(3%)
minecraft.dropped.sandstone: #7, 98(2%)
minecraft.used.loom: #7, 5(3%)
minecraft.used.weathered_copper: #7, 15(3%)
minecraft.mined.cut_copper_slab: #7, 8(4%)
minecraft.picked_up.polished_andesite_stairs: #7, 9(4%)
minecraft.picked_up.black_shulker_box: #7, 21(3%)
minecraft.crafted.warped_fence: #7, 24(3%)
minecraft.custom.crouch_one_cm: #8, 7018357(5%)
minecraft.mined.polished_granite: #7, 9(2%)
minecraft.crafted.spruce_planks: #8, 16560(5%)
minecraft.crafted.cut_copper_slab: #7, 24(3%)
minecraft.picked_up.spruce_planks: #8, 842(5%)
minecraft.used.smooth_quartz: #7, 118(2%)
minecraft.mined.polished_andesite_stairs: #7, 5(3%)
minecraft.used.warped_slab: #7, 49(3%)
minecraft.dropped.end_stone_bricks: #7, 7(3%)
minecraft.used.light_blue_shulker_box: #7, 16(2%)
minecraft.crafted.iron_ingot: #8, 11834(5%)
minecraft.dropped.spruce_sapling: #7, 11(2%)
minecraft.crafted.diamond_pickaxe: #8, 13(5%)
minecraft.dropped.golden_sword: #7, 2(2%)
minecraft.picked_up.golden_sword: #7, 2(2%)
minecraft.used.brown_carpet: #7, 52(2%)
minecraft.mined.dark_oak_wood: #7, 10(2%)
minecraft.mined.brown_carpet: #7, 4(2%)
minecraft.mined.andesite_wall: #7, 11(2%)
minecraft.crafted.oxidized_cut_copper_slab: #7, 16(2%)
minecraft.mined.sand: #8, 30215(5%)
minecraft.used.beacon: #8, 17(5%)
minecraft.picked_up.red_terracotta: #7, 95(1%)
minecraft.mined.blackstone_stairs: #7, 2(3%)
minecraft.dropped.iron_block: #7, 60(1%)
minecraft.used.sticky_piston: #8, 160(5%)
minecraft.picked_up.splash_potion: #7, 9(1%)
minecraft.mined.dark_oak_trapdoor: #8, 39(5%)
minecraft.dropped.end_stone: #7, 4(1%)
minecraft.mined.jungle_sapling: #7, 3(1%)
minecraft.picked_up.mossy_stone_bricks: #7, 66(1%)
minecraft.picked_up.golden_carrot: #8, 1024(4%)
minecraft.mined.honeycomb_block: #7, 2(1%)
minecraft.picked_up.diamond_shovel: #8, 26(5%)
minecraft.mined.snow: #7, 1202(1%)
minecraft.custom.interact_with_beacon: #8, 25(5%)
minecraft.used.pointed_dripstone: #7, 237(1%)
minecraft.dropped.amethyst_block: #7, 9(1%)
minecraft.mined.dark_oak_log: #8, 2723(4%)
minecraft.used.mossy_stone_brick_stairs: #7, 10(1%)
minecraft.mined.chest: #8, 330(4%)
minecraft.picked_up.purple_wool: #7, 13(1%)
minecraft.dropped.purpur_slab: #7, 1(1%)
minecraft.used.snow_block: #7, 294(1%)
minecraft.mined.snow_block: #7, 39(1%)
minecraft.mined.smooth_sandstone: #7, 30(0%)
minecraft.crafted.snow_block: #7, 334(0%)
minecraft.crafted.polished_diorite_stairs: #7, 1(1%)
minecraft.picked_up.oxidized_cut_copper_slab: #7, 7(1%)
minecraft.picked_up.barrel: #8, 76(4%)
minecraft.used.soul_torch: #7, 2(1%)
minecraft.mined.acacia_stairs: #7, 1(0%)
minecraft.used.ender_chest: #8, 209(4%)
minecraft.picked_up.lead: #8, 96(4%)
minecraft.dropped.twisting_vines: #7, 4(0%)
minecraft.mined.spruce_slab: #8, 195(4%)
minecraft.picked_up.lilac: #8, 72(4%)
minecraft.picked_up.lime_concrete: #7, 14(0%)
minecraft.dropped.rabbit: #7, 1(0%)
minecraft.picked_up.dark_oak_stairs: #8, 49(5%)
minecraft.picked_up.tipped_arrow: #7, 2(0%)
minecraft.picked_up.mossy_cobblestone_slab: #7, 2(0%)
minecraft.mined.lime_concrete: #7, 14(0%)
minecraft.used.glow_item_frame: #8, 27(5%)
minecraft.mined.ender_chest: #8, 206(4%)
minecraft.used.lime_concrete: #7, 14(0%)
minecraft.used.fern: #7, 2(0%)
minecraft.crafted.dark_oak_slab: #8, 582(5%)
minecraft.broken.iron_pickaxe: #8, 13(4%)
minecraft.used.bucket: #8, 1696(4%)
minecraft.picked_up.writable_book: #8, 7(4%)
minecraft.mined.oak_wall_sign: #8, 12(5%)
minecraft.crafted.redstone: #8, 4304(4%)
minecraft.dropped.writable_book: #8, 3(5%)
minecraft.used.chain: #8, 284(4%)
minecraft.picked_up.dark_oak_sapling: #8, 255(4%)
minecraft.picked_up.dispenser: #8, 29(4%)
minecraft.used.oak_boat: #8, 36(4%)
minecraft.custom.horse_one_cm: #8, 4513321(3%)
minecraft.mined.observer: #8, 84(3%)
minecraft.picked_up.spruce_fence: #8, 143(4%)
minecraft.used.lever: #8, 101(3%)
minecraft.crafted.tinted_glass: #8, 1044(6%)
minecraft.mined.powered_rail: #8, 136(3%)
minecraft.picked_up.soul_sand: #8, 565(3%)
minecraft.mined.candle: #8, 9(6%)
minecraft.mined.cactus: #8, 145(3%)
minecraft.picked_up.observer: #8, 104(3%)
minecraft.picked_up.glow_item_frame: #8, 6(3%)
minecraft.crafted.lead: #8, 20(4%)
minecraft.mined.purpur_pillar: #8, 23(5%)
minecraft.mined.smooth_quartz: #8, 22(5%)
minecraft.used.dark_oak_sapling: #8, 145(4%)
minecraft.crafted.cut_copper: #8, 64(5%)
minecraft.picked_up.melon_seeds: #8, 8(4%)
minecraft.picked_up.potion: #8, 25(3%)
minecraft.killed.squid: #8, 67(2%)
minecraft.mined.dark_oak_sapling: #8, 6(5%)
minecraft.picked_up.bee_nest: #8, 5(4%)
minecraft.used.smooth_stone: #8, 655(3%)
minecraft.used.polished_granite: #8, 65(3%)
minecraft.dropped.ender_chest: #8, 4(3%)
minecraft.mined.amethyst_cluster: #8, 301(3%)
minecraft.picked_up.polished_deepslate_wall: #8, 46(3%)
minecraft.used.dark_oak_trapdoor: #8, 99(2%)
minecraft.used.warped_door: #8, 3(6%)
minecraft.crafted.warped_door: #8, 3(6%)
minecraft.mined.cobbled_deepslate_wall: #8, 16(4%)
minecraft.dropped.deepslate: #8, 101(2%)
minecraft.used.smooth_basalt: #8, 110(2%)
minecraft.dropped.white_carpet: #8, 5(4%)
minecraft.picked_up.minecart: #9, 83(6%)
minecraft.crafted.spyglass: #8, 1(3%)
minecraft.picked_up.powered_rail: #8, 174(2%)
minecraft.used.sweet_berries: #8, 36(2%)
minecraft.picked_up.stone_brick_wall: #8, 13(2%)
minecraft.used.quartz_block: #8, 152(3%)
minecraft.picked_up.dark_oak_fence_gate: #8, 7(2%)
minecraft.picked_up.polished_diorite: #8, 42(2%)
minecraft.used.honeycomb: #8, 147(3%)
minecraft.used.red_dye: #8, 3(3%)
minecraft.used.azure_bluet: #8, 4(3%)
minecraft.crafted.dark_oak_pressure_plate: #8, 2(3%)
minecraft.crafted.golden_boots: #8, 1(3%)
minecraft.mined.gray_stained_glass_pane: #8, 4(2%)
minecraft.picked_up.jungle_boat: #8, 2(2%)
minecraft.picked_up.elytra: #9, 41(5%)
minecraft.mined.bricks: #8, 10(2%)
minecraft.used.shield: #8, 72(1%)
minecraft.used.jungle_boat: #8, 2(3%)
minecraft.used.dark_oak_pressure_plate: #8, 2(3%)
minecraft.mined.bamboo_sapling: #8, 2(2%)
minecraft.custom.interact_with_crafting_table: #9, 1951(4%)
minecraft.used.crimson_nylium: #8, 11(2%)
minecraft.picked_up.stone_stairs: #8, 44(1%)
minecraft.used.obsidian: #8, 357(1%)
minecraft.mined.cut_copper_stairs: #8, 4(2%)
minecraft.crafted.lime_dye: #8, 72(1%)
minecraft.picked_up.smooth_quartz: #8, 22(1%)
minecraft.mined.mossy_stone_bricks: #8, 17(1%)
minecraft.picked_up.beetroot_seeds: #8, 65(1%)
minecraft.crafted.loom: #8, 3(1%)
minecraft.picked_up.saddle: #8, 5(1%)
minecraft.picked_up.lava_bucket: #8, 4(1%)
minecraft.crafted.cracked_deepslate_bricks: #8, 64(2%)
minecraft.broken.flint_and_steel: #8, 1(2%)
minecraft.crafted.heavy_weighted_pressure_plate: #8, 2(1%)
minecraft.used.ice: #8, 208(1%)
minecraft.crafted.powered_rail: #9, 390(5%)
minecraft.picked_up.acacia_stairs: #8, 3(1%)
minecraft.picked_up.melon_slice: #8, 138(1%)
minecraft.used.melon_seeds: #8, 7(1%)
minecraft.crafted.light_blue_shulker_box: #8, 1(1%)
minecraft.crafted.gold_nugget: #8, 414(1%)
minecraft.picked_up.spruce_slab: #9, 289(4%)
minecraft.crafted.smooth_sandstone_slab: #8, 18(1%)
minecraft.picked_up.spruce_leaves: #8, 623(1%)
minecraft.picked_up.carrot: #9, 4672(4%)
minecraft.mined.sticky_piston: #9, 52(5%)
minecraft.mined.melon: #8, 20(1%)
minecraft.used.bone_block: #9, 267(6%)
minecraft.crafted.gray_stained_glass_pane: #8, 32(1%)
minecraft.used.wooden_hoe: #8, 10(1%)
minecraft.dropped.snowball: #8, 37(1%)
minecraft.dropped.end_rod: #8, 4(1%)
minecraft.crafted.polished_andesite_stairs: #8, 4(1%)
minecraft.crafted.melon_seeds: #8, 7(1%)
minecraft.crafted.mossy_cobblestone_slab: #8, 12(1%)
minecraft.used.light_blue_wool: #8, 11(1%)
minecraft.crafted.beehive: #8, 7(1%)
minecraft.picked_up.brown_shulker_box: #8, 4(1%)
minecraft.used.experience_bottle: #8, 34(0%)
minecraft.picked_up.polished_granite_slab: #8, 2(1%)
minecraft.dropped.stone_stairs: #8, 1(1%)
minecraft.crafted.dripstone_block: #8, 256(0%)
minecraft.used.blue_shulker_box: #8, 2(1%)
minecraft.used.carrot: #9, 935(4%)
minecraft.crafted.bricks: #8, 64(0%)
minecraft.killed.magma_cube: #9, 353(4%)
minecraft.picked_up.blue_shulker_box: #8, 1(0%)
minecraft.picked_up.copper_ore: #9, 448(4%)
minecraft.mined.blue_shulker_box: #8, 1(0%)
minecraft.used.polished_diorite_slab: #8, 3(0%)
minecraft.used.diorite_slab: #8, 1(0%)
minecraft.used.light_blue_stained_glass_pane: #8, 4(0%)
minecraft.used.andesite: #9, 1597(4%)
minecraft.mined.carrots: #9, 735(4%)
minecraft.picked_up.string: #9, 748(4%)
minecraft.picked_up.ender_chest: #9, 215(4%)
minecraft.picked_up.diamond_axe: #9, 22(4%)
minecraft.picked_up.sticky_piston: #9, 65(4%)
minecraft.custom.interact_with_blast_furnace: #9, 131(4%)
minecraft.mined.dark_oak_planks: #9, 73(4%)
minecraft.dropped.diamond_axe: #9, 6(5%)
minecraft.used.bow: #9, 1365(3%)
minecraft.used.spruce_log: #9, 455(4%)
minecraft.picked_up.firework_rocket: #9, 1412(3%)
minecraft.picked_up.deepslate_tile_slab: #9, 191(3%)
minecraft.picked_up.quartz: #9, 1578(3%)
minecraft.used.flint_and_steel: #9, 173(3%)
minecraft.picked_up.spruce_boat: #9, 30(4%)
minecraft.used.glowstone: #9, 222(3%)
minecraft.picked_up.lantern: #9, 96(3%)
minecraft.picked_up.white_concrete: #9, 1270(3%)
minecraft.crafted.ender_chest: #9, 8(3%)
minecraft.used.candle: #9, 43(4%)
minecraft.picked_up.clay_ball: #9, 372(3%)
minecraft.used.writable_book: #9, 40(3%)
minecraft.used.poppy: #9, 10(3%)
minecraft.dropped.stick: #9, 321(2%)
minecraft.picked_up.smooth_basalt: #9, 462(3%)
minecraft.dropped.basalt: #9, 263(3%)
minecraft.crafted.polished_granite: #9, 144(3%)
minecraft.mined.copper_block: #9, 58(3%)
minecraft.used.polished_deepslate_stairs: #9, 306(3%)
minecraft.used.iron_trapdoor: #9, 89(2%)
minecraft.mined.enchanting_table: #9, 1(3%)
minecraft.crafted.wooden_hoe: #9, 1(5%)
minecraft.crafted.baked_potato: #9, 182(3%)
minecraft.picked_up.quartz_slab: #9, 17(3%)
minecraft.mined.emerald_ore: #9, 13(3%)
minecraft.picked_up.cobbled_deepslate_wall: #9, 16(3%)
minecraft.picked_up.crimson_stem: #9, 135(2%)
minecraft.dropped.dark_oak_sign: #9, 3(3%)
minecraft.mined.bookshelf: #9, 116(2%)
minecraft.used.warped_fungus: #9, 14(3%)
minecraft.picked_up.axolotl_bucket: #9, 2(3%)
minecraft.dropped.item_frame: #9, 2(3%)
minecraft.crafted.dark_oak_door: #9, 6(3%)
minecraft.mined.polished_andesite: #9, 31(2%)
minecraft.used.bee_nest: #9, 3(3%)
minecraft.used.written_book: #9, 145(1%)
minecraft.used.oak_fence_gate: #9, 9(2%)
minecraft.picked_up.book: #9, 267(2%)
minecraft.crafted.white_shulker_box: #9, 4(2%)
minecraft.used.honey_block: #9, 33(3%)
minecraft.mined.fern: #9, 40(2%)
minecraft.crafted.oak_fence_gate: #9, 8(2%)
minecraft.used.mossy_stone_bricks: #9, 82(2%)
minecraft.crafted.red_terracotta: #9, 64(2%)
minecraft.mined.twisting_vines_plant: #9, 12(2%)
minecraft.crafted.pumpkin_seeds: #9, 20(2%)
minecraft.used.polished_deepslate_wall: #9, 91(1%)
minecraft.mined.spruce_leaves: #9, 1196(1%)
minecraft.custom.deaths: #10, 49(4%)
minecraft.crafted.slime_ball: #9, 90(1%)
minecraft.picked_up.bucket: #9, 16(1%)
minecraft.dropped.salmon: #9, 1(2%)
minecraft.picked_up.smooth_sandstone_slab: #9, 18(1%)
minecraft.mined.purpur_slab: #9, 3(2%)
minecraft.used.dandelion: #9, 3(1%)
minecraft.used.heavy_weighted_pressure_plate: #9, 2(2%)
minecraft.crafted.warped_slab: #9, 60(1%)
minecraft.mined.dark_oak_door: #9, 1(2%)
minecraft.crafted.yellow_terracotta: #9, 64(1%)
minecraft.picked_up.cut_copper_stairs: #9, 4(2%)
minecraft.dropped.amethyst_shard: #9, 6(1%)
minecraft.mined.cobblestone_slab: #9, 22(1%)
minecraft.mined.deepslate_brick_slab: #9, 14(1%)
minecraft.picked_up.polished_granite: #9, 12(1%)
minecraft.mined.gray_concrete_powder: #9, 2(2%)
minecraft.crafted.smooth_quartz: #9, 145(1%)
minecraft.dropped.bone_meal: #9, 893(1%)
minecraft.crafted.tripwire_hook: #9, 8(1%)
minecraft.used.polished_blackstone_wall: #9, 16(1%)
minecraft.custom.sleep_in_bed: #10, 676(4%)
minecraft.mined.jungle_planks: #9, 15(1%)
minecraft.used.bricks: #9, 70(1%)
minecraft.dropped.smooth_stone: #9, 5(1%)
minecraft.dropped.saddle: #9, 1(1%)
minecraft.used.lily_of_the_valley: #9, 3(1%)
minecraft.used.yellow_terracotta: #9, 16(1%)
minecraft.crafted.cooked_chicken: #9, 6(1%)
minecraft.used.spruce_leaves: #9, 236(1%)
minecraft.picked_up.andesite_wall: #9, 11(1%)
minecraft.mined.cut_sandstone_slab: #9, 3(1%)
minecraft.crafted.warped_stairs: #9, 16(0%)
minecraft.mined.brown_shulker_box: #9, 3(0%)
minecraft.picked_up.allium: #9, 27(0%)
minecraft.picked_up.honeycomb_block: #9, 2(0%)
minecraft.picked_up.bricks: #9, 11(0%)
minecraft.used.cooked_chicken: #9, 6(0%)
minecraft.used.brown_shulker_box: #9, 3(0%)
minecraft.picked_up.calcite: #10, 1504(4%)
minecraft.used.mossy_cobblestone_slab: #9, 7(0%)
minecraft.used.warped_stairs: #9, 10(0%)
minecraft.used.firework_rocket: #10, 9999(4%)
minecraft.picked_up.cyan_dye: #9, 1(0%)
minecraft.dropped.glowstone_dust: #9, 8(0%)
minecraft.picked_up.gray_concrete_powder: #9, 3(0%)
minecraft.picked_up.fire_charge: #9, 2(0%)
minecraft.killed.rabbit: #9, 1(0%)
minecraft.used.snow: #9, 25(0%)
minecraft.crafted.daylight_detector: #9, 2(0%)
minecraft.used.chest: #10, 789(3%)
minecraft.mined.beacon: #10, 12(4%)
minecraft.mined.dark_oak_stairs: #10, 30(4%)
minecraft.crafted.blue_dye: #10, 295(4%)
minecraft.mined.nether_quartz_ore: #10, 1128(3%)
minecraft.custom.walk_one_cm: #11, 61130245(4%)
minecraft.mined.rail: #10, 444(3%)
minecraft.crafted.diamond_block: #10, 61(3%)
minecraft.picked_up.baked_potato: #10, 386(3%)
minecraft.crafted.diamond_sword: #10, 3(3%)
minecraft.mined.lever: #10, 22(3%)
minecraft.mined.cobweb: #10, 128(3%)
minecraft.crafted.campfire: #10, 48(3%)
minecraft.crafted.sticky_piston: #10, 79(3%)
minecraft.used.powered_rail: #10, 370(3%)
minecraft.picked_up.cobblestone_slab: #10, 68(3%)
minecraft.crafted.oak_fence: #10, 123(3%)
minecraft.crafted.yellow_dye: #10, 186(3%)
minecraft.used.glow_ink_sac: #10, 47(2%)
minecraft.used.spruce_door: #10, 16(3%)
minecraft.used.iron_axe: #10, 1164(2%)
minecraft.dropped.smooth_basalt: #10, 38(3%)
minecraft.crafted.black_dye: #10, 856(2%)
minecraft.picked_up.oak_wood: #10, 56(3%)
minecraft.crafted.iron_boots: #10, 2(2%)
minecraft.picked_up.cactus: #10, 465(2%)
minecraft.killed.endermite: #10, 4(3%)
minecraft.killed.shulker: #10, 89(3%)
minecraft.crafted.green_dye: #10, 193(2%)
minecraft.killed.silverfish: #10, 13(3%)
minecraft.used.dark_oak_boat: #10, 8(2%)
minecraft.custom.walk_on_water_one_cm: #11, 1790959(3%)
minecraft.picked_up.gold_block: #10, 64(2%)
minecraft.picked_up.enchanting_table: #10, 1(3%)
minecraft.picked_up.sweet_berries: #10, 74(2%)
minecraft.picked_up.birch_boat: #10, 8(2%)
minecraft.picked_up.warped_stem: #10, 245(2%)
minecraft.crafted.dark_oak_trapdoor: #10, 80(2%)
minecraft.used.deepslate_coal_ore: #10, 44(2%)
minecraft.used.blast_furnace: #10, 8(2%)
minecraft.dropped.shears: #10, 8(2%)
minecraft.used.iron_door: #10, 6(2%)
minecraft.used.dark_oak_door: #10, 5(3%)
minecraft.mined.bee_nest: #10, 3(2%)
minecraft.crafted.anvil: #10, 18(1%)
minecraft.crafted.white_stained_glass: #10, 256(2%)
minecraft.mined.flower_pot: #10, 2(2%)
minecraft.crafted.polished_basalt: #10, 236(2%)
minecraft.dropped.azalea: #10, 25(2%)
minecraft.mined.warped_trapdoor: #10, 4(2%)
minecraft.dropped.diamond_shovel: #10, 2(2%)
minecraft.custom.tune_noteblock: #10, 77(1%)
minecraft.custom.aviate_one_cm: #11, 321715232(5%)
minecraft.mined.weeping_vines: #10, 4(2%)
minecraft.mined.spruce_sign: #10, 2(2%)
minecraft.mined.oak_wood: #10, 15(2%)
minecraft.mined.oak_door: #10, 1(2%)
minecraft.picked_up.polished_andesite: #10, 29(1%)
minecraft.used.andesite_slab: #10, 84(1%)
minecraft.crafted.black_shulker_box: #10, 1(2%)
minecraft.picked_up.purpur_slab: #10, 3(2%)
minecraft.killed.salmon: #10, 2(1%)
minecraft.crafted.andesite_slab: #10, 24(1%)
minecraft.picked_up.warped_trapdoor: #10, 4(1%)
minecraft.dropped.chain: #10, 3(1%)
minecraft.crafted.ender_eye: #10, 12(1%)
minecraft.custom.damage_blocked_by_shield: #10, 2500(1%)
minecraft.dropped.baked_potato: #10, 34(1%)
minecraft.mined.white_stained_glass: #10, 14(1%)
minecraft.used.cake: #10, 1(2%)
minecraft.picked_up.soul_lantern: #10, 5(1%)
minecraft.used.oxidized_copper: #10, 72(1%)
minecraft.used.acacia_boat: #10, 1(1%)
minecraft.used.bell: #10, 1(1%)
minecraft.used.cut_copper_stairs: #10, 33(1%)
minecraft.picked_up.diamond_pickaxe: #11, 38(4%)
minecraft.used.ladder: #11, 206(4%)
minecraft.dropped.spruce_button: #10, 1(1%)
minecraft.custom.interact_with_brewingstand: #11, 213(4%)
minecraft.mined.honey_block: #10, 3(1%)
minecraft.used.coal_block: #10, 28(1%)
minecraft.used.red_stained_glass: #10, 14(1%)
minecraft.crafted.cake: #10, 1(1%)
minecraft.dropped.dark_oak_sapling: #10, 1(1%)
minecraft.dropped.wheat: #10, 39(0%)
minecraft.dropped.enchanted_book: #10, 2(1%)
minecraft.dropped.jungle_planks: #10, 3(1%)
minecraft.picked_up.lily_of_the_valley: #10, 10(0%)
minecraft.used.beehive: #10, 7(0%)
minecraft.crafted.warped_sign: #10, 3(0%)
minecraft.mined.twisting_vines: #10, 4(0%)
minecraft.picked_up.honey_block: #10, 3(0%)
minecraft.mined.beehive: #10, 2(0%)
minecraft.dropped.glass_bottle: #10, 22(0%)
minecraft.custom.open_enderchest: #11, 1315(4%)
minecraft.dropped.deepslate_brick_slab: #10, 1(0%)
minecraft.used.weeping_vines: #10, 5(0%)
minecraft.dropped.sugar_cane: #10, 10(0%)
minecraft.dropped.lantern: #10, 1(0%)
minecraft.mined.green_shulker_box: #10, 1(0%)
minecraft.picked_up.green_shulker_box: #10, 1(0%)
minecraft.crafted.chest: #11, 1269(4%)
minecraft.used.green_shulker_box: #10, 1(0%)
minecraft.crafted.raw_gold: #10, 9(0%)
minecraft.mined.gray_shulker_box: #10, 1(0%)
minecraft.picked_up.gray_shulker_box: #10, 1(0%)
minecraft.picked_up.rabbit: #10, 1(0%)
minecraft.used.daylight_detector: #10, 2(0%)
minecraft.used.black_carpet: #10, 2(0%)
minecraft.mined.small_amethyst_bud: #10, 2(0%)
minecraft.picked_up.fern: #10, 2(0%)
minecraft.crafted.air: #10, 0(0%)
minecraft.picked_up.stone: #11, 63581(4%)
minecraft.custom.interact_with_furnace: #11, 1248(4%)
minecraft.custom.damage_taken: #11, 117931(2%)
minecraft.custom.climb_one_cm: #11, 1380040(3%)
minecraft.picked_up.oak_fence: #11, 120(3%)
minecraft.picked_up.coal: #11, 5915(3%)
minecraft.mined.calcite: #11, 1111(3%)
minecraft.crafted.chain: #11, 291(3%)
minecraft.picked_up.chest: #11, 355(3%)
minecraft.picked_up.beacon: #11, 12(4%)
minecraft.mined.lantern: #11, 21(4%)
minecraft.dropped.water_bucket: #11, 2(4%)
minecraft.dropped.crafting_table: #11, 4(3%)
minecraft.crafted.piston: #11, 222(3%)
minecraft.picked_up.rail: #11, 589(3%)
minecraft.killed.enderman: #11, 12425(3%)
minecraft.picked_up.warped_fungus: #11, 32(4%)
minecraft.crafted.oak_slab: #11, 396(3%)
minecraft.picked_up.flint: #11, 279(3%)
minecraft.mined.oak_slab: #11, 43(3%)
minecraft.crafted.diamond: #11, 306(3%)
minecraft.used.snowball: #11, 147(3%)
minecraft.used.stone_sword: #11, 39(4%)
minecraft.picked_up.dark_oak_trapdoor: #11, 32(3%)
minecraft.crafted.ladder: #11, 228(3%)
minecraft.used.calcite: #11, 395(3%)
minecraft.used.deepslate: #11, 1122(2%)
minecraft.mined.deepslate_tile_slab: #11, 115(3%)
minecraft.crafted.diamond_helmet: #11, 2(3%)
minecraft.dropped.dandelion: #11, 16(3%)
minecraft.used.stone_slab: #11, 590(3%)
minecraft.picked_up.stone_slab: #11, 190(3%)
minecraft.mined.iron_door: #11, 5(3%)
minecraft.crafted.iron_helmet: #11, 2(2%)
minecraft.dropped.wooden_pickaxe: #11, 1(4%)
minecraft.used.campfire: #11, 33(2%)
minecraft.picked_up.iron_door: #11, 5(3%)
minecraft.crafted.brewing_stand: #11, 4(3%)
minecraft.crafted.stone_brick_stairs: #11, 53(2%)
minecraft.picked_up.oak_boat: #11, 21(2%)
minecraft.crafted.glass: #11, 4774(2%)
minecraft.used.baked_potato: #11, 177(2%)
minecraft.crafted.iron_axe: #11, 6(1%)
minecraft.used.anvil: #11, 19(1%)
minecraft.used.lightning_rod: #11, 35(2%)
minecraft.picked_up.bamboo: #11, 1436(1%)
minecraft.mined.cave_vines_plant: #11, 9(2%)
minecraft.mined.bamboo: #11, 107(1%)
minecraft.custom.interact_with_loom: #11, 3(2%)
minecraft.picked_up.slime_block: #11, 92(1%)
minecraft.used.jungle_sapling: #11, 23(2%)
minecraft.crafted.raw_copper_block: #11, 77(1%)
minecraft.dropped.dark_oak_log: #11, 16(1%)
minecraft.mined.end_stone_bricks: #11, 10(1%)
minecraft.picked_up.spruce_button: #11, 4(1%)
minecraft.crafted.armor_stand: #11, 13(1%)
minecraft.crafted.raw_iron_block: #11, 75(1%)
minecraft.picked_up.crimson_nylium: #11, 26(1%)
minecraft.mined.dark_oak_leaves: #11, 180(1%)
minecraft.crafted.blast_furnace: #11, 4(1%)
minecraft.mined.nether_sprouts: #11, 16(1%)
minecraft.picked_up.campfire: #11, 6(1%)
minecraft.crafted.soul_torch: #11, 40(1%)
minecraft.dropped.apple: #11, 10(1%)
minecraft.used.deepslate_iron_ore: #11, 14(1%)
minecraft.mined.warped_slab: #11, 3(2%)
minecraft.crafted.light_gray_concrete_powder: #11, 192(1%)
minecraft.mined.soul_lantern: #11, 4(1%)
minecraft.dropped.azure_bluet: #11, 1(1%)
minecraft.picked_up.white_stained_glass: #11, 14(1%)
minecraft.mined.black_wool: #11, 4(1%)
minecraft.custom.fill_cauldron: #11, 4(1%)
minecraft.used.stone_brick_slab: #11, 159(1%)
minecraft.used.purpur_block: #11, 10(1%)
minecraft.used.soul_lantern: #11, 11(1%)
minecraft.picked_up.light_gray_wool: #11, 18(1%)
minecraft.used.light_gray_concrete_powder: #11, 72(0%)
minecraft.dropped.dark_oak_slab: #11, 1(1%)
minecraft.mined.yellow_concrete: #11, 18(0%)
minecraft.mined.sweet_berry_bush: #11, 5(1%)
minecraft.crafted.sandstone_slab: #11, 12(1%)
minecraft.used.water_bucket: #12, 1025(4%)
minecraft.crafted.gold_block: #11, 36(0%)
minecraft.crafted.polished_blackstone_slab: #11, 6(1%)
minecraft.crafted.oak_wood: #11, 27(0%)
minecraft.mined.black_concrete_powder: #11, 2(0%)
minecraft.mined.pointed_dripstone: #11, 31(0%)
minecraft.used.amethyst_cluster: #11, 12(0%)
minecraft.picked_up.stripped_jungle_log: #11, 2(0%)
minecraft.used.warped_sign: #11, 2(0%)
minecraft.mined.stripped_jungle_log: #11, 2(0%)
minecraft.used.oxidized_cut_copper_slab: #11, 9(0%)
minecraft.crafted.crafting_table: #12, 56(4%)
minecraft.picked_up.beehive: #11, 2(0%)
minecraft.dropped.emerald: #11, 11(0%)
minecraft.dropped.raw_gold: #11, 1(0%)
minecraft.dropped.orange_terracotta: #11, 2(0%)
minecraft.dropped.sweet_berries: #11, 1(0%)
minecraft.mined.blue_orchid: #11, 1(0%)
minecraft.picked_up.wither_rose: #11, 1(0%)
minecraft.used.gray_shulker_box: #11, 1(0%)
minecraft.dropped.warped_roots: #11, 2(0%)
minecraft.used.target: #11, 1(0%)
minecraft.picked_up.rabbit_hide: #11, 1(0%)
minecraft.used.polished_blackstone: #11, 12(0%)
minecraft.dropped.dripstone_block: #11, 2(0%)
minecraft.used.polished_andesite_stairs: #11, 2(0%)
minecraft.picked_up.spider_eye: #12, 238(4%)
minecraft.crafted.black_carpet: #11, 3(0%)
minecraft.dropped.snow_block: #11, 2(0%)
minecraft.crafted.barrel: #12, 127(4%)
minecraft.used.torch: #12, 6221(3%)
minecraft.picked_up.arrow: #12, 1874(3%)
minecraft.picked_up.stick: #12, 1879(3%)
